Px Code,Procedure Name,Total Price
38253,NITROGLYCERIN 0.3 MG/HR TRANSDERMAL PT24,ERX
38255,NITROGLYCERIN 0.4 MG/HR TRANSDERMAL PT24,ERX
38256,NITROGLYCERIN 0.6 MG/HR TRANSDERMAL PT24,ERX
38259,NEFAZODONE HCL 250 MG PO TABS,ERX
38266,VINORELBINE TARTRATE 10 MG/ML IV SOLN,ERX
38306,FLUCONAZOLE 10 MG/ML PO SUSR,ERX
38307,FLUCONAZOLE 40 MG/ML PO SUSR,ERX
38348,FELODIPINE ER 2.5 MG PO TAB SR 24HR,ERX
38351,FELODIPINE ER 5 MG PO TAB SR 24HR,ERX
38354,LAMOTRIGINE 150 MG PO TABS,ERX
38366,FELODIPINE ER 10 MG PO TAB SR 24HR,ERX
170892,CLONIDINE 0.1 MG/24HR TRANSDERMAL PTWK,ERX
170893,CLONIDINE 0.2 MG/24HR TRANSDERMAL PTWK,ERX
170894,CLONIDINE 0.3 MG/24HR TRANSDERMAL PTWK,ERX
38537,RIMEXOLONE 1 % OPHTHALMIC SUSP,ERX
38576,ABCIXIMAB 2 MG/ML IV SOLN,ERX
38860,ACETAMINOPHEN-CODEINE 120-12 MG/5ML PO SOLN,ERX
38884,DORZOLAMIDE HCL 2 % OPHTHALMIC SOLN,ERX
39139,TERAZOSIN HCL 1 MG PO CAPS,ERX
39140,TERAZOSIN HCL 2 MG PO CAPS,ERX
39141,TERAZOSIN HCL 10 MG PO CAPS,ERX
39142,TERAZOSIN HCL 5 MG PO CAPS,ERX
4080100490,HEPATITIS B IMMUNE GLOBULIN (HBIG) IV ORDERABLE,ERX
159289,DIVALPROEX SODIUM 125 MG PO CSDR,ERX
39292,CARBAMAZEPINE ER 100 MG PO TAB SR 12HR,ERX
39293,CARBAMAZEPINE ER 200 MG PO TAB SR 12HR,ERX
39294,CARBAMAZEPINE ER 400 MG PO TAB SR 12HR,ERX
39312,VERAPAMIL HCL ER 180 MG PO TBCR,ERX
39315,INDOMETHACIN ER 75 MG PO CPCR,ERX
39326,TRAMADOL HCL 50 MG PO TABS,ERX
39332,CYTOMEGALOVIRUS IMMUNE GLOB IV INJ,ERX
39342,ASPIRIN-DIPYRIDAMOLE ER 25-200 MG PO CP12,ERX
39408,TYPHOID VI POLYSACCHARIDE VACC 25 MCG/0.5ML IM SOLN,ERX
4080639,ZIDOVUDINE (RETROVIR) IV SYRINGE 4 MG/ML D5W (NEO/PED)(10MG/ML VIAL),ERX
408010154,NIFEDIPINE ER 90 MG PO TAB SR 24HR (WRAPPER),ERX
39425,FLUORESCEIN SODIUM 0.6 MG OPHTHALMIC STRP,ERX
39426,FLUORESCEIN SODIUM 1 MG OPHTHALMIC STRP,ERX
39457,BENZOCAINE 20 % MOUTH/THROAT LIQD,ERX
39461,DIBUCAINE 1 % RECTAL OINT,ERX
39464,COAL TAR EXTRACT 0.5 % EX SHAM,ERX
39510,METFORMIN HCL 850 MG PO TABS,ERX
39512,GRANISETRON HCL 1 MG PO TABS,ERX
39518,LANSOPRAZOLE 15 MG PO CPDR,ERX
39519,LANSOPRAZOLE 30 MG PO CPDR,ERX
39522,OMEPRAZOLE 20 MG PO CPDR,ERX
39539,SCOPOLAMINE 1 MG/3DAYS TRANSDERMAL PT72,ERX
39540,ONDANSETRON 4 MG PO TBDP,ERX
39541,ONDANSETRON 8 MG PO TBDP,ERX
107112,PEPTAMEN BARIATRIC PO LIQD,ERX
40809316,PIPERACILLIN-TAZOBACTAM (ZOSYN) IV SYRINGE 50MG/ML NSS (NEO/PED)(4.5G),ERX
39800,LOSARTAN POTASSIUM 25 MG PO TABS,ERX
39801,LOSARTAN POTASSIUM 50 MG PO TABS,ERX
39839,ZONISAMIDE 100 MG PO CAPS,ERX
39864,DOPAMINE IN D5W 1.6-5 MG/ML-% IV SOLN,ERX
39914,LIDOCAINE IN D5W 8-5 MG/ML-% IV SOLN,ERX
39959,NITROGLYCERIN IN D5W 400-5 MCG/ML-% IV SOLN,ERX
40022,SODIUM CHLORIDE BACTERIOSTATIC 0.9 % INJECTION SOLN,ERX
40107,ATOVAQUONE 750 MG/5ML PO SUSP,ERX
40181,BACTERIOSTATIC WATER(BENZ ALC) INJECTION SOLN,ERX
40258,GLUCOSE-VITAMIN C 4-6 GM-MG PO CHEW,ERX
40261,SODIUM CHLORIDE 0.9 % IV SOLN,ERX
40336,WHITE PETROLATUM GEL,ERX
4080100629,ALBUMIN HUMAN 25 % IV SOLN (ADDITIVE),ERX
40406,VENLAFAXINE HCL ER 37.5 MG PO CP24,ERX
40407,VENLAFAXINE HCL ER 75 MG PO CP24,ERX
40419,VENLAFAXINE HCL ER 150 MG PO CP24,ERX
40422,NICOTINE 7 MG/24HR TRANSDERMAL PT24,ERX
40448,DEXTROMETHORPHAN-GUAIFENESIN 10-200 MG/5ML PO LIQD,ERX
40460,NICOTINE 14 MG/24HR TRANSDERMAL PT24,ERX
40461,NICOTINE 21 MG/24HR TRANSDERMAL PT24,ERX
40486,MYCOPHENOLATE MOFETIL 250 MG PO CAPS,ERX
40494,ACETAMINOPHEN 80 MG PO TBDP,ERX
40502,SEVOFLURANE INHALATION SOLN,ERX
40531,FENTANYL 25 MCG/HR TRANSDERMAL PT72,ERX
40532,FENTANYL 50 MCG/HR TRANSDERMAL PT72,ERX
40538,FENTANYL 75 MCG/HR TRANSDERMAL PT72,ERX
40539,FENTANYL 100 MCG/HR TRANSDERMAL PT72,ERX
40569,FENTANYL CITRATE 200 MCG BUCCAL LPOP,ERX
40571,FENTANYL CITRATE 400 MCG BUCCAL LPOP,ERX
40635,DEXRAZOXANE 250 MG IV SOLR,ERX
40636,DEXRAZOXANE 500 MG IV SOLR,ERX
40809272,CLINDAMYCIN (CLEOCIN) IV SYRINGE 6MG/ML D5W (NEO/PED) (900MG/6ML INJECTION SOLN),ERX
40755,CASTOR OIL OIL,ERX
40836,HYPROMELLOSE 0.4 % OPHTHALMIC SOLN,ERX
40837,HYPROMELLOSE 0.5 % OPHTHALMIC SOLN,ERX
40874,CARBOXYMETHYLCELLULOSE SODIUM 0.5 % OPHTHALMIC SOLN,ERX
166710,CARBOXYMETHYLCELLULOSE SOD PF 1 % OPHTHALMIC GEL,ERX
40877,POLYVINYL ALCOHOL 1.4 % OPHTHALMIC SOLN,ERX
40882,SODIUM POLYSTYRENE SULFONATE 15 GM/60ML PO SUSP,ERX
40905,SERTRALINE HCL 20 MG/ML PO CONC,ERX
40906,AZITHROMYCIN 1 G PO PACK,ERX
40927,GELATIN ABSORBABLE 12-7 MM EX MISC,ERX
40953,GELATIN ABSORBABLE 4 EX MISC,ERX
40966,SUMATRIPTAN SUCCINATE 25 MG PO TABS,ERX
40967,SUMATRIPTAN SUCCINATE 50 MG PO TABS,ERX
40970,GELATIN ABSORBABLE 100 EX MISC,ERX
40809323,TOBRAMYCIN IV SYRINGE 2MG/ML NSS (NEO/PED)(1.2G/30ML VIAL),ERX
40981,GELATIN ABSORBABLE EX FILM,ERX
40983,GELATIN ADSORBABLE OPHTHALMIC FILM,ERX
40986,DICLOFENAC SODIUM 75 MG PO TBEC,ERX
40989,IMMUNE GLOBULIN (HUMAN) IM INJ,ERX
41008,CETIRIZINE HCL 5 MG PO TABS,ERX
41047,BENZOCAINE-MENTHOL 20-0.5 % EX AERO,ERX
41115,IBUPROFEN 40 MG/ML PO SUSP,ERX
41136,LEUCOVORIN CALCIUM 200 MG INJECTION SOLR,ERX
41138,DIANEAL LOW CALCIUM/2.5% DEX 395 MOSM/L INTRAPERITON SOLN,ERX
41139,DIANEAL LOW CALCIUM/1.5% DEX 344 MOSM/L INTRAPERITON SOLN,ERX
41141,DIANEAL LOW CALCIUM/4.25% DEX 483 MOSM/L INTRAPERITON SOLN,ERX
41276,METHYLPHENIDATE HCL ER 20 MG PO TBCR,ERX
41616,SOTALOL HCL 120 MG PO TABS,ERX
41644,CALCITONIN (SALMON) 200 UNIT/ACT NASAL SOLN,ERX
41652,ASPIRIN BUF(CACARB-MGCARB-MGO) 325 MG PO TABS,ERX
41656,BICALUTAMIDE 50 MG PO TABS,ERX
40809047,ACYCLOVIR (ZOVIRAX) IV SYRINGE 5MG/ML D5W (NEO/PED)(50MG/ML VIAL),ERX
41771,AZITHROMYCIN 200 MG/5ML PO SUSR,ERX
41813,CHLORPHENIRAMINE-DM 2-15 MG/5ML PO LIQD,ERX
41818,GUAIFENESIN-DM 100-10 MG/5ML PO SYRP,ERX
41849,CHLORHEXIDINE GLUCONATE 4 % EX LIQD,ERX
41883,POT BICARB-POT CHLORIDE 25 MEQ PO TBEF,ERX
41888,HEPARIN (PORCINE) IN D5W 50-5 UNIT/ML-% IV SOLN,ERX
41890,HEPARIN (PORCINE) IN NACL 2-0.9 UNIT/ML-% INJECTION SOLN,ERX
41891,HEPARIN (PORCINE) IN NACL 50-0.45 UNIT/ML-% INJECTION SOLN,ERX
41900,MORPHINE SULFATE (PF) 1 MG/ML INJECTION SOLN,ERX
40809411,ARGIMENT AT PO PACK (EN),ERX
41913,NITROGLYCERIN IN D5W 200-5 MCG/ML-% IV SOLN,ERX
41922,DEXTROSE-NACL 5-0.45 % IV SOLN,ERX
41924,DEXTROSE-NACL 5-0.2 % IV SOLN,ERX
41938,LIDOCAINE 5 % EX PTCH,ERX
41950,SULFACETAMIDE SODIUM 10 % OPHTHALMIC OINT,ERX
41983,LAMIVUDINE 150 MG PO TABS,ERX
41984,LAMIVUDINE 10 MG/ML PO SOLN,ERX
41985,DEXTROSE-NACL 5-0.9 % IV SOLN,ERX
40809213,NUTREN 1.5 PO LIQUID (CONTINUOUS),ERX
42005,ACARBOSE 50 MG PO TABS,ERX
42007,LINEZOLID 600 MG PO TABS,ERX
42008,LINEZOLID 100 MG/5ML PO SUSR,ERX
42009,EPOPROSTENOL SODIUM (VELETRI) 0.5 MG IV SOLR,ERX
42010,EPOPROSTENOL SODIUM (FLOLAN) 1.5 MG IV SOLR,ERX
4080100544,INVESTIGATIONAL SALINE (SHINE STUDY) SQ INJECTION,ERX
42012,CITALOPRAM HYDROBROMIDE 10 MG/5ML PO SOLN,ERX
42025,GENTAMICIN IN SALINE 0.8-0.9 MG/ML-% IV SOLN,ERX
42028,GENTAMICIN IN SALINE 1.2-0.9 MG/ML-% IV SOLN,ERX
42031,GENTAMICIN IN SALINE 2-0.9 MG/ML-% IV SOLN,ERX
42086,DAKINS (1/2 STRENGTH) 0.2-0.25 % EX SOLN,ERX
42103,PENTAMIDINE ISETHIONATE 300 MG INHALATION SOLR,ERX
42142,DOBUTAMINE IN D5W 4-5 MG/ML-% IV SOLN,ERX
42175,METHADONE HCL 10 MG/ML PO CONC,ERX
42194,SALMETEROL XINAFOATE 50 MCG/DOSE INHALATION AEPB,ERX
42199,FLUTICASONE PROPIONATE (INHAL) 50 MCG/BLIST INHALATION AEPB,ERX
42200,FLUTICASONE PROPIONATE (INHAL) 100 MCG/BLIST INHALATION AEPB,ERX
42201,FLUTICASONE PROPIONATE (INHAL) 250 MCG/BLIST INHALATION AEPB,ERX
42203,TRETINOIN 10 MG PO CAPS,ERX
42230,KCL-LACTATED RINGERS-D5W 20 MEQ/L IV SOLN,ERX
42280,CARBIDOPA-LEVODOPA ER 25-100 MG PO TBCR,ERX
42305,RIVASTIGMINE TARTRATE 1.5 MG PO CAPS,ERX
42307,RIVASTIGMINE TARTRATE 3 MG PO CAPS,ERX
42317,RIVASTIGMINE TARTRATE 4.5 MG PO CAPS,ERX
42318,RIVASTIGMINE TARTRATE 6 MG PO CAPS,ERX
42381,DESMOPRESSIN ACETATE 0.1 MG PO TABS,ERX
42382,DESMOPRESSIN ACETATE 0.2 MG PO TABS,ERX
42426,IPRATROPIUM BROMIDE 0.03 % NASAL SOLN,ERX
40803388,ATENOLOL 2 MG/ML ORAL SUSP - ORD,ERX
42535,FOLIC ACID-VIT B6-VIT B12 2.5-25-1 MG PO TABS,ERX
159094,MAGNESIUM SULFATE IN D5W 1-5 GM/100ML-% IV SOLN,ERX
159256,CISATRACURIUM BESYLATE (PF) 200 MG/20ML IV SOLN,ERX
42652,ANASTROZOLE 1 MG PO TABS,ERX
42657,CYTRA-2 500-334 MG/5ML PO SOLN,ERX
42735,STERILE WATER FOR INJECTION IV SOLN,ERX
42747,ESTRADIOL 0.05 MG/24HR TRANSDERMAL PTWK,ERX
42749,ESTRADIOL 0.1 MG/24HR TRANSDERMAL PTWK,ERX
42774,AMMONIUM CHLORIDE 5 MEQ/ML IV SOLN,ERX
42897,GLIMEPIRIDE 2 MG PO TABS,ERX
42900,GLIMEPIRIDE 4 MG PO TABS,ERX
43076,RITONAVIR 80 MG/ML PO SOLN,ERX
43114,PHENYLEPH-SHARK LIV OIL-MO-PET 0.25-3-14-71.9 % RECTAL OINT,ERX
43380,PAROXETINE HCL 10 MG PO TABS,ERX
43399,GLYCINE DILUENT IV SOLN,ERX
43404,TENECTEPLASE 50 MG IV KIT,ERX
43679,ACD FORMULA A 0.73-2.45-2.2 GM/100ML IN VITRO SOLN,ERX
43688,DEFEROXAMINE MESYLATE 2 G INJECTION SOLR,ERX
43706,ANAGRELIDE HCL 1 MG PO CAPS,ERX
43707,PERMETHRIN 1 % EX LOTN,ERX
43713,ATOVAQUONE-PROGUANIL HCL 250-100 MG PO TABS,ERX
43721,METHACHOLINE CHLORIDE 100 MG INHALATION SOLR,ERX
43726,OLANZAPINE 5 MG PO TBDP,ERX
43727,OLANZAPINE 10 MG PO TBDP,ERX
43735,COLESEVELAM HCL 625 MG PO TABS,ERX
43813,TALC-ZINC OXIDE 81-15 % EX POWD,ERX
40801062,RIFAMPIN IV ORDERABLE,ERX
43850,ATORVASTATIN CALCIUM 80 MG PO TABS,ERX
43931,SEVELAMER HCL 800 MG PO TABS,ERX
44088,OXYCODONE HCL 15 MG PO TABS,ERX
44089,OXYCODONE HCL 30 MG PO TABS,ERX
44114,BUDESONIDE 0.5 MG/2ML INHALATION SUSP,ERX
44142,GLYCERIN EX LIQD,ERX
44144,GLYCERIN LIQD,ERX
44157,HYDROCORTISONE 2.5 % RECTAL CREA,ERX
44164,MAGNESIUM HYDROXIDE 400 MG/5ML PO SUSP,ERX
44170,CYCLOSPORINE MODIFIED 25 MG PO CAPS,ERX
44171,CYCLOSPORINE MODIFIED 100 MG PO CAPS,ERX
44172,CYCLOSPORINE MODIFIED 100 MG/ML PO SOLN,ERX
155656,INSULIN DEGLUDEC 100 UNIT/ML SC SOPN,ERX
44192,CARMUSTINE 100 MG IV SOLR,ERX
44194,SODIUM HYALURONATE 10 MG/ML INTRAOCULAR SOLN,ERX
44197,NA HYALUR & NA CHOND-NA HYALUR 0.4-0.35 ML INTRAOCULAR KIT,ERX
44198,NA HYALUR & NA CHOND-NA HYALUR 0.55-0.5 ML INTRAOCULAR KIT,ERX
44204,NA CHONDROIT SULF-NA HYALURON 40-30 MG/ML INTRAOCULAR SOLN,ERX
44211,LOPINAVIR-RITONAVIR 400-100 MG/5ML PO SOLN,ERX
44229,ARGATROBAN 250 MG/2.5ML IV SOLN,ERX
44253,LEVOFLOXACIN 750 MG PO TABS,ERX
44299,METFORMIN HCL ER 500 MG PO TAB SR 24HR,ERX
44354,ALENDRONATE SODIUM 70 MG PO TABS,ERX
44381,ARSENIC TRIOXIDE 10 MG/10ML IV SOLN,ERX
40808196,"INVESTIGATIONAL TSR-042 (GARNET, UPCC 30816) INFUSION (160 MG VIAL)",ERX
40808198,"INVESTIGATIONAL TSR-042 (GARNET, UPCC 30816) INFUSION (500 MG VIAL)",ERX
40808199,"INVESTIGATIONAL TSR-042 (GARNET, UPCC 30816) INFUSION ORDERABLE",ERX
40808200,INVESTIGATIONAL FF-10101-01 (UPCC 01417) 10 MG CAPS,ERX
44441,IRON SUCROSE 20 MG/ML IV SOLN,ERX
40808201,INVESTIGATIONAL FF-10101-01 (UPCC 01417) 25 MG CAPS,ERX
44590,ABSORBASE EX OINT,ERX
44598,BALSALAZIDE DISODIUM 750 MG PO CAPS,ERX
44602,PREDNISOLONE SODIUM PHOSPHATE 15 MG/5ML PO SOLN,ERX
44613,CROTALIDAE POLYVAL IMMUNE FAB IV SOLR,ERX
44640,PROPRANOLOL HCL 1 MG/ML IV SOLN,ERX
44655,DILTIAZEM HCL ER 240 MG PO CP24,ERX
107103,VALPROIC ACID 250 MG/5ML PO SOLN,ERX
44724,PANTOPRAZOLE SODIUM 40 MG IV SOLR,ERX
44746,DILTIAZEM HCL ER COATED BEADS 120 MG PO CP24,ERX
44748,DILTIAZEM HCL ER COATED BEADS 180 MG PO CP24,ERX
44750,DILTIAZEM HCL ER COATED BEADS 240 MG PO CP24,ERX
44752,DILTIAZEM HCL ER COATED BEADS 300 MG PO CP24,ERX
44756,LEVONORGESTREL 20 MCG/24HR INTRAUTERINE IUD,ERX
168736,BIVALIRUDIN TRIFLUOROACETATE 250 MG IV SOLR,ERX
40809214,PEPTAMEN AF PO LIQD (CONTINUOUS),ERX
40808583,INVESTIGATIONAL CINRYZE OR PLACEBO (SHP616-302) 500 UNITS SOLR,ERX
44816,TOLTERODINE TARTRATE ER 2 MG PO CP24,ERX
44817,TOLTERODINE TARTRATE ER 4 MG PO CP24,ERX
44826,TACROLIMUS 0.1 % EX OINT,ERX
40809757,AMIKACIN 4MG/ML OPHTHALMIC INJECTION - ORD,ERX
44874,HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,ERX
44875,HYDROCODONE-ACETAMINOPHEN 7.5-325 MG PO TABS,ERX
44918,MIRTAZAPINE 15 MG PO TBDP,ERX
44919,MIRTAZAPINE 30 MG PO TBDP,ERX
44961,CASPOFUNGIN ACETATE 50 MG IV SOLR,ERX
44962,CASPOFUNGIN ACETATE 70 MG IV SOLR,ERX
44981,PEGINTERFERON ALFA-2B 150 MCG/0.5ML SC KIT,ERX
45189,ZIPRASIDONE HCL 20 MG PO CAPS,ERX
45190,ZIPRASIDONE HCL 40 MG PO CAPS,ERX
45191,ZIPRASIDONE HCL 60 MG PO CAPS,ERX
45192,ZIPRASIDONE HCL 80 MG PO CAPS,ERX
45217,ESMOLOL HCL-SODIUM CHLORIDE 2500 MG/250ML IV SOLN,ERX
45227,ACCU-CHEK SAFE-T PRO LANCETS MISC,ERX
45268,METOPROLOL SUCCINATE ER 25 MG PO TAB SR 24HR,ERX
45291,TRAVOPROST 0.004 % OPHTHALMIC SOLN,ERX
45317,BIMATOPROST 0.03 % OPHTHALMIC SOLN,ERX
45421,INSULIN GLARGINE 100 UNIT/ML SC SOLN,ERX
45422,GABAPENTIN 250 MG/5ML PO SOLN,ERX
45423,GALANTAMINE HYDROBROMIDE 4 MG PO TABS,ERX
45424,GALANTAMINE HYDROBROMIDE 8 MG PO TABS,ERX
45609,VALGANCICLOVIR HCL 450 MG PO TABS,ERX
45726,CITALOPRAM HYDROBROMIDE 10 MG PO TABS,ERX
1150100048,DOCETAXEL (TAXOTERE) IVPB 500ML NSS (80MG/4ML CONC),ERX
45917,FAMOTIDINE PREMIXED 20-0.9 MG/50ML-% IV SOLN,ERX
92149,DICLOFENAC SODIUM 1 % TRANSDERMAL GEL,ERX
46306,DOXYCYCLINE MONOHYDRATE 100 MG PO TABS,ERX
46308,OLANZAPINE 15 MG PO TBDP,ERX
46309,OLANZAPINE 20 MG PO TBDP,ERX
46311,INSULIN ASPART 100 UNIT/ML SC SOLN,ERX
46314,SIROLIMUS 1 MG PO TABS,ERX
46318,METOPROLOL SUCCINATE ER 50 MG PO TAB SR 24HR,ERX
46319,METOPROLOL SUCCINATE ER 100 MG PO TAB SR 24HR,ERX
46320,METOPROLOL SUCCINATE ER 200 MG PO TAB SR 24HR,ERX
46324,FLUTICASONE PROPIONATE 50 MCG/ACT NASAL SUSP,ERX
46497,CALCIUM ACETATE 667 MG PO CAPS,ERX
46642,PACLITAXEL 100 MG/16.7ML IV CONC,ERX
46643,PACLITAXEL 300 MG/50ML IV CONC,ERX
46706,BRIMONIDINE TARTRATE 0.15 % OPHTHALMIC SOLN,ERX
46760,VALSARTAN 320 MG PO TABS,ERX
46832,GALANTAMINE HYDROBROMIDE 4 MG/ML PO SOLN,ERX
46841,TRAMADOL-ACETAMINOPHEN 37.5-325 MG PO TABS,ERX
46863,ALTEPLASE 2 MG INJECTION SOLR,ERX
47033,RIBAVIRIN 200 MG PO CAPS,ERX
47038,METHOXSALEN (PHOTOPHERESIS) 20 MCG/ML INJECTION SOLN,ERX
47050,VALSARTAN 80 MG PO TABS,ERX
47051,VALSARTAN 160 MG PO TABS,ERX
159250,BUDESONIDE 3 MG PO CPEP,ERX
47276,TENOFOVIR DISOPROXIL FUMARATE 300 MG PO TABS,ERX
47280,PARICALCITOL 2 MCG/ML IV SOLN,ERX
47465,BOSENTAN 62.5 MG PO TABS,ERX
47466,BOSENTAN 125 MG PO TABS,ERX
47507,ENOXAPARIN SODIUM 150 MG/ML SC SOLN,ERX
47638,POLYETHYLENE GLYCOL 3350 PO PACK,ERX
47640,DIGOXIN IMMUNE FAB 40 MG IV SOLR,ERX
47653,MOXIFLOXACIN HCL IN NACL 400 MG/250ML IV SOLN,ERX
47654,ERTAPENEM SODIUM 1 G INJECTION SOLR,ERX
47836,FONDAPARINUX SODIUM 2.5 MG/0.5ML SC SOLN,ERX
47920,EFAVIRENZ 600 MG PO TABS,ERX
47935,TRIMETHOBENZAMIDE HCL 300 MG PO CAPS,ERX
159283,PROPOFOL 1000 MG/100ML IV EMUL,ERX
48038,DEXTROAMPHETAMINE SULFATE ER 5 MG PO CP24,ERX
48039,DEXTROAMPHETAMINE SULFATE ER 10 MG PO CP24,ERX
40809093,ACYCLOVIR (ZOVIRAX) IV SYRINGE 10MG/ML D5W (NEO/PED)(50MG/ML VIAL),ERX
48279,PAROXETINE HCL ER 12.5 MG PO TAB SR 24HR,ERX
165371,NEPHRONEX 0.9 MG/5ML PO LIQD,ERX
150774,GLATIRAMER ACETATE 20 MG/ML SC SOSY,ERX
48503,PAMIDRONATE DISODIUM 90 MG/10ML IV SOLN,ERX
166693,DIPHTH-ACELL PERTUSSIS-TETANUS 15-23-5 LF-MCG/0.5 IM SUSP,ERX
48727,MIDODRINE HCL 10 MG PO TABS,ERX
48756,SODIUM HYALURONATE 23 MG/ML INTRAOCULAR SOLN,ERX
48795,AMOXICILLIN-POT CLAVULANATE 250-125 MG PO TABS,ERX
48796,OXALIPLATIN 50 MG IV SOLR,ERX
48803,VORICONAZOLE 50 MG PO TABS,ERX
48804,VORICONAZOLE 200 MG PO TABS,ERX
4080636,VORICONAZOLE IVPB 250ML D5W,ERX
48840,ZIPRASIDONE MESYLATE 20 MG IM SOLR,ERX
48890,AMOXICILLIN-POT CLAVULANATE 500-125 MG PO TABS,ERX
48891,AMOXICILLIN-POT CLAVULANATE 875-125 MG PO TABS,ERX
48892,AMOXICILLIN-POT CLAVULANATE 200-28.5 MG/5ML PO SUSR,ERX
48893,AMOXICILLIN-POT CLAVULANATE 400-57 MG/5ML PO SUSR,ERX
49177,ESCITALOPRAM OXALATE 10 MG PO TABS,ERX
49178,ESCITALOPRAM OXALATE 20 MG PO TABS,ERX
49206,VALSARTAN 40 MG PO TABS,ERX
49258,RASBURICASE 1.5 MG IV SOLR,ERX
49335,INSULIN ASPART PROT & ASPART (70-30) 100 UNIT/ML SC SUSP,ERX
49495,ADEFOVIR DIPIVOXIL 10 MG PO TABS,ERX
49633,LAMIVUDINE 300 MG PO TABS,ERX
49851,EZETIMIBE 10 MG PO TABS,ERX
49880,GNP PEDIATRIC ELECTROLYTE PO SOLN,ERX
50080,ARIPIPRAZOLE 10 MG PO TABS,ERX
50081,ARIPIPRAZOLE 15 MG PO TABS,ERX
50082,ARIPIPRAZOLE 20 MG PO TABS,ERX
50083,ARIPIPRAZOLE 30 MG PO TABS,ERX
50167,ATOMOXETINE HCL 40 MG PO CAPS,ERX
50183,GUAIFENESIN-CODEINE 100-10 MG/5ML PO SOLN,ERX
50265,DTAP-HEPATITIS B RECOMB-IPV IM SUSP,ERX
50428,NITAZOXANIDE 100 MG/5ML PO SUSR,ERX
50431,BUPRENORPHINE HCL-NALOXONE HCL 2-0.5 MG SL SUBL,ERX
50432,BUPRENORPHINE HCL-NALOXONE HCL 8-2 MG SL SUBL,ERX
50488,NICOTINE POLACRILEX 4 MG MOUTH/THROAT LOZG,ERX
50855,NEOMYCIN-POLYMYXIN-HC 3.5-10000-1 OPHTHALMIC SUSP,ERX
50911,CYCLOBENZAPRINE HCL 5 MG PO TABS,ERX
171010,CEFAZOLIN SODIUM-DEXTROSE 1-4 GM-%(50ML) IV SOLR,ERX
51212,APREPITANT 80 MG PO CAPS,ERX
51213,APREPITANT 125 MG PO CAPS,ERX
51218,OXYBUTYNIN 3.9 MG/24HR TRANSDERMAL PTTW,ERX
51365,ZOLEDRONIC ACID 4 MG/5ML IV CONC,ERX
51412,RISPERIDONE 0.5 MG PO TBDP,ERX
51413,RISPERIDONE 1 MG PO TBDP,ERX
51414,RISPERIDONE 2 MG PO TBDP,ERX
51425,MOXIFLOXACIN HCL 0.5 % OPHTHALMIC SOLN,ERX
51681,CONJ ESTROG-MEDROXYPROGEST ACE 0.45-1.5 MG PO TABS,ERX
51695,IMATINIB MESYLATE 100 MG PO TABS,ERX
51782,KCL (POTASSIUM CHLORIDE) IN NACL 20-0.45 MEQ/L-% IV SOLN,ERX
51825,IMATINIB MESYLATE 400 MG PO TABS,ERX
51876,ATAZANAVIR SULFATE 150 MG PO CAPS,ERX
51877,ATAZANAVIR SULFATE 200 MG PO CAPS,ERX
51935,LANSOPRAZOLE 15 MG PO TBDP,ERX
51936,LANSOPRAZOLE 30 MG PO TBDP,ERX
51989,EMTRICITABINE 200 MG PO CAPS,ERX
52171,ARIPIPRAZOLE 5 MG PO TABS,ERX
52195,ROSUVASTATIN CALCIUM 10 MG PO TABS,ERX
52196,ROSUVASTATIN CALCIUM 20 MG PO TABS,ERX
142538,MONSELS FERRIC SUBSULFATE EX SOLN,ERX
52335,PALONOSETRON HCL 0.25 MG/5ML IV SOLN,ERX
52355,ROSUVASTATIN CALCIUM 5 MG PO TABS,ERX
52503,LEVETIRACETAM 100 MG/ML PO SOLN,ERX
52533,BUPROPION HCL ER (XL) 150 MG PO TAB SR 24HR,ERX
52534,BUPROPION HCL ER (XL) 300 MG PO TAB SR 24HR,ERX
52697,DAPTOMYCIN 500 MG IV SOLR,ERX
52895,FOSAMPRENAVIR CALCIUM 700 MG PO TABS,ERX
52946,RISPERIDONE MICROSPHERES 25 MG IM SUSR,ERX
52948,RISPERIDONE MICROSPHERES 50 MG IM SUSR,ERX
52951,AMIODARONE HCL 100 MG PO TABS,ERX
52953,EPLERENONE 25 MG PO TABS,ERX
52954,EPLERENONE 50 MG PO TABS,ERX
53063,SACCHAROMYCES BOULARDII 250 MG PO CAPS,ERX
53157,MEMANTINE HCL 10 MG PO TABS,ERX
53158,PHENOL 1.4 % MOUTH/THROAT LIQD,ERX
53159,ZONISAMIDE 25 MG PO CAPS,ERX
53166,MEMANTINE HCL 5 MG PO TABS,ERX
53198,CONJ ESTROG-MEDROXYPROGEST ACE 0.3-1.5 MG PO TABS,ERX
53220,CHOLESTYRAMINE LIGHT 4 G PO PACK,ERX
53242,TETANUS-DIPHTHERIA TOXOIDS TD 2-2 LF/0.5ML IM SUSP,ERX
53305,CARBAMAZEPINE ER 100 MG PO CP12,ERX
53317,BSS INTRAOCULAR SOLN,ERX
53339,ESCITALOPRAM OXALATE 5 MG PO TABS,ERX
53340,METOPROLOL TARTRATE 25 MG PO TABS,ERX
53343,CLINDAMYCIN PALMITATE HCL 75 MG/5ML PO SOLR,ERX
53492,TALC 5 G INTRAPLEURAL SUSR,ERX
53504,SELENIUM SULFIDE 2.5 % EX LOTN,ERX
