Generic Name,National Drug Code,Unit Price
lactulose 20 gram/30 mL oral solution,121115430,20
lactulose 20 gram/30 mL oral solution,121457730,20
lamiVUDine 10 mg/mL oral solution,49702020548,2127.36
lamiVUDine 100 mg tablet,60505325006,322.24
lamiVUDine 150 mg tablet,60505325106,95.48
lamiVUDine 150 mg tablet,68084057811,108.88
lamiVUDine 150 mg-zidovudine 300 mg tablet,49702020229,360.56
lamiVUDine 150 mg-zidovudine 300 mg tablet,64380070703,310.56
lamiVUDine 150 mg-zidovudine 300 mg tablet,65862059760,292.64
lamiVUDine 25 mg/5 mL (5 mg/mL) oral solution,173066300,390.4
lamiVUDine 300 mg tablet,60505325203,95.48
lamiVUDine 300 mg tablet,65862055330,95.36
lamoTRIgine 100 mg tablet,51079049901,95.04
lamoTRIgine 100 mg tablet,63739051610,20
lamoTRIgine 100 mg tablet,68084031901,20
lamoTRIgine 100 mg tablet,68084031911,20
lamoTRIgine 150 mg tablet,51079086501,79.68
lamoTRIgine 150 mg tablet,68382000914,75.92
lamoTRIgine 150 mg tablet,69097015103,69.24
lamoTRIgine 200 mg tablet,51079086601,65.08
lamoTRIgine 200 mg tablet,51672413304,61.36
lamoTRIgine 200 mg tablet,68084081095,65
lamoTRIgine 25 mg tablet,29300011101,84.48
lamoTRIgine 25 mg tablet,51079049801,83.2
lamoTRIgine 25 mg tablet,51079049820,83.2
lamoTRIgine 25 mg tablet,68084031811,20
lamoTRIgine 25 mg tablet,69097014807,82.96
lanreotide 120 mg/0.5 mL subcutaneous syringe,15054112003,86988
lanreotide 90 mg/0.3 mL subcutaneous syringe,15054109003,73764
lanthanum 500 mg chewable tablet,54092025245,144.08
lapatinib 250 mg tablet,173075200,2848.64
latanoprost 0.005 % eye drops,17478062512,388.8
latanoprost 0.005 % eye drops,61314054701,1900
leech,85,290
leflunomide 10 mg tablet,13811067730,126.32
leflunomide 20 mg tablet,13811067830,65.8
letermovir 240 mg tablet,6307502,3744
letermovir 240 mg/12 mL intravenous solution,6500301,5184
letermovir 480 mg tablet,6307602,3744
letermovir 480 mg/24 mL intravenous solution,6500401,5184
letrozole 2.5 mg tablet,16729003410,361.04
letrozole 2.5 mg tablet,60505325503,362.68
letrozole 2.5 mg tablet,62756051183,20
leucovorin calcium 100 mg solution for injection,25021081430,480
leucovorin calcium 200 mg solution for injection,25021081530,120
leucovorin calcium 25 mg tablet,54449911,197.88
leucovorin calcium 25 mg tablet,51079058201,109.52
leucovorin calcium 350 mg solution for injection,25021081630,120
leucovorin calcium 5 mg tablet,54849619,112
leucovorin calcium 5 mg tablet,555048401,94.4
leucovorin calcium 5 mg tablet,51079058101,130
leucovorin calcium 5 mg tablet,51079058106,130
leuprolide (6 month) 45 mg intramuscular syringe kit,74347303,105058.8
leuprolide 11.25 mg (3 month) intramuscular syringe kit,74366303,44080.8
leuprolide 22.5 mg (3 month) intramuscular syringe kit,74334603,52528.6
leuprolide 22.5 mg (3 month) subcutaneous syringe,62935022305,16260.8
leuprolide 3.75 mg intramuscular syringe kit,74364103,14693.4
leuprolide 30 mg (4 month) intramuscular syringe kit,74368303,70038.2
leuprolide 45 mg (6 month) subcutaneous syringe,62935045345,32521.6
leuprolide 45 mg (6 month) subcutaneous syringe,62935045444,32521.6
leuprolide 7.5 mg (1 month) subcutaneous syringe,62935075375,6504.36
leuprolide 7.5 mg intramuscular syringe kit,74364203,17509.6
levalbuterol 0.31 mg/3 mL solution for nebulization,66993002127,134
levalbuterol 0.63 mg/3 mL solution for nebulization,43598041005,128.84
levalbuterol 0.63 mg/3 mL solution for nebulization,66993002227,134
levalbuterol 0.63 mg/3 mL solution for nebulization,66993002235,134
levalbuterol 1.25 mg/3 mL solution for nebulization,66993002327,134
levalbuterol 1.25 mg/3 mL solution for nebulization,66993002335,134
levalbuterol concentrate 1.25 mg/0.5 mL solution for nebulization,93414719,134
levalbuterol concentrate 1.25 mg/0.5 mL solution for nebulization,93414756,134
levETIRAcetam 1 000 mg tablet,68084089311,20
levETIRAcetam 100 mg/mL oral solution,603138458,4851.08
levETIRAcetam 100 mg/mL oral solution,781614116,5063
levETIRAcetam 100 mg/mL oral solution,31722057447,4851.08
levETIRAcetam 100 mg/mL oral solution,50383024116,1419
levETIRAcetam 100 mg/mL oral solution,54838054880,4578.64
levETIRAcetam 100 mg/mL oral solution levetiracetam 500 mg/5 mL (5 mL) oral solution,121480205,187
levETIRAcetam 100 mg/mL oral solution levetiracetam 500 mg/5 mL (5 mL) oral solution,603138458,4851.08
levETIRAcetam 100 mg/mL oral solution levetiracetam 500 mg/5 mL (5 mL) oral solution,781614116,5063
levETIRAcetam 100 mg/mL oral solution levetiracetam 500 mg/5 mL (5 mL) oral solution,31722057447,4851.08
levETIRAcetam 100 mg/mL oral solution levetiracetam 500 mg/5 mL (5 mL) oral solution,54838054880,4578.64
levETIRAcetam 100 mg/mL oral solution levetiracetam 500 mg/5 mL (5 mL) oral solution,55555007605,60.52
levETIRAcetam 100 mg/mL oral solution levetiracetam 500 mg/5 mL (5 mL) oral solution,60687024940,139.2
levETIRAcetam 250 mg tablet,50268046711,52.72
levETIRAcetam 250 mg tablet,50268046715,52.72
levETIRAcetam 250 mg tablet,64376013699,55.56
levETIRAcetam 250 mg tablet,68001011607,57.52
levETIRAcetam 250 mg tablet,68084085901,20
levETIRAcetam 250 mg tablet,68084085911,20
levETIRAcetam 500 mg tablet,904605261,20
levETIRAcetam 500 mg tablet,50268046811,20
levETIRAcetam 500 mg tablet,51079082101,20
levETIRAcetam 500 mg tablet,64376013712,20
levETIRAcetam 500 mg tablet,68084033711,20
levETIRAcetam 500 mg tablet,68084087011,20
levETIRAcetam 500 mg/100 mL in sodium chloride (iso-osm) IV piggyback,55150024647,666
levETIRAcetam 500 mg/5 mL (5 mL) oral solution,121479905,93.52
levETIRAcetam 500 mg/5 mL (5 mL) oral solution,121480205,187
levETIRAcetam 500 mg/5 mL intravenous solution,143967301,176.4
levETIRAcetam 500 mg/5 mL intravenous solution,143967310,252
levETIRAcetam 500 mg/5 mL intravenous solution,409188602,92
levETIRAcetam 500 mg/5 mL intravenous solution,25021078005,192
levETIRAcetam 500 mg/5 mL intravenous solution,39822400001,148.8
levETIRAcetam 750 mg tablet,51079082201,20
levETIRAcetam 750 mg tablet,68001011807,20
levETIRAcetam 750 mg tablet,68084088211,20
levobunolol 0.5 % eye drops,24208050505,483.6
levobunolol 0.5 % eye drops,60758006005,111.6
levOCARNitine (with sugar) 100 mg/mL oral solution,50383017104,910.96
levOCARNitine (with sugar) 100 mg/mL oral solution,64980050312,910.96
levOCARNitine 200 mg/mL intravenous solution,54482014701,794.8
levOCARNitine 330 mg tablet,54482014407,20
levOCARNitine 330 mg tablet,64980013097,20
levoFLOXacin 25 mg/mL intravenous solution,17478010720,894.8
levoFLOXacin 25 mg/mL intravenous solution,17478010730,1187.4
levoFLOXacin 25 mg/mL intravenous solution,55150015620,880
levoFLOXacin 250 mg tablet,904635161,20
levoFLOXacin 250 mg tablet,65862053650,672.44
levoFLOXacin 250 mg tablet,68084048111,659.72
levoFLOXacin 250 mg/50 mL in 5 % dextrose intravenous piggyback,25021013281,336
levoFLOXacin 500 mg tablet,904635261,20
levoFLOXacin 500 mg tablet,68084048211,378.04
levoFLOXacin 500 mg/100 mL in 5 % dextrose intravenous piggyback,25021013282,264
levoFLOXacin 750 mg tablet,68084048311,471.96
levoFLOXacin 750 mg/150 mL in 5 % dextrose intravenous piggyback,25021013283,264
LEVOleucovorin calcium 50 mg intravenous powder for solution,68152010100,1200
levonorgestrel 1.5 mg tablet,51285016288,780
levonorgestrel 1.5 mg tablet,52544006554,731.2
levonorgestrel 19.5 mcg/24 hour (4 years) intrauterine device,23585801,9855.12
levothyroxine 100 mcg intravenous solution,63323064907,2027.2
levothyroxine 100 mcg tablet,74662411,20
levothyroxine 100 mcg tablet,51079044201,20
levothyroxine 100 mcg tablet,51079044220,20
levothyroxine 112 mcg tablet,74929690,20
levothyroxine 112 mcg tablet,378181101,20
levothyroxine 112 mcg tablet,781518592,20
levothyroxine 125 mcg tablet,74706811,20
levothyroxine 125 mcg tablet,74706890,20
levothyroxine 125 mcg tablet,781518692,20
levothyroxine 125 mcg tablet,51079044301,20
levothyroxine 137 mcg tablet,74372790,20
levothyroxine 137 mcg tablet,527163801,20
levothyroxine 137 mcg tablet,781519192,20
levothyroxine 150 mcg tablet,74706911,20
levothyroxine 150 mcg tablet,527134901,20
levothyroxine 150 mcg tablet,51079044501,20
levothyroxine 175 mcg tablet,74707090,20
levothyroxine 200 mcg tablet,74714811,20
levothyroxine 200 mcg tablet,378181901,20
levothyroxine 200 mcg tablet,378181977,20
levothyroxine 200 mcg tablet,781518992,20
levothyroxine 25 mcg tablet,74434190,20
levothyroxine 25 mcg tablet,51079044401,20
levothyroxine 50 mcg tablet,74455211,20
levothyroxine 50 mcg tablet,74455290,20
levothyroxine 50 mcg tablet,51079044001,20
levothyroxine 75 mcg tablet,74518211,20
levothyroxine 75 mcg tablet,51079044101,20
levothyroxine 88 mcg tablet,74659490,20
levothyroxine 88 mcg tablet,378180701,20
levothyroxine 88 mcg tablet,378180777,20
levothyroxine 88 mcg tablet,527134401,20
levothyroxine 88 mcg tablet,42292003820,20
lidocaine (PF) 10 mg/mL (1 %) injection solution,409427902,70.2
lidocaine (PF) 10 mg/mL (1 %) injection solution,409471302,220.8
lidocaine (PF) 10 mg/mL (1 %) injection solution,409471365,20
lidocaine (PF) 10 mg/mL (1 %) injection solution,55150015974,20
lidocaine (PF) 10 mg/mL (1 %) injection solution,55150016102,61.6
lidocaine (PF) 10 mg/mL (1 %) injection solution,55150016205,81
lidocaine (PF) 10 mg/mL (1 %) injection solution,55150016330,87
lidocaine (PF) 10 mg/mL (1 %) injection solution,63323049227,20
lidocaine (PF) 10 mg/mL (1 %) injection solution,63323049231,227.4
lidocaine (PF) 10 mg/mL (1 %) injection solution,63323049237,246
lidocaine (PF) 10 mg/mL (1 %) injection solution,63323049257,81.4
lidocaine (PF) 100 mg/5 mL (2 %) intravenous syringe,409132305,77.6
lidocaine (PF) 100 mg/5 mL (2 %) intravenous syringe,409490334,74
lidocaine (PF) 100 mg/5 mL (2 %) intravenous syringe,76329339001,96
lidocaine (PF) 20 mg/mL (2 %) injection solution,409428202,91.4
lidocaine (PF) 20 mg/mL (2 %) injection solution,55150016505,72
lidocaine (PF) 20 mg/mL (2 %) injection solution,63323049507,68.4
lidocaine (PF) 20 mg/mL (2 %) injection solution,63323049697,144.8
lidocaine (PF) 20 mg/mL (2 %) intravenous solution,63323020805,65.6
lidocaine (PF) 4 mg/mL (0.4 %) in 5 % dextrose intravenous solution,264959410,140
lidocaine (PF) 40 mg/mL (4 %) injection solution,409428301,104
lidocaine (PF) 5 mg/mL (0.5 %) injection solution,409427801,93
lidocaine (PF) 5 mg/mL (0.5 %) injection solution,63323049157,302
lidocaine (PF) 50 mg/mL (5 %) in 7.5 % dextrose intrathecal solution,409471201,218.8
lidocaine (PF) 8 mg/mL (0.8 %) in 5 % dextrose intravenous solution,338041102,185
lidocaine 0.9 % buffered with 8.4 % sodium bicarb (5 mL) inj syringe,61553047070,138
lidocaine 0.9 % buffered with 8.4 % sodium bicarb (5 mL) inj syringe,71019017511,138
lidocaine 1 %-epinephrine 1:100 000 injection solution,409317801,51.2
lidocaine 1 %-epinephrine 1:100 000 injection solution,409317802,121.8
lidocaine 1 %-epinephrine 1:100 000 injection solution,63323048227,90
lidocaine 10 mg/mL (1 %) injection solution,409427601,20
lidocaine 10 mg/mL (1 %) injection solution,63323020102,62.4
lidocaine 10 mg/mL (1 %) injection solution,63323048527,70.8
lidocaine 2 % mucosal jelly,591301226,156
lidocaine 2 % mucosal jelly,591301230,333.6
lidocaine 2 % mucosal jelly,17478071110,156
lidocaine 2 % mucosal jelly,17478071130,496.2
lidocaine 2 % mucosal jelly,50383078105,156
lidocaine 2 % mucosal jelly in applicator,25021067377,152.48
lidocaine 2 % mucosal jelly in applicator,76329301305,153.8
lidocaine 2 % mucosal solution,603139364,284
lidocaine 2 % mucosal solution,50383077515,20
lidocaine 2 %-epinephrine bitartrate 1:100 000 injection cartridge,51004109506,20
lidocaine 20 mg/mL (2 %) injection solution,409427701,50.4
lidocaine 20 mg/mL (2 %) injection solution,55150025410,20
lidocaine 20 mg/mL (2 %) injection solution,55150025520,20
lidocaine 20 mg/mL (2 %) injection solution,63323020202,62.4
lidocaine 20 mg/mL (2 %) injection solution,63323048627,80.4
lidocaine 20 mg/mL (2 %) injection solution,63323048657,149
lidocaine 20 mg/mL (2 %)-epinephrine 1:100 000 injection solution,409318201,72
lidocaine 20 mg/mL (2 %)-epinephrine 1:100 000 injection solution,63323048327,91.2
lidocaine 20 mg/mL (2 %)-epinephrine 1:200 000 injection solution,409318301,108.4
lidocaine 4 % (40 mg/mL) mucosal solution,54350547,960
lidocaine 4 % (40 mg/mL) mucosal solution,603139447,315
lidocaine 4 % (40 mg/mL) mucosal solution,52565000950,1293
lidocaine 4 % laryngotracheal solution,76329630005,150
lidocaine 4 % topical cream,496088205,168
lidocaine 4 % topical cream,496088206,168
lidocaine 4 % topical cream,24357070105,120
lidocaine 4 % topical cream,24357070106,120
lidocaine 4 % topical patch,41167005840,20
lidocaine 5 % topical ointment,168020437,4800
lidocaine 5 % topical ointment,50383093335,4800
lidocaine 5 % topical ointment,52565000814,5066.52
lidocaine 5 % topical patch,591352511,187.2
lidocaine 5 % topical patch,591352530,187.2
lidocaine 5 mg/mL (0.5 %) injection solution,409427501,100
lidocaine 5 mg/mL (0.5 %) injection solution,63323048457,133
lidocaine-epinephrine (PF) 1 %-1:200 000 injection solution,63323048737,247.2
lidocaine-epinephrine (PF) 1.5 %-1:200 000 injection solution,63323048837,326.4
lidocaine-epinephrine (PF) 2 %-1:200 000 injection solution,63323048927,377.2
lidocaine-epinephrine 0.5 %-1:200 000 injection solution,409317701,83
lidocaine-prilocaine 2.5 %-2.5 % topical cream,115146853,160.8
lidocaine-prilocaine 2.5 %-2.5 % topical cream,115146860,160.8
lidocaine-prilocaine 2.5 %-2.5 % topical cream,168035705,198.2
lidocaine-prilocaine 2.5 %-2.5 % topical cream,76478028905,195.6
lidocaine-transparent dressing 4 % topical kit,24357070107,660
linaclotide 145 mcg capsule,456120130,309.64
linaclotide 290 mcg capsule,456120230,154.84
linaclotide 72 mcg capsule,456120330,623.6
linagliptin 5 mg tablet,597014030,329.2
linagliptin 5 mg tablet,597014061,329.2
lindane 1 % lotion,60432083360,2189.76
lindane 1 % lotion,61748040102,2124.48
lindane 1 % shampoo,60432083460,2189.76
linezolid 100 mg/5 mL oral suspension,9513601,16020
linezolid 100 mg/5 mL oral suspension,59762130801,9840.6
linezolid 600 mg tablet,9513503,3265.28
linezolid 600 mg tablet,93824419,2938.76
linezolid 600 mg tablet,42292000801,2938.76
linezolid 600 mg tablet,68462029111,2938.76
linezolid in 5% dextrose in water 600 mg/300 mL intravenous piggyback,9514001,1440
linezolid in 5% dextrose in water 600 mg/300 mL intravenous piggyback,703906031,2366.4
linezolid in 5% dextrose in water 600 mg/300 mL intravenous piggyback,703906033,2366.4
liothyronine 25 mcg tablet,574022201,20
liothyronine 5 mcg tablet,574022001,20
liothyronine 5 mcg tablet,42794001802,20
lipase-protease-amylase 10 440-39 150-39 150 unit tablet,58914011210,70.56
lipase-protease-amylase 12 000-38 000-60 000 unit capsule delayed rel,32121201,20
lipase-protease-amylase 24 000-76 000-120 000 unit capsule delayed rel,32122401,20
lipase-protease-amylase 6 000-19 000-30 000 unit capsule delayed rel,32120601,20
lisinopril 10 mg tablet,904580861,20
lisinopril 10 mg tablet,63739034910,20
lisinopril 10 mg tablet,68084019701,20
lisinopril 10 mg tablet,68084019711,20
lisinopril 2.5 mg tablet,591040501,20
lisinopril 2.5 mg tablet,591040505,20
lisinopril 2.5 mg tablet,603420921,20
lisinopril 2.5 mg tablet,68001021100,20
lisinopril 2.5 mg tablet,68084076511,20
lisinopril 2.5 mg tablet,68084076521,20
lisinopril 2.5 mg tablet,68084076595,20
lisinopril 20 mg tablet,904648661,20
lisinopril 20 mg tablet,51079098301,20
lisinopril 20 mg tablet,51079098320,20
lisinopril 20 mg tablet,68001026900,20
lisinopril 20 mg tablet,68001033500,20
lisinopril 20 mg tablet,68084019811,20
lisinopril 40 mg tablet,51079098401,20
lisinopril 40 mg tablet,68084019901,20
lisinopril 40 mg tablet,68084019911,20
lisinopril 5 mg tablet,904581161,20
lisinopril 5 mg tablet,51079098101,20
lisinopril 5 mg tablet,51079098120,20
lisinopril 5 mg tablet,68084019601,20
lisinopril 5 mg tablet,68084019611,20
lisinopril 5 mg tablet,68180051303,20
lithium carbonate 150 mg capsule,54852625,20
lithium carbonate 300 mg capsule,54852725,20
lithium carbonate 300 mg tablet,54452725,20
lithium carbonate 300 mg tablet,54852825,20
lithium carbonate 600 mg capsule,54853125,20
lithium carbonate ER 300 mg tablet extended release,54002125,20
lithium carbonate ER 300 mg tablet extended release,51079018001,20
lithium carbonate ER 300 mg tablet extended release,68084064011,20
lithium carbonate ER 450 mg tablet extended release,51079014201,20
lithium carbonate ER 450 mg tablet extended release,51079014220,20
lithium carbonate ER 450 mg tablet extended release,68084065501,20
lithium carbonate ER 450 mg tablet extended release,68084065511,20
lithium carbonate ER 450 mg tablet extended release,68462022401,20
lithium citrate 8 mEq/5 mL (5 mL) oral solution,68094075759,20
loperamide 1 mg/5 mL oral liquid,50383061804,110.92
loperamide 1 mg/5 mL oral liquid,50383061805,20
loperamide 1 mg/5 mL oral liquid,50383061806,20
loperamide 1 mg/5 mL oral liquid,50383061810,20
loperamide 1 mg/7.5 mL oral liquid,68094010759,20
loperamide 2 mg capsule,93031101,20
loperamide 2 mg capsule,51079069001,20
loperamide 2 mg capsule,51079069020,20
lopinavir-ritonavir 200 mg-50 mg tablet,74679922,409.64
lopinavir-ritonavir 400 mg-100 mg/5 mL oral solution,74395646,384.12
loratadine 10 mg tablet,904607461,20
loratadine 10 mg tablet,45802065078,20
loratadine 10 mg tablet,45802065087,20
loratadine 10 mg tablet,51079024601,20
loratadine 10 mg tablet,68084024801,20
loratadine 10 mg tablet,68084024811,20
loratadine 5 mg/5 mL oral solution,54838055840,20
LORazepam 0.5 mg tablet,51079041701,20
LORazepam 0.5 mg tablet,51079041720,20
LORazepam 0.5 mg tablet,63739049910,20
LORazepam 0.5 mg tablet,68084073601,20
LORazepam 1 mg tablet,51079038601,20
LORazepam 1 mg tablet,51079038620,20
LORazepam 1 mg tablet,63739050010,20
LORazepam 1 mg tablet,68084074201,20
LORazepam 1 mg tablet,68084074211,20
LORazepam 2 mg tablet,51079038720,20
LORazepam 2 mg tablet,63739050110,20
LORazepam 2 mg/mL injection solution,409677802,20
LORazepam 2 mg/mL injection solution,641604401,20
LORazepam 2 mg/mL injection solution,641604425,20
LORazepam 2 mg/mL injection solution,641604601,20
LORazepam 2 mg/mL injection solution,641604610,20
LORazepam 2 mg/mL injection solution LORazepam 2 mg/mL injection syringe,409198530,20
LORazepam 2 mg/mL injection solution LORazepam 2 mg/mL injection syringe,409677802,20
LORazepam 2 mg/mL injection solution LORazepam 2 mg/mL injection syringe,641604401,20
LORazepam 2 mg/mL injection solution LORazepam 2 mg/mL injection syringe,641604425,20
LORazepam 2 mg/mL injection solution LORazepam 2 mg/mL injection syringe,641604601,20
LORazepam 2 mg/mL injection solution LORazepam 2 mg/mL injection syringe,641604610,20
LORazepam 2 mg/mL injection syringe,409198530,64
LORazepam 2 mg/mL oral concentrate,54353244,960.6
LORazepam 2 mg/mL oral concentrate,55555005505,20
losartan 100 mg tablet,904638961,20
losartan 100 mg tablet,13668011590,20
losartan 100 mg tablet,68084034811,20
losartan 100 mg-hydrochlorothiazide 12.5 mg tablet,781520492,68.16
losartan 100 mg-hydrochlorothiazide 25 mg tablet,781520731,68.16
losartan 25 mg tablet,31722070090,20
losartan 25 mg tablet,68084034601,20
losartan 25 mg tablet,68084034611,20
losartan 50 mg tablet,904639061,20
losartan 50 mg tablet,13668040990,20
losartan 50 mg tablet,31722070110,20
losartan 50 mg tablet,31722070190,20
losartan 50 mg tablet,58657061190,20
losartan 50 mg tablet,68084034701,20
losartan 50 mg tablet,68084034711,20
losartan 50 mg tablet,69543014190,20
losartan 50 mg-hydrochlorothiazide 12.5 mg tablet,781520692,50.04
loteprednol etabonate 0.5 % eye drops suspension,24208029905,4305.76
loteprednol etabonate 0.5 % eye drops suspension,24208029910,6458.16
lovastatin 10 mg tablet,378651091,20
lovastatin 10 mg tablet,61442014160,20
lovastatin 20 mg tablet,185007201,20
lovastatin 20 mg tablet,68001022400,20
lovastatin 40 mg tablet,68001021400,20
loxapine succinate 10 mg capsule,51079090101,20
loxapine succinate 10 mg capsule,51079090120,20
loxapine succinate 10 mg capsule,68084000211,20
loxapine succinate 25 mg capsule,51079090201,20
loxapine succinate 25 mg capsule,68084000311,20
loxapine succinate 25 mg capsule,68084000321,20
loxapine succinate 50 mg capsule,527139701,20
loxapine succinate 50 mg capsule,591037201,20
loxapine succinate 50 mg capsule,68084000421,20
lubiprostone 24 mcg capsule,64764024060,20
lubiprostone 8 mcg capsule,64764008060,148.44
lurasidone 20 mg tablet,63402030230,978.72
lurasidone 40 mg tablet,63402030401,489.36
lurasidone 80 mg tablet,63402030801,244.68
lurasidone 80 mg tablet,63402030830,244.68
lutetium Lu 177 dotatate 10 mCi/mL (370 mBq/mL) intravenous solution,69488000301,1109600
lymphocyte anti-thymo immune globulin 50 mg/mL intravenous solution,9722401,23926
lymphocyte anti-thymo immune globulin 50 mg/mL intravenous solution,9722402,23926
macitentan 10 mg tablet,66215050115,4816
macitentan 10 mg tablet,66215050130,4816
mafenide 50 gram topical packet,51079062484,3729.08
mafenide 50 gram topical packet,51079062485,3729.08
mafenide 85 mg/g topical cream,51079062381,1372.16
mafenide 85 mg/g topical cream,51079062383,7997.88
magnesium chloride 200 mg/mL (20 %) injection solution,67457013450,382
magnesium citrate oral solution,869068638,20
magnesium citrate oral solution,904630477,20
magnesium hydroxide 2 400 mg/10 mL oral suspension,54356761,20
magnesium hydroxide 2 400 mg/10 mL oral suspension,121052710,20
magnesium hydroxide 2 400 mg/10 mL oral suspension,55555004205,20
magnesium hydroxide 400 mg/5 mL oral suspension,121043130,20
magnesium oxide 400 mg (241.3 mg magnesium) tablet,63739035410,20
magnesium oxide 400 mg (241.3 mg magnesium) tablet,68585000698,20
magnesium oxide-magnesium amino acid chelate 133 mg tablet,96974000002,20
magnesium sulfate 1 gram/100 mL in dextrose 5 % intravenous piggyback,409672723,178
magnesium sulfate 2 gram/50 mL (4 %) in water intravenous piggyback,409672924,700
magnesium sulfate 2 gram/50 mL (4 %) in water intravenous piggyback,44567042000,402
magnesium sulfate 2 gram/50 mL (4 %) in water intravenous piggyback,63323010605,770
magnesium sulfate 2 gram/50 mL in 0.9 % sodium chloride IV piggyback,42852090705,118.4
magnesium sulfate 2 gram/50 mL in 0.9 % sodium chloride IV piggyback,61553043241,236.8
magnesium sulfate 2 gram/50 mL in 0.9 % sodium chloride IV piggyback,70004073130,118.4
magnesium sulfate 2 gram/50 mL in 0.9 % sodium chloride IV piggyback,71019018201,118.4
magnesium sulfate 2 gram/50 mL in 0.9 % sodium chloride IV piggyback,99999020101,20
magnesium sulfate 20 gram/500 mL (4 %) in water intravenous solution,409672903,130
magnesium sulfate 4 mEq/mL (50 %) injection solution,409216802,91.2
magnesium sulfate 4 mEq/mL (50 %) injection solution,63323006402,20
magnesium sulfate 4 mEq/mL (50 %) injection solution,63323006410,20
magnesium sulfate 4 mEq/mL (50 %) injection solution,63323006450,444
magnesium sulfate 40 gram/1 000 mL (4 %) in water intravenous solution,409672909,200
manganese chloride 0.1 mg/mL intravenous solution,409409101,275.6
mannitol 10 % intravenous solution,338035303,1760
mannitol 20 % intravenous solution,338035703,2640
mannitol 20 % intravenous solution,409771503,920
mannitol 25 % intravenous solution,409403101,53
maraviroc 150 mg tablet,49702022318,604.36
maraviroc 300 mg tablet,49702022418,302.16
measles mumps rubella vaccine live(PF)1 000-12 500TCID50/0.5 mL subcut,6468100,1648.08
measles mumps rubella vaccine live(PF)1 000-12 500TCID50/0.5 mL subcut,6468101,1648.08
meclizine 12.5 mg tablet,536101701,20
meclizine 12.5 mg tablet,50268052211,20
meclizine 12.5 mg tablet,68084049011,20
meclizine 12.5 mg tablet,69618002701,20
meclizine 25 mg tablet,50268052311,20
meclizine 25 mg tablet,65162044210,20
meclizine 25 mg tablet,68084049111,20
medroxyPROGESTERone 10 mg tablet,555077902,20
medroxyPROGESTERone 10 mg tablet,59762374202,20
medroxyPROGESTERone 150 mg/mL intramuscular suspension,59762453701,1957
medroxyPROGESTERone 2.5 mg tablet,555087202,20
medroxyPROGESTERone 2.5 mg tablet,59762374001,20
medroxyPROGESTERone 5 mg tablet,555087302,20
mefenamic acid 250 mg capsule,66993007030,348.24
mefloquine 250 mg tablet,555017178,211.8
mefloquine 250 mg tablet,781507686,158.84
megestrol 20 mg tablet,54860325,20
megestrol 20 mg tablet,51079043401,20
megestrol 40 mg tablet,49884029001,20
megestrol 40 mg tablet,63739016510,20
megestrol 400 mg/10 mL (10 mL) oral suspension,121477610,85.8
megestrol 400 mg/10 mL (10 mL) oral suspension,66689002001,85
megestrol 400 mg/10 mL (10 mL) oral suspension,68094025059,84.6
megestrol 400 mg/10 mL (40 mg/mL) oral suspension,49884090738,2304
megestrol 400 mg/10 mL (40 mg/mL) oral suspension megestrol 400 mg/10 ml (10 ml) oral suspension,121477610,85.8
megestrol 400 mg/10 mL (40 mg/mL) oral suspension megestrol 400 mg/10 ml (10 ml) oral suspension,49884090738,2304
megestrol 400 mg/10 mL (40 mg/mL) oral suspension megestrol 400 mg/10 ml (10 ml) oral suspension,66689002001,85
megestrol 400 mg/10 mL (40 mg/mL) oral suspension megestrol 400 mg/10 ml (10 ml) oral suspension,68094025059,84.6
melatonin 1 mg tablet,47469000465,20
melatonin 1 mg tablet,74312002832,20
melatonin 3 mg tablet,50268052411,20
melatonin 3 mg tablet,50268052415,20
melatonin 3 mg tablet,87701040813,20
melatonin 5 mg tablet,536109808,20
melatonin 5 mg tablet,87701040814,20
meloxicam 15 mg tablet,50268052611,20
meloxicam 15 mg tablet,68382005101,20
meloxicam 7.5 mg tablet,50268052511,61.96
meloxicam 7.5 mg tablet,68382005001,63.4
melphalan 50 mg intravenous solution,25021021015,15840
melphalan 50 mg intravenous solution,25021022160,15840
melphalan 50 mg intravenous solution,67457019501,60153.04
melphalan 50 mg intravenous solution,67457057901,60153.04
melphalan 50 mg-betadex sulfobutyl ether sodium intravenous solution,68152010900,24000
memantine 10 mg tablet,456321011,88.96
memantine 10 mg tablet,456321063,88.96
memantine 10 mg tablet,904650661,20
memantine 10 mg tablet,42292000601,61.04
memantine 10 mg tablet,60687018411,20
memantine 2 mg/mL oral solution,456320212,130.96
memantine 2 mg/mL oral solution,527194313,102.44
memantine 5 mg tablet,456320511,177.88
memantine 5 mg tablet,456320563,177.88
memantine 5 mg tablet,904650561,20
meningoc vac A C Y W-135 dip (PF) 4 mcg/0.5 mL intramuscular solution,49281058905,2218.56
meningoc vac A C Y W-135 dip(PF) 10 mcg-5 mcg/0.5 mL intramuscular kit,46028020801,2353.52
meningoco C Y W-135 vacc 2 of 2(PF) 5 mcg x3/0.5 mL(final) IM solution,46028021911,1953.28
meningococcal A conj vacc 1 of 2(PF) 10 mcg/0.5 mL (final) IM solution,46028021811,2353.52
meningococcal B vac 4-cmp 50 mcg-50 mcg-50 mcg-25 mcg/0.5mL IM syringe,46028011401,3072
meningococcal B vac 4-cmp 50 mcg-50 mcg-50 mcg-25 mcg/0.5mL IM syringe,46028011411,3072
