Charge,Unit Price
METHACOLINE CHALLENGE TEST,$696.00 
"METHADONE AND METABOLITE, SERUM",$155.00 
"METHADONE CONFIRMATION, URINE",$162.00 
"METHADONE SCREEN, MECONIUM",$141.00 
METHADONE SOLN : 10MG/5ML 5ML,$6.00 
METHADONE TAB  10MG,$6.00 
"METHEMOGLOBIN, BLOOD",$52.00 
METHERGINE AMP : 0.2MG/1ML,$41.00 
METHERGINE TAB 0.2MG,$7.00 
METHITEST TAB  10MG,$11.00 
METHOTREXATE SDV : 50MG/2ML,$43.00 
METHOTREXATE TAB  2.5MG,$16.00 
"METHOTREXATE, SERUM",$110.00 
METHYLATION ANALYSIS ASSOC CHG.,$607.00 
METHYLENE BLUE VIAL : 10MG/1 ML,$61.00 
"METHYLMALONIC ACID, SERUM",$112.00 
"METHYLMALONIC ACID, URINE",$112.00 
METRO-GEL 0.75% VAGINAL 70GM,$207.00 
MEVACOR TAB  20MG,$13.00 
"MEXILETINE, SERUM",$168.00 
MEXITIL CAP  150MG,$5.00 
MIACALCIN NASAL SPRAY,$233.00 
MIC REFLEX CHARGE,$65.00 
MIC TRANSGASTRIC-JEJUNAL FEEDING TUBE KI,$692.00 
MICARDIS TAB 40MG,$16.00 
MICATIN CRM 2% 30GM,$17.00 
MICRO JAW,$413.00 
MICRO PUNCTURE SET,$101.25 
"MICROALB/CREAT, URINE RANDOM",$47.00 
"MICROALBUMIN, URINE (24HR)",$47.00 
MICROBIOLOGY BRUSH - NONSTOCK,$64.99 
MICROBORE FLOW SET - NONSTOCK,$18.00 
MICROSPONGE -  NONSTOCK,$16.00 
MIDAMOR TAB  5MG,$7.00 
MIDODRINE TAB 5MG,$13.00 
MIDRIN CAP,$3.00 
MIII DISP - MED,$484.50 
MINERAL OIL : 30ML (ORAL),$4.00 
MINERAL OIL STERILE VIAL : 10ML,$48.00 
MINERVA,"$2,992.50 "
MINI HEART NEBULIZER,$43.56 
MINI LAP SPONGE,$8.00 
MINI LAPAROSCOPY,"$2,407.00 "
MINIPRES CAP  1MG,$2.00 
MINIPRESS CAP 5MG,$4.00 
MINOCIN CAP  50MG,$9.00 
MINOR EXTREMITY PACK,$80.00 
MINOR TRAY,$61.00 
MIOCHOL-E INTRAOCULAR 2ML,$146.85 
MIOSTAT INTRAOCULAR 0.01% 1.5ML,$893.00 
MIRALAX POWDER 17 GM UD,$11.00 
MIRALAX POWDER 238 GM BOTTLE,$44.00 
MIRAPEX TAB  0.25MG,$19.00 
MIRAPEX TAB  1MG,$25.00 
MISC P.T. CHARGE NUMBER,$843.00 
MIXER V PICOMIX,$962.50 
MIXING BOWL-NONSTOCK,$315.00 
MMK (SAHU),"$3,056.00 "
MMR-II SDV,$184.00 
"MOB:3D RENDERING OF CT, MRI, US",$570.00 
MOB:ABD FLAT/DECUBITUS,$410.00 
MOB:ABD FLAT/UPRIGHT,$410.00 
MOB:ABD FLAT/UPRIGHT W/CHEST,$636.00 
MOB:AC JOINTS,$597.00 
MOB:ANKLE LEFT 3 OR MORE VIEWS,$350.00 
MOB:ANKLE RIGHT 3 OR MORE VIEWS,$350.00 
MOB:ANKLE: AP/LAT LEFT,$350.00 
MOB:ANKLE: AP/LAT RIGHT,$350.00 
MOB:ARTHRITIC SURVEY/HANDS,$327.00 
MOB:BONE AGE,$554.00 
MOB:BONE DENSITY (AXIAL),$539.00 
MOB:CAROTID ULTRASOUND,"$1,757.00 "
MOB:CERVICAL SPINE COMPLETE,$513.00 
MOB:CERVICAL SPINE PA/LAT,$513.00 
MOB:CHEST AP,$311.00 
MOB:CHEST DECUB MIN 4 VIEWS,$311.00 
MOB:CHEST DECUBE,$336.00 
MOB:CHEST PA/LAT,$388.00 
MOB:CHEST WITH LORDOTIC VIEW,$336.00 
MOB:CHEST WITH OBLIQUES,$336.00 
MOB:CLAVICLE BILATERAL,$656.00 
MOB:CLAVICLE LEFT,$328.00 
MOB:CLAVICLE RIGHT,$328.00 
MOB:COCCYX SACRUM,$391.00 
"MOB:C-SPINE W/FLEX,EXT",$554.00 
MOB:CT ABD W/CONTRAST,"$2,471.00 "
MOB:CT ABD W/WO CONTRAST,"$2,936.00 "
MOB:CT ABD W/WO PELVIS W/CONTRAST,"$5,349.00 "
MOB:CT ABD WO/CONTRAST,"$1,872.00 "
MOB:CT ABD/PELVIS W/CONTRAST,"$4,884.00 "
MOB:CT ABD/PELVIS W/WO CONTRAST,"$5,612.00 "
MOB:CT ABD/PELVIS WO/CONTRAST,"$3,581.00 "
MOB:CT ANKLE LEFT W/CONTRAST,"$2,028.00 "
MOB:CT ANKLE LEFT W/WO CONTRAST,"$2,028.00 "
MOB:CT ANKLE LEFT WO/CONTRAST,"$1,713.00 "
MOB:CT ANKLE RIGHT W/CONTRAST,"$2,028.00 "
MOB:CT ANKLE RIGHT W/WO CONTRAST,"$2,028.00 "
MOB:CT ANKLE RIGHT WO/CONTRAST,"$1,713.00 "
MOB:CT CARDIAC CALCIUM SCORING,$99.00 
MOB:CT CERVICAL SPINE W/CONTRAST,"$2,497.00 "
MOB:CT CERVICAL SPINE W/WO CONTRAST,"$2,841.00 "
MOB:CT CERVICAL SPINE WO/CONTRAST,"$2,417.00 "
MOB:CT CUT BLOCK SURGICAL PLANNING,"$1,713.00 "
MOB:CT ELBOW LEFT W/CONTRAST,"$2,566.00 "
MOB:CT ELBOW LEFT W/WO CONTRAST,"$3,264.00 "
MOB:CT ELBOW LEFT WO/CONTRAST,"$1,923.00 "
MOB:CT ELBOW RIGHT W/CONTRAST,"$2,566.00 "
MOB:CT ELBOW RIGHT W/WO CONTRAST,"$3,264.00 "
MOB:CT ELBOW RIGHT WO/CONTRAST,"$1,923.00 "
MOB:CT FEMUR LEFT W/CONTRAST,"$2,028.00 "
MOB:CT FEMUR LEFT W/WO CONTRAST,"$2,028.00 "
MOB:CT FEMUR LEFT WO/CONTRAST,"$1,713.00 "
MOB:CT FEMUR RIGHT W/CONTRAST,"$2,028.00 "
MOB:CT FEMUR RIGHT W/WO CONTRAST,"$2,028.00 "
MOB:CT FEMUR RIGHT WO/CONTRAST,"$1,713.00 "
MOB:CT FOOT LEFT W/CONTRAST,"$2,028.00 "
MOB:CT FOOT LEFT W/WO CONTRAST,"$2,028.00 "
MOB:CT FOOT LEFT WO/CONTRAST,"$1,713.00 "
MOB:CT FOOT RIGHT W/CONTRAST,"$2,028.00 "
MOB:CT FOOT RIGHT W/WO CONTRAST,"$2,028.00 "
MOB:CT FOOT RIGHT WO/CONTRAST,"$1,713.00 "
MOB:CT FOREARM LEFT W/CONTRAST,"$2,566.00 "
MOB:CT FOREARM LEFT W/WO CONTRAST,"$3,264.00 "
MOB:CT FOREARM LEFT WO/CONTRAST,"$1,923.00 "
MOB:CT FOREARM RIGHT W/CONTRAST,"$2,566.00 "
MOB:CT FOREARM RIGHT W/WO CONTRAST,"$3,264.00 "
MOB:CT FOREARM RIGHT WO/CONTRAST,"$1,923.00 "
MOB:CT HAND LEFT W/CONTRAST,"$2,566.00 "
MOB:CT HAND LEFT W/WO CONTRAST,"$3,264.00 "
MOB:CT HAND LEFT WO/CONTRAST,"$1,923.00 "
MOB:CT HAND RIGHT W/CONTRAST,"$2,566.00 "
MOB:CT HAND RIGHT W/WO CONTRAST,"$3,264.00 "
MOB:CT HAND RIGHT WO/CONTRAST,"$1,923.00 "
MOB:CT HEAD W/CONTRAST,"$2,176.00 "
MOB:CT HEAD W/WO CONTRAST,"$2,679.00 "
MOB:CT HEAD WO/CONTRAST,"$2,121.00 "
MOB:CT HIP LEFT W/CONTRAST,"$2,028.00 "
MOB:CT HIP LEFT W/WO CONTRAST,"$2,028.00 "
MOB:CT HIP LEFT WO/CONTRAST,"$1,713.00 "
MOB:CT HIP RIGHT W/CONTRAST,"$2,028.00 "
MOB:CT HIP RIGHT W/WO CONTRAST,"$2,028.00 "
MOB:CT HIP RIGHT WO/CONTRAST,"$1,713.00 "
MOB:CT HUMERUS LEFT W/CONTRAST,"$2,566.00 "
MOB:CT HUMERUS LEFT W/WO CONTRAST,"$3,264.00 "
MOB:CT HUMERUS LEFT WO/CONTRAST,"$1,923.00 "
MOB:CT HUMERUS RIGHT W/CONTRAST,"$2,566.00 "
MOB:CT HUMERUS RIGHT W/WO CONTRAST,"$3,264.00 "
MOB:CT HUMERUS RIGHT WO/CONTRAST,"$1,923.00 "
MOB:CT KNEE LEFT W/CONTRAST,"$2,028.00 "
MOB:CT KNEE LEFT W/WO CONTRAST,"$2,028.00 "
MOB:CT KNEE LEFT WO/CONTRAST,"$1,713.00 "
MOB:CT KNEE RIGHT W/CONTRAST,"$2,028.00 "
MOB:CT KNEE RIGHT W/WO CONTRAST,"$2,028.00 "
MOB:CT KNEE RIGHT WO/CONTRAST,"$1,713.00 "
MOB:CT LIMITED OR LOCALIZED FU STUDY,$941.00 
MOB:CT LOWER EXT WO/CONTRAST,"$1,713.00 "
MOB:CT LOWER LEG LEFT W/CONTRAST,"$2,028.00 "
MOB:CT LOWER LEG LEFT W/WO CONTRAST,"$2,028.00 "
MOB:CT LOWER LEG LEFT WO/CONTRAST,"$1,713.00 "
MOB:CT LOWER LEG RIGHT W/CONTRAST,"$2,028.00 "
MOB:CT LOWER LEG RIGHT W/WO CONTRAST,"$2,028.00 "
MOB:CT LOWER LEG RIGHT WO/CONTRAST,"$1,713.00 "
MOB:CT LUMBAR SPINE W/CONTRAST,"$2,368.00 "
MOB:CT LUMBAR SPINE W/WO CONTRAST,"$2,841.00 "
MOB:CT LUMBAR SPINE WO/CONTRAST,"$1,895.00 "
MOB:CT NECK W/CONTRAST,"$2,500.00 "
MOB:CT NECK W/WO CONTRAST,"$2,820.00 "
MOB:CT NECK WO/CONTRAST,"$1,955.00 "
MOB:CT O/S/E W/CONTRAST,"$2,108.00 "
MOB:CT O/S/E W/WO CONTRAST,"$2,551.00 "
MOB:CT O/S/E WO/CONTRAST,"$2,083.00 "
MOB:CT PARATHYROID W/WO CONTRAST,"$2,820.00 "
MOB:CT PE PROTOCOL,"$2,558.00 "
MOB:CT PE/ABD/PELVIS W/CONTRAST,"$3,815.00 "
"MOB:CT PE/PELVIS W/CON, ABD W/WO/CON","$4,210.00 "
MOB:CT PELVIS W/CONTRAST,"$2,417.00 "
MOB:CT PELVIS W/WO CONTRAST,"$2,677.00 "
MOB:CT PELVIS WO/CONTRAST,"$1,711.00 "
MOB:CT SHOULDER LEFT W/CONTRAST,"$2,566.00 "
MOB:CT SHOULDER LEFT W/WO CONTRAST,"$3,264.00 "
MOB:CT SHOULDER LEFT WO/CONTRAST,"$1,923.00 "
MOB:CT SHOULDER RIGHT W/CONTRAST,"$2,566.00 "
MOB:CT SHOULDER RIGHT W/WO CONTRAST,"$3,264.00 "
MOB:CT SHOULDER RIGHT WO/CONTRAST,"$1,923.00 "
MOB:CT SINUS FACIALS W/CONTRAST,"$2,779.00 "
MOB:CT SINUS FACIALS W/WO CONTRAST,"$2,313.00 "
MOB:CT SINUS FACIALS WO/CONTRAST,"$2,321.00 "
MOB:CT THORACIC SPINE W/CONTRAST,"$2,368.00 "
MOB:CT THORACIC SPINE W/WO CONTRAST,"$2,841.00 "
MOB:CT THORACIC SPINE WO/CONTRAST,"$1,895.00 "
MOB:CT THORAX SCREENING,"$1,928.00 "
MOB:CT THORAX W/CONT +HIGH RESOL IMAGNG,"$2,380.00 "
MOB:CT THORAX W/CONTRAST,"$2,380.00 "
MOB:CT THORAX W/WO CONTRAST,"$2,835.00 "
MOB:CT THORAX W/WO CONTRAST +HIGH RESOLU,"$2,835.00 "
MOB:CT THORAX WO/CONT+HIGH RESOL IMAGNG,"$1,928.00 "
MOB:CT THORAX WO/CONTRAST,"$1,928.00 "
MOB:CT THORAX/ABD/PELVIS W/CONT,"$4,210.00 "
MOB:CT THORAX/ABD/PELVIS WO/CONT,"$2,817.00 "
"MOB:CT THORAX/PELV W/CON, ABD W/WO/CO","$4,210.00 "
MOB:CT URINARY TRACT STUDY,"$3,581.00 "
MOB:CT UROGRAM W/WO CONTRAST,"$5,612.00 "
MOB:CT WRIST LEFT W/CONTRAST,"$2,566.00 "
MOB:CT WRIST LEFT W/WO CONTRAST,"$3,264.00 "
MOB:CT WRIST LEFT WO/CONTRAST,"$1,923.00 "
MOB:CT WRIST RIGHT W/CONTRAST,"$2,566.00 "
MOB:CT WRIST RIGHT W/WO CONTRAST,"$3,264.00 "
MOB:CT WRIST RIGHT WO/CONTRAST,"$1,923.00 "
MOB:CTA ABDOMEN,"$2,768.00 "
MOB:CTA ABDOMEN/PELVIS,"$2,768.00 "
MOB:CTA AORTA BIL ILIOFEM LOW EXT,"$2,671.00 "
MOB:CTA CHEST,"$2,558.00 "
MOB:CTA CHEST/ABD/PELVIS,"$2,558.00 "
MOB:CTA HEAD,"$2,710.00 "
MOB:CTA LOWER EXTREMITY,"$1,901.00 "
MOB:CTA NECK,"$2,351.00 "
MOB:CTA PELVIS,"$2,223.00 "
MOB:CTA UPPER EXTREMITY,"$1,901.00 "
MOB:ECHOCARDIOGRAM,"$1,757.00 "
MOB:ECHOCARDIOGRAM (LIMITED STUDY),$999.00 
MOB:ECHOCARDIOGRAM WITH DEFINITY,"$1,757.00 "
MOB:ELBOW LEFT,$288.00 
MOB:ELBOW RIGHT,$288.00 
MOB:FACIAL BONES,$352.00 
MOB:FEMUR LEFT,$378.00 
MOB:FEMUR RIGHT,$378.00 
MOB:FINGER(S) LEFT,$279.00 
MOB:FINGER(S) RIGHT,$279.00 
MOB:FOOT LEFT 3 OR MORE VIEWS,$345.00 
MOB:FOOT RIGHT 3 OR MORE VIEWS,$345.00 
MOB:FOOT: AP/LAT LEFT,$339.00 
MOB:FOOT: AP/LAT RIGHT,$339.00 
MOB:FOREARM LEFT,$351.00 
MOB:FOREARM RIGHT,$351.00 
MOB:HAND LEFT,$309.00 
MOB:HAND RIGHT,$309.00 
MOB:HAND: 2 VIEWS LEFT,$309.00 
MOB:HAND: 2 VIEWS RIGHT,$309.00 
MOB:HEEL LEFT,$316.00 
MOB:HEEL RIGHT,$316.00 
MOB:HIP BILATERAL 3-4 VIEWS,$442.00 
MOB:HIP LEFT 2-3 VIEWS,$327.00 
MOB:HIP RIGHT 2-3 VIEWS,$327.00 
MOB:HUMERUS LEFT,$376.00 
MOB:HUMERUS RIGHT,$376.00 
MOB:INFANT BONE SURVEY,$554.00 
MOB:INFANT LOWER EXTREMITY,$327.00 
MOB:INFANT UPPER EXTREMITY,$351.00 
MOB:KNEE 3 VIEWS,$375.00 
MOB:KNEE BILATERAL 1-2 VIEWS,$378.00 
MOB:KNEE LEFT 1-2 VIEWS,$327.00 
MOB:KNEE LEFT COMP 4 OR MORE VIEWS,$475.00 
MOB:KNEE RIGHT 1-2 VIEWS,$327.00 
MOB:KNEE RIGHT COMP 4 OR MORE VIEWS,$475.00 
MOB:KUB ABD,$340.00 
MOB:KUB ABD POST CT UTS,$340.00 
MOB:KUB W/OBLIQUE,$554.00 
MOB:LEG TIB/FIB LEFT,$395.00 
MOB:LEG TIB/FIB RIGHT,$395.00 
MOB:LONG BONE SURVEY,$554.00 
MOB:LUMBAR SPINE 4 VIEWS,$460.00 
MOB:LUMBAR SPINE AP/LAT,$460.00 
MOB:MANDIBLE,$485.00 
MOB:MASTOIDS,$352.00 
MOB:MET BONE SURVEY,$554.00 
MOB:NASAL,$406.00 
MOB:NAVICULAR VIEW BILATERAL,$351.00 
MOB:NAVICULAR VIEW LEFT,$309.00 
MOB:NAVICULAR VIEW RIGHT,$309.00 
MOB:NECK SOFT TISSUE,$336.00 
MOB:OMNIPAQUE 300-399 100ML,$135.00 
MOB:ORBITS,$466.00 
MOB:PELVIS,$355.00 
MOB:PELVIS W/OBL,$527.00 
MOB:RIBS BILATERAL,$563.00 
MOB:RIBS UNILATERAL LEFT,$458.00 
MOB:RIBS UNILATERAL RIGHT,$458.00 
MOB:RIBS W/CHEST BILATERAL,$399.00 
MOB:RIBS W/CHEST UNILATERAL LEFT,$585.00 
MOB:RIBS W/CHEST UNILATERAL RIGHT,$585.00 
MOB:SACROILLIAC JOINTS,$285.00 
MOB:SCANOGRAM BONE LENGTH,$554.00 
MOB:SCAPULA LEFT,$371.00 
MOB:SCAPULA RIGHT,$371.00 
MOB:SCOLIOSIS 2-3 VIEWS,$448.00 
MOB:SHOULDER LEFT,$419.00 
MOB:SHOULDER RIGHT,$419.00 
MOB:SINUSES,$352.00 
MOB:SKELETAL SURVEY,$554.00 
MOB:SKULL,$569.00 
MOB:SKULL PARTIAL <4 VIEWS,$470.00 
MOB:STERNO CLAV JT,$341.00 
MOB:STERNUM,$452.00 
MOB:STRESS ECHO,"$2,143.00 "
MOB:THORACIC SPINE,$482.00 
MOB:THORACIC SPINE PA/LAT,$452.00 
MOB:TM JOINT BILATERAL,$373.00 
MOB:TOE(S) LEFT,$275.00 
MOB:TOE(S) RIGHT,$275.00 
MOB:VISIPAQUE 200-299MG PER 100ML,$198.00 
MOB:WATERS VIEW,$352.00 
MOB:WRIST LEFT,$309.00 
MOB:WRIST RIGHT,$309.00 
MOB:WRIST: AP/LAT LEFT,$309.00 
MOB:WRIST: AP/LAT RIGHT,$309.00 
MOB:ZYGOMATIC ARCHES,$352.00 
MOBIC TAB  7.5MG,$19.00 
MOISTURE BARRIER OINTMENT - NONSTOCK,$19.00 
MOLECULAR PATH ASSOC CHG. 81400,$607.00 
MOLECULAR PATH ASSOC CHG. 81479,"$2,396.00 "
MOM SUSP : 30ML,$3.00 
MONISTAT-3 SUPP  200MG,$107.00 
MONISTAT-7 SUPP  100MG,$60.00 
MONISTAT-7 VAG CRM 2% : 45GM,$38.00 
MONO TEST,$73.00 
"MONOCLONAL PROTEIN, EXPANDED PANEL",$153.00 
MONOPRIL TAB  10MG,$7.00 
MORGAN LENS - NON STOCK,$97.00 
MORPHINE  SDV : 8MG/1ML **NOT STOCKED**,$12.00 
MORPHINE  SDV :10MG/1ML **NOT STOCKED**,$12.00 
MORPHINE CARPUJECT: 2MG/1ML,$12.00 
MORPHINE CARPUJECT: 4MG/1ML,$12.00 
MORPHINE IR 15 MG TAB,$40.91 
MORPHINE ORAL SOLN 10MG/5ML UD,$8.00 
MORPHINE-PCA SDV : 30MG/30ML,$102.00 
MOTOR NEUROPATHY PANEL,$61.00 
MOTRIN DROP : 40MG/ML 15ML,$25.00 
MOTRIN SUSP : 100MG/5ML UD CUP,$10.00 
MOTRIN TAB  200MG,$1.00 
MOTRIN TAB  400MG,$2.00 
MOTRIN TAB  600MG,$3.00 
MOUTH PIECE/BACTERIA FILTERS,$13.00 
MOUTH SEALS,$9.00 
MOVANTIK 25 MG TAB,$62.10 
MR ABDOMEN ANGIO W/CONTRAST,"$3,652.00 "
MR ABDOMEN ANGIO W/O CONTRAST,"$3,652.00 "
MR ABDOMEN W/CONTRAST,"$3,157.00 "
MR ABDOMEN W/O CONTRAST,"$2,605.00 "
MR ABDOMEN WO/W CONTRAST,"$3,384.00 "
MR ANGIO ABDOMEN W/WO CONTRAST,"$3,652.00 "
MR ANGIO CHEST EXCLUDE MYOCARD WO/W CONT,"$4,961.00 "
MR ANGIO CHEST W/CONTRAST,"$3,946.00 "
MR ANGIO CHEST W/O CONTRAST,"$3,946.00 "
MR ANGIO HEAD W/O CONTRAST,"$3,157.00 "
MR ANGIO HEAD WO/W CONTRAST,"$4,270.00 "
MR ANGIO LOWER EXTR W/CONTRAST,"$3,386.00 "
MR ANGIO LOWER EXTR WO/CONTRAST,"$3,386.00 "
MR ANGIO NECK W/CONTRAST,"$3,473.00 "
MR ANGIO NECK W/O CONTRAST,"$2,866.00 "
MR ANGIO NECK WO/W CONTRAST,"$3,699.00 "
MR ANGIO PELVIS W/CONTRAST,"$2,921.00 "
MR ANGIO PELVIS W/O CONTRAST,"$2,526.00 "
MR ANGIO PELVIS WO/W CONTRAST,"$3,691.00 "
MR ANGIO SPINAL CANAL WO/W CONTRAST,"$3,473.00 "
MR ANGIO UPPER EXTR W/OR/WO CONTRAST,"$3,446.00 "
MR ANKLE LEFT W/O CONTRAST,"$3,680.00 "
MR ANKLE LEFT WO/W CONTRAST,"$4,073.00 "
MR ANKLE RIGHT W/O CONTRAST,"$3,680.00 "
MR ANKLE RIGHT WO/W CONTRAST,"$4,073.00 "
MR BRAIN/STEM W/CONTRAST,"$4,078.00 "
MR BRAIN/STEM WO/CONTRAST,"$4,518.00 "
MR BRAIN/STEM WO/W CONTRAST,"$4,419.00 "
MR BREAST IMAGING BILAT W/WO CONT,"$4,222.00 "
MR BREAST IMAGING UNILAT W/WO CONT,"$3,377.00 "
MR CERVICAL SPINE W/CONTRAST,"$3,946.00 "
MR CERVICAL SPINE W/O CONTRAST,"$3,630.00 "
MR CERVICAL SPINE WO/W CONTRAST,"$4,419.00 "
MR CHEST W/CONTRAST,"$3,626.00 "
MR CHEST W/O CONTRAST,"$2,834.00 "
MR CHEST WO/W CONTRAST,"$4,961.00 "
MR ELBOW LEFT W/CONTRAST,"$3,652.00 "
MR ELBOW LEFT W/O CONTRAST,"$3,402.00 "
MR ELBOW LEFT WO/W CONTRAST,"$3,946.00 "
MR ELBOW RIGHT W/CONTRAST,"$3,652.00 "
MR ELBOW RIGHT W/O CONTRAST,"$3,402.00 "
MR ELBOW RIGHT WO/W CONTRAST,"$3,946.00 "
MR FOOT LEFT W/O CONTRAST,"$3,453.00 "
MR FOOT LEFT WO/W CONTRAST,"$4,094.00 "
MR FOOT RIGHT W/O CONTRAST,"$3,453.00 "
MR FOOT RIGHT WO/W CONTRAST,"$4,094.00 "
"MR GUIDANCE FOR NEEDLE PLACEMENT, INJ","$2,827.00 "
MR HAND LEFT W/O CONTRAST,"$3,402.00 "
MR HAND LEFT WO/W CONTRAST,"$3,946.00 "
MR HAND RIGHT W/O CONTRAST,"$3,402.00 "
MR HAND RIGHT WO/W CONTRAST,"$3,946.00 "
MR HIP LEFT W/CONTRAST,"$3,787.00 "
MR HIP LEFT W/O CONTRAST,"$3,680.00 "
MR HIP LEFT WO/W CONTRAST,"$4,073.00 "
MR HIP RIGHT W/CONTRAST,"$3,787.00 "
MR HIP RIGHT W/O CONTRAST,"$3,680.00 "
MR HIP RIGHT WO/W CONTRAST,"$4,073.00 "
MR KNEE LEFT W/O CONTRAST,"$3,680.00 "
MR KNEE LEFT WO/W CONTRAST,"$4,073.00 "
MR KNEE RIGHT W/O CONTRAST,"$3,680.00 "
MR KNEE RIGHT WO/W CONTRAST,"$4,073.00 "
MR LOWER EXTR ANY JOINT W/CONTRAST,"$3,787.00 "
MR LOWER EXTR ANY JOINT W/O CONTRAST,"$3,680.00 "
MR LOWER EXTR ANY JOINT WO/W CONTRAST,"$4,073.00 "
MR LOWER EXTR NON JOINT W/CONTRAST,"$3,473.00 "
MR LOWER EXTR NON JOINT W/O CONTRAST,"$3,453.00 "
MR LOWER EXTR NON JOINT WO/W CONTRAST,"$4,094.00 "
MR LUMBAR SPINE W/CONTRAST,"$3,946.00 "
MR LUMBAR SPINE W/O CONTRAST,"$3,226.00 "
MR LUMBAR SPINE WO/W CONTRAST,"$4,419.00 "
MR ORBIT/FACE/NECK W/CONTRAST,"$3,258.00 "
MR ORBIT/FACE/NECK W/O CONTRAST,"$2,944.00 "
MR ORBIT/FACE/NECK WO/W CONTRAST,"$3,157.00 "
MR PELVIS W/CONTRAST,"$2,960.00 "
MR PELVIS W/O CONTRAST,"$2,677.00 "
MR PELVIS WO/W CONTRAST,"$3,157.00 "
MR SHOULDER LEFT W/CONTRAST,"$3,652.00 "
MR SHOULDER LEFT W/O CONTRAST,"$3,402.00 "
MR SHOULDER LEFT WO/W CONTRAST,"$3,946.00 "
MR SHOULDER RIGHT W/CONTRAST,"$3,652.00 "
MR SHOULDER RIGHT W/O CONTRAST,"$3,402.00 "
MR SHOULDER RIGHT WO/W CONTRAST,"$3,946.00 "
MR STROKE LIMITED BRAIN W/O CONTRAST,"$4,283.00 "
MR TEMPOROMANDIBULAR JOINT W/O CONTRAST,"$3,265.00 "
MR THORACIC SPINE W/CONTRAST,"$3,226.00 "
MR THORACIC SPINE W/O CONTRAST,"$2,944.00 "
MR THORACIC SPINE WO/W CONTRAST,"$4,419.00 "
MR UPPER EXTR ANY JOINT W/CONTRAST,"$3,652.00 "
MR UPPER EXTR ANY JOINT W/O CONTRAST,"$3,402.00 "
MR UPPER EXTR ANY JOINT WO/W CONTRAST,"$3,946.00 "
MR UPPER EXTR NON JOINT W/CONTRAST,"$3,652.00 "
MR UPPER EXTR NON JOINT W/O CONT,"$2,465.00 "
MR UPPER EXTR NON JOINT WO/W CONTRAST,"$3,946.00 "
MR WRIST LEFT W/O CONTRAST,"$3,402.00 "
MR WRIST LEFT WO/W CONTRAST,"$3,946.00 "
MR WRIST RIGHT W/O CONTRAST,"$3,402.00 "
MR WRIST RIGHT WO/W CONTRAST,"$3,946.00 "
MRI VENT CIRCUITS 9 FOOT,$62.38 
MRSA SCREEN,$52.00 
MS-CONTIN TAB  15MG,$6.00 
MS-CONTIN TAB 100MG,$10.00 
MSLT/MWT,"$2,031.00 "
"MTHFR MUTATION ANALYSIS, BLOOD",$672.00 
MUCOMYST RT SOLN 20%: 800MG/4ML VIAL,$34.00 
MUCOMYST SOLN 20% (200MG/1ML) 30ML,$91.00 
"MUCOPOLYSACCHARIDES QUANT., URINE",$135.00 
"MUCOPOLYSACCHARIDES SCREEN, URINE",$135.00 
MULTAQ TAB 400MG,$23.00 
MULTI LUMEN CATH DIALYSIS STOCK,$303.00 
MULTIDEX TUBE 45G,$61.00 
MULTIFIX S,$940.50 
MULTIHANCE 10ML,$18.00 
MULTIHANCE 15ML,$18.00 
MULTIHANCE 20ML,$18.00 
MULTIHANCE 5ML,$18.00 
MULTIPLEX PROBE STAIN EACH-88374,$369.00 
MULTITRACE-4 MDV : 10ML,$64.00 
"MUMPS ANTIBODIES IgG, IgM",$89.00 
"MURINE TYPHUS ANTB, IgG",$407.00 
MUSCLE BX,"$2,366.00 "
MUTAMYCIN SDV:  5MG,$291.00 
MUTAMYCIN SDV: 20MG,$470.00 
MUTATION DETECTION ASSOC CHG. 81403,$890.00 
MUTATION DETECTION ASSOC CHG. 81406,"$3,419.00 "
MVI-12 : 10ML,$50.00 
MVT:ABD FLAT/UPRIGHT,$410.00 
MVT:ABD FLAT/UPRIGHT W/CHEST,$636.00 
MVT:AC JOINTS,$597.00 
MVT:ANKLE LEFT 3 OR MORE VIEWS,$350.00 
MVT:ANKLE RIGHT 3 OR MORE VIEWS,$350.00 
MVT:ANKLE: AP/LAT LEFT,$350.00 
MVT:ANKLE: AP/LAT RIGHT,$350.00 
MVT:ARTERIAL PUNCTURE,$36.00 
MVT:ARTHRITIC SURVEY/HANDS,$327.00 
MVT:BLADDER SCAN,$170.00 
MVT:BLOOD PATCH,$953.22 
MVT:BONE AGE,$554.00 
MVT:BONE DENSITY (AXIAL),$539.00 
MVT:C-ARM >1 HOUR,$850.00 
MVT:CAST CHANGE,$245.00 
MVT:CERVICAL SPINE COMPLETE,$513.00 
MVT:CERVICAL SPINE PA/LAT,$472.00 
MVT:CHEST AP,$311.00 
MVT:CHEST DECUB MIN 4 VIEWS,$311.00 
MVT:CHEST DECUBE,$336.00 
MVT:CHEST PA/LAT,$388.00 
MVT:CHEST WITH LORDOTIC VIEW,$336.00 
MVT:CHEST WITH OBLIQUES,$336.00 
MVT:CLAVICLE BILATERAL,$656.00 
MVT:CLAVICLE LEFT,$328.00 
MVT:CLAVICLE RIGHT,$328.00 
MVT:COCCYX SACRUM,$391.00 
MVT:CODE BLUE,$567.00 
"MVT:C-SPINE W/FLEX,EXT",$554.00 
MVT:EKG 12 LD W/RHY STRIP,$139.00 
MVT:ELBOW LEFT,$288.00 
MVT:ELBOW RIGHT,$288.00 
