Category,MSDRG,MSDRG Description,Average Case
Oncology,829,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OTHER  PROCEDURE W CC/MCC, 
Oncology,830,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OTHER  PROCEDURE W/O CC/MCC,"$24,497.72 "
Oncology,834,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC, 
Oncology,835,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC, 
Oncology,836,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC, 
Oncology,837,CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC, 
Oncology,838,CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT, 
Oncology,839,CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC, 
Oncology,840,LYMPHOMA & NON-ACUTE LEUKEMIA W MCC, 
Oncology,841,LYMPHOMA & NON-ACUTE LEUKEMIA W CC,"$27,816.00 "
Oncology,842,LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC, 
Oncology,843,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC, 
Oncology,844,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC, 
Oncology,845,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC, 
Oncology,846,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC, 
Oncology,847,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC, 
Oncology,848,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC, 
Oncology,849,RADIOTHERAPY, 
Surgical,853,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,"$84,862.79 "
Surgical,854,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,"$48,909.55 "
Surgical,856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,"$71,695.35 "
Surgical,857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,"$30,379.50 "
Surgical,858,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC, 
Medical,862,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC, 
Medical,863,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,"$13,094.28 "
Medical,864,FEVER,"$10,882.59 "
Medical,865,VIRAL ILLNESS W MCC, 
Medical,866,VIRAL ILLNESS W/O MCC,"$18,365.24 "
Medical,867,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC,"$35,334.15 "
Medical,868,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC,"$5,397.62 "
Medical,869,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W/O CC/MCC, 
Medical,870,SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,"$130,609.50 "
Medical,871,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,"$31,034.63 "
Medical,872,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,"$23,159.47 "
Surgical,876,O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,"$16,857.72 "
BEHAVIORAL HEALTH,880,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,"$9,159.12 "
BEHAVIORAL HEALTH,881,DEPRESSIVE NEUROSES, 
BEHAVIORAL HEALTH,882,NEUROSES EXCEPT DEPRESSIVE, 
BEHAVIORAL HEALTH,883,DISORDERS OF PERSONALITY & IMPULSE CONTROL, 
BEHAVIORAL HEALTH,884,ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,"$13,773.47 "
BEHAVIORAL HEALTH,885,PSYCHOSES, 
BEHAVIORAL HEALTH,886,BEHAVIORAL & DEVELOPMENTAL DISORDERS, 
BEHAVIORAL HEALTH,887,OTHER MENTAL DISORDER DIAGNOSES,"$4,388.73 "
BEHAVIORAL HEALTH,894,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA", 
BEHAVIORAL HEALTH,896,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,"$18,633.24 "
BEHAVIORAL HEALTH,897,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,"$20,983.23 "
Surgical,901,WOUND DEBRIDEMENTS FOR INJURIES W MCC, 
Surgical,902,WOUND DEBRIDEMENTS FOR INJURIES W CC,"$23,644.72 "
Surgical,903,WOUND DEBRIDEMENTS FOR INJURIES W/O CC/MCC, 
Surgical,904,SKIN GRAFTS FOR INJURIES W CC/MCC, 
Surgical,905,SKIN GRAFTS FOR INJURIES W/O CC/MCC,"$34,551.79 "
Orthopedics,906,HAND PROCEDURES FOR INJURIES, 
Surgical,907,OTHER O.R. PROCEDURES FOR INJURIES W MCC, 
Surgical,908,OTHER O.R. PROCEDURES FOR INJURIES W CC,"$31,688.78 "
Surgical,909,OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC,"$14,149.86 "
Medical,913,TRAUMATIC INJURY W MCC, 
Medical,914,TRAUMATIC INJURY W/O MCC,"$11,137.62 "
Medical,915,ALLERGIC REACTIONS W MCC,"$19,562.76 "
Medical,916,ALLERGIC REACTIONS W/O MCC, 
Medical,917,POISONING & TOXIC EFFECTS OF DRUGS W MCC,"$18,586.16 "
Medical,918,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,"$5,913.77 "
Medical,919,COMPLICATIONS OF TREATMENT W MCC,"$19,045.42 "
Medical,920,COMPLICATIONS OF TREATMENT W CC,"$14,856.15 "
Medical,921,COMPLICATIONS OF TREATMENT W/O CC/MCC,"$13,219.36 "
Medical,922,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W MCC","$24,675.55 "
Medical,923,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O MCC","$16,723.88 "
Burn,928,FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC/MCC, 
Burn,934,FULL THICKNESS BURN W/O SKIN GRFT OR INHAL INJ,"$7,153.91 "
Burn,935,NON-EXTENSIVE BURNS, 
Surgical,939,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W MCC,"$39,158.36 "
Surgical,940,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC, 
Surgical,941,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC,"$25,129.00 "
Medical,947,SIGNS & SYMPTOMS W MCC,"$56,577.11 "
Medical,948,SIGNS & SYMPTOMS W/O MCC,"$16,446.71 "
Medical,949,AFTERCARE W CC/MCC, 
Medical,950,AFTERCARE W/O CC/MCC, 
Medical,951,OTHER FACTORS INFLUENCING HEALTH STATUS,"$5,923.60 "
Neurosciences,955,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA, 
Orthopedics,956,"LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA","$54,076.50 "
Surgical,957,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC, 
Surgical,958,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC, 
Surgical,959,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC, 
Medical,963,OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC, 
Medical,964,OTHER MULTIPLE SIGNIFICANT TRAUMA W CC, 
Medical,965,OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC, 
Surgical,969,HIV W EXTENSIVE O.R. PROCEDURE W MCC, 
Medical,974,HIV W MAJOR RELATED CONDITION W MCC, 
Medical,975,HIV W MAJOR RELATED CONDITION W CC, 
Medical,977,HIV W OR W/O OTHER RELATED CONDITION, 
Surgical,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,"$56,564.00 "
Surgical,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,"$31,449.89 "
Surgical,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,"$17,164.61 "
Surgical,985,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC, 
Surgical,987,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,"$40,243.65 "
Surgical,988,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,"$31,144.58 "
Surgical,989,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,"$25,646.82 "
Other,999,UNGROUPABLE, 
Surgical,11,"RACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC", 
Surgical,12,"RACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC", 
Neurosciences,41,ERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM, 
Oncology,54,ERVOUS SYSTEM NEOPLASMS W MCC, 
Oncology,55,ERVOUS SYSTEM NEOPLASMS W/O MCC, 
Neurosciences,56,EGENERATIVE NERVOUS SYSTEM DISORDERS W MCC, 
Neurosciences,57,EGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC, 
Neurosciences,60,ULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC, 
Neurosciences,64,NTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC, 
Neurosciences,65,NTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS, 
Neurosciences,66,NTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC, 
Neurosciences,69,RANSIENT ISCHEMIA W/O THROMBOLYTIC, 
Neurosciences,70,ONSPECIFIC CEREBROVASCULAR DISORDERS W MCC, 
Neurosciences,71,ONSPECIFIC CEREBROVASCULAR DISORDERS W CC, 
Neurosciences,72,ONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC, 
Neurosciences,73,RANIAL & PERIPHERAL NERVE DISORDERS W MCC, 
Neurosciences,74,RANIAL & PERIPHERAL NERVE DISORDERS W/O MCC, 
Neurosciences,76,IRAL MENINGITIS W/O CC/MCC, 
Neurosciences,78,YPERTENSIVE ENCEPHALOPATHY W CC, 
Neurosciences,83,"RAUMATIC STUPOR & COMA, COMA >1 HR W CC", 
Neurosciences,84,"RAUMATIC STUPOR & COMA, COMA >1 HR W/O CC/MCC", 
Neurosciences,87,"RAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC", 
Neurosciences,89,ONCUSSION W CC, 
Neurosciences,90,ONCUSSION W/O CC/MCC, 
Neurosciences,91,THER DISORDERS OF NERVOUS SYSTEM W MCC, 
Neurosciences,92,THER DISORDERS OF NERVOUS SYSTEM W CC, 
Neurosciences,93,THER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC, 
Neurosciences,94,ACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W MCC, 
Neurosciences,95,ACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC, 
Neurosciences,97,ON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC, 
Neurosciences,98,ON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC, 
Neurosciences,99,ON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W/O CC/MCC, 
Cardiovascular Services,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC, 
Cardiovascular Services,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC, 
Cardiovascular Services,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC, 
Cardiovascular Services,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC, 
Cardiovascular Services,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC, 
Cardiovascular Services,273,PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC, 
Cardiovascular Services,274,PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC, 
Oncology,16,AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC, 
