Service Area|Px Code|Procedure Description|Default Rev Code|CPT(R)/HCPCS Code|Default Mod|Fee Schedule Group Name|Unit Price
WS SERVICE AREA|27201775|HC POUCH TISSUE SURGICAL 054800|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|281.00
WS SERVICE AREA|27201776|HC POUCH UROSTOMY ACTIVE LIFE LF|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|15.00
WS SERVICE AREA|27201777|HC POUCH UROSTOMY TAPERED|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|8.00
WS SERVICE AREA|27201778|HC POWDER AVITENE DAVOL 1GM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|640.00
WS SERVICE AREA|27201779|HC POWDER INSTAT MCH .5GRAM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|401.00
WS SERVICE AREA|27201780|HC POWDER INSTAT MCH LF 1GRAM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|687.00
WS SERVICE AREA|27201781|HC POWDER SURGIFOAM AB GEL SPONGE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|391.00
WS SERVICE AREA|27201782|HC PROBE LASER DIRECTIONAL 25GA|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|917.00
WS SERVICE AREA|27201783|HC PROBE LASER ENDO OCULAR CURV|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|887.00
WS SERVICE AREA|27201784|HC PROBE, CRYOABLATION|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C2618||WS HB DEFAULT|21,728.00
WS SERVICE AREA|27201785|HC PROTECTOR DRILL TIS SHRT 4.8MM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|3,861.00
WS SERVICE AREA|27201786|HC REAMER DRILL BUD CANNULATED|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|1,014.00
WS SERVICE AREA|27201787|HC RELIA-VAC|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|27.00
WS SERVICE AREA|27201788|HC RELOAD ENDO ETS FLEX TRW35 LF|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|589.00
WS SERVICE AREA|27201789|HC RESERVOIR LG VOLUME W CONNECT|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|546.00
WS SERVICE AREA|27201790|HC RETRACTOR ALEXIS SYSTEM LARGE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|289.00
WS SERVICE AREA|27201791|HC RETRACTOR ALEXIS SYSTEM MED|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|133.00
WS SERVICE AREA|27201792|HC RETRACTOR ALEXIS SYSTEM SMALL|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|133.00
WS SERVICE AREA|27201793|HC RETRACTOR ALEXIS SYSTEM XLARGE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|380.00
WS SERVICE AREA|27201794|HC RETRACTOR CHEEK SPNDX CHILD SZ|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|108.00
WS SERVICE AREA|27201795|HC RETRACTOR DEXTRUS LG|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|229.00
WS SERVICE AREA|27201796|HC RETRACTOR DEXTRUS MED|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|229.00
WS SERVICE AREA|27201797|HC RETRACTOR DEXTRUS SMALL ACCESS|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|229.00
WS SERVICE AREA|27201798|HC RETRACTOR LONE STAR DISP|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|277.00
WS SERVICE AREA|27201799|HC RETRACTOR LONESTAR SQUARE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|277.00
WS SERVICE AREA|27201800|HC RETRACTOR SOFT TISSUE LARGE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|1,593.00
WS SERVICE AREA|27201801|HC RETRACTOR SOFT TISSUE MED|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|1,593.00
WS SERVICE AREA|27201802|HC RHINO RAPID 7.5CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|171.00
WS SERVICE AREA|27201803|HC RHINO RAPID W/GEL 5.5CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|161.00
WS SERVICE AREA|27201804|HC ROD BALL TIP GUIDE 60MM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|776.00
WS SERVICE AREA|27201805|HC ROD GUIDE BALL TIP 3MMX1000MM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|947.00
WS SERVICE AREA|27201806|HC SEAL CANNULA DA VINCI|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|96.00
WS SERVICE AREA|27201807|HC SEAL CANNULA DAVINCI 12MM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|227.00
WS SERVICE AREA|27201808|HC SEALANT FLOSEAL MATRIX HEMO 10CC|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|1,955.00
WS SERVICE AREA|27201809|HC SEALANT FLOSEAL MATRIX HEMO 5C|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|1,070.00
WS SERVICE AREA|27201810|HC SENSOR FLO TRAC HMDN MNTR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|1,422.00
WS SERVICE AREA|27201811|HC SEPARATOR OPTICAL 12X100MM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|347.00
WS SERVICE AREA|27201812|HC SET AUTOTRANSFUSION (CS/6)|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|2,504.00
WS SERVICE AREA|27201813|HC SET BASIN DEROYAL 89-5003|MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270]|||WS HB DEFAULT|23.00
WS SERVICE AREA|27201814|HC SET BASIN OB COBB CUSTOM DISP|MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270]|||WS HB DEFAULT|128.00
WS SERVICE AREA|27201815|HC SET BRAT BOWL|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|408.00
WS SERVICE AREA|27201816|HC SET CATH ATTAIN PREVAIL|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1887||WS HB DEFAULT|1,820.00
WS SERVICE AREA|27201817|HC SET CATH EPIDURAL|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1755||WS HB DEFAULT|96.00
WS SERVICE AREA|27201818|HC SET CATH INFUSION RAPID*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1894||WS HB DEFAULT|69.00
WS SERVICE AREA|27201819|HC SET CATH PNEUMOTHORAX COOK|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|823.00
WS SERVICE AREA|27201820|HC SET CYSTOSCOPY & IRRIGATION|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|21.00
WS SERVICE AREA|27201821|HC SET DIALYSIS ADMIN/TRANSFER LF|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|106.00
WS SERVICE AREA|27201822|HC SET DILATOR SOUND DISP|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|31.00
WS SERVICE AREA|27201823|HC SET DILATOR URET 60CM 6FR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|870.00
WS SERVICE AREA|27201824|HC SET DILATOR URETHRAL S-CURVE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|956.00
WS SERVICE AREA|27201825|HC SET DRAINAGE CHEST MINI EXPRES|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|351.00
WS SERVICE AREA|27201826|HC SET EPIDURAL CATH PEREFIX 20GA|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|39.00
WS SERVICE AREA|27201827|HC SET EPIDURAL CATH W/CLOSED TIP|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|37.00
WS SERVICE AREA|27201828|HC SET EPIDURAL LF 80"|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|80.00
WS SERVICE AREA|27201829|HC SET EXTENSION BIFURCATE ARGON|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|21.00
WS SERVICE AREA|27201830|HC SET HTA GENESYS PROCEDURE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|7,107.00
WS SERVICE AREA|27201831|HC SET HYDRO DH HYSTRO DIST TUBE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|684.00
WS SERVICE AREA|27201832|HC SET HYDRO THERMABLADER PROC|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|7,107.00
WS SERVICE AREA|27201833|HC SET HYPERAL PLUM CLAVE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|91.00
WS SERVICE AREA|27201834|HC SET INFLOW TUBING LF|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|227.00
WS SERVICE AREA|27201835|HC SET INTRODUCER 18.0-38 140103*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1892||WS HB DEFAULT|314.00
WS SERVICE AREA|27201836|HC SET INTRODUCER 20.0-38 140391*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1892||WS HB DEFAULT|314.00
WS SERVICE AREA|27201837|HC SET INTRODUCER 8.0-35 73777*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1892||WS HB DEFAULT|242.00
WS SERVICE AREA|27201838|HC SET INTRODUCER 9.0-38 140104*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1892||WS HB DEFAULT|242.00
WS SERVICE AREA|27201839|HC SET INTRODUCER CPLI 12.0-38*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1892||WS HB DEFAULT|255.00
WS SERVICE AREA|27201840|HC SET INTRODUCER CPLI 14.0-38*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1892||WS HB DEFAULT|242.00
WS SERVICE AREA|27201841|HC SET INTRODUCER CPLI 16.0-38*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1892||WS HB DEFAULT|242.00
WS SERVICE AREA|27201842|HC SET INTRODUCER CPLI24.0-38*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1892||WS HB DEFAULT|314.00
WS SERVICE AREA|27201843|HC SET INTRODUCER PEEL AWAY 13FR*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1892||WS HB DEFAULT|263.00
WS SERVICE AREA|27201844|HC SET INTRODUCER PLIP5.5189DENNY*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1892||WS HB DEFAULT|221.00
WS SERVICE AREA|27201845|HC SET INTRODUCER PLIP6.0189DENNY*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1892||WS HB DEFAULT|221.00
WS SERVICE AREA|27201846|HC SET INTRODUCER TEARAWAY 10FR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1892||WS HB DEFAULT|101.00
WS SERVICE AREA|27201847|HC SET INTRODUCER TEARAWAY 5FR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1892||WS HB DEFAULT|101.00
WS SERVICE AREA|27201848|HC SET INTRODUCER TEARAWAY MICRO|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1892||WS HB DEFAULT|101.00
WS SERVICE AREA|27201849|HC SET IRRIG COLOSTOMY|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|106.00
WS SERVICE AREA|27201850|HC SET IRRIGATION ARTHO 4-LEAD|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|78.00
WS SERVICE AREA|27201851|HC SET IRRIGATION CYSTO/BLADDER|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|27.00
WS SERVICE AREA|27201852|HC SET IRRIGATION NORMOTHERMIC|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|165.00
WS SERVICE AREA|27201863|HC SET LEAD WIRE DISP KENDALL|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1769||WS HB DEFAULT|52.00
WS SERVICE AREA|27201864|HC SET MICROPUNCTURE STIFFENED*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1894||WS HB DEFAULT|75.00
WS SERVICE AREA|27201865|HC SET MONITOR COMBITRANS PRESSURE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|260.00
WS SERVICE AREA|27201866|HC SET MPS DELIVERY W/CASSETTE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|805.00
WS SERVICE AREA|27201867|HC SET MULTIPLE PERFUSION|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|112.00
WS SERVICE AREA|27201868|HC SET NDL BONE BIOPSY ELSON|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|1,591.00
WS SERVICE AREA|27201869|HC SET NDL PROSTATE 18GA 20CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|203.00
WS SERVICE AREA|27201870|HC SET NEFF PERCUTANEOUS ACCESS|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1894||WS HB DEFAULT|403.00
WS SERVICE AREA|27201871|HC SET NEPHROSTOMY MALECOT 14FR*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1729||WS HB DEFAULT|805.00
WS SERVICE AREA|27201872|HC SET NEPHROSTOMY MALECOT 18FR*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1729||WS HB DEFAULT|929.00
WS SERVICE AREA|27201873|HC SET PACEMAKER INTRODUCER 11FR*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1892||WS HB DEFAULT|263.00
WS SERVICE AREA|27201874|HC SET PADS REPL VST|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|21.00
WS SERVICE AREA|27201875|HC SET PERC TRACH CIAG BL PERC8|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1769||WS HB DEFAULT|1,431.00
WS SERVICE AREA|27201876|HC SET PERC TRACH CIAGLIA BL RHIN|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1769||WS HB DEFAULT|1,434.00
WS SERVICE AREA|27201877|HC SET PLEXUFIX BRACH PLEX 22G|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|80.00
WS SERVICE AREA|27201878|HC SET PRESSURE DISPLAY RED HRDWR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|75.00
WS SERVICE AREA|27201879|HC SET PRISMAFLEX M100|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|1,088.00
WS SERVICE AREA|27201880|HC SET PUMP ANGIOJET|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|1,279.00
WS SERVICE AREA|27201881|HC SET PUMP IMPELLA IV SOLUTION|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|99.00
WS SERVICE AREA|93091425|HC INJECT CONGNTL CARD CATH|CARDIOLOGY - CARDIAC CATH LAB [0481]|93563||WS HB DEFAULT|6,201.00
WS SERVICE AREA|27201882|HC SET RABINOR SIALOGRAPHY T-32|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|250.00
WS SERVICE AREA|27201883|HC SET RADIAL ARTERY LF|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|44.00
WS SERVICE AREA|93091426|HC INJECT HRT CONGNTL ART/GRFT|CARDIOLOGY - CARDIAC CATH LAB [0481]|93564||WS HB DEFAULT|4,909.00
WS SERVICE AREA|27201884|HC SET RATE FLOW REGULATOR ADULT|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|37.00
WS SERVICE AREA|27201885|HC SET RETROGRADE INTUBATION 14.0*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|596.00
WS SERVICE AREA|27201886|HC SET SHEATH DILATOR 8/10|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|226.00
WS SERVICE AREA|27201887|HC SET SHEATH MICROPUNCTURE*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1894||WS HB DEFAULT|192.00
WS SERVICE AREA|93091427|HC ILIAC ART BI W CARD CTH|RADIOLOGY - DIAGNOSTIC - ARTERIOGRAPHY [0323]|G0278||WS HB DEFAULT|2,768.00
WS SERVICE AREA|27201888|HC SET SPRAY FOR TISSEEL|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|282.00
WS SERVICE AREA|27201889|HC SET SUCTION POSTOPERATIVE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|69.00
WS SERVICE AREA|90010517|HC CAR SEAT/BED TEST INFT THRU 12 MO 60 MIN|OTHER DIAGNOSTIC SERVICES - GENERAL CLASSIFICATION [0920]|94780||WS HB DEFAULT|262.00
WS SERVICE AREA|27201890|HC SET THROMBECT SPIRO ULTRA 4FR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|9,780.00
WS SERVICE AREA|27201891|HC SET TUB COOLFLOW FOR CARTO 3|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|426.00
WS SERVICE AREA|90010518|HC CAR SEAT/BED TEST INFT THRU 12 MO EA ADDL 30 MIN|OTHER DIAGNOSTIC SERVICES - GENERAL CLASSIFICATION [0920]|94781||WS HB DEFAULT|94.00
WS SERVICE AREA|27201892|HC SET TUBING 7/8"|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|17.00
WS SERVICE AREA|27201893|HC SET TUBING MINI SELECTOR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|141.00
WS SERVICE AREA|27201894|HC SET TUBING SELECTOR SAT|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|2,025.00
WS SERVICE AREA|27201895|HC SET TUBING SLOL 4503|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|294.00
WS SERVICE AREA|90010513|HC VITAL CAPACITY TEST|PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460]|94150||WS HB DEFAULT|166.00
WS SERVICE AREA|27201896|HC SET TUBING SMOKE EVAC LF (M)|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|60.00
WS SERVICE AREA|27201897|HC SET TUBING SOLO 1102|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|135.00
WS SERVICE AREA|90010514|HC RESPIRATORY FLOW VOLUME LOOP|PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460]|94375||WS HB DEFAULT|528.00
WS SERVICE AREA|27201898|HC SET TUR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|55.00
WS SERVICE AREA|27201899|HC SET T-U-R "Y"|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|37.00
WS SERVICE AREA|90010515|HC PULM FUNCT TEST OSCILLOMETRY|PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460]|94728||WS HB DEFAULT|546.00
WS SERVICE AREA|27201900|HC SET TUR 4CONTAINER IRR SPECIAL|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|66.00
WS SERVICE AREA|27201901|HC SET ULT10.2-NT-100-P-NS-GJS|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1729||WS HB DEFAULT|330.00
WS SERVICE AREA|90010516|HC EXHALED CARBON DIOXIDE TEST|PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460]|94770||WS HB DEFAULT|405.00
WS SERVICE AREA|27201902|HC SET URETHRAL DILATOR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1769||WS HB DEFAULT|1,056.00
WS SERVICE AREA|27201903|HC SET VENA STICK VASC ACCESS 4FR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|209.00
WS SERVICE AREA|90010512|HC PULMONARY SERVICE/PROCEDURES|RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410]|94799||WS HB DEFAULT|308.00
WS SERVICE AREA|27201904|HC SET VENTRICULAR EXT DRAINAGE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|700.00
WS SERVICE AREA|27201905|HC SET WIRE LOCATION GHIATAS 14CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1769||WS HB DEFAULT|133.00
WS SERVICE AREA|90010519|HC INHALATION BRONCH CHALLENGE TEST|OTHER DIAGNOSTIC SERVICES - ALLERGY TEST [0924]|95070||WS HB DEFAULT|842.00
WS SERVICE AREA|27201906|HC SET WIREGUIDE EXCHANGE JEFFREY|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1769||WS HB DEFAULT|580.00
WS SERVICE AREA|27201907|HC SHEATH 7FX11CM*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1894||WS HB DEFAULT|162.00
WS SERVICE AREA|70777085|HC BD DXA STUDY AXIAL SKELETON|RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320]|77085||WS HB DEFAULT|794.00
WS SERVICE AREA|27201908|HC SHEATH RADIAL FLEXOR 6FR 13CM*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1894||WS HB DEFAULT|234.00
WS SERVICE AREA|27201909|HC SHEATH RCFW-10.0-38-30-RB*|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|C1894||WS HB DEFAULT|331.00
WS SERVICE AREA|70270170|HC FL TEAR DUCT DACRYOCSTOGRAPY NASOLACRIMAL RS&I|RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320]|70170||WS HB DEFAULT|1,180.00
WS SERVICE AREA|27201910|HC SHEATH SHORT BURR EP1 DISP 4.0|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|190.00
WS SERVICE AREA|70170190|HC XR EYE SOCKET OPTIC FORAMINA|RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320]|70190||WS HB DEFAULT|361.00
WS SERVICE AREA|70271034|HC FL CHEST XR COMPLETE MINIMUM 4 VIEWS W/FLUORO|RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320]|71034||WS HB DEFAULT|1,043.00
WS SERVICE AREA|70272275|HC FL EPIDUROGRAPY RS&I|RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320]|72275||WS HB DEFAULT|1,567.00
WS SERVICE AREA|27201921|HC SHUTTLE IDEAL RT 45DEG|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|1,052.00
WS SERVICE AREA|70072275|HC EPIDUROGRAPY XR RS&I|RADIOLOGY - DIAGNOSTIC - ARTERIOGRAPHY [0323]|72275||WS HB DEFAULT|1,567.00
