Service Area|Px Code|Procedure Description|Alternate CPT/HCPCS Code|Alternate Identification|Alternate Code by Location|Alternate Code by Department|Fee Schedule Group Name|Unit Price
WS SERVICE AREA|93010302|HC ATHERECTOMY DES STENT LC/LCX|C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|21,458.00
WS SERVICE AREA|93010303|HC ATHERECTOMY AND DES STENT RC/RCA|C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|21,458.00
WS SERVICE AREA|93010304|HC ATHERECTOMY AND DES STENT LM ARTERY|C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|21,458.00
WS SERVICE AREA|93010305|HC ATHERECTOMY AND DES STENT RAMUS ARTERY|C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602,C9602|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|21,458.00
WS SERVICE AREA|93010310|HC ATHERECTOMY DES STENT ADDITIONAL LC/LCX|C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|15,920.00
WS SERVICE AREA|93010309|HC ATHERECTOMY DES STENT ADDITIONAL LD/LAD|C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|15,920.00
WS SERVICE AREA|93010311|HC ATHERECTOMY DES STENT ADDITIONAL RC/RCA|C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603,C9603|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|15,920.00
WS SERVICE AREA|93010316|HC GRAFT PTCA AND DES STENT TO LC/LCX|C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|22,289.00
WS SERVICE AREA|93010315|HC GRAFT PTCA AND DES STENT TO LD/LAD|C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|22,289.00
WS SERVICE AREA|93010317|HC GRAFT PTCA AND DES STENT TO RC/RCA|C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604,C9604|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|22,289.00
WS SERVICE AREA|93010322|HC GRAFT PTCA AND/OR DES STENT ADDTL LC/LCX|C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|16,750.00
WS SERVICE AREA|93010321|HC GRAFT PTCA AND/OR DES STENT ADDTL LD/LAD|C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|16,750.00
WS SERVICE AREA|93010323|HC GRAFT PTCA AND/OR DES STENT ADDTL RC/RCA|C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605,C9605|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|16,750.00
WS SERVICE AREA|93010327|HC IP ONLY-PRQ CARD DES REVASC MI 1VSL LC|C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|31,320.00
WS SERVICE AREA|93010325|HC IP ONLY-PRQ CARD DES REVASC MI 1VSL LD|C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|31,320.00
WS SERVICE AREA|93010331|HC IP ONLY- PRQ CARD DES REVASC MI 1VSL LM|C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|31,320.00
WS SERVICE AREA|93010329|HC IP ONLY-PRQ CARD DES REVASC MI 1VSL RC|C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|31,320.00
WS SERVICE AREA|93010333|HC IP ONLY-PRQ CARD DES REVASC MI 1VSL RI|C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606,C9606|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|31,320.00
WS SERVICE AREA|93010337|HC CTO DES STENT LC/LCX|C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|31,320.00
WS SERVICE AREA|93010335|HC CTO DES STENT LD/LAD|C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|31,320.00
WS SERVICE AREA|93010341|HC CTO DES STENT LM ARTERY|C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|31,320.00
WS SERVICE AREA|93010339|HC CTO DES STENT RC/RCA|C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|31,320.00
WS SERVICE AREA|93010343|HC CTO DES STENT RAMUS ARTERY|C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607,C9607|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|31,320.00
WS SERVICE AREA|93010347|HC CTO DES STENT ADDL BRCH LC/LCX|C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|25,781.00
WS SERVICE AREA|93010345|HC CTO DES STENT ADDL BRCH LD/LAD|C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|25,781.00
WS SERVICE AREA|93010349|HC CTO DES STENT ADDL BRCH RC/RCA|C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608,C9608|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|25,781.00
WS SERVICE AREA|90010283|HC LEVEL I VISIT NEW|G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463|20107,20109,20201,20202,21202,21203,22301,22302,23201,23202,23203,23501,24201,24202,24203,24301,24302,24303,26901,26902,26903,26904,26906,27501,27901,33402,34801,34901,45501,94201,94202,94203,94301,94302,94303,35701,20601,22701,23602,23603,23604,25701,25702,25703,25901,26102,26501,27101,27701,31101,32201,32401,36401,36601,36701,36801,36901,37001,37101,37201,37301,37501,40001,40101,40201,40301,40401,40501,40601,40701,40801,40901,41101,41201,41301,41401,41501,41601,41701,41801,41901,42001,42101,42102,42201,42301,42401,42501,42601,42701,42801,42901,43001,43101,43201,43301,43401,43501,43801,43901,44001,44101,44201,44301,44401,44501,44601,44701,44801,48801|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|220.00
WS SERVICE AREA|90010284|HC LEVEL II VISIT NEW|G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463|20107,20109,20201,20202,21202,21203,22301,22302,23201,23202,23203,23501,24201,24202,24203,24301,24302,24303,26901,26902,26903,26904,26906,27501,27901,33402,34801,34901,45501,94201,94202,94203,94301,94302,94303,35701,20601,22701,23602,23603,23604,25701,25702,25703,25901,26102,26501,27101,27701,31101,32201,32401,36401,36601,36701,36801,36901,37001,37101,37201,37301,37501,40001,40101,40201,40301,40401,40501,40601,40701,40801,40901,41101,41201,41301,41401,41501,41601,41701,41801,41901,42001,42101,42102,42201,42301,42401,42501,42601,42701,42801,42901,43001,43101,43201,43301,43401,43501,43801,43901,44001,44101,44201,44301,44401,44501,44601,44701,44801,48801|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|312.00
WS SERVICE AREA|90010285|HC LEVEL III VISIT NEW|G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463|20107,20109,20201,20202,21202,21203,22301,22302,23201,23202,23203,23501,24201,24202,24203,24301,24302,24303,26901,26902,26903,26904,26906,27501,27901,33402,34801,34901,45501,94201,94202,94203,94301,94302,94303,35701,20601,22701,23602,23603,23604,25701,25702,25703,25901,26102,26501,27101,27701,31101,32201,32401,36401,36601,36701,36801,36901,37001,37101,37201,37301,37501,40001,40101,40201,40301,40401,40501,40601,40701,40801,40901,41101,41201,41301,41401,41501,41601,41701,41801,41901,42001,42101,42102,42201,42301,42401,42501,42601,42701,42801,42901,43001,43101,43201,43301,43401,43501,43801,43901,44001,44101,44201,44301,44401,44501,44601,44701,44801,48801|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|450.00
WS SERVICE AREA|90010286|HC LEVEL IV VISIT NEW|G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463|20107,20109,20201,20202,21202,21203,22301,22302,23201,23202,23203,23501,24201,24202,24203,24301,24302,24303,26901,26902,26903,26904,26906,27501,27901,33402,34801,34901,45501,94201,94202,94203,94301,94302,94303,35701,20601,22701,23602,23603,23604,25701,25702,25703,25901,26102,26501,27101,27701,31101,32201,32401,36401,36601,36701,36801,36901,37001,37101,37201,37301,37501,40001,40101,40201,40301,40401,40501,40601,40701,40801,40901,41101,41201,41301,41401,41501,41601,41701,41801,41901,42001,42101,42102,42201,42301,42401,42501,42601,42701,42801,42901,43001,43101,43201,43301,43401,43501,43801,43901,44001,44101,44201,44301,44401,44501,44601,44701,44801,48801|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|591.00
