MEDICATION,CHARGE
LAMOTRIGINE 100 MG TAB,$37.74
LAMOTRIGINE 100 MG TAB,$8.70
LAMOTRIGINE 100 MG TAB,$8.53
LAMOTRIGINE 12.5 MG TAB,$12.32
LAMOTRIGINE 150 MG TAB,$8.81
LAMOTRIGINE 150 MG TAB,$8.60
LAMOTRIGINE 150 MG TAB,$8.81
LAMOTRIGINE 150 MG TAB,$8.60
LAMOTRIGINE 200 MG TAB,$43.46
LAMOTRIGINE 200 MG TAB,$8.42
LAMOTRIGINE 200 MG TAB,$8.70
LAMOTRIGINE 25 MG TAB,$34.03
LAMOTRIGINE 25 MG TAB,$8.67
LAMOTRIGINE 25 MG TAB,$8.63
LAMOTRIGINE 25 MG TAB,$8.32
LAMOTRIGINE 25 MG TAB,$8.70
LAMOTRIGINE 25 MG TAB,$8.53
LAMOTRIGINE 25 MG TAB,$8.35
LAMOTRIGINE 5 MG DISPERSIBLE TAB,$33.19
LAMOTRIGINE 5 MG DISPERSIBLE TAB,$9.37
LAMOTRIGINE ER 100 MG 24 HR TAB,$57.24
LAMOTRIGINE ER 50 MG 24 HR TAB,$53.99
LANOLIN TOPICAL CREAM,$36.10
LANSOPRAZOLE 15 MG TAB,$38.91
LANSOPRAZOLE 15 MG TAB,$38.91
LANSOPRAZOLE 3 MG/ML ORAL SUSP,$24.25
LANSOPRAZOLE 3 MG/ML ORAL SUSP,$237.75
LANSOPRAZOLE 3 MG/ML ORAL SUSP,$327.00
lansoprazole 3 mg/ml oral,$237.75
lansoprazole 3 mg/ml oral,$237.75
LANSOPRAZOLE 30 MG CAP,$12.20
LANSOPRAZOLE 30 MG CAP,$14.55
LANSOPRAZOLE 30 MG CAP,$12.20
LANSOPRAZOLE 30 MG TAB,$38.91
LANSOPRAZOLE 30 MG TAB,$38.91
LANTHANUM 250 MG CHEWABLE TAB,$40.54
LANTHANUM 500 MG CHEWABLE TAB,$36.54
LANTHANUM 500 MG CHEWABLE TAB,$36.54
LAPATINIB 250 MG TAB,$113.48
L-ARGININE PWD 25GM,$148.50
LATANOPROST 0.005 % EYE DROPS,$324.83
LATANOPROST 0.005 % EYE DROPS,$54.48
LATANOPROST 0.005 % EYE DROPS,$54.45
LATANOPROST 0.005 % EYE DROPS,$67.00
LATANOPROST 0.005 % EYE DROPS,$61.63
LC BEAD 100-300 MCM IN SALINE,"$8,968.50"
LC BEAD 70-150 MCM IN SALINE,"$11,600.00"
LEECHES and hirudo salt,$600.00
LEFLUNOMIDE 10 MG TAB,$13.43
LEFLUNOMIDE 10 MG TAB,$22.67
LEFLUNOMIDE 20 MG TAB,$108.17
LEFLUNOMIDE 20 MG TAB,$14.02
LEFLUNOMIDE 20 MG TAB,$23.47
LEFLUNOMIDE 5 MG TAB,$17.43
LETROZOLE 1.25 MG TAB,$13.16
LETROZOLE 2.5 MG TAB,$82.82
LETROZOLE 2.5 MG TAB,$10.52
LETROZOLE 2.5 MG TAB,$9.65
LETROZOLE 2.5 MG TAB,$20.36
LEUCOVORIN CALCIUM 10 MG TAB,$28.42
LEUCOVORIN CALCIUM 10 MG TAB,$24.42
LEUCOVORIN INJ PER 50MG,$216.41
LEUCOVORIN INJ PER 50MG,$178.08
LEUCOVORIN INJ PER 50MG,$165.12
LEUCOVORIN CALCIUM 25 MG TAB,$46.29
LEUCOVORIN CALCIUM 25 MG TAB,$38.75
LEUCOVORIN CALCIUM 25 MG TAB,$48.23
LEUCOVORIN INJ PER 50MG,$212.78
LEUCOVORIN INJ PER 50MG,$183.84
LEUPROLIDE INJ PER 7.5 MG,"$12,464.83"
LEUPROLIDE INJ PER 1 MG,$968.55
LEUPROLIDE INJ PER 3.75 MG,"$9,128.91"
LEUPROLIDE INJ PER 3.75 MG,"$4,288.23"
LEUPROLIDE INJ PER 7.5MG,$899.09
LEUPROLIDE INJ PER 1 MG,$968.55
LEVALBUTEROL 0.63MG/3ML INH SOLN,$19.87
LEVALBUTEROL 0.63MG/3ML INH SOLN,$24.77
LEVALBUTEROL 0.63MG/3ML INH SOLN,$12.83
LEVALBUTEROL 0.63MG/3ML INH SOLN,$19.87
LEVALBUTEROL 0.63MG/3ML INH SOLN,$24.77
LEVALBUTEROL 0.63MG/3ML INH SOLN,$12.83
LEVETIRACETAM 100 MG/ML ORAL SOLN,"$2,097.93"
LEVETIRACETAM 100 MG/ML ORAL SOLN,$200.72
LEVETIRACETAM 100 MG/ML ORAL SOLN,$111.33
LEVETIRACETAM 100 MG/ML ORAL SOLN,$78.22
LEVETIRACETAM 100 MG/ML ORAL SOLN,$71.60
LEVETIRACETAM 100 MG/ML SOLN,"$2,097.93"
LEVETIRACETAM 100 MG/ML SOLN,$78.22
LEVETIRACETAM 100 MG/ML SOLN,$111.33
LEVETIRACETAM 125 MG TAB,$13.33
LEVETIRACETAM 250 MG TAB,$9.33
LEVETIRACETAM 250 MG TAB,$9.09
LEVETIRACETAM 250 MG TAB,$8.18
LEVETIRACETAM 250 MG TAB,$10.70
LEVETIRACETAM 250 MG TAB,$8.53
LEVETIRACETAM 250 MG TAB,$8.63
LEVETIRACETAM 250 MG TAB,$10.70
LEVETIRACETAM 500 MG TAB,$9.58
LEVETIRACETAM 500 MG TAB,$9.33
LEVETIRACETAM 500 MG TAB,$8.67
LEVETIRACETAM 500 MG TAB,$9.05
LEVETIRACETAM 500 MG TAB,$9.33
LEVETIRACETAM 500 MG/5 ML SOLN,$21.69
LEVETIRACETAM 500 MG/5 ML SOLN,$20.71
Levetiracetam inj per 10mg,$59.75
Levetiracetam inj per 10mg,$192.51
Levetiracetam inj per 10mg,$64.63
Levetiracetam inj per 10mg,$121.34
Levetiracetam inj per 10mg,$58.91
Levetiracetam inj per 10mg,$62.19
Levetiracetam inj per 10mg,$74.21
Levetiracetam inj per 10mg,$53.77
Levetiracetam inj per 10mg,$58.91
LEVETIRACETAM INJ PER 10 MG/ML,$872.50
LEVETIRACETAM SR 500 MG TAB,$27.18
LEVETIRACETAM SR 750 MG 24 HR TAB,$36.80
LEVOBUNOLOL 0.5 % EYE DROPS,$34.49
LEVOCARNITINE 10 % ORAL LIQUID,$93.36
LEVOCARNITINE 10 % ORAL LIQUID,$130.16
levocarnitine 100mg/ml solution,$93.36
LEVOCARNITINE 165 MG TAB,$14.56
LEVOCARNITINE INJ PER 1 G,$75.19
LEVOCARNITINE INJ PER 1 G,$151.08
LEVOCARNITINE 330 MG TAB,$9.96
LEVOCARNITINE 330 MG TAB,$10.56
LEVOCARNITINE 330 MG TAB,$9.96
LEVOFLOXACIN INJ PER 250MG,$61.63
LEVOFLOXACIN 0.25 MG/ML SOLN,$99.50
LEVOFLOXACIN INJ PER 250MG,$100.05
LEVOFLOXACIN 250 MG/10 ML  SOLN,$726.00
LEVOFLOXACIN 250 MG/10 ML  SOLN,"$1,591.20"
levofloxacin 25mg/ml solution,$726.00
levofloxacin 25mg/ml solution,"$1,591.20"
levofloxacin 5 mg/ml injection,$93.48
LEVOFLOXACIN 500 MG TAB,$8.63
LEVOFLOXACIN 500 MG TAB,$8.81
LEVOFLOXACIN 500 MG TAB,$9.68
LEVOFLOXACIN 500 MG TAB,$8.81
LEVOFLOXACIN 750 MG TAB,$9.75
LEVOFLOXACIN 750 MG TAB,$139.25
LEVOFLOXACIN 750 MG TAB,$9.44
LEVOFLOXACIN 750 MG TAB,$10.59
LEVOFLOXACIN INJ PER 250MG,$150.00
LEVOFLOXACIN INJ PER 250MG,$150.00
LEVOFLOXACIN INJ PER 250MG,$150.00
LEVOFLOXACIN INJ PER 250MG,$150.00
LEVOFLOXACIN INJ PER 250MG,$150.00
LEVOFLOXACIN INJ PER 250MG,$150.00
LEVOFLOXACIN INJ PER 250MG,$100.00
LEVOFLOXACIN INJ PER 250MG,$150.00
LEVOLEUCOVORIN CA INJ PER 0.5 MG,$502.41
"LEVOMILNACIPRAN ER 20 MG CAPSULE,24 HR,EXTENDED RELEASE",$35.30
LEVONORGESTREL 1.5 MG TAB,$91.37
LEVONORGESTREL 1.5 MG TAB,$114.95
LEVONORGESTREL 1.5 MG TAB,$70.50
LEVONORGESTREL IUD PER 52 MG,"$1,103.00"
LEVOTHYROXINE 100 MCG INJ,$287.16
LEVOTHYROXINE 100 MCG INJ,$292.94
LEVOTHYROXINE 100 MCG INJ,$287.16
LEVOTHYROXINE 100 MCG INJ,$292.94
LEVOTHYROXINE 100 MCG INJ,$287.16
LEVOTHYROXINE 100 MCG INJ,$292.94
LEVOTHYROXINE 100 MCG TAB,$8.50
LEVOTHYROXINE 100 MCG TAB,$8.46
LEVOTHYROXINE 112 MCG TAB,$11.26
LEVOTHYROXINE 112 MCG TAB,$9.72
LEVOTHYROXINE 12.5 MCG TAB,$12.39
LEVOTHYROXINE 125 MCG TAB,$8.59
LEVOTHYROXINE 125 MCG TAB,$8.53
LEVOTHYROXINE 150 MCG TAB,$8.60
LEVOTHYROXINE 150 MCG TAB,$8.53
levothyroxine 200 mcg injection,$481.18
levothyroxine 200 mcg injection,$481.18
LEVOTHYROXINE 200 MCG INJ,$481.18
LEVOTHYROXINE 200 MCG TAB,$11.99
LEVOTHYROXINE 200 MCG TAB,$9.51
LEVOTHYROXINE 200 MCG TAB,$10.17
LEVOTHYROXINE 25 MCG TAB,$8.39
LEVOTHYROXINE 25 MCG TAB,$8.35
LEVOTHYROXINE 25 MCG TAB,$8.39
LEVOTHYROXINE 25 MCG TAB,$8.35
LEVOTHYROXINE 44 MCG TAB,$12.49
LEVOTHYROXINE 12.5 MCG TAB,$8.42
LEVOTHYROXINE 50 MCG TAB,$11.85
LEVOTHYROXINE 50 MCG TAB,$8.39
LEVOTHYROXINE 50 MCG TAB,$9.09
LEVOTHYROXINE 6.25 MCG TAB,$8.39
LEVOTHYROXINE 75 MCG TAB,$8.50
LEVOTHYROXINE 75 MCG TAB,$8.42
LEVOTHYROXINE 88 MCG TAB,$11.22
LEVOTHYROXINE 88 MCG TAB,$9.47
LIDOCAINE (PF) 3.5 % EYE GEL,$72.87
LIDOCAINE (PF) 3.5 % EYE GEL,$72.84
LIDOCAINE INJ PER 10 MG,$55.92
LIDOCAINE INJ PER 10 MG,$64.98
LIDOCAINE INJ PER 10 MG,$55.10
LIDOCAINE INJ PER 10 MG,$52.96
LIDOCAINE INJ PER 10 MG,$52.89
LIDOCAINE INJ PER 10 MG,$52.67
lidocaine inj per 10mg,$52.60
lidocaine inj per 10mg,$52.28
lidocaine inj per 10mg,$54.62
lidocaine inj per 10mg,$53.12
lidocaine inj per 10mg,$52.86
lidocaine inj per 10mg,$54.55
lidocaine inj per 10mg,$53.48
lidocaine inj per 10mg,$52.08
lidocaine inj per 10mg,$53.48
lidocaine inj per 10mg,$52.60
lidocaine inj per 10mg,$52.08
lidocaine inj per 10mg,$52.28
lidocaine inj per 10mg,$52.86
lidocaine inj per 10mg,$54.62
lidocaine inj per 10mg,$54.55
lidocaine inj per 10mg,$53.12
LIDOCAINE INJ PER 10 MG,$59.00
LIDOCAINE INJ PER 10 MG,$59.00
LIDOCAINE INJ PER 10 MG,$55.43
LIDOCAINE INJ PER 10 MG,$54.23
LIDOCAINE INJ PER 10 MG,$68.69
LIDOCAINE INJ PER 10 MG,$12.92
LIDOCAINE 2 % MUCOSAL GEL,$28.93
LIDOCAINE 2 % MUCOSAL GEL,$70.05
LIDOCAINE 2 % GEL 11 ML SYRINGE,$23.16
LIDOCAINE 2 % GEL 5 mL tube,$28.93
LIDOCAINE 2 % GEL 5 mL tube,$28.93
LIDOCAINE 2 % MUCOSAL SOLN,$31.27
LIDOCAINE 2 % MUCOSAL SOLN,$14.91
LIDOCAINE 2 % MUCOSAL SOLN,$28.26
LIDOCAINE 2 % MUCOSAL SOLN,$12.74
LIDOCAINE 4 % SOLN,$36.14
LIDOCAINE 4 % MUCOSAL SOLN,$36.14
LIDOCAINE 4 % MUCOSAL SOLN,$157.97
LIDOCAINE 4 % TOPICAL CREAM,$82.17
LET TOPICAL GEL,$29.50
LIDOCAINE 5 % PATCH,$30.43
LIDOCAINE 5 % PATCH,$35.89
LIDOCAINE 5 % OINTMENT,$770.00
LIDOCAINE 5 % OINTMENT,$566.70
LIDOCAINE 5 % OINTMENT,$287.20
LIDOCAINE INJ PER 10 MG,$65.05
LIDOCAINE INJ PER 10 MG,$52.08
LIDOCAINE INJ PER 10 MG,$52.86
LIDOCAINE INJ PER 10 MG,$54.55
LIDOCAINE INJ PER 10 MG,$52.60
LIDOCAINE INJ PER 10 MG,$55.85
LIDOCAINE INJ PER 10 MG,$55.14
LIDOCAINE INJ PER 10 MG,$54.62
LIDOCAINE INJ PER 10 MG,$53.12
LIDOCAINE INJ PER 10 MG,$52.28
LIDOCAINE INJ PER 10 MG,$53.48
LIDOCAINE INJ PER 10 MG,$56.47
LIDOCAINE INJ PER 10 MG,$70.44
LIDOCAINE INJ PER 10 MG,$70.44
LIDOCAINE INJ PER 10 MG,$52.83
LIDOCAINE INJ PER 10 MG,$56.34
LIDOCAINE INJ PER 10 MG,$54.94
LIDOCAINE INJ PER 10 MG,$53.51
LIDOCAINE INJ PER 10 MG,$56.34
LIDOCAINE INJ PER 10 MG,$68.17
LIDOCAINE INJ PER 10 MG,$58.09
LIDOCAINE INJ PER 10 MG,$57.80
LIDOCAINE INJ PER 10 MG,$65.86
LIDOCAINE INJ PER 10 MG,$59.46
LIDOCAINE INJ PER 10 MG,$56.18
LIDOCAINE IN D5W INJ,$150.00
"LIDO-EPI 0.5 %-1:200,000 INJ",$58.48
"LIDO-EPI 1 %-1:100,000 INJ",$58.74
"LIDO-EPI 1 %-1:100,000 INJ",$53.67
"LIDO-EPI 1 %-1:100,000 INJ",$74.38
"LIDO-EPI 1 %-1:100,000 INJ",$58.29
"LIDO-EPI 1 %-1:200,000 INJ",$81.20
"LIDO-EPI 1 %-1:200,000 INJ",$81.04
"LIDO-EPI 2 %-1:200,000 INJ",$56.36
"LIDO-EPI 2 %-1:100,000 INJ",$59.75
"LIDO-EPI 2 %-1:100,000 INJ",$71.61
"LIDO-EPI 2 %-1:100,000 INJ",$54.68
"LIDO-EPI 2 %-1:100,000 INJ",$54.75
"LIDO-EPI 2 %-1:200,000 INJ",$58.74
"LIDO-EPI 2 %-1:200,000 INJ",$77.24
"LIDO-EPI 2 %-1:200,000 INJ",$89.10
"LIDO-EPI 2 %-1:200,000 INJ",$97.97
LINACLOTIDE 145 MCG CAPSULE,$36.21
LINAGLIPTIN 5 MG TAB,$36.05
LINEZOLID 100 MG/5 ML ORAL SUSP,"$2,511.00"
LINEZOLID 100 MG/5 ML ORAL SUSP,"$2,043.75"
LINEZOLID 100 MG/5 ML ORAL SUSP,"$2,179.87"
linezolid inj per 200 mg,$926.00
linezolid inj per 200 mg,$926.00
linezolid 20mg/ml suspension,"$2,511.00"
INEZOLID 300 MG (HALF-TAB),$18.93
LINEZOLID 600 MG TAB,$46.90
LINEZOLID 600 MG TAB,$364.60
LINEZOLID 600 MG TAB,$364.60
LINEZOLID 600 MG TAB,$21.65
LINEZOLID INJ PER 200 MG,$448.82
LINEZOLID INJ PER 200 MG,$136.68
LINEZOLID INJ PER 200MG,$255.00
LIOTHYRONINE 10 MCG/ML IV,$631.27
LIOTHYRONINE 10 MCG/ML IV,$576.66
LIOTHYRONINE 2.5 MCG TAB,$14.17
LIOTHYRONINE 5 MCG TAB,$11.71
LIOTHYRONINE 5 MCG TAB,$10.17
LIOTHYRONINE 5 MCG TAB,$9.30
"ZENPEP 5,000 UNITS CAP",$12.76
"ZENPEP 10,000 UNITS CAP",$15.95
VIOKACE (ALT*) TABLET,$16.79
"ZENPEP 15,000 UNITS CAP",$18.29
"ZENPEP 20,000 UNIT DR CAP",$25.26
CREON 3 (ALT*) CAPSULE,$11.47
LIPIODOL ULTRA-FLUIDE 48% INJ,"$2,228.00"
lisdexamfetamine 20mg capsulre,$32.37
LISDEXAMFETAMINE 30 MG CAP,$32.37
LISINOPRIL 1.25 MG TAB,$12.56
LISINOPRIL 10 MG TAB,$8.42
LISINOPRIL 10 MG TAB,$8.42
LISINOPRIL 10 MG TAB,$8.18
LISINOPRIL 10 MG TAB,$8.42
LISINOPRIL 10 MG TAB,$8.07
LISINOPRIL 10 MG TAB,$8.32
LISINOPRIL 2.5 MG TAB,$8.56
LISINOPRIL 20 MG TAB,$8.49
LISINOPRIL 20 MG TAB,$8.07
LISINOPRIL 20 MG TAB,$9.05
LISINOPRIL 20 MG TAB,$8.21
LISINOPRIL 20 MG TAB,$8.11
LISINOPRIL 5 MG TAB,$8.21
LISINOPRIL 5 MG TAB,$8.18
LISINOPRIL 5 MG TAB,$8.88
LISINOPRIL 5 MG TAB,$8.07
LITHIUM CARBONATE 150 MG TAB,$12.70
LITHIUM CARBONATE 300 MG CAP,$8.18
LITHIUM CARBONATE 300 MG CAP,$8.25
LITHIUM CARBONATE 300 MG CAP,$8.21
LITHIUM CARBONATE 300 MG TAB,$8.56
LITHIUM CARBONATE 300 MG TAB,$8.70
LITHIUM CARBONATE SR 300 MG TAB,$8.60
LITHIUM CARBONATE SR 300 MG TAB,$9.19
LITHIUM CARBONATE SR 450 MG TAB,$9.89
LITHIUM CARBONATE SR 450 MG TAB,$9.26
LITHIUM CARBONATE SR 450 MG TAB,$8.81
LITHIUM CARBONATE SR 450 MG TAB,$9.12
LITHIUM CITRATE 8 MEQ/5 ML SOLN,$117.00
L-methylfolate per 15 mg tablet,$13.85
L-METHYLFOLATE 7.5 MG TAB,$13.88
CAMRESE (ALT*) 0.15 MG-30/10 MCG,$15.60
LOPERAMIDE 1 MG/7.5 ML LIQUID,$41.23
LOPERAMIDE 1 MG/7.5 ML LIQUID,$13.84
loperamide 1mg/7.5ml oral liquid,$41.23
LOPERAMIDE 2 MG CAP,$8.81
LOPERAMIDE 2 MG CAP,$8.74
LOPERAMIDE 2 MG CAP,$8.70
LOPERAMIDE 2 MG CAP,$8.81
LOPERAMIDE 2 MG CAP,$9.79
LOPINAVIR-RITONAVIR 200-50MG TAB,$28.74
KALETRA (ALT*) ORAL SOLN,"$1,350.40"
lopinavir-ritonavir 80-20mg/ml solution,"$1,350.40"
LORATADINE 10 MG TAB,$11.85
loratadine 1mg/ml oral solution,$41.40
loratadine 1mg/ml oral solution,$36.50
LORATADINE 5 MG TAB,$15.85
LORATADINE 5 MG/5 ML SYRUP,$36.50
lorazepam 0.1 mg/ml oral,$13.75
LORAZEPAM 0.1 MG/ML SOLN,$13.75
LORAZEPAM 0.125 MG TAB,$12.18
LORAZEPAM INJ PER 2MG,$92.50
LORAZEPAM 0.25 MG TAB,$12.18
LORAZEPAM 0.5 MG TAB,$12.15
LORAZEPAM 0.5 MG TAB,$12.15
LORAZEPAM 0.5 MG TAB,$12.15
LORAZEPAM 0.5 MG TAB,$12.15
LORAZEPAM 1 MG TAB,$13.53
LORAZEPAM 1 MG TAB,$12.24
LORAZEPAM 1 MG TAB,$13.53
LORAZEPAM 2 MG TAB,$12.12
LORAZEPAM 2 MG TAB,$12.33
LORAZEPAM 2 MG TAB,$14.19
LORAZEPAM 2 MG TAB,$12.51
LORAZEPAM 2 MG TAB,$8.81
LORAZEPAM 2 MG TAB,$14.19
LORAZEPAM 2 MG TAB,$12.21
LORAZEPAM 2 MG TAB,$12.18
LORAZEPAM 2 MG TAB,$8.14
LORAZEPAM INJ PER 2MG,$52.00
LORAZEPAM INJ PER 2MG,$65.15
LORAZEPAM INJ PER 2MG,$74.33
LORAZEPAM INJ PER 2MG,$82.27
LORAZEPAM 2MG/ML ORAL CONCENTRATE,$119.10
LORAZEPAM 2MG/ML ORAL CONCENTRATE,$100.17
LORAZEPAM 2MG/ML ORAL CONCENTRATE,$58.08
lorazepam 2 mg/ml oral,$119.10
lorazepam 2 mg/ml oral,$100.17
lorazepam 2 mg/ml oral,$58.08
LORAZEPAM INJ PER 2MG,$52.00
lorazepam 2 mg/ml oral,$119.10
lorazepam 2 mg/ml oral,$100.17
lorazepam 2 mg/ml oral,$58.08
LORAZEPAM INJ PER 2MG,$70.93
LORAZEPAM INJ PER 2MG,$55.46
LORAZEPAM INJ PER 2MG,$70.30
LORAZEPAM INJ PER 2MG,$54.24
LORAZEPAM INJ PER 2MG,$54.24
Losartan oral suspenion per 2.5 mg,$13.75
LOSARTAN 12.5 MG TAB,$13.51
LOSARTAN 25 MG TAB,$8.53
LOSARTAN 25 MG TAB,$9.51
LOSARTAN 25 MG TAB,$9.51
LOSARTAN 25 MG TAB,$9.33
LOSARTAN 50 MG TAB,$8.74
LOSARTAN 50 MG TAB,$8.67
LOSARTAN 50 MG TAB,$8.42
LOSARTAN 50 MG TAB,$8.62
LOSARTAN-HCTZ 50 MG-12.5 MG TAB,$19.03
LOTEPREDNOL ETABONATE 0.5 % DRPS,$463.28
LUBIPROSTONE 24 MCG CAP,$24.24
Lubiprostone 8 mcg capsule,$24.42
LURASIDONE 10 MG TAB,$84.30
LURASIDONE 20 MG TAB,$80.30
LURASIDONE 40 MG TAB,$80.30
LURASIDONE 40 MG TAB,$80.30
LURASIDONE 80 MG TAB,$80.30
LURASIDONE 80 MG TAB,$80.30
ATGAM (ALT*) INJ PER 250MG,"$5,167.29"
ATGAM (ALT*) INJ PER 250MG,"$5,167.29"
MAGNESIUM CITRATE ORAL SOLN,$18.33
MAGNESIUM CITRATE ORAL SOLN,$13.18
MAGNESIUM CITRATE ORAL SOLN,$14.97
MAGNESIUM CITRATE ORAL SOLN,$12.03
MAGNESIUM CITRATE ORAL SOLN,$15.46
MAGNESIUM CITRATE ORAL SOLN,$11.99
MAGNESIUM CITRATE ORAL SOLN,$11.99
MAGNESIUM GLUCONATE 250 MG TAB,$12.21
MAGNESIUM GLUC 27 MG TAB,$8.21
MAGNESIUM HYDROX 400 MG/5 ML SUSP,$26.23
MAGNESIUM HYDROX 400 MG/5 ML SUSP,$19.95
MAGNESIUM HYDROX 400 MG/5 ML SUSP,$10.10
MAGNESIUM OXIDE 250 MG TAB,$8.11
MAGNESIUM OXIDE 500 MG TAB,$8.07
MAGNESIUM SR 84 MG TAB,$9.08
MAGNESIUM SR 84 MG TAB,$8.91
magneisum sulf inj per 500mg,$66.50
MAGNESIUM INJ PER 0.5 GM,$150.00
MAGNESIUM INJ PER 0.5 GM,$150.00
MAGNESIUM INJ PER 0.5 GM,$150.00
MAGNESIUM INJ PER 0.5 GM,$150.00
MAGNESIUM INJ PER 0.5 GM,$150.00
MAGNESIUM INJ PER 0.5 GM,$150.00
MAGNESIUM SULF INJ PER 500MG,$99.01
magneisum sulf inj per 500mg,$63.20
magneisum sulf inj per 500mg,$52.02
magneisum sulf inj per 500mg,$57.15
magneisum sulf inj per 500mg,$55.20
magneisum sulf inj per 500mg,$63.23
magneisum sulf inj per 500mg,$63.20
magneisum sulf inj per 500mg,$52.02
magneisum sulf inj per 500mg,$57.15
magneisum sulf inj per 500mg,$55.20
magneisum sulf inj per 500mg,$63.23
magneisum sulf inj per 500mg,$53.61
MAGNESIUM SULF INJ PER 500MG,$52.02
MAGNESIUM SULF INJ PER 500MG,$57.15
MAGNESIUM SULF INJ PER 500MG,$63.20
MAGNESIUM SULF INJ PER 500MG,$63.23
MAGNESIUM SULF INJ PER 500MG,$55.20
MAGNESIUM SULF INJ PER 500MG,$54.78
MAGNESIUM SULF INJ PER 500MG,$55.20
MAGNESIUM SULF INJ PER 500MG,$56.01
MAGNESIUM SULF INJ PER 500MG,$88.48
MAGNESIUM SULF INJ PER 500MG,$53.61
magneisum sulf inj per 500mg,$190.00
magnesium sulf inj per 500mg,$190.00
magnesium sulfate 500mg/ml  oral,$52.02
magnesium sulfate 500mg/ml  oral,$63.20
magnesium sulfate 500mg/ml  oral,$57.15
magnesium sulfate 500mg/ml  oral,$55.20
magnesium sulfate 500mg/ml  oral,$63.23
MAGNESIUM INJ PER 0.5 GM,$150.00
MAGNESIUM INJ PER 0.5 GM,$150.00
MAGNESIUM INJ PER 0.5 GM,$150.00
MAGNESIUM SULF INJ PER 500MG,$150.00
MAGNESIUM SULF INJ PER 500MG,$150.00
MAGNESIUM SULF INJ PER 500MG,$150.00
MALATHION 0.5 % LOTION,$495.10
MANGANESE CHLORIDE 0.1 MG/ML IV,$118.02
MANGANESE SULFATE 0.1 MG/ML IV,$58.13
MANNITOL 20 % IV SOLN,$150.00
MANNITOL 20 % IV SOLN,$150.00
mannitol 20% injection,$150.00
mannitol 20% injection,$150.00
MANNITOL 25 % INJ PER 50 ML,$54.49
MANNITOL 25 % INJ PER 50 ML,$58.74
MANNITOL 25 % INJ PER 50 ML,$54.49
MARAVIROC 150 MG TAB,$69.72
MMR VAC FOR SUB-Q INJECTION,$205.16
"Measles,mumps, rubella",$205.16
MECLIZINE 12.5 MG TAB,$8.11
MECLIZINE 12.5 MG TAB,$8.56
MECLIZINE 25 MG TAB,$9.79
MECLIZINE 25 MG TAB,$10.63
MECLIZINE 6.25 MG TAB,$12.11
MEDROXYPROGESTERONE INJ PER 150MG,$225.86
MEDROXYPROGESTERONE INJ PER 150MG,$390.05
MEDROXYPROGESTERONE INJ PER 150MG,$244.43
MEDROXYPROGESTERONE INJ PER 150MG,$179.87
MEDROXYPROGESTERONE 1.25 MG TAB,$12.74
MEDROXYPROGESTERONE 2.5 MG TAB,$8.74
MEDROXYPROGESTERONE INJ PER 1MG,$933.89
MEGESTROL 10 MG TAB,$13.23
MEGESTROL 20 MG TAB,$8.60
MEGESTROL 20 MG TAB,$9.02
MEGESTROL 20 MG TAB,$9.23
MEGESTROL 20 MG TAB,$9.23
MEGESTROL 40 MG TAB,$9.02
MEGESTROL 40 MG TAB,$8.88
MEGESTROL 40 MG TAB,$8.63
MEGESTROL 40 MG/ML ORAL SUSP,$19.66
MEGESTROL 40 MG/ML ORAL SUSP,$13.67
MEGESTROL 40 MG/ML ORAL SUSP,$19.66
megestrol 40mg/ml suspension,$19.66
megestrol 40mg/ml suspension,$19.66
megestrol 40mg/ml suspension,$13.67
MELATONIN 1.5 MG TAB,$12.70
MELATONIN 3 MG TAB,$8.25
MELATONIN 3 MG TAB,$8.14
MELATONIN 3 MG TAB,$9.58
MELATONIN 3 MG TAB,$8.39
MELATONIN 3 MG TAB,$8.56
MELATONIN 5 MG TAB,$9.19
MELATONIN 5 MG TAB,$8.25
MELOXICAM 3.75 MG TAB,$12.18
MELOXICAM 7.5 MG TAB,$27.31
MELPHALAN 2MG TAB,$43.07
MELPHALAN 2 MG TAB,$55.85
MELPHALAN 50 MG IV SOLUTION,"$3,370.20"
MELPHALAN 50 MG IV SOLUTION,"$2,954.67"
MELPHALAN 50 MG IV SOLUTION,"$4,394.71"
MELPHALAN 50 MG IV SOLUTION,"$1,350.51"
MELPHALAN 50 MG IV SOLUTION,"$3,089.15"
MEMANTINE 10 MG TAB,$25.12
MEMANTINE 10 MG TAB,$25.12
MEMANTINE 10 MG TAB,$9.78
MEMANTINE 10 MG TAB,$9.33
MEMANTINE 10 MG TAB,$25.12
MEMANTINE 2.5 MG TAB,$29.12
MEMANTINE 5 MG TAB,$25.12
MEMANTINE 5 MG TAB,$25.12
MEMANTINE 5 MG TAB,$9.33
MEMBRANE BLUE INTRAOCULAR INJ,$287.50
MENINGOCOCCAL A CONJ VACCINE,$288.87
MENINGOCOCCAL (BEXSERO) INJ,$424.43
MEPERIDINE INJ PER 100MG,$68.03
MEPERIDINE INJ PER 100MG,$53.12
MEPERIDINE INJ PER 100MG,$64.95
MEPIVACAINE 1.5 % INJECTION,$62.64
MEPIVACAINE 1 % INJECTION,$63.91
MEPIVACAINE 2 % INJ PER 10 ML,$76.52
MERCAPTOPURINE 25 MG TAB,$21.35
MERCAPTOPURINE 50 MG TAB,$17.35
mercaptopurine 50 mg/mL oral,"$1,692.00"
meropenem inj per 100mg,$223.39
meropenem inj per 100mg,$69.66
