Service Area,Description,Revenue Code,Charge Patient Pay
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI BRAIN W/WO INFUSION,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],"2,700.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI BREAST BI W/CONT,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],"1,271.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI BREAST BI W/O CONT,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],"1,589.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"MRI BRST, BI W/O FOL W/CONT",MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],"1,589.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"MRI BRST, UNI W/O CONT",MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],"1,065.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI CERV SPINE W/ & W/O ADD SE,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE) [0612],"1,304.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI CERV SPINE W/INF,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE) [0612],"1,690.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI CERV.SPINE W/O INF,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE) [0612],"1,837.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI CHEST W/CONTRAST,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],"1,187.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI CHEST W/O & W CONTRAST,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],"2,502.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI CHEST WITHOUT INFUSION,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],"1,675.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI LUMB SPINE W/ & W/O ADD SE,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE) [0612],"3,013.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI LUMBAR SPINE W/INF,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE) [0612],"2,554.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI ORBIT/FACE/NECK W/O & W/CO,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],"2,872.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI ORBITS/FACE/NECK W/CONTRAS,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],"2,872.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI PELVIS W/ CONTRAST,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],"2,131.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI PELVIS W/O & W CONTRAST,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],"2,131.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI PELVIS WITHOUT CONTRAST,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],"1,151.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI THOR SPINE W/ & W/O ADD SE,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE) [0612],"3,417.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI THOR SPINE W/INF,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],"3,417.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI UE ANY JOINT W/WO LT,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],"3,133.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI UE ANY JOINT WITH,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],"2,531.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI UP EXT ANY JOINT W/O,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],"1,582.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI UPPER EXT NOT JOINT W/O,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],881
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRI UPR EXT NOT JOINT W/O & W/,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],"2,039.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MRSA CULTURE (BEAKER),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],17
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MR-STAPH DNA AMP PROBE,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],32
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MTHFR C677T mutation,LABORATORY - CHEMISTRY [0301],79
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MUCIN CLOT TEST,LABORATORY - CHEMISTRY [0301],53
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MUGA REST W/ EJECTION FRACTIO,NUCLEAR MEDICINE - GENERAL CLASSIFICATION [0340],"1,655.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MUMPS SCREEN (BEAKER),LABORATORY - IMMUNOLOGY [0302],79
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MUMPS VIRUS AB TITER,LABORATORY - IMMUNOLOGY [0302],40
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Mumps Virus Antibody (IGM)(Beaker),LABORATORY - IMMUNOLOGY [0302],79
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MUSK AB,LABORATORY - CHEMISTRY [0301],"1,319.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"Mycobacterium Tuberculosis Complex, PCR, Non-Resp(Beaker)",LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],281
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MYCOPHENOLIC ACID (MPA),LABORATORY - CHEMISTRY [0301],137
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Myelin-Associated Glycoprotein (MAG) AB (IGM) (Beaker),LABORATORY - CHEMISTRY [0301],71
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MYELOGRAM 2 OR MORE REGIONS,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],868
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MYELOGRAPHY LUMBAR INJECTION,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],493
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MYELOGRAPHY LUMBAR INJECTION,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],"1,651.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"MYELOGRAPHY, LUMBOSACRAL S&I",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],540
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MYELOPEROXIDASE AB,LABORATORY - IMMUNOLOGY [0302],31
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"MYLEOGRAPHY CERVICAL, VIA LUMBAR INJ.",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],"1,141.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MYOCARDIAL PERF PLANAR MULTI,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],"2,289.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MYOCARDIAL PERF PLANAR SINGLE,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],"1,900.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MYOCARDIAL PERF SPECT MULTIPLE,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],"2,175.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MYOCARDIAL PERF SPECT SINGLE,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],"1,805.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"MYOGLOBIN ASSAY, SERUM (Beaker)",LABORATORY - CHEMISTRY [0301],145
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"MYOGLOBIN, URINE",LABORATORY - CHEMISTRY [0301],182
WAKE FOREST BAPTIST MEDICAL CENTER High Point,MYOPLASMA PNEUMONIAE TARGET (BEAKER),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],295
WAKE FOREST BAPTIST MEDICAL CENTER High Point,N BLOCK INJ PLANTAR DIGIT,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],170
WAKE FOREST BAPTIST MEDICAL CENTER High Point,N2 WASH OUT STUDY,PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460],180
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NAIL REMOVAL,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],118
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NAIL REMOVAL EACH ADDITIONAL,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],157
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NAIL REMOVAL EACH ADDITIONAL PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],38
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NAIL REMOVAL PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],118
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NAS/ORO GAST TUBE PLA W/MD & FLO,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],245
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"NASAL BONE, COMPLETE MIN 3 VIE",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],232
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NASAL CULTURE,LABORATORY - GENERAL CLASSIFICATION [0300],128
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NASAL ENDOSCOPY BIOPSY,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],923
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NASOPHARYNGOSCOPY,SPEECH THERAPY - LANGUAGE PATHOLOGY - GENERAL CLASSIFICATION [0440],88
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"NATURAL KILLER CELLS, TOTAL CO",LABORATORY - IMMUNOLOGY [0302],177
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NAVI-STAR COOL FLOW PUMP TUBIN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],343
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NAVI-STAR DS 8MM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"5,003.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL 15MM CANNULA 22.1MM 11GUAGE OSTEO-SITE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],279
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL 16GX15CM OPT COAXIAL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],152
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL 18G X 10CM TROCAR,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],40
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL 9CM 18GA THIN WALL BASE   PLATE VAS ACCESS STRLE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],12
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL ACHIEVE BIOPSY SOFTTISSUE 14G,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],132
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL ARTERIAL 21GA 1IN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],11
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL BIOPSY 21GA 20CM CHIBASOFT TISS STRLE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],35
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL BIOPSY BREAST 5CM 20GASTIFF WIRE BREAST STD,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],443
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL BLUNT FILL W/FILTER 18GAX1.5 100EA/BX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],64
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL CALIBRATED CHIBA 22GA X 15CM 6IN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],27
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL CARR LOCKE INJECTIOND-363051,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],109
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL CHIBIA 21GA 15CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],30
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL CO-AXIAL INTRO BX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],176
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL CO-AXIAL INTRO BX 17GA X 11.8CM 5EA/BX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],51
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL CO-AXIAL INTRO BX 17GA X 6.8CM 5EA/BX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],51
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL DEVICE BIOPSY 15CM 14GA   TEMNO  COAXIAL ECHOTIP,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],135
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL HASKEL INTRODUCER SYSTE   M,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"2,021.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL HYPODERMIC 23 GA 1IN SAFETYGLIDE ECLIPSE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],45
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL HYPODERMIC 25 GA 5/8INSAFETYGLIDE ECLIPSE BX/100,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],45
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL LOCALIZER DISP SPRINGHO   OK DKBL-20-9.0-0-A O-30,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],93
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL LOCALIZER DISP SPRINGHOOK KOPANS DKBL 20GX5CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],93
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL LOCALIZER DISP SPRINGHOOK KOPANS DKBL-20-7.0-0-A,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],93
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL MAX CPRE LIVER BIOPSY,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],102
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL NON-SAFETY 18GAX1.5100/BX 1000/CA,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],8
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL PRECISIONGLIDE ST 20GA/1IN100/BX D- 339808,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],8
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL RB 25GA/0.625IN 100/BXD-000545,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],10
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL SET LIVER ACCESS AND BI   OPSY LABS-100,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"1,658.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL SPINAL  BEVEL SPINOCAN25 GX3.5 IN CLEAR HUB,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],4
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL SPINAL QUINCKE POINT 18GA 25/BX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],5
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL SPINAL QUINCKE POINT 20GA 25/BX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],5
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDL SPINAL QUINCKE POINT 22GA 25/BX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],5
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NDLKNIFE MICRO XL TRIPLE LU   MEN 7-5FRX200CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],606
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEEDLE BIOPSY LYMPH - IMG,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],935
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEEDLE BIOPSY LYMPH PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],940
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEEDLE BIOPSY MUSCLE,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],667
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEEDLE BIOPSY OF LIVER,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],"1,403.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEEDLE BIOPSY PANCREAS ASST - IMG,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],694
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEEDLE BX ABD/RETROPERITONEAL,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],679
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEEDLE LOCALIZATION BY XRAY,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],352
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEEDLE TROCAR DISPOSABLE 18GA,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],40
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEG PRESS WND TX <+50 SQ. CM.,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],708
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEG PRESS WND TX >+50 SQ.CM.,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],457
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEG PRESS WOUND TX  >50 SQ CM PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],170
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEG PRESS WOUND TX <= 50 SQ CM,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],89
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEG PRESS WOUND TX <=50 SQ CM PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],89
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEG PRESS WOUND TX >50 SQ CM,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],170
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEISSERIA GONORRHOEAE AMPLIFIED RNA - CGRNA,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],120
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEONATAL HEAD SCAN,OTHER IMAGING SERVICES - ULTRASOUND [0402],130
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEPHROSTOGRAM,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],399
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEPHROSTOGRAM CATH CHANGE,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],652
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEPHROSTOMY TUBE REM,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],733
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NERVE BLOCK AXILLARY,OPERATING ROOM SERVICES - MINOR SURGERY [0361],452
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NERVE BLOCK ILIOING/ILIOHYPOGASTRIC,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],449
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Nerve conduction studies; 9-10 studies,OTHER DIAGNOSTIC SERVICES - ELECTROMYELGRAM [0922],238
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NET ELASTIC TUBEGAUZ  SZ 4 1 IN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],24
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEUROMUSC RE-ED EACH 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],68
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEUROMUSCULAR REEDUCATION EACH 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],52
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEURONTIN (GABAPENTIN) (Beaker),LABORATORY - GENERAL CLASSIFICATION [0300],31
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Neutrophil Function Oxidative Burst (Beaker),LABORATORY - CHEMISTRY [0301],151
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NEWBORN RESUSCITATION,CARDIOLOGY - GENERAL CLASSIFICATION [0480],226
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NG TUBE PLACED BY MD,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],245
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NIACIN,LABORATORY - GENERAL CLASSIFICATION [0300],97
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"Nickel, Plasma (Beaker)",LABORATORY - CHEMISTRY [0301],126
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"NICOTINE (COTININE), SERUM",LABORATORY - GENERAL CLASSIFICATION [0300],215
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"NICOTINE (COTININE), URINE",LABORATORY - CHEMISTRY [0301],215
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NITROGEN (Beaker),LABORATORY - CHEMISTRY [0301],87
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NM CARDIAC BP GATED SPECT,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],"1,655.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NM RADIOPHARM TX ORAL ADM,NUCLEAR MEDICINE - THERAPEUTIC PROCEDURES [0342],853
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NM Y90 BRACHYTHERAPY,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"32,685.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NMDA-R AB IF Titer Assay-Paraneoplastic Serum,LABORATORY - IMMUNOLOGY [0302],331
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NMDA-Receptor Antibody by CBA-Paraneoplastic Serum,LABORATORY - IMMUNOLOGY [0302],601
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NMO/Aquaporin-4IgG Cell Binding Assay-Paraneoplastic CSF,LABORATORY - IMMUNOLOGY [0302],835
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"NMO-IGG, CSF (SENDOUT) (Beaker)",LABORATORY - IMMUNOLOGY [0302],740
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"NMO-IGG, Serum (Sendout)(Beaker)",LABORATORY - IMMUNOLOGY [0302],740
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NON CARDIAC VASCULAR FLO IMAGE,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],444
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NON-GYN SPECIMEN LIQUID BASED,LABORATORY PATHOLOGICAL - CYTOLOGY [0311],134
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NON-HEU TC99M ADD ON /DOSE,NUCLEAR MEDICINE - DIAGNOSTIC RADIOPHARMACEUTICALS [0343],9
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NON-INVAS STDY UPR EXT ARTR,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921],299
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"NON-SELECT CATH PLCMNT, CAROTID, VERTEBRAL, UNILAT/BILAT, PLUS S&I",CARDIOLOGY - CARDIAC CATH LAB [0481],"2,249.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NONSELECT CATH RT HEART/MAIN PULMON ART,CARDIOLOGY - CARDIAC CATH LAB [0481],193
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NON-SELECTIVE WOUND DEBRID W/O,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],118
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NORTRIPTYLINE (AVENTYL),LABORATORY - CHEMISTRY [0301],157
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NOTX - DEGLY RBC AUTO,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - ADMINISTRATION (E.G., TRANS [0391]",313
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NOTX-AUTO PROCESS CHG,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - ADMINISTRATION (E.G., TRANS [0391]",313
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NOTX-AUTO PROCESS CHG,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - ADMINISTRATION (E.G., TRANS [0391]",313
WAKE FOREST BAPTIST MEDICAL CENTER High Point,NOTX-RBC AUTO PROC,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - ADMINISTRATION (E.G., TRANS [0391]",313
