Service Area,Description,Revenue Code,Charge Patient Pay
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F ART3 MACH1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F ART3.5 MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F ART3.5SH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F ART4 MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F ART4SH MACH1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F CHAMP 05 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F CHAMP1.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F CLS3.5 MACH1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F CLS4 MACH1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F EBU 3.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F EBU 3.75 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F EBU 3.75 SH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F EBU 4.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F EBU 4.0SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F EBU3.5SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F EBU4.0SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],82
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F EBU4.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F EBU4.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F ECR 4.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F FCL4 MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F FL3.5 MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F FL3.5SH MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F FL4 MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F FL4.5 MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F FL4SH MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F FR3.5 MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F FR4.0SH MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F FRY MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F HS MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F HS SH MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F HS1 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F IM 110CM MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F IM MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F IM MACH 1 SH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F IMA LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F IMASH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F JCL3 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F JCL3.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F JCL4.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F JCR4.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F JL3.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F JL3.5SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F JL4.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F JL4.0SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F JL4.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F JL5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F JR3.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F JR3.5SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F JR4.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F JR4.0SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F LCB,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F LCB LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F LCBSH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F LCBSH MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F MBI LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F MBISH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F MP1 90CM LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F MP1 MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F MP1SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F MP2 MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F MP2SH MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],95
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F MPI LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F MPISH MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F Q3.5 MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F Q3.5 MACH 1 SH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F Q4.0 MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F Q4.0SH MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F Q4.5 MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],95
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F Q4.5 MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F RBU3.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F RBU3.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F RBU3.5SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F RBU4.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F RBU4SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F RCB LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F RCB MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F RCBSH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F RCBSH MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F RELAXED MOD HSII LAUN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F VL3 MACH1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F VL3.5 MACH 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F VL3.5SH MACH1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F VL4.0 MACH1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F VL4.0SH MACH1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],85
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 6F XBC3.5 VISTA BRITE TI,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],77
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F 55CM CONTRA1 INTRODUC,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],200
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F 55CM IMA LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F 55CM JR4 RENAL VISTA,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],118
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F 55CM MPA1 RENAL VISTA,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],118
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F 55CM RDC INTRODUCER V,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],171
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F 55CM RDC RENAL VISTA,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],118
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F 55CM RDC1 INTRODUCER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],171
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F 55CM RDC1 RENAL VISTA,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],118
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F 90CM IMA LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F 90CM IMASH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F AL1.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F AL1.0SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F AL1.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F AL1SH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F AL2.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F AL2.0SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F AL2SH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F AL3SH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F AR1.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F AR1.0SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F AR1SH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F AR2.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F AR2.0SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F AR2SH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F CHAMP 0.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F CHAMP1.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F CHAMP1.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F CHAMP2 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F CLS3 WISEGUIDE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F CLS3.5 WISEGUIDE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F CLS3.5SH WISEGUIDE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F CLS3SH WISEGUIDE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F CLS4 WISEGUIDE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F CLS4SH WISEGUIDE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F EBU 3.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F EBU 3.75 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F EBU 3.75SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F EBU 4.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F EBU 4.0SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F EBU3.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F EBU3.5SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F EBU4.0SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],83
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F EBU4.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F ECR 3.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F FL4.5SH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F FR3.5 SH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F HS1 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F IMA LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F IMASH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F JCL3 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F JCL3.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F JCL4 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F JCL5.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F JCR4.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F JL3.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F JL3.5SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F JL4.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F JL4.0SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F JL4.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F JL5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F JR3.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F JR3.5SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F JR4.0 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],90
WAKE FOREST BAPTIST MEDICAL CENTER Davie,GUIDE 7F JR4.0SH LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],82
