"The University of Texas MD Anderson Cancer Center
Pharmacy Charge List",,,,
The pharmacy list below reflects the average charge per date of service from May 2018 to October 2018 is are subject to change.,,,,
587,,J9070,CYCLOPHOSPHAMIDE 20 MG/ML INJ CONTAINER,"$3,084"
588,,J9100,CYTARABINE (PF) 2 GRAM/20 ML (100 MG/ML) INJECTION SOLUTION,$166
589,,J9100,CYTARABINE (PF) 2 GRAM/20 ML (100 MG/ML) IV INJECTION SOLUTION,$12
590,,J9120,DACTINOMYCIN 500 MCG/ML INJ,"$4,632"
591,,J9130,DACARBAZINE 10 MG/ML INJ CONTAINER,$321
592,,J9145,DARATUMUMAB 20 MG/ML INTRAVENOUS SOLUTION,"$19,625"
593,,J9150,DAUNORUBICIN 5 MG/ML INTRAVENOUS SOLUTION,"$1,050"
594,,J9155,DEGARELIX 40 MG/ML SQ INJ,"$4,847"
595,,J9171,DOCETAXEL 20 MG/ML INJ CONTAINER,"$4,755"
596,,J9176,ELOTUZUMAB 25 MG/ML INJ CONTAINER,"$14,971"
597,,J9179,ERIBULIN 1 MG/2 ML (0.5 MG/ML) INTRAVENOUS SOLUTION,"$7,662"
598,,J9181,ETOPOSIDE 20 MG/ML INTRAVENOUS SOLUTION,$126
599,,J9181,ETOPOSIDE PHOSPHATE INJ 20 MG/ML (MAX CONC),$837
600,,J9185,FLUDARABINE 25 MG/ML INJ,$480
601,,J9190,FLUOROURACIL 50 MG/ML INJ CONTAINER,$102
602,,J9201,GEMCITABINE 38 MG/ML INJ CONTAINER,$925
603,,J9202,GOSERELIN 3.6 MG SUBCUTANEOUS IMPLANT,"$1,038"
604,,J9203,GEMTUZUMAB OZOGAMICIN INJECTION 1 MG/ML,"$26,702"
605,,J9206,IRINOTECAN 100 MG/5 ML INTRAVENOUS SOLUTION,$187
606,,J9207,IXABEPILONE 2 MG/ML INJ CONTAINER,"$19,050"
607,,J9208,IFOSFAMIDE 50 MG/ML INJ CONTAINER,$538
608,,J9209,MESNA 100 MG/ML INTRAVENOUS SOLUTION,$258
609,,J9211,IDARUBICIN 1 MG/ML INTRAVENOUS SOLUTION,$754
610,,J9214,INTERFERON ALFA-2B 10 MILLION UNIT/ML INJ CONTAINER,$763
611,,J9214,INTERFERON ALFA-2B 18 MILLION UNIT/ML INJECTION,$962
612,,J9216,INTERFERON GAMMA-1B 100 MCG (2 MILLION UNIT)/0.5 ML SUBCUTANEOUS SOLN,"$14,316"
613,,J9217,LEUPROLIDE (6 MONTH) 45 MG INTRAMUSCULAR SYRINGE KIT,"$15,023"
614,,J9217,LEUPROLIDE 22.5 MG (3 MONTH) INTRAMUSCULAR SYRINGE KIT,"$7,512"
615,,J9217,LEUPROLIDE 7.5 MG INTRAMUSCULAR SYRINGE KIT,"$2,504"
616,,J9228,IPILIMUMAB 5 MG/ML INJ CONTAINER,"$79,584"
617,,J9245,MELPHALAN INJ 5 MG/ML,"$23,779"
618,,J9260,METHOTREXATE SODIUM (PF) 25 MG/ML INJECTION SOLUTION,$8
619,,J9260,METHOTREXATE SODIUM 25 MG/ML INJ CONTAINER,$391
620,,J9261,NELARABINE 250 MG/50 ML INTRAVENOUS SOLUTION,"$12,721"
621,,J9263,OXALIPLATIN 5 MG/ML INJ CONTAINER,"$1,080"
622,,J9264,PACLITAXEL PROTEIN BOUND INTRA-ARTERIAL INFUSION 5 MG/ML,"$18,559"
623,,J9264,PACLITAXEL-PROTEIN BOUND IVPB 5 MG/ML,"$11,707"
624,,J9266,PEGASPARGASE 750 UNIT/ML INJECTION SOLUTION,"$35,003"
625,,J9267,"PACLITAXEL 6 MG/ML CONCENTRATE,INTRAVENOUS",$352
626,,J9268,PENTOSTATIN IVPB 2 MG/ML (MAX CONC),"$4,825"
627,,J9271,PEMBROLIZUMAB 25 MG/ML INJ CONTAINER,"$29,638"
628,,J9280,MITOMYCIN 0.5 MG/ML INJ CONTAINER,"$3,924"
629,,J9280,MITOMYCIN HIPEC 0.5 MG/ML INJ CONTAINER,"$5,175"
630,,J9285,OLARATUMAB 10 MG/ML INTRAVENOUS SOLUTION,"$15,301"
631,,J9293,"MITOXANTRONE 2 MG/ML CONCENTRATE,INTRAVENOUS",$538
632,,J9299,NIVOLUMAB 10 MG/ML INJ CONTAINER,"$24,571"
633,,J9301,"OBINUTUZUMAB 1,000 MG/40 ML INTRAVENOUS SOLUTION","$16,101"
634,,J9302,OFATUMUMAB 20 MG/ML INJ CONTAINER,"$28,555"
635,,J9305,PEMETREXED 25 MG/ML INJ CONTAINER,"$19,246"
636,,J9306,PERTUZUMAB 420 MG/14 ML (30 MG/ML) INTRAVENOUS SOLUTION,"$20,855"
637,,J9308,RAMUCIRUMAB 10 MG/ML INTRAVENOUS SOLUTION,"$21,239"
638,,J9310,"RITUXIMAB 10 MG/ML CONCENTRATE,INTRAVENOUS","$21,636"
639,,J9315,ROMIDEPSIN INJ 5 MG/ML,"$24,783"
640,,J9320,STREPTOZOCIN 100 MG/ML INJ,$688
641,,J9325,TALIMOGENE LAHERPAREPVEC 10EXP6 (1 MILLION) PFU/ML SUSP FOR INJECTION,$464
642,,J9328,TEMOZOLOMIDE IVPB 2.5 MG/ML,"$2,552"
643,,J9330,TEMSIROLIMUS 30 MG/3 ML (10 MG/ML) (FIRST DILUTION) INTRAVENOUS SOLN,"$2,559"
644,,J9340,THIOTEPA 10 MG/ML INJ (TEPADINA US),"$48,367"
645,,J9351,TOPOTECAN 1 MG/ML INJECTION,$376
646,,J9352,TRABECTEDIN 1 MG INTRAVENOUS SOLUTION,"$22,431"
647,,J9354,ADO-TRASTUZUMAB EMTANSINE 20 MG/ML INJ CONTAINER,"$23,469"
648,,J9355,TRASTUZUMAB 21 MG/ML INJ CONTAINER,"$13,572"
649,,J9360,VINBLASTINE 1 MG/ML INTRAVENOUS SOLUTION,$153
650,,J9370,VINCRISTINE 1 MG/ML INJ CONTAINER,$92
651,,J9371,VINCRISTINE SULFATE LIPOSOMAL 5 MG/31 ML(0.16 MG/ML)(FINAL CONC)IV KIT,"$43,873"
652,,J9390,VINORELBINE 10 MG/ML INJ CONTAINER,$178
653,,J9395,FULVESTRANT 250 MG/5 ML INTRAMUSCULAR SYRINGE,"$5,617"
654,,Q2009,FOSPHENYTOIN 100 MG PE/2 ML INJECTION SOLUTION,$736
655,,Q2009,FOSPHENYTOIN 500 MG PE/10 ML INJECTION SOLUTION,$490
656,,Q2040,TISAGENLECLEUCEL 0.2 X10EXP6 TO 2.5X10EXP8 CELL INTRAVENOUS SUSPENSION,"$522,500"
657,,Q2040,TISAGENLECLEUCEL 0.6 X 10EXP8 TO 6 X10EXP8 CELL INTRAVENOUS SUSPENSION,"$410,300"
658,,Q2041,AXICABTAGENE CILOLEUCEL INTRAVENOUS SUSPENSION,"$410,300"
659,,Q2043,SIPULEUCEL-T IN LACTATED RINGERS 50 MILLION CELL/250 ML IV SUSPENSION,"$146,337"
660,OP,C9024,DAUNORUBICIN-CYTARABINE LIPOSOMAL INJECTION 2.2 MG-5 MG/ML,"$38,867"
661,,C9028,INOTUZUMAB OZOGAMICIN INJECTION 0.25 MG/ML,"$41,362"
662,,C9113,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION,$23
663,,C9113,PANTOPRAZOLE INFUSION 80 MG IN 100 ML NS (IP-CMPD),$118
664,,C9254,LACOSAMIDE 200 MG/20 ML INTRAVENOUS SOLUTION,$244
665,,C9257,BEVACIZUMAB INTRAVITREAL INJECTION 2.5 MG/0.1 ML,$120
666,,C9275,HEXAMINOLEVULINATE 100 MG INTRAVESICAL SOLUTION,"$3,260"
667,,C9290,BUPIVACAINE LIPOSOME(PF) 1.3 %(13.3 MG/ML) SUSPENSION FOR INFILTRATION,$914
668,,C9399,CEMIPLIMAB-RWLC 350 MG/7 ML (50 MG/ML) INTRAVENOUS SOLUTION,"$29,004"
669,,C9399,DABRAFENIB 50 MG CAPSULE,$214
670,,C9399,POLIDOCANOL 1 % (20 MG/2 ML) INTRAVENOUS SOLUTION,$336
671,,C9399,POSACONAZOLE 300 MG/16.7 ML INTRAVENOUS SOLUTION,"$1,753"
672,,C9399,"RITUXIMAB 1,600 MG/13.4 ML (120 MG/ML)-HYALURONIDASE SUBCUTANEOUS SOLN","$23,671"
673,,C9399,SUGAMMADEX 100 MG/ML INTRAVENOUS SOLUTION,$293
674,,C9492,DURVALUMAB 50 MG/ML INTRAVENOUS SOLUTION,"$17,171"
675,,J0131,"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION",$106
676,,J0131,ACETAMINOPHEN IVPB 10 MG/ML (IV PREP; DOSES NOT 1000 MG),$91
677,,J0131,ACETAMINOPHEN IVPB 10 MG/ML (MAX CONC) (PEDI < 20.5 KG),$39
678,,J0132,ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION,"$1,720"
679,,J0133,ACYCLOVIR SODIUM 50 MG/ML INTRAVENOUS SOLUTION,$257
680,,J0153,ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION,$49
681,,J0171,EPINEPHRINE 0.1 MG/ML INJECTION SYRINGE,$24
682,,J0171,EPINEPHRINE 1 MG/ML (1 ML) INJECTION SOLUTION,$19
683,,J0171,EPINEPHRINE 1 MG/ML (1:1000) INJ CONTAINER,$152
684,,J0171,EPINEPHRINE 1 MG/ML INJECTION SOLUTION,$8
685,,J0280,AMINOPHYLLINE 250 MG/10 ML INTRAVENOUS SOLUTION,$86
686,,J0282,AMIODARONE 50 MG/ML INTRAVENOUS SOLUTION,$105
687,,J0287,AMPHOTERICIN B LIPID COMPLEX (ABELCET) FOR NEBULIZATION 50 MG/10 ML (IP-CMPD),$294
688,,J0287,AMPHOTERICIN B LIPID COMPLEX 5 MG/ML INTRAVENOUS SUSPENSION,"$1,974"
689,,J0289,AMPHOTERICIN B LIPOSOMAL 4 MG/ML INJ,"$5,488"
690,,J0290,AMPICILLIN 1 GRAM SOLUTION FOR INJECTION,$205
691,,J0290,AMPICILLIN 2 GRAM SOLUTION FOR INJECTION,$162
692,,J0290,AMPICILLIN 250 MG/ML INJ CONTAINER,$192
693,,J0295,AMPICILLIN-SULBACTAM 1.5 GRAM INTRAVENOUS SOLUTION CONTAINER,$158
694,,J0295,AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION,$123
695,,J0295,AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,$117
696,,J0330,SUCCINYLCHOLINE 200 MG/10 ML (20 MG/ML) INTRAVENOUS SYRINGE CONTAINER,$80
697,,J0348,ANIDULAFUNGIN 3.33 MG/ML INJ CONTAINER,$666
698,,J0360,HYDRALAZINE 20 MG/ML INJECTION SOLUTION,$50
699,,J0456,AZITHROMYCIN 100 MG/ML INJ,$96
700,,J0461,ATROPINE 0.1 MG/ML INJECTION SYRINGE,$31
701,,J0461,ATROPINE 0.1 MG/ML INJECTION SYRINGE (CARD OSM),$32
702,,J0461,ATROPINE 0.4 MG/ML INJ CONTAINER,$20
703,,J0461,ATROPINE 0.4 MG/ML INJECTION SOLUTION,$21
704,,J0475,"BACLOFEN 2,000 MCG/ML INTRATHECAL SOLUTION","$1,514"
705,,J0515,BENZTROPINE 2 MG/2 ML INJECTION SOLUTION,$93
706,,J0565,BEZLOTOXUMAB 25 MG/ML INTRAVENOUS SOLUTION,"$8,877"
707,,J0585,ONABOTULINUMTOXINA 100 UNIT SOLUTION FOR INJECTION,"$2,866"
708,,J0594,BUSULFAN 60 MG/10 ML INTRAVENOUS SOLUTION,"$9,000"
709,,J0610,CALCIUM GLUCONATE 1 GRAM/50 ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS,$84
710,,J0610,CALCIUM GLUCONATE 100 MG/ML (10 %) INTRAVENOUS SOLUTION,$104
711,,J0610,"CALCIUM GLUCONATE IVPB 1,000 MG IN 50 ML NS (IP-CMPD)",$150
712,,J0630,CALCITONIN (SALMON) 200 UNIT/ML INJECTION SOLUTION,"$6,375"
713,,J0636,CALCITRIOL 1 MCG/ML INTRAVENOUS SOLUTION,$8
714,,J0637,CASPOFUNGIN 5 MG/ML INJ,"$3,034"
715,,J0637,CASPOFUNGIN 50 MG INTRAVENOUS SOLUTION,"$1,059"
716,,J0637,CASPOFUNGIN 7 MG/ML INJ,"$1,182"
717,,J0637,CASPOFUNGIN 70 MG INTRAVENOUS SOLUTION,$736
718,,J0640,LEUCOVORIN CALCIUM 20 MG/ML INJECTION,$536
719,,J0670,MEPIVACAINE (PF) 10 MG/ML (1 %) INJECTION SOLUTION,$23
720,,J0670,MEPIVACAINE (PF) 20 MG/ML (2 %) INJECTION SOLUTION,$13
721,,J0690,CEFAZOLIN 1 G RECONSTITUTED IN 10 ML STERILE WATER (RN OSM),$7
722,,J0690,CEFAZOLIN 1 GRAM INTRAVENOUS SOLUTION CONTAINER,$98
723,,J0690,CEFAZOLIN 1 GRAM SOLUTION FOR INJECTION,$71
724,,J0690,CEFAZOLIN 2 GRAM/50 ML IN DEXTROSE (ISO-OSMOTIC) INTRAVENOUS PIGGYBACK,$71
725,,J0690,CEFAZOLIN 330 MG/ML INJ,$107
726,,J0692,CEFEPIME 1 GRAM INTRAVENOUS SOLUTION CONTAINER,$132
727,,J0692,CEFEPIME 160 MG/ML INJ,$102
728,,J0692,CEFEPIME 2 GRAM INTRAVENOUS SOLUTION CONTAINER,$132
729,,J0692,CEFEPIME 40 MG/ML IN NS STOCK BAG,$17
730,,J0694,CEFOXITIN 1 GRAM INTRAVENOUS SOLUTION,$92
731,,J0694,CEFOXITIN 2 GRAM INTRAVENOUS SOLUTION,$112
732,,J0696,CEFTRIAXONE 1 GRAM INTRAVENOUS SOLUTION CONTAINER,$83
733,,J0696,CEFTRIAXONE 1 GRAM SOLUTION FOR INJECTION,$56
734,,J0696,CEFTRIAXONE 100 MG/ML INJ CONTAINER,$94
735,,J0696,CEFTRIAXONE 2 GRAM INTRAVENOUS SOLUTION CONTAINER,$97
736,,J0696,CEFTRIAXONE 2 GRAM SOLUTION FOR INJECTION,$85
737,,J0713,CEFTAZIDIME 170 MG/ML INJ,$107
738,,J0713,CEFTAZIDIME 2 GRAM INTRAVENOUS SOLUTION CONTAINER,$104
739,,J0714,CEFTAZIDIME-AVIBACTAM 2.5 GRAM INTRAVENOUS SOLUTION,"$6,177"
740,,J0735,"CLONIDINE (PF) 1,000 MCG/10 ML (100 MCG/ML) EPIDURAL SOLUTION",$12
741,,J0740,CIDOFOVIR 75 MG/ML INTRAVENOUS SOLUTION,$578
742,,J0743,IMIPENEM-CILASTATIN 50 MG/ML INJ,$283
743,,J0744,CIPROFLOXACIN 200 MG/100 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,$71
744,,J0744,CIPROFLOXACIN 400 MG/200 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,$71
745,,J0744,CIPROFLOXACIN 400 MG/40 ML INTRAVENOUS SOLUTION,$13
746,,J0780,PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJECTION SOLUTION,$58
747,,J0833,COSYNTROPIN 0.25 MG SOLUTION FOR INJECTION,$362
748,,J0833,COSYNTROPIN 1 MCG/ML INJ (IP-CMPD),$73
749,,J0833,COSYNTROPIN 125 MCG/ML INJ (HIGH-DOSE),$392
750,,J0875,DALBAVANCIN INJ 20 MG/ML,"$12,755"
751,,J0878,DAPTOMYCIN INJ 50 MG/ML,"$1,533"
752,,J0881,DARBEPOETIN ALFA 100 MCG/ML IN POLYSORBATE INJECTION,"$2,461"
753,,J0881,DARBEPOETIN ALFA 200 MCG/0.4 ML IN POLYSORBATE INJECTION SYRINGE,"$4,165"
754,,J0881,DARBEPOETIN ALFA 300 MCG/0.6 ML IN POLYSORBATE INJECTION SYRINGE,"$6,827"
755,,J0881,DARBEPOETIN ALFA 40 MCG/ML IN POLYSORBATE INJECTION,$985
756,,J0881,DARBEPOETIN ALFA 500 MCG/ML IN POLYSORBATE INJECTION SYRINGE,"$11,219"
757,,J0885,"EPOETIN ALFA 10,000 UNIT/ML INJECTION SOLUTION",$818
758,,J0885,"EPOETIN ALFA 20,000 UNIT/ML INJECTION SOLUTION","$1,732"
759,,J0885,"EPOETIN ALFA 40,000 UNIT/ML INJECTION SOLUTION","$3,281"
760,,J0894,DECITABINE 5 MG/ML INJ,"$4,002"
761,,J0894,DECITABINE SUBCUTANEOUS CHEMO INJECTION 10 MG/ML,"$1,898"
762,,J0895,DEFEROXAMINE 95 MG/ML INJ CONTAINER,$219
763,,J0897,DENOSUMAB 120 MG/1.7 ML (70 MG/ML) SUBCUTANEOUS SOLUTION,"$6,513"
764,,J0897,DENOSUMAB 60 MG/ML SUBCUTANEOUS SYRINGE,"$3,480"
765,,J1050,MEDROXYPROGESTERONE 150 MG/ML INJ CONTAINER,$641
766,,J1071,TESTOSTERONE CYPIONATE 200 MG/ML INTRAMUSCULAR OIL,$72
767,,J1100,DEXAMETHASONE 10 MG/ML INJECTION SOLUTION,$7
768,,J1100,DEXAMETHASONE 4 MG/ML INJECTION SOLUTION,$28
769,,J1100,DEXAMETHASONE IVPB 20 MG IN 25 ML NS (IP-CMPD),$88
770,,J1100,DEXAMETHASONE SODIUM PHOSPHATE (PF) 10 MG/ML INJECTION SOLUTION,$24
771,,J1120,ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION,$128
772,,J1160,DIGOXIN 250 MCG/ML INJECTION SOLUTION,$23
773,,J1170,HYDROMORPHONE (BULK) 100 % POWDER,$126
774,,J1170,HYDROMORPHONE (PF) 10 MG/ML INJECTION SOLUTION,$136
775,,J1170,HYDROMORPHONE 0.5 MG/0.5 ML INJ CONTAINER,$31
776,,J1170,HYDROMORPHONE 0.5 MG/0.5 ML INJECTION SYRINGE,$35
777,,J1170,HYDROMORPHONE 1 MG/ML IN 0.9 % SODIUM CHLORIDE PCA SYRINGE CONTAINER,$114
778,,J1170,HYDROMORPHONE 2 MG/ML INJECTION SOLUTION,$15
779,,J1170,HYDROMORPHONE 50 MG/50 ML IN 0.9 % SODIUM CHLORIDE IV PCA SYRINGE,$119
780,,J1170,HYDROMORPHONE PF 1 MG/5 ML SYRINGE (ANES OSM),$21
781,,J1190,DEXRAZOXANE (GENERIC) 10 MG/ML INJ CONTAINER,"$4,201"
782,,J1200,DIPHENHYDRAMINE 50 MG/ML INJECTION SOLUTION,$17
783,,J1230,METHADONE 10 MG/ML INJECTION SOLUTION,$123
784,,J1250,"DOBUTAMINE 500 MG/250 ML (2,000 MCG/ML) IN 5 % DEXTROSE IV",$97
785,,J1300,ECULIZUMAB 300 MG/30 ML INTRAVENOUS SOLUTION,"$62,296"
786,,J1335,ERTAPENEM 1 GRAM SOLUTION FOR INJECTION,$435
787,,J1335,ERTAPENEM 100 MG/ML INJ,$570
788,,J1442,FILGRASTIM 300 MCG/0.5 ML INJECTION SYRINGE,"$1,249"
789,,J1442,FILGRASTIM 300 MCG/ML INJECTION SOLUTION,$639
790,,J1442,FILGRASTIM 480 MCG/0.8 ML INJECTION SYRINGE,"$2,062"
791,,J1442,FILGRASTIM 480 MCG/1.6 ML INJECTION SOLUTION,"$1,474"
792,,J1450,FLUCONAZOLE 200 MG/100 ML IN SOD. CHLORIDE (ISO) INTRAVENOUS PIGGYBACK,$83
793,,J1450,FLUCONAZOLE 400 MG/200 ML IN SOD. CHLORIDE(ISO) INTRAVENOUS PIGGYBACK,$73
794,,J1450,FLUCONAZOLE IVPB 400 MG/200 ML IN NS (IV PREP; DOSES > 400 MG),$125
795,,J1453,FOSAPREPITANT 150 MG INTRAVENOUS SOLUTION,"$1,018"
796,,J1453,FOSAPREPITANT 30 MG/ML INJ,"$1,127"
797,,J1455,FOSCARNET 24 MG/ML INTRAVENOUS SOLUTION,"$2,080"
798,,J1459,"IMMUNE GLOB,GAMM(IGG) 10 %-PRO-IGA 0 TO 50 MCG/ML INTRAVENOUS SOLUTION","$16,811"
799,,J1561,IMMUNE GLOB G 10 GRAM/100 ML(10%)-GLY-IGA AVE 46 MCG/ML INJECTION SOLN,"$12,201"
800,,J1561,IMMUNE GLOB G 20 GRAM/200 ML(10%)-GLY-IGA AVE 46 MCG/ML INJECTION SOLN,"$12,033"
801,,J1561,IMMUNE GLOB G 40 GRAM/400 ML(10%)-GLY-IGA AVE 46 MCG/ML INJECTION SOLN,"$14,857"
802,,J1570,GANCICLOVIR INJ 50 MG/ML,$197
803,,J1580,GENTAMICIN 40 MG/ML INJECTION SOLUTION,$30
804,,J1610,GLUCAGON (HUMAN RECOMBINANT) 1 MG/ML SOLUTION FOR INJECTION,$512
805,,J1626,GRANISETRON HCL 1 MG/ML (1 ML) INTRAVENOUS SOLUTION,$63
806,,J1626,GRANISETRON HCL 1 MG/ML INJ CONTAINER,$48
807,,J1630,HALOPERIDOL LACTATE 5 MG/ML INJECTION SOLUTION,$11
808,,J1644,"HEPARIN (PORCINE) (PF) 1,000 UNIT/500 ML IN 0.9 % SODIUM CHLORIDE IV",$70
809,,J1644,"HEPARIN (PORCINE) (PF) 2,000 UNIT/1,000 ML IN 0.9 % SODIUM CHLORIDE IRRIGATION (IR OSM)",$65
810,,J1644,"HEPARIN (PORCINE) 1,000 UNIT/ML INJECTION SOLUTION",$15
811,,J1644,"HEPARIN (PORCINE) 10,000 UNIT/ML INJECTION SOLUTION",$73
812,,J1644,"HEPARIN (PORCINE) 5,000 UNIT/ML INJECTION SOLUTION",$15
813,,J1644,"HEPARIN 1,000 UNIT/ML INJ (EXTRACORPOREAL USE)",$7
814,,J1644,"HEPARIN INFUSION 10,000 UNITS IN 500 ML NS (APHERESIS USE ONLY) (IP-CMPD)",$101
815,,J1644,"HEPARIN INFUSION 2,500 UNITS IN 250 ML NS (IP-CMPD)",$85
816,,J1644,"HEPARIN INFUSION 5,000 UNITS IN 1,000 ML NS (IR USE ONLY) (IP-CMPD)",$89
817,,J1644,"HEPARIN TITRATABLE 25,000 UNIT/500 ML IN 0.45% NACL (PREMIX)",$63
818,,J1644,"HEPARIN TITRATABLE 25,000 UNIT/500 ML IN D5W (PREMIX)",$64
819,,J1644,"HEPARIN, PORCINE (PF) 1,000 UNIT/ML INJECTION SOLUTION",$76
820,,J1645,"DALTEPARIN (PORCINE) 10,000 ANTI-XA UNIT/ML SUBCUTANEOUS SYRINGE",$253
821,,J1645,"DALTEPARIN (PORCINE) 12,500 ANTI-XA UNIT/0.5 ML SUBCUTANEOUS SYRINGE",$302
822,,J1645,"DALTEPARIN (PORCINE) 15,000 ANTI-XA UNIT/0.6 ML SUBCUTANEOUS SYRINGE",$362
823,,J1645,"DALTEPARIN (PORCINE) 18,000 ANTI-XA UNIT/0.72 ML SUBCUTANEOUS SYRINGE",$434
824,,J1645,"DALTEPARIN (PORCINE) 25,000 ANTI-XA UNIT/ML SUBCUTANEOUS SOLUTION",$425
825,,J1645,"DALTEPARIN (PORCINE) 5,000 ANTI-XA UNIT/0.2 ML SUBCUTANEOUS SYRINGE",$127
826,,J1650,ENOXAPARIN 100 MG/ML SUBCUTANEOUS SYRINGE,$275
827,,J1650,ENOXAPARIN 120 MG/0.8 ML SUBCUTANEOUS SYRINGE,$299
828,,J1650,ENOXAPARIN 150 MG/ML SUBCUTANEOUS SYRINGE,$363
829,,J1650,ENOXAPARIN 30 MG/0.3 ML SUBCUTANEOUS SYRINGE,$70
830,,J1650,ENOXAPARIN 300 MG/3 ML SUBCUTANEOUS SOLUTION,$385
831,,J1650,ENOXAPARIN 40 MG/0.4 ML SUBCUTANEOUS SYRINGE,$95
832,,J1650,ENOXAPARIN 60 MG/0.6 ML SUBCUTANEOUS SYRINGE,$151
833,,J1650,ENOXAPARIN 80 MG/0.8 ML SUBCUTANEOUS SYRINGE,$214
834,,J1652,FONDAPARINUX 7.5 MG/0.6 ML SUBCUTANEOUS SOLUTION SYRINGE,$180
835,,J1670,TETANUS IMMUNE GLOBULIN (PF) 250 UNIT INTRAMUSCULAR SYRINGE,"$1,464"
836,,J1720,HYDROCORTISONE (PF) 50 MG/ML INJ,$18
837,,J1720,HYDROCORTISONE SOD SUCCINATE (PF) 100 MG/2 ML SOLUTION FOR INJECTION,$48
838,,J1720,HYDROCORTISONE SODIUM SUCCINATE 100 MG SOLUTION FOR INJECTION,$35
839,,J1745,INFLIXIMAB 10 MG/ML INJ,"$18,357"
840,,J1756,IRON SUCROSE 100 MG IRON/5 ML INTRAVENOUS SOLUTION,$279
841,,J1756,IRON SUCROSE 20 MG/ML INJ CONTAINER,$507
842,,J1815,INSULIN NPH ISOPHANE U-100 HUMAN 100 UNIT/ML SUBCUTANEOUS SUSPENSION,$161
843,,J1815,INSULIN REGULAR INFUSION 100 UNITS IN 100 ML NS (IP-CMPD),$235
844,,J1885,KETOROLAC 30 MG/ML (1 ML) INJECTION SOLUTION,$17
845,,J1930,LANREOTIDE 120 MG/0.5 ML SUBCUTANEOUS SYRINGE,"$21,269"
846,,J1930,LANREOTIDE 60 MG/0.2 ML SUBCUTANEOUS SYRINGE,"$13,568"
847,,J1930,LANREOTIDE 90 MG/0.3 ML SUBCUTANEOUS SYRINGE,"$18,072"
848,,J1940,FUROSEMIDE 10 MG/ML INJECTION SOLUTION,$20
849,,J1950,LEUPROLIDE 11.25 MG (3 MONTH) INTRAMUSCULAR SYRINGE KIT,"$6,304"
850,,J1950,LEUPROLIDE 11.25 MG (PEDIATRIC 3 MONTH) INTRAMUSCULAR SYRINGE KIT,"$13,767"
851,,J1950,LEUPROLIDE 3.75 MG INTRAMUSCULAR SYRINGE KIT,"$2,101"
852,,J1953,LEVETIRACETAM 500 MG/5 ML INTRAVENOUS SOLUTION,$150
853,,J1956,LEVOFLOXACIN 25 MG/ML INTRAVENOUS SOLUTION,$136
854,,J1956,LEVOFLOXACIN 250 MG/50 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,$63
855,,J1956,LEVOFLOXACIN 500 MG/100 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,$67
856,,J1956,LEVOFLOXACIN 750 MG/150 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,$68
857,,J2001,LIDOCAINE (PF) 100 MG/5 ML (2 %) INTRAVENOUS SYRINGE,$15
858,,J2001,LIDOCAINE (PF) 4 MG/ML (0.4 %) IN 5 % DEXTROSE INTRAVENOUS SOLUTION,$63
859,,J2020,LINEZOLID IN 5% DEXTROSE IN WATER 600 MG/300 ML INTRAVENOUS PIGGYBACK,$177
860,,J2020,LINEZOLID IVPB 2 MG/ML (MAX CONC),$156
861,,J2060,LORAZEPAM 2 MG/ML INJ CONTAINER,$19
862,,J2060,LORAZEPAM 2 MG/ML INJECTION SOLUTION,$8
863,,J2060,LORAZEPAM 2 MG/ML INJECTION SYRINGE,$12
864,,J2175,MEPERIDINE (PF) 25 MG/ML INJECTION SOLUTION,$12
865,,J2175,MEPERIDINE (PF) 50 MG/ML INJECTION SOLUTION,$11
866,,J2175,MEPERIDINE (PF) 50 MG/ML INJECTION SYRINGE,$43
867,,J2182,MEPOLIZUMAB SUBCUTANEOUS INJECTION 100 MG/ML,"$21,286"
868,,J2185,MEROPENEM 1 GRAM INTRAVENOUS SOLUTION,$206
869,,J2185,MEROPENEM 50 MG/ML INJ CONTAINER,$251
870,,J2185,MEROPENEM 500 MG INTRAVENOUS SOLUTION,$151
871,,J2212,METHYLNALTREXONE 12 MG/0.6 ML SUBCUTANEOUS SOLUTION,$305
872,,J2250,MIDAZOLAM (PF) 2 MG/2 ML (1 MG/ML) INJECTION SYRINGE,$11
873,,J2250,MIDAZOLAM (PF) 5 MG/ML INJECTION SOLUTION,$193
874,,J2250,MIDAZOLAM 1 MG/ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS,$90
