UF Health Shands Gainesville - Pricing Transparency Charge Master,,
Issued 12/28/2018,,
"NOTE: prices identified as ""Mark Up' encompass multiple items with different prices based item markup",,
,,
BILLING_DESC,UNIT,PRICE
LIDOCAINE-TRANSPARENT DRESSING 4 % EX KIT ,5 kit,190.20
LIDOCAINE-TRANSPARENT DRESSING 4 % EX KIT ,5 kit,190.20
LIFESCREENFLOW AB CLASS I&II ,EACH,273.00
LIGATOR ENDOSCOPIC ,EACH,Mark Up
LIMB LENGTH STUDY ,EACH,270.00
LINDANE 1 % EX LOTN ,1  x 60 mL Bottle,410.60
LINDANE 1 % EX SHAM ,1  x 60 mL Bottle,410.60
LINER ACETABULAR ,EACH,Mark Up
LINER HUMERAL ,EACH,Mark Up
LINEZOLID 100 MG/5ML PO SUSR ,150 mL,"4,806.00"
LINEZOLID 2 MG/ML IV CUSTOM UF ,300 mL,270.90
LINEZOLID 600 MG PO TABS ,1 each,551.10
LINEZOLID 600 MG PO TABS ,1 each,612.30
LINEZOLID 600 MG/300ML IV SOLN ,1  x 300 mL Flex Cont,270.90
LINEZOLID 600 MG/300ML IV SOLN ,1  x 300 mL Flex Cont,281.00
LINEZOLID CONC. ,EACH,160.00
LIOTHYRONINE SODIUM 25 MCG PO TABS ,1 each,9.10
LIOTHYRONINE SODIUM 5 MCG PO TABS ,1 each,7.00
LIOTHYRONINE SODIUM 50 MCG PO TABS ,1 each,13.90
LIPASE ,EACH,47.00
LIPID PANEL ,EACH,91.00
LIPOPROTEIN-A ,EACH,42.00
LIPOPRT ASSOC PHOSPHOLIPASE A2 ,EACH,220.00
LIRAGLUTIDE 18 MG/3ML SC SOPN ,1  x 3 mL Pen,"1,044.50"
LIRAGLUTIDE 18 MG/3ML SC SOPN ,1  x 3 mL Pen,"1,044.50"
LISDEXAMFETAMINE DIMESYLATE 20 MG PO CAPS ,1 each,35.40
LISDEXAMFETAMINE DIMESYLATE 30 MG PO CAPS ,1 each,35.40
LISINOPRIL 10 MG PO TABS ,1 each,3.00
LISINOPRIL 2.5 MG PO TABS ,1 each,3.00
LISINOPRIL 20 MG PO TABS ,1 each,3.10
LISINOPRIL 40 MG PO TABS ,1 each,3.00
LISINOPRIL 40 MG PO TABS ,1 each,4.50
LISINOPRIL 5 MG PO TABS ,1 each,3.00
LISINOPRIL 5 MG PO TABS ,1 each,3.00
LISINOPRIL 5 MG PO TABS ,1 each,3.00
LITHIUM ,EACH,45.00
LITHIUM 8 MEQ/5ML PO SOLN ,500 mL,540.00
LITHIUM 8 MEQ/5ML PO SOLN UD 5 ML ,1  x 5 mL Cup,3.00
LITHIUM CARBONATE 150 MG PO CAPS ,1 each,3.00
LITHIUM CARBONATE 300 MG PO CAPS ,1 each,3.00
LITHIUM CARBONATE ER 300 MG PO TBCR ,1 each,3.00
LITHIUM CARBONATE ER 450 MG PO TBCR ,1 each,3.00
LITHOTRIPTER CATHETER-EHL ,EACH,"1,180.00"
LIVER CYTOSOL AUTOANTIBODIES ,EACH,254.00
LIVER CYTOSOLIC AG AB IFF LC-1 ,EACH,254.00
LIVER ELASTOGRAPHY ,EACH,570.00
LIVER HEMANGIOMA/SPECT ,EACH,"2,000.00"
LIVER IMAGING (SPECT) ,EACH,"2,000.00"
LIVER IMAGING-STATIC ONLY ,EACH,"1,715.00"
LIVER SPECT W/FLOW HEMANGIOMA ,EACH,"1,400.00"
LIVER SURGERY PROCEDURE ,EACH,"1,720.00"
LIVER-KIDNEY-MICROSOME AB IGG ,EACH,33.00
LOCAL ANESTHESIA ,EACH,135.00
LOCK CRADLE ,EACH,Mark Up
LODGING PER DAY ,EACH,38.00
LOMUSTINE 10 MG PO CAPS ,1 each,300.50
LOMUSTINE 10 MG PO CAPS ,1 each,300.50
LOMUSTINE 10 MG PO CAPS ,1 each,300.50
LOMUSTINE 100 MG PO CAPS ,1 each,"3,317.70"
LOMUSTINE 100 MG PO CAPS ,1 each,"3,317.70"
LOMUSTINE 100 MG PO CAPS ,1 each,"3,317.70"
LOMUSTINE 40 MG PO CAPS ,1 each,"1,201.90"
LOMUSTINE 40 MG PO CAPS ,1 each,"1,201.90"
LOMUSTINE 40 MG PO CAPS ,1 each,"1,201.90"
LONG ARM ADULT SC ,EACH,365.00
LONG ARM PEDS SC ,EACH,220.00
LONG CHAIN FAT ACIDS ,EACH,250.00
LONG GI TUBE PLACEMENT ,EACH,565.00
LONG LEG ADULT SC ,EACH,535.00
LONG LEG PEDS SC ,EACH,400.00
LONG LEG WB ADULT SC ,EACH,615.00
LONG LEG WB PED SC ,EACH,460.00
LOOP SNARE KIT ,EACH,860.00
LOPERAMIDE HCL 1 MG/5ML PO LIQD ,118 mL,16.70
LOPERAMIDE HCL 1 MG/5ML PO LIQD ,118 mL,16.70
LOPERAMIDE HCL 1 MG/5ML PO LIQD UD ,1  x 5 mL Cup,5.40
LOPERAMIDE HCL 2 MG PO CAPS ,1 each,3.00
LOPERAMIDE HCL 2 MG PO TABS ,1 each,3.00
LOPERAMIDE HCL 2 MG PO TABS ,1 each,3.00
LOPERAMIDE HCL 2 MG/10ML PO LIQD UD SH ,1 cup,3.00
LOPINAVIR-RITONAVIR 100-25 MG PO TABS ,1 each,15.40
LOPINAVIR-RITONAVIR 200-50 MG PO TABS ,1 each,30.80
LOPINAVIR-RITONAVIR 400-100 MG/5ML PO SOLN ,160 mL,"1,843.70"
LORATADINE 10 MG PO TABS ,1 each,3.00
LORATADINE 10 MG PO TABS ,1 each,3.00
LORATADINE 10 MG PO TABS ,1 each,3.00
LORATADINE 10 MG PO TABS ,1 each,3.00
LORATADINE 10 MG PO TABS ,1 each,3.00
LORATADINE 5 MG/5ML PO SYRP ,120 mL,25.60
LORATADINE-PSEUDOEPHEDRINE ER 5-120 MG PO TB12 ,1 each,3.00
LORAZEPAM 0.5 MG PO TABS ,1 each,3.00
LORAZEPAM 1 MG PO TABS ,1 each,3.00
LORAZEPAM 1 MG PO TABS ,1 each,3.00
LORAZEPAM 1 MG PO TABS ,1 each,3.00
LORAZEPAM 1 MG/0.5ML PO CONC UD ,1 Syringe,3.00
LORAZEPAM 2 MG/ML IJ SOLN ,1  x 1 mL Crtrdg-NDL,17.40
LORAZEPAM 2 MG/ML IJ SOLN ,1  x 1 mL Crtrdg-NDL,17.40
LORAZEPAM 2 MG/ML IJ SOLN ,1  x 1 mL Crtrdg-NDL,17.40
LORAZEPAM 2 MG/ML IJ SOLN CUSTOM ,1  x 1 mL Vial,12.40
LORAZEPAM 2 MG/ML IJ SOLN CUSTOM ,10 mL,57.20
LORAZEPAM 4 MG/ML IJ SOLN ,10 mL,76.70
LOSARTAN PO LIQD 2.5 MG/ML ,200 mL,78.00
LOSARTAN POTASSIUM 25 MG PO TABS ,1 each,5.10
LOSARTAN POTASSIUM 50 MG PO TABS ,1 each,7.10
LOTEPREDNOL ETABONATE 0.5 % OP SUSP ,1  x 10 mL Bottle,"1,614.60"
LOVASTATIN 10 MG PO TABS ,1 each,4.00
LOVASTATIN 10 MG PO TABS ,1 each,4.90
LOVASTATIN 20 MG PO TABS ,1 each,8.80
LOVASTATIN ER 20 MG PO TB24 ,1 each,92.00
LOVASTATIN ER 40 MG PO TB24 ,1 each,92.00
LOVASTATIN ER 60 MG PO TB24 ,1 each,84.40
LOW EXT VEN DUPLEX UNILAT/LTD ,EACH,735.00
LOW EXT VEN INSUFF UNILAT/LTD ,EACH,735.00
LOW MOL WGT HEPARIN ,EACH,80.00
LOW OSMOL CNTRST 150-199 MG/ML ,EACH,1.46
LOW OSMOL CNTRST 200-249 MG/ML ,EACH,14.00
LOW OSMOL CNTRST 200-249 MG/ML ,EACH,14.00
LOW OSMOL CNTRST 300-349 MG/ML ,EACH,1.46
LOW OSMOL CNTRST 300-349 MG/ML ,EACH,3.00
LOW OSMOL CNTRST 400 UP MG/ML ,EACH,10.00
LOWER EXT ART W/DIGITS ,EACH,455.00
LOWER EXT SEGMENTAL ART ,EACH,455.00
LOXAPINE SUCCINATE 10 MG PO CAPS ,1 each,3.90
LOXAPINE SUCCINATE 25 MG PO CAPS ,1 each,5.80
LP G-TUBE ,EACH,320.00
LSO 2 SHELL LINED PREFAB ,EACH,"2,350.00"
LSO ANT-POST PANELS ,EACH,755.00
LSO POSTERIOR PANELS ,EACH,415.00
LT HEART CATH W/BYP GRFT/INT MAMM ,EACH,"11,750.00"
LUBIPROSTONE 24 MCG PO CAPS ,1 each,22.30
LUBRICANT VIPERSLIDE ,EACH,280.00
LUBRIFRESH P.M. OP OINT ,1  x 3.5 g Tube,19.50
LUMBAR SPINE 1V ,EACH,265.00
LUMBAR SPINE MIN 4V ,EACH,460.00
LUMBARCOOL RF KIT ,EACH,"2,350.00"
LUMINEX AB SPEC BEAD CLASS II ,EACH,815.00
LUMINEXX STENT ,EACH,"2,850.00"
LUNDERQ .035X300 CM DC XTRA STIFF WIRE ,EACH,290.00
LUNG PERF&VENTILAT DIFERENTL ,EACH,"2,150.00"
LUNG PERFUSION DIFFERENTIAL ,EACH,"1,495.00"
LUNG VENTILAT&PERFUS IMAGING ,EACH,"2,150.00"
LUNG VENTILATION IMAGING ,EACH,"1,495.00"
LUNGS & PLEURA PROC UNLISTED ,EACH,"2,470.00"
LUPUS COMPLX C3 COMPLEMENT ,EACH,21.00
LUPUS COMPLX C4 COMPLEMENT ,EACH,21.00
LURASIDONE HCL 20 MG PO TABS ,1 each,146.90
LURASIDONE HCL 40 MG PO TABS ,1 each,146.90
LVAD HRTWR IDE#G090243 ,EACH,Mark Up
LVIS STENT HDE#H130005 ,EACH,"18,950.00"
LYME AB IGM - WBLOT ,EACH,38.00
LYME DISEASE ANTIBODY ,EACH,105.00
LYMPHANGIO EXTREMITY UNIL ,EACH,870.00
LYMPHATICS/LYMPH GLANDS IMAG ,EACH,"1,615.00"
LYMPHOCYTE PROLIFERATION STUDY ,EACH,234.00
"LYMPHOCYTE,ANTI-THYMO IMM GLOB 50 MG/ML IV INJ ",5 mL,"8,091.30"
LYMPHOCYTOTOXICITY ASSAY ,EACH,379.00
LYSE CHEST FIBRIN INIT DAY ,EACH,"1,745.00"
LYSOZYME (MURAMIDASE) SERUM ,EACH,40.00
M/PHMTRC MULTIPLEX PROBE EA ,EACH,491.00
MAC DOUBLE LUMEN ACCESS KIT ,EACH,520.00
MACITENTAN 10 MG PO TABS ,1 each,"1,083.60"
MAFENIDE ACETATE 5 % EX PACK ,1 each,699.30
MAFENIDE ACETATE 85 MG/GM EX CREA ,1  x 113.4 g Tube,418.80
MAFENIDE ACETATE 85 MG/GM EX CREA ,1  x 453.6 g Jar,"1,501.00"
MAG ANTIBODY - IGM ADDTL ,EACH,44.00
MAG ANTIBODY - IGM ELISA ,EACH,44.00
MAGGOTS BIOBAG 100 ,EACH,"1,330.00"
MAGGOTS BIOBAG 200 ,EACH,"1,365.00"
MAGGOTS BIOBAG 300 ,EACH,"1,425.00"
MAGGOTS BIOBAG 400 ,EACH,"1,490.00"
MAGGOTS BIOBAG 50 ,EACH,"1,300.00"
MAGGOTS PER VIAL ,EACH,670.00
MAGNESIUM ,EACH,45.00
MAGNESIUM ,EACH,45.00
MAGNESIUM CHLORIDE 200 MG/ML IJ SOLN ,1  x 50 mL Extemp,92.60
MAGNESIUM CITRATE ,EACH,20.00
MAGNESIUM CITRATE 1.745 GM/30ML PO SOLN ,1  x 296 mL Bottle,4.50
MAGNESIUM CITRATE 1.745 GM/30ML PO SOLN ,1  x 296 mL Bottle,4.50
MAGNESIUM HYDROXIDE 2400 MG/10ML PO SUSP ,100 mL,14.70
MAGNESIUM HYDROXIDE 2400 MG/10ML PO SUSP UD ,1 cup,3.00
MAGNESIUM LACTATE 84 MG (7MEQ) PO TBCR ,1 each,3.00
MAGNESIUM OXIDE 200 MG PO TAB (INPATIENT) ,1 each,3.00
MAGNESIUM OXIDE 400 (241.3 MG) MG PO TABS ,1 each,3.00
MAGNESIUM OXIDE 400 (241.3 MG) MG PO TABS ,1 each,3.00
MAGNESIUM SULFATE 20 GM/500ML IV SOLN ,1  x 500 mL Flex Cont,40.50
MAGNESIUM SULFATE 4 GM/50ML IV SOLN ,1  x 50 mL Flex Cont,47.80
MAGNESIUM SULFATE 40 GM/1000ML IV SOLN ,1  x 1000 mL Flex Cont,54.00
MAGNESIUM SULFATE 50 % IJ SOLN ,1  x 2 mL Vial,10.30
MAGNESIUM SULFATE 50 % IJ SOLN ,1  x 2 mL Vial,10.30
MAGNESIUM SULFATE 50 % IJ SOLN ,1  x 10 mL Vial,11.30
MAGNESIUM SULFATE 50 % IJ SOLN ,1  x 10 mL Vial,11.30
MAGNESIUM SULFATE 50 % IJ SOLN ,20 mL,46.60
MAGNESIUM SULFATE GRANULES TOPICAL CUSTOM UF ,1  x 454 g Box,4.10
MAGNESIUM SULFATE IN D5W 20 GM/250 ML IV SOLN ,1  x 250 mL Bag,110.80
MAGNESIUM SULFATE IN D5W 4-5 GM/50 ML-% IV SOLN ,1  x 50 mL Flex Cont,41.40
MAGNESIUM SULFATE IN D5W 6-5 GM/50 ML-% IV SOLN ,1  x 50 mL Flex Cont,50.80
MAGNESIUM SULFATE IN SW 2 G/50 ML IVPB UF ,1  x 50 mL Flex Cont,87.20
MAGNESIUM SULFATE IN SW 2 G/50 ML IVPB UF ,1  x 50 mL Flex Cont,93.10
MAGNESIUM SULFATE PO LIQD 500 MG/ML ,50 mL,13.50
MAGNESIUM URINE ,EACH,22.00
MAGNESIUM-URINE (RANDOM) ,EACH,45.00
MAGNET ,EACH,"1,005.00"
MALARIA ANTIBODY TOTAL ,EACH,117.00
MALARIAL PARASITES ,EACH,41.00
MAMM DUCT GALACT 1 DUCT S&I ,EACH,715.00
MAMMOGRAM BILAT DIGITAL ,EACH,430.00
MANDIBLE X-RAY ,EACH,460.00
MANIP CHEST WALL INITIAL ,EACH,275.00
MANIP CHEST WALL SUBSEQ ,EACH,150.00
MANIPULATOR UTERINE ,EACH,Mark Up
MANNITOL 20 % IV SOLN ,1  x 500 mL Flex Cont,250.70
MANNITOL 20 % IV SOLN ,1  x 500 mL Flex Cont,250.70
MANNITOL 20 % IV SOLN ,1  x 500 mL Flex Cont,250.70
MANNITOL 25 % IV SOLN ,1  x 50 mL Vial,14.40
MANNITOL 25 % IV SOLN ,1  x 50 mL Vial,14.40
MANNITOL 25 % IV SOLN ,1  x 50 mL Vial,28.90
MANUAL CELL COUNT RED WHITE PLATELETS ,EACH,29.00
MANUAL TRACTION/THERAPY 15 MIN ,EACH,110.00
MANUAL TRACTION/THERAPY 15MIN ,EACH,110.00
MAPPING 3D INTRACARDIAC ,EACH,"3,310.00"
MAPPING INTRA-ATR/VENT TACHYCAR ,EACH,"3,310.00"
MARAVIROC 150 MG PO TABS ,1 each,90.70
MARAVIROC 300 MG PO TABS ,1 each,90.70
MARIJUANA MECONIUM CONF ,EACH,229.00
MARKER SITE ,EACH,Mark Up
MASSAGE THERAPIST 15 MIN CASH ,EACH,15.00
MASTOIDS <3 VIEWS PER SIDE ,EACH,245.00
MASTOTOMY DEEP EXPL OR DRAINAGE ,EACH,"5,120.00"
MATRIX INTEGRA PER SQ CM ,EACH,Mark Up
MAVERICK BALLOON ,EACH,595.00
MDI TREATMENT ,EACH,220.00
"MEASLES, MUMPS & RUBELLA VAC SC INJ ",1 each,313.50
"MEASLES, MUMPS & RUBELLA VAC SC INJ ",1 each,313.50
"MEASLES, MUMPS & RUBELLA VAC SC INJ ",1 each,313.50
MECHANICAL TRACTION 15 MIN ,EACH,55.00
MECHLORETHAMINE HCL 0.016 % EX GEL ,1  x 60 g Tube,"13,154.40"
MECHLORETHAMINE HCL 10 MG IJ SOLR ,1 each,"1,280.70"
MECHLORETHAMINE HCL 10 MG IJ SOLR ,1 each,"1,280.70"
MECLIZINE HCL 12.5 MG PO TABS ,1 each,3.00
MECLIZINE HCL 12.5 MG PO TABS ,1 each,3.00
MECLIZINE HCL 12.5 MG PO TABS ,1 each,3.00
MECLIZINE HCL 25 MG PO TABS ,1 each,3.00
MECLIZINE HCL 25 MG PO TABS ,1 each,3.00
MECLIZINE HCL 25 MG PO TABS ,1 each,3.00
MED NUTRI THX INITIAL INDIV 15MIN ,EACH,110.00
MED NUTRI THX SUBSEQ INDIV 15MINS ,EACH,110.00
MEDIASTINOCPY W/LMPH NOD BX ,EACH,"11,720.00"
MEDIASTINOSCPY W/MEDSTNL BX ,EACH,"11,720.00"
MEDROXYPROGESTERONE ACETATE 10 MG PO TABS ,1 each,3.00
MEDROXYPROGESTERONE ACETATE 104 MG/0.65ML SC SUSY ,1  x .65 mL Syringe,972.40
MEDROXYPROGESTERONE ACETATE 150 MG/ML IM SUSP ,1  x 1 mL Vial,358.00
MEDROXYPROGESTERONE ACETATE 150 MG/ML IM SUSP ,1  x 1 mL Vial,358.00
MEDROXYPROGESTERONE ACETATE 150 MG/ML IM SUSP ,1  x 1 mL Vial,358.00
MEDROXYPROGESTERONE ACETATE 2.5 MG PO TABS ,1 each,3.00
MEGESTROL ACETATE 20 MG PO TABS ,1 each,3.00
MEGESTROL ACETATE 40 MG PO TABS ,1 each,3.70
MEGESTROL ACETATE 40 MG/ML PO SUSP ,240 mL,432.00
MEGESTROL ACETATE 400 MG/10ML PO SUSP ,1  x 10 mL Cup,12.70
MEGESTROL ACETATE 800 MG/20ML PO SUSP ,1  x 20 mL Cup,25.10
MELANINE (URINE) ,EACH,Mark Up
MELATONIN 3 MG PO TABS ,1 each,3.00
MELATONIN 5 MG PO TABS ,1 tablet,3.00
MELODY TRANSCATHETER PULM VA ,EACH,"79,720.00"
MELOXICAM 15 MG PO TABS ,1 each,14.40
MELOXICAM 7.5 MG PO TABS ,1 each,9.50
MELPHALAN 1 MG PO TAB (INPATIENT) ,1 each,12.40
MELPHALAN 2 MG PO TABS ,1 each,73.40
MELPHALAN HCL (PG FREE) 50 MG IV SOLR ,50 mg,"8,116.20"
MELPHALAN HCL 50 MG IV SOLR ,50 mg,"6,672.90"
MELPHALAN HCL 50 MG IV SOLR ,50 mg,"10,164.00"
MELPHALAN HCL 50 MG IV SOLR ,50 mg,"10,164.00"
MELPHALAN HCL 50 MG IV SOLR ,50 mg,"10,164.00"
MELPHALAN HCL 50 MG IV SOLR ,50 mg,"10,164.00"
MELPHALAN PG-FREE 5 MG/ML CUSTOM SOLR UF ,50 mg,"8,116.20"
MELPHALAN PG-FREE 5 MG/ML CUSTOM SOLR UF ,50 mg,"8,116.20"
MEMANTINE HCL 10 MG PO TABS ,1 each,26.70
MEMANTINE HCL 5 MG PO TABS ,1 each,26.70
MEMBRANE PERIODONTAL ,EACH,Mark Up
MEN DEPTH INLAY ORTHO SHOE ,EACH,405.00
MENINGOCOCCAL A C Y&W-135 CONJ IM INJ ,1  x .5 mL Vial,498.10
MENINGOCOCCAL A C Y&W-135 CONJ IM INJ ,1  x .5 mL Vial,498.10
MENINGOCOCCAL B RECOMB OMV ADJ IM SUSY ,1  x .5 mL Syringe,698.00
MENTHOL 5.8 MG MT LOZG ,.04  x 25 each Bag,3.00
MENTHOL 5.8 MG MT LOZG ,.04  x 25 each Bag,3.00
MENTHOL 5.8 MG MT LOZG ,.04  x 25 each Bag,3.00
MEPERIDINE HCL 100 MG/ML IJ SOLN ,1  x 1 mL Vial,15.60
MEPERIDINE HCL 100 MG/ML IJ SOLN ,1  x 1 mL Vial,15.60
MEPERIDINE HCL 100 MG/ML IJ SOLN ,1  x 1 mL Syringe,37.40
MEPERIDINE HCL 100 MG/ML IJ SOLN ,1  x 1 mL Syringe,37.40
MEPERIDINE HCL 25 MG/0.5ML IJ SOLN ,1  x .5 mL Ampule,13.30
MEPERIDINE HCL 25 MG/ML IJ SOLN ,1  x 1 mL Vial,13.70
MEPERIDINE HCL 25 MG/ML IJ SOLN ,1  x 1 mL Syringe,38.60
MEPERIDINE HCL 25 MG/ML IJ SOLN ,1  x 1 mL Syringe,38.60
MEPERIDINE HCL 25 MG/ML IJ SOLN ,1  x 1 mL Syringe,38.60
MEPERIDINE HCL 50 MG/ML IJ SOLN ,1  x 1 mL Ampule,23.80
MEPERIDINE HCL 50 MG/ML IJ SOLN ,1  x 1 mL Syringe,39.90
MEPERIDINE HCL 50 MG/ML IJ SOLN ,1  x 1 mL Syringe,39.90
MEPIVACAINE HCL (PF) 1 % IJ SOLN ,1  x 30 mL Vial,34.60
MEPIVACAINE HCL (PF) 1 % IJ SOLN ,1  x 30 mL Vial,34.60
MEPIVACAINE HCL (PF) 2 % IJ SOLN ,1  x 20 mL Vial,32.40
MEPIVACAINE HCL (PF) 2 % IJ SOLN ,1  x 20 mL Vial,32.40
MEPIVACAINE HCL 1.5 % IJ SOLN ,1  x 30 mL Vial,36.00
MEPIVACAINE HCL 1.5 % IJ SOLN ,1  x 30 mL Vial,36.00
MEPIVACAINE HCL 1.5 % IJ SOLN ,1  x 30 mL Vial,59.80
MEPIVACAINE HCL 1.5 % IJ SOLN ,1  x 30 mL Vial,59.80
MEPOLIZUMAB 100 MG SC SOLR ,1 each,"11,629.10"
MEPROBAMATE 400 MG PO TABS ,1 each,24.80
MERCAPTOPURINE 2000 MG/100ML PO SUSP ,100 mL,"4,455.90"
MERCAPTOPURINE 25 MG PO TAB (INPATIENT) ,1 each,22.10
MERCAPTOPURINE 50 MG PO TABS ,1 each,44.20
MERCURY QUANT URINE ,EACH,28.00
MEROPENEM 1 G IV SOLR ,1 each,109.10
MEROPENEM 500 MG IV SOLR ,1 each,64.80
MEROPENEM CONC ,EACH,160.00
MEROPENEM-VABORBACTAM 2 (1-1) G IV SOLR ,1 each,695.50
MESALAMINE 1.2 G PO TBEC ,1 each,33.70
MESALAMINE 1000 MG RE SUPP ,1 each,127.40
MESALAMINE 4 G RE ENEM ,1  x 60 mL Bottle,72.90
MESALAMINE 400 MG PO CPDR ,1 each,12.80
MESALAMINE ER 250 MG PO CPCR ,1 each,11.00
MESH ANTIBACTERIAL ENVELOPE ,EACH,"2,605.00"
MESH HERNIA ,EACH,Mark Up
MESH IMPLANTABLE ,EACH,Mark Up
MESH IMPLANTABLE ,EACH,"2,605.00"
MESNA 100 MG/ML IV SOLN ,10 mL,109.10
MESNA 100 MG/ML IV SOLN ,10 mL,109.10
MESNA 100 MG/ML IV SOLN ,10 mL,149.60
MESNA 100 MG/ML IV SOLN ,10 mL,149.60
MESNA 100 MG/ML IV SOLN ,10 mL,161.70
MESNA 100 MG/ML IV SOLN ,10 mL,161.70
MESNA 100 MG/ML IV SOLN ,10 mL,161.70
MESNA 100 MG/ML IV SOLN ,10 mL,296.40
MESNA 100 MG/ML IV UF CUSTOM COMPONENT ,10 mL,109.10
MESNA 100 MG/ML IV UF CUSTOM COMPONENT ,10 mL,161.70
MESNA 100 MG/ML IV UF CUSTOM COMPONENT ,10 mL,161.70
MESNA 100 MG/ML IV UF CUSTOM COMPONENT ,10 mL,296.40
MESNA 100 MG/ML PO LIQD ,10 mL,161.70
MESNA 400 MG PO TABS ,1 each,283.00
MESNA 400 MG PO TABS ,1 each,283.00
METABOLIC EVALUATION ,EACH,200.00
METABOLIC SCREEN PROFILE-URINE ,EACH,15.00
METAXALONE 800 MG PO TABS ,1 each,36.60
METFORMIN 250 MG PO TAB (INPATIENT) ,1 each,3.00
METFORMIN HCL 500 MG PO TABS ,1 each,3.60
METFORMIN HCL 500 MG/5ML PO SOLN ,118 mL,597.20
METFORMIN HCL 850 MG PO TABS ,1 each,4.50
METH QUANT ,EACH,29.00
METHACHOLINE CHALLENGE TESTING ,EACH,"1,475.00"
METHACHOLINE SYRINGE KIT UF ,1 each,9.00
METHADONE HCL 1 MG/1ML PO SOLN UD UF ,1 Syringe,3.00
METHADONE HCL 10 MG PO TABS ,1 each,3.00
METHADONE HCL 10 MG/ML IJ SOLN ,20 mL,"1,601.30"
METHADONE HCL 5 MG PO TABS ,1 each,3.00
METHADONE HCL 5 MG PO TABS ,1 each,3.00
METHADONE HCL 5 MG/5ML PO SOLN UD UF ,1 Syringe,3.00
METHADONE MECONIUM CONF ,EACH,229.00
METHADONE URINE DRUG CONF ,EACH,118.00
METHANOL SCREEEN ,EACH,48.00
METHAQUALONE ,EACH,257.00
METHAZOLAMIDE 25 MG PO TAB (INPATIENT) ,1 each,23.00
METHAZOLAMIDE 50 MG PO TABS ,1 each,23.00
METHENAMINE HIPPURATE 0.5 G PO TAB (INPATIENT) ,1 each,3.00
METHENAMINE HIPPURATE 1 G PO TABS ,1 each,10.70
METHIMAZOLE 5 MG PO TABS ,1 each,3.00
METHIMAZOLE ORAL 2.5 MG/ML SUSPENSION ,2 mL,3.00
METHOCARBAMOL 1000 MG/10ML IJ SOLN ,1  x 10 mL Vial,295.50
METHOCARBAMOL 500 MG PO TABS ,1 each,3.00
METHOCARBAMOL 750 MG PO TABS ,1 each,3.00
METHOD 1-CCPD ,EACH,190.00
METHOHEXITAL 50 MG/5 ML SYRINGE ,1  x 5 mL Syringe,85.70
METHOHEXITAL 50 MG/5 ML SYRINGE ,1  x 5 mL Syringe,85.70
METHOHEXITAL SODIUM 0.5 G IJ SOLR ,1 each,296.20
METHOHEXITAL SODIUM 0.5 G IJ SOLR ,1 each,296.20
METHOHEXITAL SODIUM 0.5 G IJ SOLR ,1 each,296.20
METHOHEXITAL SODIUM 100 MG/10ML IV SOSY ,1  x 10 mL Syringe,64.80
METHOHEXITAL SODIUM 100 MG/10ML IV SOSY ,1  x 10 mL Syringe,64.80
METHOHEXITAL SODIUM 2.5 G IJ SOLR ,1 each,"1,046.20"
METHOTREXATE ,EACH,78.00
METHOTREXATE 1.25 MG PO TAB (INPATIENT) ,1 each,9.00
METHOTREXATE 2.5 MG PO TABS ,1 each,19.30
METHOTREXATE 2.5 MG/ML PO SOLN ,120 mL,"7,695.70"
METHOTREXATE 2.5 MG/ML PO SOLN INPATIENT UF (NON-WEEKLY FREQUENCY) ,120 mL,"6,825.60"
METHOTREXATE SODIUM (PF) 25 MG/ML UF CUSTOM IJ SOLN ,40 mL,174.60
METHOTREXATE SODIUM (PF) 25 MG/ML UF CUSTOM IJ SOLN ,40 mL,174.60
METHOXSALEN (PHOTOPHERESIS) 20 MCG/ML IJ SOLN ,1  x 10 mL Vial,168.10
METHOXSALEN RAPID 10 MG PO CAPS ,1 each,305.80
METHSUXIMIDE 300 MG PO CAPS ,1 each,15.40
METHYLDOPA 250 MG PO TABS ,1 each,3.00
METHYLDOPA 500 MG PO TABS ,1 each,3.00
METHYLDOPA PO LIQD 50 MG/ML ,5 mL,144.00
METHYLDOPATE HCL 250 MG/5ML IV SOLN ,1  x 5 mL Vial,190.00
METHYLENE BLUE (ANTIDOTE) 1 % IJ SOLN ,10 mL,706.80
METHYLENE BLUE 1 % IJ SOLN ,1  x 1 mL Vial,96.10
METHYLENE BLUE 1 % IJ SOLN ,1  x 1 mL Vial,96.10
METHYLENE BLUE 1 % IJ SOLN ,1  x 10 mL Vial,706.80
METHYLENE BLUE 1 % IJ SOLN ,1  x 10 mL Vial,706.80
METHYLENE BLUE 1 % IJ SOLN ,1  x 10 mL Vial,706.80
METHYLENE BLUE 1% ORAL SOLN UF ,1  x 10 mL Vial,706.80
METHYLENE BLUE 50 MG/10ML IV SOLN ,1  x 10 mL Ampule,782.20
METHYLENE BLUE 50 MG/10ML IV SOLN ,1  x 10 mL Ampule,782.20
METHYLERGONOVINE MALEATE 0.2 MG PO TABS ,1 each,201.60
METHYLERGONOVINE MALEATE 0.2 MG/ML IJ SOLN ,1  x 1 mL Ampule,46.40
METHYLERGONOVINE MALEATE 0.2 MG/ML IJ SOLN ,1  x 1 mL Vial,132.30
METHYLERGONOVINE MALEATE 0.2 MG/ML IJ SOLN ,1  x 1 mL Vial,132.30
METHYLMALONIC ACID SERUM ,EACH,34.00
METHYLMALONIC ACID SERUM ,EACH,125.00
