Entity,Service Description,Price
BHM,Introd checfl peror16fF g28 5,"$1,093.00 "
BHM,Introd check flo 14fr 0. 8,$619.00 
BHM,Introd chkfl 10x38x80 g13 3,$738.00 
BHM,Introd cth kit 7f g48 7,$333.00 
BHM,Introd EP 038 60cm sE t,"$1,640.00 "
BHM,Introd EP cath fast 5.0 1 m,$146.00 
BHM,Introd EP kit 7fr B D,$510.00 
BHM,Introd EP Swartz 8.5 60 sro x,"$1,640.00 "
BHM,Introd EP Swartz sl transEP x,"$1,596.00 "
BHM,Introd flex 9.0x6 m,$950.00 
BHM,Introd glide .03 6f rmrs6f1 a,$508.00 
BHM,Introd glidsheat 5f rmrs5f1 a,$508.00 
BHM,Introd glidsheat 7f rmrs7f1 a,$508.00 
BHM,Introd guide 6.0 45cm mp u,$699.00 
BHM,Introd guide 7.0 45cm mp u,$699.00 
BHM,Introd guide occ cath 10f45 0,"$5,655.00 "
BHM,Introd guide occ cath 9f45 0,"$5,655.00 "
BHM,Introd guide occld del c h,"$5,655.00 "
BHM,Introd guide shutle into 6f 0,$946.00 
BHM,Introd guides us a7 0,$416.00 
BHM,Introd intrsyt-n 26ga auto d,$510.00 
BHM,Introd kcfw 10.0x35 rb p,"$1,006.00 "
BHM,Introd kcfw-4.0-35-90- l,$946.00 
BHM,Introd kcfw-4.0-38 45- l,$487.00 
BHM,Introd ksaw 6.0 45 rb blkn i,$487.00 
BHM,Introd ksaw 6.0 90 rb shtl x,$914.00 
BHM,Introd lead 7f 13cm black 9,$473.00 
BHM,Introd lead 7f 13cm orange 7,$473.00 
BHM,Introd lead neuro ndl 9 355 8,"$2,730.00 "
BHM,Introd micro 5fr 10cm g43 0,$281.00 
BHM,Introd micro pedal 4f g02 2,$558.00 
BHM,Introd ndl 5f 19g 20cm isn1 0,$32.00 
BHM,Introd occlu del str6tv206f 0,"$7,176.00 "
BHM,Introd occlu del str7tv207f 0,"$7,176.00 "
BHM,Introd occlu del str9tv205f 0,"$7,176.00 "
BHM,Introd peel away 12fr cpli1 8,"$1,202.00 "
BHM,Introd peel away 8fr cpli 8,$609.00 
BHM,Introd peelway 18f g04 1,$734.00 
BHM,Introd PICC kit univr 5fr s y,$416.00 
BHM,Introd pinnac r/oii 4f rsb 2,$213.00 
BHM,Introd pinnac r/oii 5f rsb 2,$213.00 
BHM,Introd plvtw 10.0 38 15.5 c d,$609.00 
BHM,Introd plvtw 11 38 0,$662.00 
BHM,Introd plvtw 12.0 38 15.5 c d,$513.00 
BHM,Introd plvtw 14 38 0,$662.00 
BHM,Introd plvtw 16 38 0,$662.00 
BHM,Introd plvtw 6.0 38 1 m,$187.00 
BHM,Introd rcf 12x38 w gw go7 9,$498.00 
BHM,Introd rcf-14-3 j,$484.00 
BHM,Introd rcfw 12.0 39 30 b,$672.00 
BHM,Introd rcfw 16.0p 38 30 rb o,"$1,093.00 "
BHM,Introd rcfw 18.0p 38 30 b,"$1,093.00 "
BHM,Introd safesheath 7f 7,$473.00 
BHM,Introd safesheath 9f 9,$473.00 
BHM,Introd saliva 1.9x5.5 g24 2,"$1,379.00 "
BHM,Introd set 7.0 38 90 rb i,$946.00 
BHM,Introd sheat dry12f 33 dsf1 3,"$3,169.00 "
BHM,Introd sheat dry14f 33 dsf1 3,"$3,169.00 "
BHM,Introd sheat dry16f 33 dsf1 3,"$3,169.00 "
BHM,Introd sheat dry18f 33 dsf1 3,"$4,631.00 "
BHM,Introd sheat dry20f 33 dsf2 3,"$4,631.00 "
BHM,Introd sheat dry22f 33 dsf2 3,"$4,631.00 "
BHM,Introd sheat dry24f 33 dsf2 3,"$4,631.00 "
BHM,Introd sheat dry26f 33 dsf2 3,"$4,631.00 "
BHM,introd sheath 12fr strbl 4f 2,"$10,810.00 "
BHM,Introd sheath 5f 10x45 401 0,$333.00 
BHM,Introd sheath 6f 10x45 401 0,$333.00 
BHM,Introd sheath 6f checkf g56 6,$605.00 
BHM,Introd sheath afx 45cm s17 5,"$3,169.00 "
BHM,Introd sheath EP fast 6.0 1 m,$146.00 
BHM,Introd sheath EP fast 8.0 1 m,$146.00 
BHM,Introd tranjugl ring 10fg29 9,"$4,684.00 "
BHM,Introd tranjugl ring rtps10 c,"$5,086.00 "
BHM,Introd transeptal 8 032 0,"$1,064.00 "
BHM,Introd tunnneler 18fr 423 0,$944.00 
BHM,Introd vcf10 38 30bc114 8,$672.00 
BHM,Introducer 14fr mic gi 98 3,"$1,894.00 "
BHM,Introducer plvtw 9 38 0,$662.00 
BHM,Introducr pinn 11f 25cm rss 5,$190.00 
BHM,Investigational drug,$0.00 
BHM,Iodosorb gel 0.9% 40gm,$0.00 
BHM,IONIZED Calcium of blood-MCI,$61.00 
BHM,Ipilimumab 1 mg inj,$813.00 
BHM,Ipratropium 0.5mg/2.5ml soln,$1.00 
BHM,Ipratropium 0.5mg/2.5ml solnUC,$0.30 
BHM,Ipratropium HFA 17mcg aer12.9g,$628.00 
BHM,Irinotecan 20mg inj,$38.00 
BHM,Iron,$61.00 
BHM,Iron binding capacity,$158.00 
BHM,Iron dextran 50mg inj,$146.00 
BHM,Iron on tissue-quantitative,$370.00 
BHM,Iron polysaccharides 150mg cap,$0.00 
BHM,Irrg tip pulse lavag fem ca l,$94.00 
BHM,Irrig bulb w prep 63 7,$11.00 
BHM,Irrig clip emax robotc110 0,$538.00 
BHM,Irrig handpc hiflw inpul210 4,$393.00 
BHM,Irrig set cysto bladder 2c4 0,$35.00 
BHM,Irrig set laprscopc notip60 2,$267.00 
BHM,Irrig set piston wprep 750 7,$12.00 
BHM,Irrig set w/trmp vlv 26 0,$364.00 
BHM,Irrig set y type turr 2c4 1,$71.00 
BHM,Irrig suction endowrist 410 9,"$2,167.00 "
BHM,Irrig suctn arthro flo dc1 0,$453.00 
BHM,Irrig suctn arthro set ar6 0,$63.00 
BHM,Irrig suctn Sonopet 5450850 3,"$3,547.00 "
BHM,Irrig suctn us hndpc 545080 1,"$6,905.00 "
BHM,Irrig syst contmnt sys max 1,$167.00 
BHM,Irrig tube hydro 5x33 0026 0,$423.00 
BHM,Irrig wound bottle shield10 0,$12.00 
BHM,Irrig wound splashield ss 0,$14.00 
BHM,Irrigate implant venous access dev,$375.00 
BHM,Isentress tb 400mg 60uu UC,$36.00 
BHM,ISH each add single probe-NG,$342.00 
BHM,ISH initial single probe-NG,$342.00 
BHM,ISH-additional probe 88364,$767.00 
BHM,ISH-Additional Probe-Vitro,$142.00 
BHM,ISH-first probe per spec-88365,$767.00 
BHM,ISH-First Probe-Vitro,$160.00 
BHM,Islet cell Abs,$26.00 
BHM,Isoniazid 300mg tab,$1.00 
BHM,Isoproterenol 0.2mg/ml 1ml inj,"$8,800.00 "
BHM,Isoproterenol 0.2mg/ml 5ml inj,"$14,321.00 "
BHM,Isosorbide dinitrate 10mg tab,$1.00 
BHM,Isosorbide dinitrate 20mg tab,$1.00 
BHM,Isosorbide dinitrate 40mg tab,$34.00 
BHM,Isosorbide dinitrate 5mg tab,$1.00 
BHM,Isosorbide mononitra 30mg tab,$1.00 
BHM,Isosorbide mononitra 60mg tab,$1.00 
BHM,Isosorbide mononitrat 120mgtab,$1.00 
BHM,Isosulfan blue 1mg inj,$71.00 
BHM,Itraconazole 100mg cap,$10.00 
BHM,Itraconazole 10mg 1ml,$4.00 
BHM,IV cap disinfect dual 150 b,$2.00 
BHM,IV inf hi complex seq 1st hr 1st site,$150.00 
BHM,IV inf Tx 1st hr 1st site,$305.00 
BHM,IV inf Tx 1st hr add site,$305.00 
BHM,IV inf Tx concurrent anysite x 1,$53.00 
BHM,IV inf Tx ea add hr all site,$150.00 
BHM,IV inf Tx seq 1 hr add site,$150.00 
BHM,IV inf Tx seq 1st hr 1st site,$150.00 
BHM,IVP ad sam med q30 ad site,$120.00 
BHM,IVP additional same med q30 1site,$120.00 
BHM,IVP ea additional new med 1st site,$120.00 
BHM,IVP ea additional new med ad site,$120.00 
BHM,IVP initial new med 1site,$194.00 
BHM,IVP initial new med ad site,$194.00 
BHM,Ivus-oct coronary add vessel,"$7,033.00 "
BHM,Ivus-oct coronary intl vessel,"$7,033.00 "
BHM,JACK2 V617F Mutation-NG,$400.00 
BHM,JAK2 EXON 12-14 mutation anal-NG,$600.00 
BHM,JAK2 EXON 12-14 Mutation-NG,$600.00 
BHM,JAK2 V617F mutation anal-NG,$195.00 
BHM,JAK2 V617F mutation anal-NG,$400.00 
BHM,JAK2 V617F mutation analysis,$398.00 
BHM,JC Virus DNA PCR,$410.00 
BHM,JC virus DNA PCR on CSF,$410.00 
BHM,Jelly lube 2.7gr pack foilpack,$0.00 
BHM,Jelly vaseline 3 1/4oz,$0.00 
BHM,Jo-1 antibody(c),$114.00 
BHM,Jo-1 IgG autoantibodies,$27.00 
BHM,Kaletra 200/50 mg tab,$16.00 
BHM,Kappa cytoplasmic marker,$146.00 
BHM,Kappa free light chain-sr (c),$108.00 
BHM,Kappa free light chain-ur (c),$46.00 
BHM,Kappa surface marker,$146.00 
BHM,Kayexalate equiv 15gm/60ml,$17.00 
BHM,Kcentra 1 unit,$8.00 
BHM,Kcl 20 meq oral powder,$10.00 
BHM,KCL 20mEq/50ml soln IVPB,$50.00 
BHM,Kengreal 1mg inj,$161.00 
BHM,Ketalar 10mg/ml 20ml vial,$198.00 
BHM,Ketamine 100 mg/100 Ml drip,$0.00 
BHM,Ketamine 100mg/ml 5ml,$88.00 
BHM,Ketamine inj 50 mg/5 ml,$0.00 
BHM,Ketoconazole 200mg tab,$3.00 
BHM,Ketoconazole shampoo 4oz,$31.00 
BHM,Ketorolac 10mg tab,$1.00 
BHM,Ketorolac 15mg/ml 1ml vial,$28.00 
BHM,Ketorolac 30mg/ml 1ml vial,$61.00 
BHM,Ketorolac 30mg/ml 1ml vial UC,$37.00 
BHM,Ketorolac 30mg/ml 2ml vial,$69.00 
BHM,Ketorolac 30mg/ml 2ml vial UC,$41.00 
BHM,Ketorolac eye drops 5ml,$0.00 
BHM,Klebsiella Oxytoca PCR ID,$50.00 
BHM,Klebsiella pneumonia PCR ID,$50.00 
BHM,K-lyte 25 mEq tab,$2.00 
BHM,Knee 1-2 views lt xr,$565.00 
BHM,Knee 1-2 views lt XR UC,$565.00 
BHM,Knee 1-2 views rt xr,$565.00 
BHM,Knee 1-2 views rt XR UC,$565.00 
BHM,Knee 3 views lt xr,$690.00 
BHM,Knee 3 views lt XR UC,$690.00 
BHM,Knee 3 views rt xr,$690.00 
BHM,Knee 3 views rt XR UC,$690.00 
BHM,Knee ACL tightrop 10 ar1588 b,"$3,450.00 "
BHM,Knee ACL tightrope rt ar158 t,"$1,610.00 "
BHM,Knee bil standing ap xr,$765.00 
BHM,Knee bil standing ap XR UC,$765.00 
BHM,Knee cement zuk std98000671 0,"$16,560.00 "
BHM,Knee comp 4 or more vw lt x UC,$736.00 
BHM,Knee comp 4 or more vw rt x UC,$736.00 
BHM,Knee complt 4 or more vws lt x,$736.00 
BHM,Knee complt 4 or more vws lt x,$811.00 
BHM,Knee complt 4 or more vws rt x,$736.00 
BHM,Knee complt 4 or more vws rt x,$811.00 
BHM,Knee impl totl w petela kn 6,"$24,840.00 "
BHM,Knee impl totl z petela kn 7,"$23,920.00 "
BHM,Knee insert bumper mrh64812 0,"$3,022.00 "
BHM,Knee liner sz5-6 9mm 71453 1,"$8,435.00 "
BHM,Knee stem cement 12x50 556s 2,"$6,284.00 "
BHM,Knee stem fltd 14x100 5565s 4,"$6,581.00 "
BHM,Knee stem fltd 15x100 5565s 5,"$6,581.00 "
BHM,Knee stem fltd 18x100 5565s 8,"$6,581.00 "
BHM,Knee stem fltd 5565s 4,"$5,807.00 "
BHM,Knee tib baseplate 2 5521b 0,"$13,369.00 "
BHM,Knee tib baseplate mrh64813 1,"$16,250.00 "
BHM,Knee tib sleeve mrh 64812 0,"$2,527.00 "
BHM,Knee total cap cem wo fem4. t,"$17,480.00 "
BHM,Knee total cap oxi hiflx 7. n,"$17,388.00 "
BHM,Knee total constpst tcr1211 1,"$21,620.00 "
BHM,Knee total iduo ipo bka1111 1,"$18,860.00 "
BHM,Knee total repl ret tcr1111 1,"$19,780.00 "
BHM,Knee total xlpe uni uka1111 1,"$18,860.00 "
BHM,Knee Trthl pin3.2x89 765020 a,"$2,556.00 "
BHM,Knee uni trathlon S Y,"$16,560.00 "
BHM,Knife bananna 229mm ar652 5,$985.00 
BHM,Knife eye ang cres bevl up 5,$116.00 
BHM,Knife eye retinal 20ga e7 0,$262.00 
BHM,Knife sclertomy 19ga mvr e7 9,$262.00 
BHM,Knot pusher 6th finger ar19 s,$812.00 
BHM,K-phos 25 mg/ml ped susp,$11.00 
BHM,K-phos neutral 250mg tab,$1.00 
BHM,KRAS 81275-ng,$740.00 
BHM,Kyphn bx tool f05a,$985.00 
BHM,Kyphn curett wedge 8.0mm a b,"$1,724.00 "
BHM,Kyphn mixer w cement c a,"$1,178.00 "
BHM,Kyphn mixer w cement c b,"$1,379.00 "
BHM,Kyphn xpand 15 2 1stfx kpe1 3,"$17,255.00 "
BHM,Kyphn xpand 15 3 1stfx kpt1 2,"$17,255.00 "
BHM,Kyphn xpand 15 3 1stfx kpt1 5,"$17,255.00 "
BHM,Kyphn xpand 20 3 1stfx kpt2 5,"$17,255.00 "
BHM,Kyphon cement&del kpx153pb s,"$21,800.00 "
BHM,Kyphon cement&del kpx203pb s,"$19,635.00 "
BHM,Kyphon curette t tip sz 2 a a,"$3,315.00 "
BHM,Lab miscellaneous sendout,$0.00 
BHM,Labetalol 100mg tab,$1.00 
BHM,Labetalol 200mg tab,$1.00 
BHM,Labetalol 5mg/ml 20ml vial,$33.00 
BHM,Labetalol HCL 20mg/4 ml inj,$74.00 
BHM,Lac breast pump mlk contr17 2,$44.00 
BHM,Lac breast pump rental,$20.00 
BHM,Lac breast pump usage,$14.00 
BHM,Lac breast shields,$14.00 
BHM,Lac brief consult,$54.00 
BHM,Lac followup lactation consult,$67.00 
BHM,Lacosamide 100 mg tab,$25.00 
BHM,Lacosamide 10mg/ml 20ml vial,$932.00 
BHM,Lacosamide 50 mg tab,$15.00 
BHM,Lacri-lube sop opth oint 7gm,$0.00 
BHM,Lactase (c),$106.00 
BHM,Lactase 3ku tab,$0.00 
BHM,Lactate on bld-or,$61.00 
BHM,LACTIC ACID (LACTATE),$392.00 
BHM,Lactic acid whole bld,$61.00 
BHM,LACTIC ACID with REFLEX,$392.00 
BHM,Lactic acid-CSF,$392.00 
BHM,Lactulose 30ml liq,$1.00 
BHM,Lambda cytoplasmic marker,$146.00 
BHM,Lambda free light chain-sr (c),$108.00 
BHM,Lambda free light chain-ur (c),$44.00 
BHM,Lambda surface marker,$146.00 
BHM,Lamivudine 10mg/ml 5ml soln,$1.00 
BHM,Lamivudine 150mg tab,$6.00 
BHM,Lamivudine hbv 100mg tab,$31.00 
BHM,Lamotrigine 100mg tab,$25.00 
BHM,Lamotrigine 25mg chew tab,$1.00 
BHM,Lamotrigine 25mg tab,$1.00 
BHM,Lamotrigine-lamictal level,$18.00 
BHM,Lanreotide 1mg inj,$298.00 
BHM,Lansoprazole solu 15mg tab,$0.00 
BHM,Lansoprazole solu 30mg tab,$0.00 
BHM,Lansoprazole susp 3 mg/ml 1ml,$1.00 
BHM,Lanthanum carbonate 1000mg tab,$23.00 
BHM,Lanthanum carbonate500mgtab,$23.00 
BHM,Lapscop gelpoint sng inc ck 0,"$4,826.00 "
BHM,L-arginine 1000 mg tab,$0.00 
BHM,Laryngoscopy flx dx,"$1,359.00 "
BHM,Laryngoscopy indirect,$628.00 
BHM,Laser fiber 10 beampath en 1,"$10,340.00 "
BHM,Laser fiber 1000 m0068404 0,"$6,682.00 "
BHM,Laser fiber 200 m0068404 0,"$3,652.00 "
BHM,Laser fiber 365 m0068404 0,"$3,056.00 "
BHM,Laser fiber 550 m0068404 0,"$3,992.00 "
BHM,Laser fiber flx1000m0068403 1,"$6,639.00 "
BHM,Laser fiber flx366 m0068403 1,"$2,996.00 "
BHM,Laser fiber flx550 m0068403 1,"$3,949.00 "
BHM,Laser fiber holmium grn 2 0,"$9,353.00 "
BHM,Laser fiber Versi 200 68403 1,"$3,609.00 "
BHM,Laser probe laparos 10mm ar n,$974.00 
BHM,Laser sheath 12f glideli500 1,"$17,225.00 "
BHM,Laser sheath 14f glideli500 2,"$17,225.00 "
BHM,Laser sheath 16f glideli500 3,"$17,225.00 "
BHM,Laser sheath kit 14fr,"$17,225.00 "
BHM,Laser spy pac icg dye sk6000,"$1,785.00 "
BHM,Laser spypac icgdye eli lc3006,"$1,785.00 "
BHM,Latanoprost eye drops 2.5ml,$39.00 
BHM,Lbr rm intensive,$383.00 
BHM,Lbr rm routine,$127.00 
BHM,LDH (ld),$61.00 
BHM,LDH -CSF,$134.00 
BHM,LDH-body fluid,$134.00 
BHM,LDL cholesterol - direct,$217.00 
BHM,LDR level I,"$6,516.00 "
BHM,LDR level II,"$9,069.00 "
BHM,LDR level III,"$10,507.00 "
BHM,Lead bipolar lv Abil pl 429 8,"$9,633.00 "
BHM,Lead cap pacer 5f endpin 58 w,$398.00 
BHM,Lead cap pmk end pin 5 586 m,$221.00 
BHM,Lead extendr handle mri g46 2,"$2,516.00 "
BHM,Lead ICD bip0l opti lda220 5,"$22,908.00 "
BHM,Lead ICD bip0l opti lda220 8,"$22,908.00 "
BHM,Lead ICD dual 58cm 6947m55 D,"$20,605.00 "
BHM,Lead ICD dual 65cm 6947m62 D,"$18,325.00 "
BHM,Lead ICD dual performa 6947 5,"$18,957.00 "
BHM,Lead ICD electrd s sq embl3 1,"$23,800.00 "
BHM,Lead ICD lt ven quad 88 429 8,"$11,275.00 "
BHM,Lead ICD optisur q58 lda210 8,"$17,136.00 "
BHM,Lead ICD optisur q65 lda210 5,"$22,908.00 "
BHM,Lead ICD sng 58cm 6935m55 D,"$20,605.00 "
BHM,Lead ICD sng 65cm 6935m62 D,"$18,957.00 "
BHM,Lead ICD sng quattro 69356 m,"$21,063.00 "
BHM,Lead ICD sng-dl 6996sq58 D,"$14,875.00 "
BHM,Lead lock lld 1 518 8,"$10,323.00 "
BHM,Lead lt ven MEDT 4f 4196 8,"$13,240.00 "
BHM,Lead LV quart wide 1458ql 6,"$11,900.00 "
BHM,Lead on blood - adult,$18.00 
BHM,Lead on blood - pediatric,$18.00 
BHM,Lead pace mri solia s45 377 6,"$4,875.00 "
BHM,Lead pace mri solia s53 377 7,"$4,875.00 "
BHM,Lead pacing mri capture 407 2,"$4,241.00 "
BHM,Lead pacing mri capture 457 5,"$4,241.00 "
BHM,Lead performa s 88cm 459 8,"$10,148.00 "
BHM,Lead performa strg 88 439 8,"$10,148.00 "
BHM,Lead plexa promr s 65 402 6,"$22,908.00 "
BHM,Lead pmkr 35 capsr med 496 5,"$4,241.00 "
BHM,Lead pmkr 4076-45 capsref D,"$4,241.00 "
BHM,Lead pmkr 4076-52 capsref D,"$4,709.00 "
BHM,Lead pmkr bipolar myocrd 6 5,$675.00 
BHM,Lead pmkr cath bipolr 383 4,"$4,241.00 "
BHM,Lead pmkr lockng accs 518 7,"$1,133.00 "
BHM,Lead pmkr lockng e pak 518 9,"$4,712.00 "
BHM,Lead pmkr not trnsg MEDT507 2,"$4,241.00 "
BHM,Lead pmkr not trnsg MEDT507 5,"$4,241.00 "
BHM,Lead pmkr not trnsg MEDT507 8,"$4,241.00 "
BHM,Lead pmkr not trnsg346366 B T,"$4,875.00 "
BHM,Lead pmkr not trnsg346369 B T,"$4,875.00 "
BHM,Lead pmkr tendrl 46 lpa1200 6,"$3,900.00 "
BHM,Lead pmkr tendrl 52 lpa1200 2,"$3,900.00 "
BHM,Lead pmkr tendrl 58 lpa1200 8,"$3,900.00 "
BHM,Lead pmkr tendrl 58cm 1888t 8,"$4,144.00 "
BHM,Lead pmkr tendrl sts 2088t 2,"$4,144.00 "
BHM,Lead pmkr tendrl sts 2088t 8,"$4,144.00 "
BHM,Lead retrv/lock dev.38 518 2,"$5,363.00 "
BHM,Lead tunneler med 69 t,"$4,144.00 "
BHM,Leadless pm dev interogate evl,$519.00 
BHM,Leadless pm postop dev prg evl,$321.00 
BHM,Leadless pm preop dev prog evl,$321.00 
BHM,Leadless pm progr eval ftf,$546.00 
BHM,Legionella Abs,$20.00 
BHM,Legionella antigen-urine,$182.00 
BHM,Legionella pneumophila stain,$106.00 
BHM,Let topical anesthetic 1 ml,$0.00 
BHM,Letrozole 2.5mg tab,$2.00 
BHM,Leucovorin 10mg/ml inj ped,$16.00 
BHM,Leucovorin 25mg tab,$18.00 
BHM,Leucovorin 5mg tab,$3.00 
BHM,Leucovorin calcium 50mg vial,$18.00 
BHM,Leuko poor rbc product irr,$540.00 
BHM,Leukocyte alkaline phos stain,$16.00 
BHM,Leukocyte localization wb,"$3,076.00 "
BHM,Leukocyte poor rbc product,$450.00 
BHM,Leuprolide depot 3.75mg kit inj,"$5,880.00 "
BHM,Leuprolide depot 7.5mg kit inj,"$2,435.00 "
BHM,Leuprolide/eligard 7.5 mg syr,"$2,435.00 "
BHM,Levalbuterol 0.31mg/3ml soln,$7.00 
BHM,Levalbuterol 0.63mg/3ml soln,$8.00 
BHM,Levalbuterol 1.25mg/0.5ml inh,$9.00 
BHM,Levemir flextouch 100 U/ML 3ML,$152.00 
BHM,Levetiracetam 1000mg/100ml bag,$446.00 
BHM,Levetiracetam 100mg/ml 5ml inj,$65.00 
BHM,Levetiracetam 10mg/ml 1ml IV,$36.00 
BHM,Levetiracetam 1500mg/100ml bag,$365.00 
BHM,Levetiracetam 250mg tablet,$1.00 
BHM,Levetiracetam 250mg/100ml bag,$50.00 
BHM,Levetiracetam 500mg tab,$1.00 
BHM,Levetiracetam 500mg/100ml bag,$271.00 
BHM,Levetiracetam 500mg/5ml sol ud,$3.00 
BHM,Levetiracetam 750 mg tablets,$1.00 
BHM,Levetiracetam 750mg/100ml bag,$50.00 
BHM,Levetiracetam-keppra level,$46.00 
BHM,Levocarnitine 100mg/ml 5ml,$1.00 
BHM,Levocarnitine 1gm/5ml vial,$366.00 
BHM,Levocarnitine 330mg tab,$1.00 
BHM,Levofloxacin 250mg tab,$1.00 
BHM,Levofloxacin 250mg tab UC,$0.30 
BHM,Levofloxacin 250mg/D5W 50ml,$50.00 
BHM,Levofloxacin 50 mg/ml ped susp,$4.00 
BHM,Levofloxacin 500mg tab,$1.00 
BHM,Levofloxacin 500mg vial,$175.00 
BHM,Levofloxacin 500mg/D5W 100ml,$129.00 
BHM,Levofloxacin 5mg/1ml ped/neo,$1.00 
BHM,Levofloxacin 750mg tab,$1.00 
BHM,Levofloxacin 750mg/D5W 150ml,$126.00 
BHM,Levothyroxine 100mcg inj,"$1,163.00 "
BHM,Levothyroxine 100mcg tab,$2.00 
BHM,Levothyroxine 112mcg tab,$2.00 
BHM,Levothyroxine 125mcg tab,$2.00 
BHM,Levothyroxine 137 mcg tab,$2.00 
BHM,Levothyroxine 150mcg tab,$2.00 
BHM,Levothyroxine 175mcg tab,$1.00 
BHM,Levothyroxine 20mcg/1ml IV,$278.00 
BHM,Levothyroxine 25mcg tab,$1.00 
BHM,Levothyroxine 25mcg/ml 1ml liq,$1.00 
BHM,Levothyroxine 300mcg tab,$2.00 
BHM,Levothyroxine 500mcg vial,$540.00 
BHM,Levothyroxine 50mcg tab,$2.00 
BHM,Levothyroxine 75mcg tab,$2.00 
BHM,Levothyroxine 88mcg tab,$1.00 
BHM,LH,$218.00 
BHM,Lidocaine 0.5% 50ml vial,$0.00 
BHM,Lidocaine 0.5%/epi 50ml vl,$0.00 
BHM,Lidocaine 1% 20ml vial,$0.00 
BHM,Lidocaine 1% 20ml vial UC,$0.00 
BHM,Lidocaine 1% 2ml ampule,$0.00 
BHM,Lidocaine 1% 50ml vial,$0.00 
BHM,Lidocaine 1% 50ml vial UC,$0.00 
BHM,Lidocaine 1% 5ml ampule,$0.00 
BHM,Lidocaine 1% abboject 50mg/5ml,$89.00 
BHM,Lidocaine 1%/epi 1:100000 10ml,$0.00 
BHM,Lidocaine 1%/epi 20ml vl,$0.00 
BHM,Lidocaine 1%/epi 20ml vl UC,$0.00 
BHM,Lidocaine 1%/epi 50ml vl,$0.00 
BHM,Lidocaine 1.5%/epi 5ml vl,$0.00 
BHM,Lidocaine 2% 20ml vial,$0.00 
BHM,Lidocaine 2% 50ml vial,$0.00 
BHM,Lidocaine 2% 5ml vial,$0.00 
BHM,Lidocaine 2% jelly 5ml,$0.00 
BHM,Lidocaine 2% jelly 5ml UC,$0.00 
BHM,Lidocaine 2% jelly 5ml uro-jet,$0.00 
BHM,Lidocaine 2% mdv 10ml vial,$0.00 
BHM,Lidocaine 2% viscous 20ml,$0.00 
BHM,Lidocaine 2%/epi 20ml,$0.00 
BHM,Lidocaine 2%/epi 50ml vl,$0.00 
BHM,Lidocaine 2g/500ml IV,$105.00 
BHM,Lidocaine 4% 50ml soln,$0.00 
BHM,Lidocaine 4% 5ml ampule,$0.00 
BHM,Lidocaine 4% dressing 5gm,$0.00 
BHM,Lidocaine 5% oint 35gm,$0.00 
BHM,Lidocaine 5% patch,$30.00 
BHM,Lidocaine Drug Level,$42.00 
BHM,Lidocaine HCL 1% 10ml inj,$0.00 
BHM,Lidocaine HCL 1% 20mg/2ml vial,$0.00 
BHM,Lidocaine HCL 2% 100mg/5ml syr,$32.00 
BHM,Lidocaine jelly 2% 30ml,$0.00 
BHM,Lidocaine viscous 2% 1ml UC,$0.00 
BHM,Lidocaine-MPF 0.5% 50ml,$0.00 
BHM,Lidocaine-MPF 1% 5ml inj,$0.00 
BHM,Lidocaine-MPF 1%w/epi 10ml inj,$0.00 
BHM,Lidocaine-MPF 2%w/epi 20ml inj,$0.00 
BHM,Ligasur vssel adv grip lf5 4,"$6,520.00 "
BHM,Ligasur vssel adv hook lf5 4,"$6,337.00 "
BHM,Ligasur vssel blunt tip lf1 7,"$4,622.00 "
BHM,Ligasur vssel blunt5x37 lf1 7,"$4,492.00 "
BHM,Ligasur vssel jaw 18.8 lf12 a,"$4,184.00 "
BHM,Ligasur vssel open inst lf4 8,"$6,147.00 "
BHM,Light mineral oil sterile 10ml,$0.00 
BHM,Light waveguide narrow 104 8,"$2,681.00 "
BHM,Light waveguide wide 104 5,"$2,681.00 "
BHM,Limited or localized fu CT,"$1,524.00 "
BHM,Linaclotide 145 mcg cap,$22.00 
BHM,Linagliptin 5 mg tab,$19.00 
BHM,Linezolid 100mg/5ml liq,$15.00 
BHM,Linezolid 200mg inj,$159.00 
BHM,Linezolid 2mg/1ml IV pedi,$10.00 
BHM,Liothyronine 25mcg tab,$1.00 
BHM,Liothyronine 5mcg tab,$3.00 
BHM,Lipase,$102.00 
BHM,Lipase - fluid,$102.00 
BHM,Lipid panel,$183.00 
BHM,Lipoprotein (A) quantitation,$24.00 
BHM,Lisinopril 10mg tab,$1.00 
BHM,Lisinopril 2.5 mg tab,$1.00 
BHM,Lisinopril 20mg tab,$1.00 
BHM,Lisinopril 40mg tab,$1.00 
BHM,Lisinopril 5mg tab,$1.00 
BHM,Listeria monocytogens PCR ID,$50.00 
BHM,Lithium,$198.00 
BHM,Lithium carbonate 300mg cap,$1.00 
BHM,Lithium carbonate 300mg SR tab,$1.00 
BHM,Lithium carbonate 450mg tabSR,$1.00 
BHM,Little noses drops 15ml,$0.00 
BHM,Liver bx surg CT guid,"$3,063.00 "
BHM,Liver spect,"$2,437.00 "
BHM,Liver spleen scan static,"$2,677.00 "
BHM,Liver static only,"$2,437.00 "
BHM,Lmx 4% cream 5gm w app UC,$16.00 
BHM,Localization of tumor ltd,"$1,819.00 "
BHM,LOCM 0-99 mg ml iodine ml,$0.00 
BHM,LOCM 0-99 mg ml iodine ml ct,$0.00 
BHM,LOCM 100-199 mg ml iodine ml,$7.00 
