Service Area,Description,Revenue Code, Charge Patient Pay 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DMCM RESPITE CARE,RESPITE CARE - DAILY RESPITE CHARGE [0663], 106 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DMCM SEMI-PRIVATE,ROOM & BOARD - SEMI-PRIVATE TWO BED (MEDICAL OR GENERAL) - GENERAL CLASSIFICATION [0120], 148 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DMCM SWING PRIVATE,ROOM & BOARD - PRIVATE (MEDICAL OR GENERAL) - GENERAL CLASSIFICATION [0110], 148 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DMCM SWING PVT TELEMETRY,ROOM & BOARD - PRIVATE (MEDICAL OR GENERAL) - GENERAL CLASSIFICATION [0110], 227 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DMCM SWING SEMIPRIVATE,ROOM & BOARD - SEMI-PRIVATE TWO BED (MEDICAL OR GENERAL) - GENERAL CLASSIFICATION [0120], 148 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DMCM SWING SEMIPVT TELEMETRY,ROOM & BOARD - SEMI-PRIVATE TWO BED (MEDICAL OR GENERAL) - GENERAL CLASSIFICATION [0120], 227 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DMCM TELEMETRY PRIVATE,ROOM & BOARD - PRIVATE (MEDICAL OR GENERAL) - GENERAL CLASSIFICATION [0110], 148 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DMCM TELEMETRY SEMI-PRIVATE,ROOM & BOARD - SEMI-PRIVATE TWO BED (MEDICAL OR GENERAL) - GENERAL CLASSIFICATION [0120], 148 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DMCM VENT BED (PVT REV CODE),ROOM & BOARD - PRIVATE (MEDICAL OR GENERAL) - GENERAL CLASSIFICATION [0110], 279 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DMCP2 PRIVATE,ROOM & BOARD - PRIVATE (MEDICAL OR GENERAL) - GENERAL CLASSIFICATION [0110], 275 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DMCP2 PRIVATE TELEMETRY,ROOM & BOARD - PRIVATE (MEDICAL OR GENERAL) - GENERAL CLASSIFICATION [0110], 275 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DMCP2 ROOM DAILY SUPPLY,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 54 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DMPK DNA Test (DM1)(Beaker),LABORATORY - CHEMISTRY [0301], 492 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DNA AUTO AB,DBL STRAND'D (FARR",LABORATORY - GENERAL CLASSIFICATION [0300], 132 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DNA AUTO AB,DBL STRAND'D (FARR (Beaker)",LABORATORY - GENERAL CLASSIFICATION [0300], 132 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DNA AUTO AB,DBL STRAND'D (FARR (Beaker)",LABORATORY - GENERAL CLASSIFICATION [0300], 132 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DNA Genotype Sequencing,LABORATORY - CHEMISTRY [0301], 95 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DNA INDEX,LABORATORY - HEMATOLOGY [0305], 68 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DNA PROBE EACH,LABORATORY PATHOLOGICAL - CYTOLOGY [0311], 66 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DNAse Sensitivity Indirect IFA-IBD(Beaker),LABORATORY PATHOLOGICAL - GENERAL CLASSIFICATION [0310], 40 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DOC - CAH6,LABORATORY - GENERAL CLASSIFICATION [0300], 49 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DOC WIRE EXTENSION,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 161 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DON OFFICE/OUTPATIENT VISIT EST LVL 1,CLINIC - GENERAL CLASSIFICATION [0510], 39 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DON OFFICE/OUTPATIENT VISIT EST LVL 2,CLINIC - GENERAL CLASSIFICATION [0510], 47 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DON OFFICE/OUTPATIENT VISIT EST LVL 3,CLINIC - GENERAL CLASSIFICATION [0510], 55 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DON OFFICE/OUTPATIENT VISIT EST LVL 4,CLINIC - GENERAL CLASSIFICATION [0510], 63 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DON OFFICE/OUTPATIENT VISIT EST LVL 5,CLINIC - GENERAL CLASSIFICATION [0510], 71 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DON OFFICE/OUTPATIENT VISIT NEW LVL 1,CLINIC - GENERAL CLASSIFICATION [0510], 47 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DON OFFICE/OUTPATIENT VISIT NEW LVL 2,CLINIC - GENERAL CLASSIFICATION [0510], 55 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DON OFFICE/OUTPATIENT VISIT NEW LVL 3,CLINIC - GENERAL CLASSIFICATION [0510], 63 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DON OFFICE/OUTPATIENT VISIT NEW LVL 4,CLINIC - GENERAL CLASSIFICATION [0510], 71 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DON OFFICE/OUTPATIENT VISIT NEW LVL 5,CLINIC - GENERAL CLASSIFICATION [0510], 79 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DONOR - HGB S SCREEN,LABORATORY - GENERAL CLASSIFICATION [0300], 42 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,Donor Hep B Surface AG Confirmation,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306], 226 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DONOR HIV-1 AB, WB",LABORATORY - IMMUNOLOGY [0302], 24 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DONOR INFORMATION SESSIONS,ACQUISITION OF BODY COMPONENTS - STEM CELLS - ALLOGENEIC [0815], 228 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DONOR PHYSICAL EXAM,ACQUISITION OF BODY COMPONENTS - OTHER DONOR [0819], 257 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,Donor Syphilis IGG AB(Beaker),LABORATORY - IMMUNOLOGY [0302], 67 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DONOR, CHAGAS SCREEN",LABORATORY - IMMUNOLOGY [0302], 108 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DONOR, HIV-1/HCV/HBV NAT",LABORATORY - GENERAL CLASSIFICATION [0300], 317 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DONOR, HTLV I/II AB",LABORATORY - IMMUNOLOGY [0302], 106 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DONOR, RPR",LABORATORY - IMMUNOLOGY [0302], 48 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DONOR, WEST NILE VIRUS NAT",LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306], 39 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DOPPLER COLOR FLOW PBC,CARDIOLOGY - ECHOCARDIOLOGY [0483], 172 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DOPPLER PELVIC-LIMITED,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921], 201 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DOPPLER VENOUS,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921], 375 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DOPPLER VENOUS,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921], 490 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DOPPLER VENOUS - EXTREMITY,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921], 230 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DOPPLER VENOUS - EXTREMITY,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921], 347 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DOPPLER-AORTA COMPLETE,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921], 235 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DOPPLER-AORTA LIMITED,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921], 149 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DOPPLER-PELVIC COMPLETE,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921], 338 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DOPPLER-PELVIC COMPLETE,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921], 346 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DOTTER RETRIEVAL SET,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 526 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DOTTER RTV SET 100 COOK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 444 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,Double Lumen PICC,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278], 224 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DOUBLE Y CONNECTOR,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 305 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DOUBLE-LUMEN OTW EMBO. CATH 5FR. 40CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278], 115 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DOUBLE-LUMEN OTW EMBO. CATH 5FR. 80CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278], 115 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DOXEPIN,LABORATORY - GENERAL CLASSIFICATION [0300], 10 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DPD Gene Mutation (Beaker),LABORATORY - CHEMISTRY [0301], 242 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DPOAE COMPREHENSIVE,AUDIOLOGY - DIAGNOSTIC [0471], 117 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DPOAE COMPREHENSIVE,AUDIOLOGY - DIAGNOSTIC [0471], 117 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DR ABSC CYST HEMATOM - DENTOALVEOLAR,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 54 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DR ABSC CYST HEMATOM - DENTOALVEOLAR,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 54 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAGONFLY CATHETER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]," 1,434 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAIN - PERICARDIAL PLACEMENT,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 217 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAIN ABSCESS/HEMA NECK/THORAX,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 851 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAIN ABSCESS/HEMA NECK/THORAX,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 851 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAIN EXTERNAL EAR LESION,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 210 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAIN EXTERNAL EAR LESION,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 210 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAIN FINGER ABSC; COMPLICATED,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 493 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAIN FINGER ABSC; SIMPLE,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 62 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAIN FINGER ABSC; SIMPLE,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 76 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DRAIN MOUTH ABSC/CYST/HEMAT,COMPLX",SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 209 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAIN OUTER EAR CANAL LESION PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 210 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAIN PERIRECTAL/ANAL ABSCESS,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 579 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAIN PERIRECTAL/ANAL ABSCESS,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 579 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAIN SUBCU ABSC COMPLICAT AST,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 274 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAIN/INJ JOINT/BURSA W/US,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 142 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAIN/INJ JOINT/BURSA W/US,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 177 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAIN/INJ JOINT/BURSA W/US,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 207 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"Drainage abscess or hematoma, nasal, internal approach",OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 102 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE CATH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 31 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE CATH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 31 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE CATH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 31 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE CATH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 179 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE CATH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278], 258 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE CATH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278], 891 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE LIVER - IMG,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 371 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE LIVER - IMG,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 371 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,Drainage Mediastinal Abscess,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 291 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE OF ABSCESS OF PALATE UVULA,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 112 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE OF BREAST LESION PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 169 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE OF EYE PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 703 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE OF EYELID ABSCESS PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 87 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE OF GLAND ABSCESS,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 122 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE OF GLAND ABSCESS,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 143 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DRAINAGE OF HEMATOM W/O INCISION, EXTERNAL EAR",SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 56 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE OF HEMATOMA - IMG,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]," 1,058 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE OF HEMATOMA - IMG,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]," 1,159 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE OF HEMATOMA PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 508 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE OF HEMATOMA PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 508 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE OF MOUTH LESION PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 210 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE OF PELVIC FLUID PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 832 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE OF TONSIL ABSCESS PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 138 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE OF TONSIL ABSCESS PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 167 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE PERITONEAL ABSCESS,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 540 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE PERITONEAL ABSCESS,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 540 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE PERITONEUM (PERCUTAN) IN SUITE,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 656 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE TUBE EXCHANGE IN SUITE,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 826 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE US/FLUORO/CT - IMG,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320]," 1,540 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE US/FLUORO/CT - IMG,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320]," 1,540 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE US/FLUORO/CT PBC,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320], 253 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE W/CATH CHANGE IN SUITE,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320], 216 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE W/CATH CHANGE IN SUITE,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320]," 1,883 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAINAGE-PERITONEUM(PERCUTAN) PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 493 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAPE SPECIAL PROCED 4 PIECE W/FC POUCHES,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 76 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAPE TOWELS 7554,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 3 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRAPE/PULLBACK DEVICE SCI,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 40 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"Dressing Mepilex 6 x 8""",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 34 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"Dressing Mepilex 8 x 20""",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 112 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRESSING SILVERLON 24 X 24,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 313 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRESSING SILVERLON 24 X 24,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 313 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DRESSING, 16 X 16 SILVER MATRI",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 138 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRESSINGS 1 HOUR,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420], 30 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRESSINGS 15 MINS,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420], 14 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRESSINGS 30 MINS,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420], 14 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRESSINGS 45 MINS,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420], 19 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRESSNG CHG NOT FOR BURN,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 179 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRESSNG CHG NOT FOR BURN,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 179 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DRI-AID KIT, BLOWER, OTOEASE",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 2 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRILL BIT BIORAPTOR 2.3 - 72201108,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 56 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRPLA (ATN1) DNA Test (Beaker),LABORATORY - CHEMISTRY [0301], 568 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DRUG ABUSE PANEL 9, SERUM MAIL",LABORATORY - CHEMISTRY [0301], 37 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DRUG ABUSE PANEL 9, SERUM MAIL (Beaker)",LABORATORY - CHEMISTRY [0301], 37 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRUG ABUSE SCREEN (BEAKER),LABORATORY - CHEMISTRY [0301], 41 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRUG INJ DURING BRONCH,GASTRO-INTESTINAL (GI) - GENERAL CLASSIFICATION [0750], 228 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DRUG SCREEN 10 W/CONF, SERUM (SENDOUT)",LABORATORY - CHEMISTRY [0301], 100 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DRUG SCREEN ASSAY, URINE",LABORATORY - GENERAL CLASSIFICATION [0300], 15 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DRUG SCREEN ASSAY, URINE",LABORATORY - GENERAL CLASSIFICATION [0300], 15 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DRUG SCREEN ASSAY, URINE",LABORATORY - GENERAL CLASSIFICATION [0300], 39 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"DRUG SCREEN ASSAY, URINE (BEAKER)",LABORATORY - GENERAL CLASSIFICATION [0300], 39 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRUG-SCREEN ASSAY,LABORATORY - CHEMISTRY [0301], 41 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRUG-SCREEN ASSAY (Beaker),LABORATORY - CHEMISTRY [0301], 41 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRY AND STORE BRICKS (PACK OF 3),MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 4 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRY AND STORE GLOBAL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 38 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DRYSEAL FLEX 65 CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 792 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DS2A004 TOOL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 17 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DS-DNA AUTO AB(CRITHIDIA),LABORATORY - GENERAL CLASSIFICATION [0300], 60 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DSL 12-16F,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 460 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DSL 20 F,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 545 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,DSL 22-26 F,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 604 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,D-STAT DRY HEMOSTATIC BANDAGE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 74 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,D-STAT FLOWABLE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 286 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,D-STAT RADIAL HEMOSTAT BAND,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 106 
