Service Area,Description,Revenue Code,Charge Patient Pay
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTMD WND REPAIR FACE/MM 7.6-12.5 CM,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],447
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTMD WND REPAIR N-HF/GENIT =< 2.5 CM,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],104
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTMD WND REPAIR N-HF/GENIT 2.6 CM TO 7.5 CM,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],243
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTMD WND REPAIR S/A/T/EXT 2.5 CM OR LESS,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],166
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTMD WND REPAIR S/A/T/EXT 2.6 CM TO 7.5 CM,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],211
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTMD WND REPAIR S/TR/EXT,EMERGENCY ROOM - GENERAL CLASSIFICATION [0450],211
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTMD WND REPAIR S/TR/EXT 7.6-12.5 CM,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],224
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTMD WND REPAIR S/TR/EXT PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],300
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTRAABDOMINAL PRESSURE TEST PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],62
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTRANASAL BIOPSY PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],228
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTRANASAL LIVE FLU VACCINE,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],58
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTRAOCULAR LENS TORIC SN SERIES INSURANCE COVERED,MEDICAL/SURGICAL SUPPLIES AND DEVICES - INTRAOCULAR LENS [0276],198
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTRAOCULAR LENS TORIC SN SERIES INSURANCE NON-COV,MEDICAL/SURGICAL SUPPLIES AND DEVICES - INTRAOCULAR LENS [0276],187
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTRAOCULAR SOFT LENS CILCO,MEDICAL/SURGICAL SUPPLIES AND DEVICES - INTRAOCULAR LENS [0276],292
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTRAOSSEOUS INFUSION,EMERGENCY ROOM - GENERAL CLASSIFICATION [0450],39
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTRATYMPANIC INJECTION PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],35
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTRAUTERINE PRESSURE TRANSDUCE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],121
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTRINSIC FACTOR AB,LABORATORY - GENERAL CLASSIFICATION [0300],65
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTRINSIC FACTOR AB (BEAKER),LABORATORY - GENERAL CLASSIFICATION [0300],19
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"INTRO CATH, SUPER/INTER VENA PBC",SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],92
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTRO LONG GI TUBE S&I,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],69
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTRO NEEDLE/CATH VEIN ASST,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],127
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTRODUCER ENDO TUBE 15FR,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],26
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTRODUCER KITS 6FR,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],127
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTRODUCER KITS 8 FR,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],133
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTRODUCER(b),MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],504
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"INTRODUCTION OF NEEDLE OR INTRACATHETER, VEIN",OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],127
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTUBATION,EMERGENCY ROOM - GENERAL CLASSIFICATION [0450],110
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INTUBATION PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],110
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,INVERTED NIPPLE SHIELDS,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],47
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IO ANAL GAST N-STIM SUBSQ PBC,OTHER DIAGNOSTIC SERVICES - GENERAL CLASSIFICATION [0920],38
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IO GA N-STIM SUBSQ W/REPROG PBC,OTHER DIAGNOSTIC SERVICES - GENERAL CLASSIFICATION [0920],53
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IONIZED CALCIUM,LABORATORY - GENERAL CLASSIFICATION [0300],13
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IONIZED CALCIUM,LABORATORY - GENERAL CLASSIFICATION [0300],13
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IONIZED CALCIUM (Beaker),LABORATORY - GENERAL CLASSIFICATION [0300],13
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IONIZED CALCIUM POC,LABORATORY - GENERAL CLASSIFICATION [0300],13
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IONTO ELECTRODE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],6
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IONTOPHORESIS 15 MIN,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430],44
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IONTOPHORESIS EA 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],44
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IPPB CIRCUIT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],8
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IRON ASSAY,LABORATORY - CHEMISTRY [0301],25
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IRON ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],25
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"IRR APHPLT, LEURED, PASC","ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - GENERAL CLASSIFICATION [0390]",327
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IRRADIATION OF BLOOD PRODUCT,LABORATORY - GENERAL CLASSIFICATION [0300],33
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IRRIG OF IMPLANT VENOUS ACC D PBC,IV THERAPY - GENERAL CLASSIFICATION [0260],42
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IRRIG OF IMPLANT VENOUS ACC DE PBC,IV THERAPY - GENERAL CLASSIFICATION [0260],42
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IRRIGATE CORPORA CAVERNOSA FOR PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],155
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IRRIGATION IMPLANTED VENOUS AC,IV THERAPY - GENERAL CLASSIFICATION [0260],42
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IRRIGATION OF BLADDER PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],42
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IRRIGATION TRAY PISTON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ISLET CELL - DIABETES AUTOIMMUNE TEST GRP,LABORATORY - IMMUNOLOGY [0302],23
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ISLET CELL AUTO AB IGG (BEAKER),LABORATORY - IMMUNOLOGY [0302],31
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ISNARE SYSTEM HEXAGONAL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],352
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ISODESE PLAN INTERM,RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333],664
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ISODOSE PLAN COMPLEX,RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333],664
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ISODOSE PLAN SIMPLE,RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333],346
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ISOENZYME PATTERN,LABORATORY - GENERAL CLASSIFICATION [0300],11
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ISOKINETIC EXERCISE EA 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],38
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ISOVIEW PER ML,PHARMACY - DRUGS INCIDENT TO RADIOLOGY [0255],308
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ISOVUE 200 10ML BOTTLE,ANESTHESIA - GENERAL CLASSIFICATION [0370],177
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV ADMIN CONCURRENT,IV THERAPY - GENERAL CLASSIFICATION [0260],24
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV ADMIN CONCURRENT A,IV THERAPY - GENERAL CLASSIFICATION [0260],24
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV ADMIN CONCURRENT CCU,IV THERAPY - GENERAL CLASSIFICATION [0260],24
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV BURETROL SET PEDS,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],24
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV BUTTERFLY 19G X 7/8,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV BUTTERFLY 21G X 3/4,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV BUTTERFLY 23G X 3/4,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV BUTTERFLY 25G X 1/2,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV CATHETER 14 G NEEDLE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV CATHLON 16G X 2 1/4,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV CATHLON 18G X 1 1/4,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],8
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV CATHLON 18G X 2,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV Cathlon 20/22,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],8
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV CATHLON 20G X 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],8
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV CATHLON 20G X 1 1/4,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV CATHLON 22G X 1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],8
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV CATHLON 24G X 3/4,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],11
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV FILTER EXT SET,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],11
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV FILTER NEEDLE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV HYDRATION THERAPY 31-60 MIN,IV THERAPY - GENERAL CLASSIFICATION [0260],140
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV HYDRATION THERAPY EA  ADD HR,IV THERAPY - GENERAL CLASSIFICATION [0260],58
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV INFUS (NON CHEMO) ADDL SEQ,IV THERAPY - GENERAL CLASSIFICATION [0260],67
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV INFUS (NON CHEMO) CONCURREN PBC,IV THERAPY - GENERAL CLASSIFICATION [0260],24
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV INFUS (NON CHEMO) EA ADDL H,IV THERAPY - GENERAL CLASSIFICATION [0260],58
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV INFUS (NON CHEMO) EA ADDL H PBC,IV THERAPY - GENERAL CLASSIFICATION [0260],58
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV INFUSION HYDRATE EA ADD HR,IV THERAPY - GENERAL CLASSIFICATION [0260],64
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV INFUSION HYDRATION 31-60 MIN,IV THERAPY - GENERAL CLASSIFICATION [0260],164
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV INFUSION UP TO 1 HOUR,IV THERAPY - GENERAL CLASSIFICATION [0260],146
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV INFUSION UP TO 1 HOUR PBC,IV THERAPY - GENERAL CLASSIFICATION [0260],146
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV J LOOP EXT SET W/MALE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],11
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV PUSH,IV THERAPY - GENERAL CLASSIFICATION [0260],67
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV PUSH EACH ADD SAME DRUG PBC,IV THERAPY - GENERAL CLASSIFICATION [0260],67
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV PUSH EACH NEW MED,IV THERAPY - GENERAL CLASSIFICATION [0260],67
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV SEQUENTIAL INFUSION,IV THERAPY - GENERAL CLASSIFICATION [0260],67
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV START KIT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV START KIT LATEX FREE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV THERAPY INITIAL UP TO 1 HOUR,IV THERAPY - GENERAL CLASSIFICATION [0260],146
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV THERAPY UP TO 1 HR,IV THERAPY - GENERAL CLASSIFICATION [0260],146
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV Tubing,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],13
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IV VENTED SPIKE ADAPTER 2C-0471,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IVC FILTER PLACEMENT -IMG,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],2333
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IVP EA ADDL SAME DRUG > 30 MIN B,IV THERAPY - GENERAL CLASSIFICATION [0260],67
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IVP EA ADDL SAME DRUG > 30MIN CCU,IV THERAPY - GENERAL CLASSIFICATION [0260],67
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IVP EA ADDL SAME DRUG >30MIN A,IV THERAPY - GENERAL CLASSIFICATION [0260],67
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IVP EA ADDLE SAME DRUG >30MIN LD,IV THERAPY - GENERAL CLASSIFICATION [0260],60
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,IVP W/OR W/O TOMO& W/OR W/O KU,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],441
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"JAK2 V617F MUT DETECTION, QUANT BLOOD - JAK2B",LABORATORY - CHEMISTRY [0301],246
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,JAK2 V617F mutation,LABORATORY - CHEMISTRY [0301],106
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,JAMSHIDI BONE MARROW BIO NEED 11G,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],110
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,JAVID SHUNTS-BARD,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],322
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,JO-1 ANTIBODY,LABORATORY - GENERAL CLASSIFICATION [0300],35
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,JOINT DRAIN - INJECTION,EMERGENCY ROOM - GENERAL CLASSIFICATION [0450],236
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,JOINT SUR 1 VIEW AP PEL FEM TI,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],185
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,JOINT/BURSA INJECTION,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],236
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,JTUBE REPLACE/INJECT/FLOURO,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],141
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,K PAD MODULE 18 X 24,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],18
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,KALTOSTAT 2GM ROPE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],23
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,KALTOSTAT DRESSING 7.5CMX12CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],17
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,KAPPA B CELL ANTIGEN-BY FLOW C,LABORATORY PATHOLOGICAL - CYTOLOGY [0311],48
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,KAPPA LIGHT CHAINS,LABORATORY - CHEMISTRY [0301],37
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,KCI Y CONNECTOR,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],9
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,KEPPRA (LEVETIRACETAM) (Beaker),LABORATORY - GENERAL CLASSIFICATION [0300],62
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,KERLEX BANDAGE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,KETONES UR/BF,LABORATORY - UROLOGY [0307],9
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,KIDNEY STONE ANALYSIS,LABORATORY - CHEMISTRY [0301],20
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,KINAIR BED,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],161
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,KLEIHAUER-BETKE STAIN (BEAKER),LABORATORY - HEMATOLOGY [0305],44
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"KLING BANDAGE 1""",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"KLING BANDAGE 2""",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"KLING BANDAGE 3""",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"KLING BANDAGE 4""",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,KNEE ARTHROGRAM,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],119
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,KNEE BRACE ALL SIZES Z 1620,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],69
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,KNEE CAST,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],118
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"KNEE, 1 OR 2 VIEWS",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],182
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"KNEE, 3 VIEWS",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],212
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,KNEE-COMPL 4 OR MORE VI,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],261
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,KODEL SLING,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],9
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,KOH WET MOUNT PBC,LABORATORY - GENERAL CLASSIFICATION [0300],6
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,K-Y SYRINGES & GEL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,LAB - PROT UR CHECK,LABORATORY - UROLOGY [0307],12
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"Labyrinthotomy, w/perfusion of vestibuloactive drug(s); transcanal",OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],885
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,LACTIC ACID ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],8
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"LACTIC DEHYDROENASE ASSAY, BF",LABORATORY - CHEMISTRY [0301],22
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,LACTIC DEHYDROGENASE ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],23
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,LAMBDA B CELL ANTIGEN-BY FLOW,LABORATORY PATHOLOGICAL - CYTOLOGY [0311],48
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,LAMBDA LIGHT CHAINS,LABORATORY - CHEMISTRY [0301],37
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"LAMOTRIGINE, MAILOUT (Beaker)",LABORATORY - GENERAL CLASSIFICATION [0300],34
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,LARGE LEG BAG 1000ML,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],8
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,LARYNGEAL MASK AIRWAY SIZE 1 DISP,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],47
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,LARYNGEAL MASK AIRWAY SIZE 1.5 DI,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],47
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,LARYNGEAL MASK AIRWAY SIZE 2.5 DI,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],47
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,LARYNGEAL MASK AIRWAY SIZE 4 DISP,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],41
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,LARYNGEAL MASK AIRWAY SIZE 5 DISP,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],41
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,LARYNGEAL SPEECH DEVICE/EVAL,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],17
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,LARYNGOGRAM,SPEECH THERAPY - LANGUAGE PATHOLOGY - EVALUATION OR REEVALUATION [0444],70
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,LARYNGOSCOPY IND; W BX,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],540
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,LARYNGOSCOPY W/EXC OF TUMOR,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],653
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,LARYNGOSCOPY WITH BIOPSY PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],666
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,LARYNGOSCOPY WITH INJECTION PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],647
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"Laser Surgery, Anal Lesion(s)",OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],633
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"LATEX K82, IGE (SENDOUT)",LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],4
