Description, CurrPrice 
ADENOSINE 6MG/2ML PER 1MG SDV,$7.00 
EPINEPHRINE 30MG/30ML INJ,$56.00 
EPINEPHRINE 1MG/10ML SYRINGE,$131.00 
EPINEPHRINE 1MG/1ML P0.1MG SDV,$4.00 
EPINEPHRINE 1MG/10MLP0.1MG SDV,$9.00 
EPINEPHRINE 30MG/30MLP0.1MGMDV,$0.38 
EPINEPHRINE/NS3L1:100KONE-STEP,$2.00 
EPINEPHRINE BSS500ML ONE-STEP,$2.00 
EPINEPHRINE 2MG/D5 250MLP0.1MG,$6.00 
EPINEPHRINE 4MG/D5 250MLP0.1MG,$8.00 
EPINEPHRINE 1MG/1MLP 0.1MG AMP,$14.00 
ALPROSTADIL 500MCG/1MLP1.25MCG,$4.00 
AMIKACIN 1GM PER 100MG SDV,$19.00 
AMINOPHYLLINE 250MG/10ML SDV,$211.00 
AMIODARONE 150MG/3MLP 30MG SDV,$70.00 
AMIODARONE 360MG/200ML P 30MG,$70.00 
AMIODARONE 150MG/100MLP30MG IV,$115.00 
AMPHOTERICIN B 50MG PWVL,$365.00 
AMPHOTERICIN LIP CPX100MGP10MG,$389.00 
AMPHOTERICIN LIPOS 50MG P 10MG,$264.00 
AMPICILLIN SODIUM 2GM INJ,$346.00 
AMPICILLIN 500MG PWVL,$249.00 
AMPICILLIN 1G PER 500MG PWVL,$199.00 
AMPICILLIN 2G PER 500MG PWVL,$15.00 
AMPICILLIN-SULBACTAM 3GM INJ,$219.00 
AMPICILLIN-SULB 1.5G ADV,$164.00 
AMPICILLIN-SULB 3GM ADV P 1.5G,$164.00 
AMPICILLIN-SULB 1.5G PWVL,$132.00 
AMPICILLIN-SULB 3GMP1.5GM PWVL,$75.00 
SUCCINYLCHOLINE200MG/10MLP20MG,$36.00 
HYDRALAZINE 20MG/1ML INJ,$114.00 
ARIPIPRAZOLE ER 400MGP1MG PWVL,$37.00 
AZITHROMYCIN 500MG ADDV,$118.00 
ATROPINE 1MG/10ML P 0.01MG INJ,$1.00 
ATROPINE 1MG/1ML P 0.01MG SDV,$0.44 
BASILIXIMAB 20MG PWVL,"$30,557.00 "
BELIMUMAB 400MG PER 10MG VIAL,$414.00 
DICYCLOMINE 10MG/ML 2ML INJ,$269.00 
BENZTROPINE 2MG/2ML P 1MG SDV,$12.00 
PENICIL G BENZ-PRO 900-300/2ML,$199.00 
PEN G BEN-PRO 1.2MMU/2MLP100K,$116.00 
PENICILLIN G BENZ 1.2MMUP100KU,$151.00 
PENICILLIN G BENZ 600KUP100KU,$175.00 
PENICILLIN G BENZ 2.4MMUP100KU,$75.00 
BUPRENORPHINE 2MG TAB,$8.00 
BUPRENORPHINE 2MG PER 1MG TAB,$4.00 
BUPRENORPHINE 8MG PER 1MG TAB,$8.00 
BUPRENORPHINE-NALOXO 8-2MG TAB,$223.00 
BIVALIRUDIN 250MG PER 1MG PWVL,$34.00 
BOTULINUM TOXIN A PER 1 UNIT,$40.00 
BUSULFAN 60MG INJ,"$10,854.00 "
CALCIUM GLUC 10% 1000MG/10ML,$40.00 
CALCIUM GLUC 10% 1000MG/10ML,$40.00 
"CALCITONIN,SALM,SYN 400IU/2ML",$188.00 
CALCITRIOL 1MCG/1ML P 0.1MCG,$6.00 
CANAKINUMAB 150MG PER 1MG PWVL,$856.25 
LEUCOVORIN CA 50MG/10ML INJ,$46.00 
LEUCOVORIN CA 350MG P50MG PWVL,$178.00 
MEPIVACAINE 1% 30ML P 10ML SDV,$29.00 
MEPIVACAINE 1.5% 30ML P10MLSDV,$29.00 
CEFAZOLIN SODIUM 1GM INJ,$26.00 
CEFAZOLIN 2GM INJ,$145.00 
CEFAZOLIN 1GM PWVL PER 500MG,$199.00 
CEFAZOLIN 1GM ADDV PER 500MG,$233.00 
CEFAZOLIN 500MG PWVL,$20.00 
CEFAZOLIN 2GM/50ML P500MG IVPB,$35.00 
CEFAZOLIN 10GM PER 500MG PWVL,$6.00 
CEFAZOLIN IRR 1G/1L ONE-STEP,$82.00 
CEFAZOLIN IRR 1G/500MLONE-STEP,$82.00 
CEFAZ1G-GENT80-BETA1%-LR 500ML,$187.00 
CEFEPIME 2GM INJ,$298.00 
CEFEPIME 1GM / 50ML INJ,$301.00 
CEFEPIME 1GM PER 500MG ADDV,$101.00 
CEFEPIME 2GM PER 500MG ADDV,$101.00 
CEFEPIME 1GM PER 500MG PWVL,$43.00 
CEFEPIME 2GM/50ML P 500MG IVPB,$84.00 
CEFOXITIN 1GM PWVL,$235.00 
CEFOXITIN 2GM PER 1GM PWVL,$235.00 
CEFTOLOZANE-TAZO 1.5GP75MGPWVL,$87.00 
CEFTRIAXONE 250MG INJ,$115.00 
CEFTRIAXONE 1GM PER 250MG ADDV,$115.00 
CEFTRIAXONE 2GM PER 250MG ADDV,$115.00 
CEFTRIAXONE SODIUM 2GM INJ,$99.00 
CEFTRIAXONE SODIUM 1GM INJ,$115.00 
CEFTRIAXONE 1GM PER 250MG PWVL,$6.00 
CEFUROXIME 1.5GM P 750MG PWVL,$48.00 
BETAMETH-NA PHOS 30MG/3ML P3MG,$58.00 
CAFFEINE CIT 60MG/3ML P5MG SDV,$10.00 
CEFTAROLINE 600MG PER10MG PWVL,$18.00 
CEFTAROLINE 400MG PER 10MGPWVL,$58.00 
CEFTAZIDIME 500MG INJ,$69.00 
CEFTAZIDIME 1GM PER 500MG PWVL,$33.00 
CEFTAZIDIME 2GM PER 500MG PWVL,$29.00 
CIDOFOVIR 375MG/5ML O/S,"$6,908.00 "
"CIDOFOVIR 375MG, INJ","$6,908.00 "
IMIPENEM/CILASTA 500MG P 250MG,$225.00 
CIPROFLOXACIN 400MG INJ,$42.00 
CIPROFLOXACIN 200MG/100ML IVPB,$213.00 
CIPROFLOX 400MG/200MLP200MG,$52.00 
COLISTIMETHATE 150MG INJ,$816.00 
PROCHLORPERAZINE 10MG/2ML INJ,$45.00 
COSYNTROPIN 0.25MG INJ,$279.00 
DAPTOMYCIN 500MG INJ,$4.00 
DAPTOMYCIN 350MG PER 1MG PWVL,$4.00 
DAPTOMYCIN 500MG PER 1MG PWVL,$5.00 
DARBEPOETIN 150MCG NON-ESRD,$79.00 
DARBEPOETIN 25MCG P 1MCG SDV,$79.00 
DARBEPOETIN 300MCG NON-ESRD,"$9,665.00 "
DARBEPOETIN 200MCG NON-ESRD,"$6,443.00 "
DARBEPOETIN 100MCG NON-ESRD,"$6,443.00 "
DARBEPOETIN 40MCG NON-ESRD INJ,"$2,577.00 "
DARBEPOETIN 60MCG P 1MCG SYRNG,$66.00 
DARBEPOETIN 60MCG P 1MCG SDV,$66.00 
DARBEPOETIN 40MCG P 1MCG SDV,$66.00 
DARBEPOETIN 25MCG P 1MCG SYRNG,$66.00 
DARBEPOETIN 100MCG P 1MCG SYR,$66.00 
DARBEPOETIN 100MCG P 1MCG SDV,$66.00 
DARBEPOETIN 200MCGP1MCG SYRNGE,$66.00 
DARBEPOETIN 300MCGP1MCG SYRNGE,$66.00 
DARBEPOETIN 150 MCG P 1MCG SDV,$36.00 
DARBEPOETIN 300MCG P 1MCG SDV,$36.00 
DARBEPOETIN 500MCG P 1MCG SYR,$40.00 
DARBEPOETIN 40MCG ESRD INJ,"$2,577.00 "
DARBEPOETIN 150MCGP1MCG ESR SY,$66.00 
ARGATROBAN 50MG/50MLP1MG NON,$26.00 
ARGATROBAN 250MG/2.5MLP1MG NON,$19.00 
"EPOETIN 10,000U/1MLP1000U SDV",$220.00 
"EPOETIN 20,000U/1MLP1000U MDV",$220.00 
EPOETIN 4000U/1ML P 1000U SDV,$210.00 
"EPOETIN 40,000U/1MLP1000U SDV",$243.00 
DECITABINE 50MG INJ,"$12,637.00 "
DECITABINE 50MG PER 1MG PWVL,$245.00 
DENOSUMAB 60MG/1ML PER 1MG SYR,$97.00 
DENOSUMAB 120MG/1.7ML P1MG SDV,$101.00 
METHYLPRED ACET 40MG/1ML INJ,$47.00 
METHYLPREDNIS ACE 400MG P 80MG,$21.00 
MEDROXYPROGE 150MG/1MLP1MG SDV,$7.00 
DEXAMETHASONE 10MG INJ,$2.00 
DEXAMETHASONE 10MG/1MLP1MG INJ,$2.00 
DEXAMETHASONE 4MG/1ML INJ,$9.00 
DEXAMETHASONE 4MG/1ML P1MG INJ,$1.00 
DEXAMETHASONE 20MG/5MLP1MG INJ,$2.00 
DEXAMETHASONE PF 10MG/1MLP1MG,$2.00 
DIHYDROERGOTAMINE-45 1MG/1ML,$253.00 
ACETAZOLAMIDE 500MG PWVL,$673.00 
DIGOXIN 0.5MG/2ML INJ,$217.00 
DIGOXIN 0.1MG/ML 1ML PED INJ,$227.00 
PHENYTOIN 100MG/2ML INJ 1ML,$15.00 
PHENYTOIN 250MG/5ML INJ 1ML,$15.00 
HYDROMORPHONE 2MG/1ML CJ,$17.00 
HYDROMORPHONE 1MG/1ML CJ,$17.00 
HYDROMORPHONE 30MG/30ML PCA,$212.00 
HYDROMORPHONE 2MG/1ML CJ,$214.00 
HYDROMORPHONE 4MG/1ML CJ,$215.00 
HYDROMORPHONE 1MG/1ML CJ,$17.00 
HYDROMORPHONE 0.5MG/0.5ML SYR,$44.00 
HYDROMORPHONE 2MG/1ML SDV,$15.00 
HYDROMORPHONE 50MG/5MLP4MGSDV,$8.00 
HYDROMORPHONE 50MG/50MLP4MG,$11.35 
DIPHENHYDRAMINE PF 50MG/1MLSDV,$22.00 
DIPHENHYDRAMINE PF 50MG/1MLSDV,$22.00 
DIPHENHYDRAMINE500MG/10MLP50MG,$16.00 
CHLOROTHIAZIDE 500MG PWVL,"$1,082.00 "
METHADONE 200MG/20ML P10MG MDV,$210.00 
DOBUTAMINE 250MG/20ML SDV,$57.00 
DOBUTAMINE 1000MG/250ML P250MG,$73.00 
DOBUTAMINE 500MG/250ML P250MG,$125.00 
DOPAMINE 200MG/5ML P 40MG SDV,$15.00 
DOPAMINE 800MG D5W 250ML P40MG,$9.00 
DOPAMINE 400MG D5W 250ML P40MG,$14.00 
ECULIZMAB 300MG/30ML P10MG SDV,"$1,760.00 "
EPOPROSTENOL 1.5MG P 0.5MG SDV,$444.00 
EPTIFIBATIDE 75MG/100ML P 5MG,$375.00 
EPTIFIBATIDE 20MG/10MLP5MG SDV,$363.00 
ERTAPENEM 1000MG INJ,$640.00 
ERTAPENEM 1 G PER 500MG ADDV,$785.00 
ERTAPENEM 1 G PER 500MG PWVL,$748.00 
ERYTHROMYCIN INJ per 500MG J,$199.00 
ESTROGENS CONJ 25MG/5ML PWVL,$318.00 
ETANERCEPT 50MG/0.98ML P 25MG,"$3,761.00 "
FERRIC CARBOXYMALT 750MG P 1MG,$9.00 
FILGRASTIM 300MCG/1MLP1MCG SDV,$20.00 
FILGRASTIM 480MCG PER 1MCG SDV,$20.00 
FILGRASTIM 480MCG PER 1MCG SYR,$20.00 
TBO-FILGRAST 300MCG/0.5ML SYRG,"$2,995.00 "
TBO-FILGRAST 480MCG/0.5ML SYRG,"$4,794.00 "
TBO-FILGRAST 300MCG/0.5MLP1MCG,$11.00 
TBO-FILGRAST 480MCG/0.8MLP1MCG,$11.00 
FLUCONAZOLE 400MG/200ML IVPB,$313.00 
FLUCONAZOLE 400MG IVPB P 200MG,$682.00 
FLUCONAZOLE 200MG/100ML IVPB,$682.00 
FOSAPREPITANT 150MG INJ,"$4,934.00 "
FOSAPREPITANT 150MG P 1MG PWVL,$36.00 
FOSCARNET 6000MG INJ,$987.00 
FOSCARNET 6GM/250ML P 1000MG,$987.00 
IMMUNE GLOBULIN 5GM INJ,"$3,110.00 "
IMMUNE GLOBULIN 20GM INJ,"$3,110.00 "
IMMUNE GLOB (PRIV) 5G P 500MG,$291.00 
IMMUNE GLOB (PRIV) 1G P 500MG,$291.00 
IMMUNE GLOB (PRIV) 20G P 500MG,$911.00 
IMMUNE GLOB (PRIV) 10G P 500MG,$911.00 
IMMUNE GLOB (PRIV) 40G P 500MG,$443.00 
IMMUNE GLOB(GAMUNEX)1G P 500MG,$682.00 
IMMUNE GLOB (OCTOGAM) 2GP500MG,$647.00 
IMMUNE GLOB (OCTAGAM)20GP500MG,"$1,553.00 "
IMMUNE GLOB (OCTAGAM)10GP500MG,$776.00 
IMMUNE GLOB(GAMM) 20GM P 500MG,$719.00 
IMMUNE GLOB(GAMM) 30GM P 500MG,$719.00 
IMMUNE GLOB(GAMM) 5GM P 500MG,$719.00 
IMMUNE GLOB(GAMM) 10GM P 500MG,$719.00 
IMMUNE GLOB (GAMM) 10G P 500MG,$719.00 
IMMUNE GLOB (GAMM) 5G P 500MG,$719.00 
IMMUNE GLOB(GAMM) 20G P 500 MG,$719.00 
GANCICLOVIR 500MG PWVL,$493.00 
GENTAMICIN 60MG/500 IVPB,$212.00 
GENTAMICIN 80MG/100ML IVPB,$212.00 
GENTAMICIN 800MG/20ML P80MGMDV,$30.00 
GENTAMICIN 20MG/2ML SDV,$34.00 
GENTAMICIN100MG/100ML NS P80MG,$54.00 
GENTAMICIN 80MG/NS 1L IRR,$164.00 
GENT80MG+VANC1G/NS IRR ONESTEP,$264.00 
GLATIRMER 20MG/1ML INJ,"$1,208.00 "
GLUCAGON 1MG PWVL,$988.00 
GRANISETRON 1MG PER 100MCG SDV,$330.00 
HALOPERIDOL LACT 5MG/1ML SDV,$215.00 
HALOPERIDOL DEC 50MG/1ML MDV,$291.00 
HALOPERIDOL DEC 100MG/1MLP50MG,$305.00 
HEPARIN PORCINE 500U/5ML INJ,$36.00 
HEPARIN 500U/5ML P10UFLUSH MDV,$1.00 
HEPARIN PORC 10000U/10ML INJ,$3.00 
HEPARIN 30MU/30ML P 1000U MDV,$3.00 
HEPARIN 300U/3ML P 1000U SYR,$3.00 
HEPARIN PORCINE 25000U/250ML,$123.00 
HEPARIN SOD PORCINE 5000U INJ,$18.00 
HEPARIN 5000U/1ML P 1000U SDV,$1.00 
HEPARIN 1000UNITS/1ML SDV,$9.00 
HEPARIN 10000U/1ML P 1000U SDV,$1.00 
HEPARIN 25000U/250MLP1000U IVP,$3.00 
HEPARIN 2000U/2ML P 1000U SDV,$47.00 
HEPARIN 5000U/NS 500MLONE-STEP,$164.00 
HEPARIN PORCINE 5MU/0.5ML P1MU,$7.00 
ENOXAPARIN 120MG/0.8ML INJ,$33.00 
ENOXAPARIN 30MG/0.3MLP10MG SYR,$33.00 
ENOXAPARIN 100MG/ 1ML INJ,$322.00 
ENOXAPARIN 40MG/ 0.4ML INJ,$129.00 
ENOXAPARIN 40MG/0.4MLP10MG SYR,$33.00 
ENOXAPARIN 60MG/0.6MLP10MG SYR,$33.00 
ENOXAPARIN 80MG/0.8MLP10MG SYR,$33.00 
ENOXAPARIN 300MG/3ML P10MG MDV,$33.00 
ENOXAPARIN 120MG/0.8MLP10MGSYR,$33.00 
ENOXAPARIN 150MG/1ML P10MG SYR,$33.00 
ENOXAPARIN 100MG/1ML P10MG SYR,$64.00 
FONDAPARINUX 10MG/0.8ML P0.5MG,$31.00 
FONDAPARINUX 7.5MG/0.6MLP0.5MG,$43.00 
FONDAPARINUX 5MG/0.4ML P 0.5MG,$63.00 
FONDAPARINUX 2.5MG/0.5MLP0.5MG,$42.00 
TETANUS IMMUNE GLOB 250U/1ML,$255.00 
HYDROCORT SOD SUC 100MG INJ,$145.00 
HYDROCORTISONE SOD SUCC 250MG,$219.00 
HYDROCORT SOD SUC 100MG,$55.00 
HYDROCORT SOD SUC 500MG P100MG,$115.00 
HYDROCORT SOD SUC 250MG P100MG,$114.00 
IBUTILIDE FUM 1MG/10ML INJ,"$4,264.00 "
INFLIXIMAB 100MG PWVL,"$5,801.00 "
INFLIXIMAB 100MG PER 10MG PWVL,"$1,135.00 "
IRON SUCROSE 100MG/5ML P 1MG,$8.00 
PROPRANOLOL 1MG/1ML SDV,$307.00 
INSULIN GLARGINE 300U/3ML PENT,$11.00 
INSULIN REG HUMAN 300U/3ML INJ,$11.00 
INSULIN NPH HUMAN 300U/3ML MDV,$11.00 
INSULIN GLARGINE 1000U/10MLP5U,$11.00 
INSULIN REG HUM 300U/3ML P5U,$4.00 
INSULIN 70-30 NPH-REG 5 UNITS,$5.00 
INSULIN NPH 100U/ML 5 UNITS,$4.00 
INSULIN LISPRO 300U/3ML P 5U,$4.00 
INSULIN NPH 300U/3ML P 5UNITS,$1.00 
INSULIN NPL-LISP 75-25U 3MLP5U,$19.00 
INSULIN NPL-LIS 50-50U 10MLP5U,$4.00 
ISAVUCONAZONIUM 372 PWVL,"$4,299.00 "
ISAVUCONAZONIUM 372MGP1MG PWVL,$11.00 
KETOROLAC 15MG/1ML SDV,$28.00 
KETOROLAC 30MG/1ML P 15MG SDV,$28.00 
KETOROLAC 60MG/2ML P 15MG SDV,$28.00 
LANREOTIDE 120MG/0.5MLP1MG SYR,$476.00 
FUROSEMIDE 40MG/4ML INJ,$10.00 
FUROSEMIDE 100MG/10ML INJ,$10.00 
FUROSEMIDE 40MG/4MLP20MG SDV,$10.00 
FUROSEMID 100MG/10MLP20MG SDV,$8.00 
FUROSEMIDE 20MG/2ML SDV,$16.00 
LEUPROLIDE 11.25MG P 3.75MG IM,"$9,491.00 "
LEUPROLIDE 3.75MG KIT IM,"$9,491.00 "
LEVETIRACETAM  500MG/5ML INJ,$472.00 
LEVETIRACETAM 500MG/5ML P 10MG,$5.00 
LEVETIRACETAM 500MG/100MLP10MG,$7.00 
LEVOFLOXACIN 750MG/ 150ML D5W,$172.00 
LEVOFLOXACIN 500MG/ 100ML D5W,$186.00 
LEVOFLAXACIN 500MG/100MLP250MG,$56.00 
LEVOFLOXACIN 750MG/150MLP250MG,$37.00 
LEVOFLOXACIN 250MG/50ML P250MG,$56.00 
LIDOCAINE 1% 10ML MDV,$16.00 
LIDOCAINE 2G/D5W 500ML P 10MG,$0.29 
LINEZOLID 600MG/300ML IVPB,"$1,615.00 "
LINEZOLID 600MG/300MLP200MG IV,$423.00 
LORAZEPAM 2MG/1ML CJ,$315.00 
LORAZEPAM 4MG/1ML PER 2MG SYRN,$24.00 
LORAZEPAM 50MG/50ML P 2MG IVPB,$25.00 
LORAZEPAM 2MG/1ML SDV,$18.00 
MANNITOL 25% 50ML,$199.00 
MEPERIDINE 100MG/1ML CP,$12.00 
MEPERIDINE 25MG/1ML CP,$212.00 
MEPERIDINE 50 MG/1 ML CP,$212.00 
MEROPENEM 1G PER 100MG PWVL,$61.00 
MEROPENEM 500MG PER 100MG PWVL,$61.00 
METHYLERGONOVINE .2MG/1ML INJ,$199.00 
MICAFUNGIN 100MG/10ML INJ,"$1,528.00 "
MICAFUNGIN 50MG/10ML INJ,$763.00 
MICAFUNGIN 50MG PER 1MG PWVL,$40.00 
MICAFUNGIN 100MG PER 1MG PWVL,$16.00 
MIDAZOLAM 25MG/5ML PER 1MG SDV,$4.00 
MIDAZOLAM 2MG/2ML PER 1MG SDV,$4.00 
MIDAZOLAM 10MG/2ML PER 1MG SDV,$4.00 
MIDAZOLAM 100 MG/100 ML BAG,$155.00 
MIDAZOLAM 2MG/2ML SDV,$8.00 
MIDAZOLAM 5MG/5ML PER 1MG MDV,$6.00 
MIDAZOLAM 50MG/10ML P 1MG SDV,$19.00 
MIDAZOLAM 50MG/NS 50MLP1MG BAG,$9.00 
MILRINONE 20MG/100ML P 5MG,$439.00 
MILRINONE 40MG/200ML P 5MG,$439.00 
MILRINONE 50MG/50ML P 5MG SDV,$30.00 
MORPHINE 2MG/1ML CARP,$8.00 
MORPHINE SULFATE 30MG/30ML PCA,$43.00 
MORPHINE SULFATE 4MG/1ML INJ,$25.00 
MORPHINE PCA 150MG/30ML,$164.00 
MORPHINE 10MG/1ML SRYN,$213.00 
MORPHINE 10MG/1ML CJ,$9.00 
MORPHINE 2MG/1ML CJ,$213.00 
MORPHINE 4MG/1ML CJ,$199.00 
MORPHINE 5MG/1ML SDV,$20.00 
MORPHINE 100MG/NS 100ML P 10MG,$23.00 
MORPHINE 30MG/30ML P 10MG PCA,$43.00 
MORPHINE PF 10MG/10ML SDV,$199.00 
NALBUPHINE 100MG/10MLP10MG MDV,$62.00 
NALBUPHINE 10MG/1ML AMP,$62.00 
NALOXONE 4MG/10ML PER 1MG SDV,$53.00 
NALOXONE 0.4MG/1ML SDV,$31.00 
NALOXONE 2MG/2ML PER 1MG INJ,$230.00 
NATALIZUMAB 300MG PER 1MG SDV,$369.00 
NUSINERSEN 12MG/5ML P0.1MG SDV,"$2,083.33 "
OCRELIZUMAB 300MG/10MLP1MG SDV,$433.00 
OCTREOTIDE LAR 30MG P 1MG INJ,"$1,240.00 "
OCTREOTIDE LAR 20MG P 1MG INJ,"$1,560.00 "
OCTREOTIDE 50MCG/1MLP25MCG SDV,$27.00 
OCTREOTIDE 5MG/5ML P 25MCG MDV,$27.00 
OCTREOTIDE 100MCG/1MLP25MCGSDV,$27.00 
OCTREOTIDE 1MG/5ML P 25MCG MDV,$15.00 
OCTREOTIDE 500MCG/1MLP25MCGSDV,$50.00 
OMALIZUMAB INJ PER 5MG,$361.00 
PHENYLEPHRINE 1% 10MG/1ML SDV,$87.00 
PHENYLEPHRINE 50MG/5ML P10MG,$87.00 
PHENYLEPHRINE 80MG/250ML P1ML,$1.00 
CHLOROPROCAINE 3% 20ML,$199.00 
ONDANSETRON 4MG/2ML SDV,$8.00 
ONDANSETRON 4MG/2ML P 1MG SDV,$8.00 
ONDANSETRON 40MG/20MLP 1MG SDV,$8.00 
PALIFERMIN 6.25MG INJ,$233.00 
PALIFERMIN 6.25MG P 50MCG PWVL,$233.00 
PALIPERIDONE 156MG/1ML P 1MG,$81.00 
PALIPERIDONE 234MG/1.5ML P 1MG,$81.00 
PAMIDRONATE 90MG/10MLP30MG SDV,$78.00 
PAMIDRONATE 60MG/10MLP30MG SDV,$196.00 
PAPAVERINE 60MG/2ML SDV,$199.00 
PALONOSETRON 250MCG/5ML P25MCG,$497.00 
PARICALCITOL 5MCG/ML PER 1 MCG,$82.00 
PEGFILGRASTIM(NEULASTA)6MG SYR,"$47,286.00 "
PEGFILGRASTIM 6MG ON BODY KIT,"$47,286.00 "
PENICILLIN G POT 5MMU P600KSDV,$12.00 
PENICILLIN G POT 20MMU P 600KU,$18.00 
PIPERACILLIN-TAZO 3.375GM INJ,$112.00 
PIPER/TAZOBACTAM 2.25GMSDV INJ,$112.00 
PIPER-TAZO 3.375G P 1.125G ADD,$112.00 
PIPER/TAZOBACTAM 4.5GM SDV INJ,$614.00 
PIPER/TAZO 4.5G P 1.125G ADDV,$38.00 
PIPER-TAZO 3.375G P1.125G PWVL,$33.00 
PIPER-TAZO 2.25G P1.125G PWVL,$22.00 
PIPER-TAZO 4.5G P 1.125G PWVL,$23.00 
PROMETHAZINE 25MG /1ML SDV,$211.00 
PHENOBARBITAL 130MG/1ML INJ,$218.00 
PHENOBARBITAL 65MG/1ML SDV,$220.00 
PLERIXAFOR 24MG INJ,"$48,951.00 "
PLERIXAFLOR 24MG PER 1MG SDV,"$3,083.00 "
OXYTOCIN 10U/1ML INJ,$199.00 
OXYTOCIN 30UNITS NS 500ML P10U,$52.00 
DESMOPRESSIN ACETATE 1MCG/ML,$61.00 
FLUPHENAZINE DEC125MG/5MLP25MG,$198.00 
PROCAINAMIDE 1000MG/10ML INJ,$214.00 
PROCAINAMIDE 1000MG/2ML SDV,$219.00 
OXACILLIN 1GM PER 250MG ADV,$271.00 
OXACILLIN 2GM PER 250MG ADV,$271.00 
OXACILLIN 10GM PER 250MG PWVL,$28.00 
OXACILLIN 2GM PER 250MG PWVL,$28.00 
PROPOFOL 200MG/20ML SDV,$47.00 
PROPOFOL 200MG/20ML P 10MG SDV,$2.00 
PROPOFOL 1000MG/100MLP10MG SDV,$2.00 
NEOSTIGMINE 10MG/10ML MDV,$421.00 
NEOSTIGMINE 10MG/10ML P 0.5MG,$3.00 
PROTAMINE 50MG/5ML P 10MG SDV,$30.00 
METOCLOPRAMIDE 10MG/2ML SDV,$213.00 
RASBURICASE 1.5MG INJ,"$4,461.00 "
RASBURICASE 1.5MG P0.5MG PWVL,"$2,699.00 "
"LEXISCAN(REGADENOSON, .1MG",$340.00 
REGADENOSON 0.4MG/5ML P 0.1MG,$924.00 
RESLIZUMAB 100MG/10ML P1MG SDV,$73.00 
RHO IM GLOB (HYPERRHO) 300MCG,"$1,232.00 "
RHO (D) IGG,"$9,671.00 "
ROPIVACAINE 200GM/100ML P 1MG,$3.00 
ROPIVACAINE 400MG/200MLP1MG PC,$2.00 
ROPIVACAINE 40MG/20ML P1MG SDV,$4.00 
ROPIVICAINE 100MG/20MLP1MG SDV,$3.00 
ROPIVACAINE 150MG/30MLP1MG SDV,$2.00 
ROMIPLOSTIM 250MCG PER 10MCG,$409.00 
SARGRAMOSTIM 250MCG PER 50MCG,"$1,352.00 "
SECRETIN 16MCG PER 1MCG PWVL,$347.00 
FERRIC GLUC CPLX 62.5MGP12.5MG,$58.00 
METHYLPRED SOD SUCC 40MG INJ,$70.00 
METHYLPREDNIS SOD 40MG/1ML,$23.00 
METHYLPREDNIS SOD SUC 500MG,$86.00 
METHYLPREDNIS SOD SUC 1GM 30ML,$105.00 
METHYLPRED SOD SUCC 125MG INJ,$72.00 
METHYLPREDNIS SOD 125MG/2ML,$50.00 
METHYLPREDNISOLONE 1GM P 125MG,$50.00 
METHYLPREDNISOLONE 500MGP125MG,$64.00 
ALTEPLASE 2MG INJ,"$1,228.00 "
ALTEPLASE 2MG PER 1MG PWVL,"$1,228.00 "
ALTEPLASE 50MG PER 1MG INJ,$279.00 
ALTEPLASE 100MG PER 1MG PWVL,$615.00 
FENTANYL 100MCG/2ML INJ,$8.00 
FENTANYL 1MG/20ML P  0.1MG SDV,$8.00 
FENTANYL 1 MG/100 ML D5W INF,$162.00 
FENTANYL 1MG/20ML INJ,$145.00 
TERBUTALINE 1MG/1ML INJ,$228.00 
TESTOSTERONE EN 1G/5MLP1MG MDV,$2.00 
CHLORPROMAZINE 25MG/1ML INJ,$269.00 
CHLORPROMAZINE 50MG/2ML AMP,$214.00 
THYROTROPIN ALFA 1.1MG PWVL,"$1,324.00 "
TIGECYCLINE 50MG PER 1MG PWVL,$20.00 
TRIMETHOBENZAMIDE 200MG/2MLSDV,$216.00 
TOBRAMYCIN 80MG/2ML MDV,$228.00 
TOBRAMYCIN 1.2G PER 80MG PWVL,$92.00 
TOCILIZUMAB 20MG/ML 4ML SDV,"$5,976.00 "
TOCILIZUMAB 80MG/4ML P 1MG SDV,$100.00 
TOCILIZUMAB 400MG/20MLP1MG SDV,$43.00 
TOCILIZUMAB 200MG/10MLP1MG SDV,$37.00 
TREPROSTINIL 100MG/20MLP1MGSDV,$779.00 
TREPROSTINIL 50MG/20MLP1MG SDV,$779.00 
TREPROSTINIL 200MG/20MLP1MGSDV,$779.00 
TREPROSTINIL 20MG/20MLP1MG SDV,$779.00 
TRIAMCIN ACET 50MG/5MLP10MGMDV,$45.00 
TRIAMCIN ACET 200MG/5MLP10MG,$44.00 
TRIAMCIN ACET 40MG/1MLP10MGSDV,$45.00 
USTEKINUMAB 130MG/26MLP1MG SDV,$107.00 
DIAZEPAM 10MG/2ML PER 5MG SDV,$90.00 
VANCOMYCIN 1000MG INJ,$78.00 
VANCOMYCIN 1GM PER 500MG ADDV,$78.00 
VANCOMYCIN 500MG ADDV,$78.00 
VANCOMYCIN 750MG INJ,$75.00 
VANCOMYCIN 500MG SDV,$211.00 
VANCOMYCIN 750MG P 500MG ADDV,$35.00 
VANCOMYCIN 1GM PER 500MG PWVL,$34.00 
VANCOMYCIN 5GM PER 500MG PWVL,$34.00 
VANCOMYCIN 10GM PER 500MG PWVL,$31.00 
VEDOLIZUMAB 300MG PER 1MG PWVL,$171.00 
HYDROXYZINE 50MG/1ML P25MG SDV,$27.00 
THIAMINE (VIT B1)200MG/2ML INJ,$132.00 
