H,ID,Facility                        ,Procedure ,Description                   ,Department     ,Chg Cat ,CPT-4 Eff Date,CPT-4 ,HCPC Eff Date,HCPC   ,Std Chg Eff Date,Std Chg,
D,IX,BEACHWOOD,38251250,S/O STOOL CULTURE VIBRIO      ,86144071382,306,10/1/2016,87081,             ,       ,2/1/2017,206,
D,IX,BEACHWOOD,38251251,S/O CULT SCRN LEGIONELLA      ,86144071382,306,10/1/2016,87081,             ,       ,2/1/2017,25,
D,IX,BEACHWOOD,38251252,S/O CULT SCRN B PERTUSSIS     ,86144071382,306,10/1/2016,87081,             ,       ,2/1/2017,25,
D,IX,BEACHWOOD,38251253,S/O NOCARDIA ACTINOMY         ,86144071382,306,10/1/2016,87081,             ,       ,2/1/2017,161,
D,IX,BEACHWOOD,38251254,S/O CULT SCR LEGIONELLA       ,86144071382,306,10/1/2016,87081,             ,       ,2/1/2017,239,
D,IX,BEACHWOOD,38251255,S/O CULT SCR MRSA             ,86144071382,306,10/1/2016,87081,             ,       ,2/1/2017,239,
D,IX,BEACHWOOD,38251256,S/O CULT SCR STREP            ,86144071382,306,10/1/2016,87081,             ,       ,2/1/2017,239,
D,IX,BEACHWOOD,38251257,S/O CULT SCREEN VRE           ,86144071382,306,10/1/2016,87081,             ,       ,2/1/2017,239,
D,IX,BEACHWOOD,38251258,S/O CULT SCRN GC              ,86144071382,306,10/1/2016,87081,             ,       ,2/1/2017,239,
D,IX,BEACHWOOD,38251259,S/O CULT SCRN PERTUSSIS       ,86144071382,306,10/1/2016,87081,             ,       ,2/1/2017,239,
D,IX,BEACHWOOD,38251260,S/O CULT SCRN STREP GRP A     ,86144071382,306,10/1/2016,87081,             ,       ,2/1/2017,239,
D,IX,BEACHWOOD,38251261,S/O CULT AEROBIC OTHER QN     ,86144071382,306,10/1/2016,87071,             ,       ,2/1/2017,223,
D,IX,BEACHWOOD,38251262,SMEAR CRYPTOSPORIDIUM         ,86144071382,306,10/1/2016,87206,             ,       ,2/1/2017,184,
D,IX,BEACHWOOD,38251263,S/O SMEAR ACID FAST           ,86144071382,306,10/1/2016,87206,             ,       ,2/1/2017,201,
D,IX,BEACHWOOD,38251264,S/O SMEAR ACID FAST           ,86144071382,306,10/1/2016,87206,             ,       ,2/1/2017,181,
D,IX,BEACHWOOD,38251265,IMMUNO SHIGA I                ,86144071382,306,10/1/2016,87899,             ,       ,2/1/2017,73,
D,IX,BEACHWOOD,38251266,IMMUNO SHIGA II               ,86144071382,306,10/1/2016,87899,             ,       ,2/1/2017,73,
D,IX,BEACHWOOD,38251267,S/O CDIFF QK TOX A/B          ,86144071382,306,10/1/2016,87449,             ,       ,2/1/2017,105,
D,IX,BEACHWOOD,38251268,SUSCEPT MIC PER PLATE         ,86144071382,306,10/1/2016,87186,             ,       ,2/1/2017,264,
D,IX,BEACHWOOD,38251269,S/O ANTIMICRO SUSC NONFER     ,86144071382,306,10/1/2016,87186,             ,       ,2/1/2017,37,
D,IX,BEACHWOOD,38251270,S/O ANTIMICRO SUSC STREPT     ,86144071382,306,10/1/2016,87186,             ,       ,2/1/2017,37,
D,IX,BEACHWOOD,38251271,S/O ANTIMICROBIAL SUSCEPT     ,86144071382,306,10/1/2016,87186,             ,       ,2/1/2017,37,
D,IX,BEACHWOOD,38251272,S/O ANTIMICRO SUSCEPT MAI     ,86144071382,306,10/1/2016,87186,             ,       ,2/1/2017,131,
D,IX,BEACHWOOD,38251273,S/O AFB 10 DRUG PLUS          ,86144071382,306,10/1/2016,87186,             ,       ,2/1/2017,456,
D,IX,BEACHWOOD,38251274,S/O AFB RIF/EMB COMBO         ,86144071382,306,10/1/2016,87186,             ,       ,2/1/2017,362,
D,IX,BEACHWOOD,38251275,S/O AZOLE MIC YEAST           ,86144071382,306,10/1/2016,87186,             ,       ,2/1/2017,456,
D,IX,BEACHWOOD,38251276,S/O AZOLE MIC YEAST           ,86144071382,306,10/1/2016,871865,             ,       ,2/1/2017,456,
D,IX,BEACHWOOD,38251277,S/O AMB/CAND MIC YEAST        ,86144071382,306,10/1/2016,87186,             ,       ,2/1/2017,456,
D,IX,BEACHWOOD,38251278,S/O AMB/CAND MIC YEAST        ,86144071382,306,10/1/2016,871869,             ,       ,2/1/2017,456,
D,IX,BEACHWOOD,38251279,S/O 5CF MIC YEAST             ,86144071382,306,10/1/2016,87186,             ,       ,2/1/2017,456,
D,IX,BEACHWOOD,38251280,S/O SUSCEPT MIC PER PLATE     ,86144071382,306,10/1/2016,87186,             ,       ,1/1/2018,31.56,
D,IX,BEACHWOOD,38251281,S/O FLU MIC YEAST             ,86144071382,306,10/1/2016,87186,             ,       ,2/1/2017,457,
D,IX,BEACHWOOD,38251283,S/O NJH-NTM3/5 ADDSGL MIC     ,86144071382,306,10/1/2016,871865,             ,       ,2/1/2017,151,
D,IX,BEACHWOOD,38251284,S/O NJH-NTM4 15 DRUG MIC      ,86144071382,306,10/1/2016,87186,             ,       ,2/1/2017,974,
D,IX,BEACHWOOD,38251285,S/O NJH-NTM6 20 DRUG MIC      ,86144071382,306,10/1/2016,87186,             ,       ,2/1/2017,1364,
D,IX,BEACHWOOD,38251286,S/O NJH-RECOM                 ,86144071382,306,10/1/2016,87186,             ,       ,2/1/2017,333,
D,IX,BEACHWOOD,38251287,S/O NJH-NTM10 10 MIC          ,86144071382,306,10/1/2016,87186,             ,       ,2/1/2017,420,
D,IX,BEACHWOOD,38251288,S/O NJH-NTM10 10 MIC          ,86144071382,306,10/1/2016,871865,             ,       ,2/1/2017,420,
D,IX,BEACHWOOD,38251289,S/O NJH-AFB2 NAAT             ,86144071382,306,10/1/2016,87556,             ,       ,2/1/2017,681,
D,IX,BEACHWOOD,38251290,S/O NJH-MTB7 MTB CPLX ID      ,86144071382,306,10/1/2016,87556,             ,       ,2/1/2017,356,
D,IX,BEACHWOOD,38251291,S/O CG TMA                    ,86144071382,306,10/1/2016,87491,             ,       ,2/1/2017,141,
D,IX,BEACHWOOD,38251292,S/O CHLAMYDIA TRACHOMATIS     ,86144071382,306,10/1/2016,87491,             ,       ,2/1/2017,141,
D,IX,BEACHWOOD,38251293,S/O CHLAMYDIA AMP PROBE       ,86144071382,306,10/1/2016,87491,             ,       ,2/1/2017,139,
D,IX,BEACHWOOD,38251294,S/O HOMOGENIZATION TISSUE     ,86144071382,306,10/1/2016,87176,             ,       ,2/1/2017,97,
D,IX,BEACHWOOD,38251295,IA CRYPTOCOCCUS NEOFOR QL     ,86144071382,306,10/1/2016,87327,             ,       ,2/1/2017,1081,
D,IX,BEACHWOOD,38251296,S/O CULT FUNGUS OTHER         ,86144071382,306,10/1/2016,87102,             ,       ,2/1/2017,309,
D,IX,BEACHWOOD,38251297,CULT SPUTUM                   ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,510,
D,IX,BEACHWOOD,38251298,CULT BODY FLUID               ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,510,
D,IX,BEACHWOOD,38251299,CULT CATHETER TIP             ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,510,
D,IX,BEACHWOOD,38251300,CULT CSF                      ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,510,
D,IX,BEACHWOOD,38251301,CULT EAR                      ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,510,
D,IX,BEACHWOOD,38251302,CULT EYE                      ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,510,
D,IX,BEACHWOOD,38251303,CULT GENITAL                  ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,510,
D,IX,BEACHWOOD,38251304,CULT THROAT                   ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,510,
D,IX,BEACHWOOD,38251305,CULT TISSUE                   ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,510,
D,IX,BEACHWOOD,38251306,CULT UTERUS/PLACENTA          ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,510,
D,IX,BEACHWOOD,38251307,CULTURE BRONCH WASH           ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,510,
D,IX,BEACHWOOD,38251308,CULT NOSE/THROAT              ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,510,
D,IX,BEACHWOOD,38251309,CULTURE NASAL PHARYN          ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,510,
D,IX,BEACHWOOD,38251310,CULTURE OTHER SOURCE          ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,510,
D,IX,BEACHWOOD,38251311,CULTURE BRONCH BRUSH          ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,510,
D,IX,BEACHWOOD,38251312,S/O CULT BONE MARROW          ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,382,
D,IX,BEACHWOOD,38251313,S/O CULT BODY FLUID           ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,528,
D,IX,BEACHWOOD,38251314,S/O CULT BONE MARROW          ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,528,
D,IX,BEACHWOOD,38251315,S/O CULT CSF                  ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,528,
D,IX,BEACHWOOD,38251316,S/O CULT GENITAL              ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,528,
D,IX,BEACHWOOD,38251317,S/O CULT RESPIRATORY          ,86144071382,306,10/1/2016,87070,             ,       ,7/1/2017,35.16,
D,IX,BEACHWOOD,38251318,S/O CULT WOUND                ,86144071382,306,10/1/2016,87070,             ,       ,2/1/2017,528,
D,IX,BEACHWOOD,38251319,CULT AEROBIC ID               ,86144071382,306,10/1/2016,87077,             ,       ,7/1/2017,33,
D,IX,BEACHWOOD,38251320,S/O CULT AETOBIC ID           ,86144071382,306,10/1/2016,87077,             ,       ,2/1/2017,35,
D,IX,BEACHWOOD,38251321,S/O CULT AEROBIC ID           ,86144071382,306,10/1/2016,87077,             ,       ,2/1/2017,138,
D,IX,BEACHWOOD,38251322,S/O NOCARDIA ACTINOMY         ,86144071382,306,10/1/2016,87075,             ,       ,2/1/2017,418,
D,IX,BEACHWOOD,38251323,S/O CULTURE ANAEROBIC         ,86144071382,306,10/1/2016,87075,             ,       ,2/1/2017,418,
D,IX,BEACHWOOD,38251324,S/O CULT BLOOD                ,86144071382,306,10/1/2016,87040,             ,       ,2/1/2017,507,
D,IX,BEACHWOOD,38251325,CULTURE STOOL E COLI          ,86144071382,306,10/1/2016,87046,             ,       ,2/1/2017,244,
D,IX,BEACHWOOD,38251326,CULTURE STOOL CAMPY           ,86144071382,306,10/1/2016,87046,             ,       ,2/1/2017,244,
D,IX,BEACHWOOD,38251327,S/O STOOL CULTURE VIBRIO      ,86144071382,306,10/1/2016,87046,             ,       ,2/1/2017,9,
D,IX,BEACHWOOD,38251328,S/O CULT STOOL VIBRIO         ,86144071382,306,10/1/2016,87046,             ,       ,2/1/2017,124,
D,IX,BEACHWOOD,38251329,S/O CULT SCR YERSINIA         ,86144071382,306,10/1/2016,87046,             ,       ,2/1/2017,124,
D,IX,BEACHWOOD,38251330,S/O CULTURE STOOL CAMPY       ,86144071382,306,10/1/2016,87046,             ,       ,2/1/2017,253,
D,IX,BEACHWOOD,38251331,S/O CHLAMYDIA CULTURE         ,86144071382,306,10/1/2016,87110,             ,       ,2/1/2017,80,
D,IX,BEACHWOOD,38251332,S/O CULT CHLAMYDIA            ,86144071382,306,10/1/2016,87110,             ,       ,2/1/2017,217,
D,IX,BEACHWOOD,38251333,S/O VIRAL CULTURE RESP        ,86144071382,306,10/1/2016,87252,             ,       ,2/1/2017,738,
D,IX,BEACHWOOD,38251334,S/O VIRAL CULT NON-RESP       ,86144071382,306,10/1/2016,87252,             ,       ,2/1/2017,738,
D,IX,BEACHWOOD,38251335,S/O HSV CULTURE DFA           ,86144071382,306,10/1/2016,87252,             ,       ,2/1/2017,738,
D,IX,BEACHWOOD,38251336,S/O VIRAL CULTURE RESP        ,86144071382,306,10/1/2016,87252,             ,       ,2/1/2017,134,
D,IX,BEACHWOOD,38251337,S/O HSV CULTURE               ,86144071382,306,10/1/2016,87252,             ,       ,2/1/2017,738,
D,IX,BEACHWOOD,38251338,S/O V CULT NONRESP CMV        ,86144071382,306,10/1/2016,87252,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38251339,CULT TYP STREP                ,86144071382,306,10/1/2016,87147,             ,       ,2/1/2017,32,
D,IX,BEACHWOOD,38251340,S/O CULT TYP SEROLOGICAL      ,86144071382,306,10/1/2016,87147,             ,       ,2/1/2017,27,
D,IX,BEACHWOOD,38251341,S/O CULT TYPING STREP         ,86144071382,306,10/1/2016,87147,             ,       ,2/1/2017,27,
D,IX,BEACHWOOD,38251342,S/O CULT STOOL SALM/SHIG      ,86144071382,306,10/1/2016,87045,             ,       ,2/1/2017,405,
D,IX,BEACHWOOD,38251343,S/O CULT UR W/COLONY CNT      ,86144071382,306,10/1/2016,87086,             ,       ,2/1/2017,619,
D,IX,BEACHWOOD,38251344,BARBITURATES SCRN NONCHR      ,86144071382,301,              ,      ,             ,       ,2/1/2017,205,
D,IX,BEACHWOOD,38251345,BENZODIAZEPIN SCRN NONCHR     ,86144071382,301,10/1/2016,80300,             ,       ,2/1/2017,205,
D,IX,BEACHWOOD,38251346,CANNABINOID SCRN NONCHR       ,86144071382,301,10/1/2016,80300,             ,       ,2/1/2017,205,
D,IX,BEACHWOOD,38251347,COCAINE SCRN NONCHR           ,86144071382,301,10/1/2016,80300,             ,       ,2/1/2017,205,
D,IX,BEACHWOOD,38251348,METHADONE SCRN NONCHR         ,86144071382,301,10/1/2016,80300,             ,       ,2/1/2017,205,
D,IX,BEACHWOOD,38251349,METHAMPHETAM SCRN NONCHR      ,86144071382,301,10/1/2016,80300,             ,       ,2/1/2017,205,
D,IX,BEACHWOOD,38251350,OPIATES SCREEN NONCHR         ,86144071382,301,10/1/2016,80300,             ,       ,2/1/2017,205,
D,IX,BEACHWOOD,38251351,OXYCODONE SCREEN NONCHR       ,86144071382,301,10/1/2016,80300,             ,       ,2/1/2017,205,
D,IX,BEACHWOOD,38251352,PCP SCREEN NONCHR             ,86144071382,301,10/1/2016,80300,             ,       ,2/1/2017,205,
D,IX,BEACHWOOD,38251353,PROPOXYPHENE SCRN NONCHR      ,86144071382,301,10/1/2016,80300,             ,       ,2/1/2017,205,
D,IX,BEACHWOOD,38251354,SMEAR WET MOUNT INFECT        ,86144071382,306,10/1/2016,87210,             ,       ,2/1/2017,287,
D,IX,BEACHWOOD,38251355,S/O SMEAR INDIA INK           ,86144071382,306,10/1/2016,87210,             ,       ,2/1/2017,297,
D,IX,BEACHWOOD,38251356,S/O SMEAR WET MOUNT INFCT     ,86144071382,306,10/1/2016,87210,             ,       ,2/1/2017,297,
D,IX,BEACHWOOD,38251357,S/O SMEAR GRAM/GEIMSA         ,86144071382,306,10/1/2016,87205,             ,       ,2/1/2017,205,
D,IX,BEACHWOOD,38251358,S/O CYTOMEGALO RAPID CULT     ,86144071382,306,10/1/2016,87254,             ,       ,2/1/2017,361,
D,IX,BEACHWOOD,38251359,S/O VIRUS SHELL VIAL ID       ,86144071382,306,10/1/2016,87254,             ,       ,2/1/2017,111,
D,IX,BEACHWOOD,38251360,S/O SHELL VL EA VIRU2         ,86144071382,306,10/1/2016,87254,             ,       ,2/1/2017,111,
D,IX,BEACHWOOD,38251361,S/O SHELL VL EA VIRU3         ,86144071382,306,10/1/2016,87254,             ,       ,2/1/2017,111,
D,IX,BEACHWOOD,38251362,S/O SHELL VL EA VIRU3         ,86144071382,306,10/1/2016,872545,             ,       ,2/1/2017,77,
D,IX,BEACHWOOD,38251363,S/O SHELL VL EA VIRU4         ,86144071382,306,10/1/2016,87254,             ,       ,2/1/2017,111,
D,IX,BEACHWOOD,38251364,S/O SHELL VL EA VIRU4         ,86144071382,306,10/1/2016,872545,             ,       ,2/1/2017,55,
D,IX,BEACHWOOD,38251365,S/O SHELL VL EA VIRU5         ,86144071382,306,10/1/2016,87254,             ,       ,2/1/2017,111,
D,IX,BEACHWOOD,38251366,S/O SHELL VL EA VIRU5         ,86144071382,306,10/1/2016,872545,             ,       ,2/1/2017,55,
D,IX,BEACHWOOD,38251367,S/O RESP VIRUS RAPID CULT     ,86144071382,306,10/1/2016,87254,             ,       ,2/1/2017,31,
D,IX,BEACHWOOD,38251368,S/O V CULT NONRESP CMV        ,86144071382,306,10/1/2016,87254,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38251369,OVA & PARASITES               ,86144071382,306,10/1/2016,87177,             ,       ,2/1/2017,249,
D,IX,BEACHWOOD,38251370,S/O OVA & PARASITES           ,86144071382,306,10/1/2016,87177,             ,       ,2/1/2017,68,
D,IX,BEACHWOOD,38251371,S/O OVA & PARASITES HCCL      ,86144071382,306,10/1/2016,87177,             ,       ,2/1/2017,62,
D,IX,BEACHWOOD,38251372,S/O 14-3-3 PROTEIN CSF        ,86144071382,302,10/1/2016,86317,             ,       ,2/1/2017,201,
D,IX,BEACHWOOD,38251373,SYPHIL VDRL/RPR QL            ,86144071382,302,10/1/2016,86592,             ,       ,2/1/2017,144,
D,IX,BEACHWOOD,38251374,S/O ELECTROLYTE FECAL         ,86144071382,301,10/1/2016,84302,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38251375,SYPHIL VDRL/RPR QN            ,86144071382,302,10/1/2016,86593,             ,       ,2/1/2017,93,
D,IX,BEACHWOOD,38251376,S/O ACID FAST BACTERIA ID     ,86144071382,306,10/1/2016,87116,             ,       ,2/1/2017,46,
D,IX,BEACHWOOD,38251377,S/O CULTURE AFB/TB/MYCO       ,86144071382,306,10/1/2016,87116,             ,       ,2/1/2017,392,
D,IX,BEACHWOOD,38251378,S/O AMPHETAMINES MECONIUM     ,86144071382,301,10/1/2016,80324,             ,       ,2/1/2017,69,
D,IX,BEACHWOOD,38251379,CULT ANAEROBIC ID             ,86144071382,306,10/1/2016,87076,             ,       ,2/1/2017,108,
D,IX,BEACHWOOD,38251380,S/O CULT ANAEROBIC ID         ,86144071382,306,10/1/2016,87076,             ,       ,2/1/2017,112,
D,IX,BEACHWOOD,38251381,S/O BARBITUATES MECONIUM      ,86144071382,301,10/1/2016,80345,             ,       ,2/1/2017,49,
D,IX,BEACHWOOD,38251382,S/O CANNABINOIDS MECONIUM     ,86144071382,301,10/1/2016,80349,             ,       ,2/1/2017,80,
D,IX,BEACHWOOD,38251383,S/O ELECTROLYTE FECAL         ,86144071382,301,10/1/2016,82438,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38251384,S/O COCAINE MECONIUM          ,86144071382,301,10/1/2016,80353,             ,       ,2/1/2017,64,
D,IX,BEACHWOOD,38251385,COCCIDIOIDES AB IGM           ,86144071382,302,10/1/2016,86635,             ,       ,2/1/2017,568,
D,IX,BEACHWOOD,38251386,S/O COCCI IMM AB IMMUNDIF     ,86144071382,302,10/1/2016,86635,             ,       ,2/1/2017,80,
D,IX,BEACHWOOD,38251387,S/O COCCIDIOIDES AB CF        ,86144071382,302,10/1/2016,86635,             ,       ,2/1/2017,711,
D,IX,BEACHWOOD,38251388,S/O CULT FUNGUS ID YEAST      ,86144071382,306,10/1/2016,87106,             ,       ,2/1/2017,67,
D,IX,BEACHWOOD,38251389,S/O PARASIT STAIN MAF         ,86144071382,306,10/1/2016,87207,             ,       ,2/1/2017,14,
D,IX,BEACHWOOD,38251390,S/O MICROSPORIDIA STN         ,86144071382,306,10/1/2016,87207,             ,       ,2/1/2017,29,
D,IX,BEACHWOOD,38251391,S/O PERTUS DNA/BP BPP         ,86144071382,306,10/1/2016,87798,             ,       ,2/1/2017,139,
D,IX,BEACHWOOD,38251392,S/O PERTUS DNA/BP BPP         ,86144071382,306,10/1/2016,87798,             ,       ,2/1/2017,139,
D,IX,BEACHWOOD,38251393,S/O LEGIONELL SPEC QL PCR     ,86144071382,306,10/1/2016,87798,             ,       ,2/1/2017,154,
D,IX,BEACHWOOD,38251394,S/O RESP MULTI PNL NP         ,86144071382,306,10/1/2016,87798,             ,       ,2/1/2017,148.01,
D,IX,BEACHWOOD,38251395,S/O MICROSPORIDIA PCR         ,86144071382,306,10/1/2016,87798,             ,       ,2/1/2017,136,
D,IX,BEACHWOOD,38251396,S/O MICROSPORIDIA PCR         ,86144071382,306,10/1/2016,877985,             ,       ,2/1/2017,136,
D,IX,BEACHWOOD,38251397,S/O OPIATES MECONIUM          ,86144071382,301,10/1/2016,80361,             ,       ,2/1/2017,86,
D,IX,BEACHWOOD,38251398,S/O PHENCYCLIDIN MECONIUM     ,86144071382,301,10/1/2016,83992,             ,       ,2/1/2017,59,
D,IX,BEACHWOOD,38251399,OVA & PARASITES               ,86144071382,306,10/1/2016,87209,             ,       ,2/1/2017,135,
D,IX,BEACHWOOD,38251400,S/O OVA & PARASITES           ,86144071382,306,10/1/2016,87209,             ,       ,2/1/2017,71,
D,IX,BEACHWOOD,38251401,S/O OVA & PARASITES HCCL      ,86144071382,306,10/1/2016,87209,             ,       ,2/1/2017,62,
D,IX,BEACHWOOD,38251402,S/O TISS EXAM FUNG/ECTOPR     ,86144071382,306,10/1/2016,87220,             ,       ,2/1/2017,266,
D,IX,BEACHWOOD,38251403,S/O ELECTROLYTE FECAL         ,86144071382,301,10/1/2016,84999,             ,       ,2/1/2017,54,
D,IX,BEACHWOOD,38251404,S/O CYTOMEGALOVIRUS PCR       ,86144071382,306,10/1/2016,87497,             ,       ,2/1/2017,161,
D,IX,BEACHWOOD,38251405,S/O OPIATES MECONIUM          ,86144071382,301,10/1/2016,80365,             ,       ,2/1/2017,280,
D,IX,BEACHWOOD,38251406,S/O BENZODIAZEP MECONIUM      ,86144071382,301,10/1/2016,80347,             ,       ,2/1/2017,82,
D,IX,BEACHWOOD,38251407,S/O PARASIT STAIN MAF         ,86144071382,306,10/1/2016,87015,             ,       ,2/1/2017,35,
D,IX,BEACHWOOD,38251408,S/O MICROSPORIDIA STN         ,86144071382,306,10/1/2016,87015,             ,       ,2/1/2017,25,
D,IX,BEACHWOOD,38251409,S/O CONCENTRATION ANY         ,86144071382,306,10/1/2016,87015,             ,       ,2/1/2017,26,
D,IX,BEACHWOOD,38251410,S/O CONCENTRATION ANY         ,86144071382,306,10/1/2016,87015,             ,       ,2/1/2017,79,
D,IX,BEACHWOOD,38251411,S/O SUSCEPT B-LACTAM EA       ,86144071382,306,10/1/2016,87185,             ,       ,2/1/2017,25,
D,IX,BEACHWOOD,38251412,S/O CULT FUNGUS BLOOD         ,86144071382,306,10/1/2016,87103,             ,       ,2/1/2017,330,
D,IX,BEACHWOOD,38251413,S/O AFB 10 DRUG PLUS          ,86144071382,306,10/1/2016,87181,             ,       ,2/1/2017,441,
D,IX,BEACHWOOD,38251414,S/O SUSCEPT AGAR              ,86144071382,306,10/1/2016,87181,             ,       ,2/1/2017,40,
D,IX,BEACHWOOD,38251415,S/O NJH-NTM10 10 MIC          ,86144071382,306,10/1/2016,87181,             ,       ,2/1/2017,420,
D,IX,BEACHWOOD,38251416,VERIGENE ID BY DNA            ,86144071382,306,10/1/2016,87149,             ,       ,2/1/2017,146,
D,IX,BEACHWOOD,38251417,S/O COCCI IMMITIS ID DNA      ,86144071382,306,10/1/2016,87149,             ,       ,2/1/2017,226,
D,IX,BEACHWOOD,38251418,S/O AFB ID MTB DNA PROBE      ,86144071382,306,10/1/2016,87149,             ,       ,2/1/2017,201,
D,IX,BEACHWOOD,38251419,S/O AFB ID MAI DNA PROBE      ,86144071382,306,10/1/2016,87149,             ,       ,2/1/2017,155,
D,IX,BEACHWOOD,38251420,S/O AFB ID MYCO SPECI DNA     ,86144071382,306,10/1/2016,87149,             ,       ,2/1/2017,155,
D,IX,BEACHWOOD,38251421,S/O VERIGENE GRAM NEG         ,86144071382,306,10/1/2016,87149,             ,       ,2/1/2017,151,
D,IX,BEACHWOOD,38251422,S/O CULT TYP ID DIRT ORG      ,86144071382,306,10/1/2016,87149,             ,       ,2/1/2017,151,
D,IX,BEACHWOOD,38251423,S/O VERIGENE GRAM POS         ,86144071382,306,10/1/2016,87149,             ,       ,2/1/2017,83,
D,IX,BEACHWOOD,38251424,S/O VERIGENE GRAM POS         ,86144071382,306,10/1/2016,871495,             ,       ,2/1/2017,83,
D,IX,BEACHWOOD,38251425,S/O CULT TYPE IF HSV          ,86144071382,306,10/1/2016,87140,             ,       ,2/1/2017,28,
D,IX,BEACHWOOD,38251426,S/O CULT TYPE IF HSV          ,86144071382,306,10/1/2016,87140,             ,       ,2/1/2017,96,
D,IX,BEACHWOOD,38251427,S/O RHEUTAMOID FACTOR BLD     ,86144071382,302,10/1/2016,86431,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38251428,S/O RESP VIR DFA WRFX         ,86144071382,306,10/1/2016,87279,             ,       ,2/1/2017,151,
D,IX,BEACHWOOD,38251429,S/O RESP VIR DFA WRFX         ,86144071382,306,10/1/2016,87279,             ,       ,2/1/2017,204,
D,IX,BEACHWOOD,38251430,S/O RESP MULTIPLX N/P         ,86144071382,306,10/1/2016,87279,             ,       ,2/1/2017,85,
D,IX,BEACHWOOD,38251431,S/O VIRAL CLT NRESP DEFIF     ,86144071382,306,10/1/2016,87253,             ,       ,2/1/2017,103,
D,IX,BEACHWOOD,38251432,S/O HSV CULTURE DFA           ,86144071382,306,10/1/2016,87253,             ,       ,2/1/2017,134,
D,IX,BEACHWOOD,38251433,S/O VIRAL CLT RESP DEF IF     ,86144071382,306,10/1/2016,87253,             ,       ,2/1/2017,134,
D,IX,BEACHWOOD,38251434,S/O HSV CULTURE               ,86144071382,306,10/1/2016,87253,             ,       ,2/1/2017,134,
D,IX,BEACHWOOD,38251435,S/O V CULT NRESP CMV DFID     ,86144071382,306,10/1/2016,87253,             ,       ,2/1/2017,57,
D,IX,BEACHWOOD,38251436,S/O RESP VIR DFA WRFX         ,86144071382,306,10/1/2016,87299,             ,       ,2/1/2017,135,
D,IX,BEACHWOOD,38251437,S/O RESP MULTIPLX N/P         ,86144071382,306,10/1/2016,87299,             ,       ,2/1/2017,85,
D,IX,BEACHWOOD,38251438,S/O SHIGA TOXIN TEST          ,86144071382,306,10/1/2016,87427,             ,       ,2/1/2017,148,
D,IX,BEACHWOOD,38251439,S/O CLOS DIF TOX AMP PROB     ,86144071382,306,10/1/2016,87493,             ,       ,2/1/2017,285,
D,IX,BEACHWOOD,38251440,S/O OCCULT BLOOD FECES QL     ,86144071382,301,10/1/2016,82272,             ,       ,2/1/2017,33,
D,IX,BEACHWOOD,38251441,S/O METHADONE MECONIUM        ,86144071382,301,10/1/2016,80358,             ,       ,2/1/2017,72,
D,IX,BEACHWOOD,38251442,ASO SCREEN                    ,86144071382,302,10/1/2016,86063,             ,       ,2/1/2017,300,
D,IX,BEACHWOOD,38251443,CULT FUNGUS ID MOLD           ,86144071382,306,10/1/2016,87107,             ,       ,2/1/2017,72,
D,IX,BEACHWOOD,38251444,IA ROTAVIRUS QL               ,86144071382,306,10/1/2016,87425,             ,       ,2/1/2017,212,
D,IX,BEACHWOOD,38251445,MACRO EXAM ARTHROPOD          ,86144071382,306,10/1/2016,87168,             ,       ,2/1/2017,262,
D,IX,BEACHWOOD,38251446,S/O LEGIONELL SPEC QL PCR     ,86144071382,306,10/1/2016,87541,             ,       ,2/1/2017,136,
D,IX,BEACHWOOD,38251447,S/O PHOSPHATIDYLGLYCEROL      ,86144071382,301,10/1/2016,84081,             ,       ,2/1/2017,63,
D,IX,BEACHWOOD,38251448,S/O CHYLOMICRON SCRN BF       ,86144071382,301,10/1/2016,82664,             ,       ,2/1/2017,89,
D,IX,BEACHWOOD,38251449,S/O CULT AETOBIC ID SEQ       ,86144071382,306,10/1/2016,87153,             ,       ,2/1/2017,33,
