H,ID,Facility                        ,Procedure ,Description                   ,Department     ,Chg Cat ,CPT-4 Eff Date,CPT-4 ,HCPC Eff Date,HCPC   ,Std Chg Eff Date,Std Chg
D,IU,AVON,92030643,ACYCLOVIR SOD 50MG/ML VL      ,86424088320,250,              ,      ,             ,       ,6/1/2017,200.7
D,IU,AVON,92030644,ACYCLOVIR SOD 50MG/ML VL      ,86424088320,250,              ,      ,             ,       ,6/1/2017,24.95
D,IU,AVON,92030974,ALLOPURINOL 100MG TAB         ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92031579,AMITRIPTYLINE HCL 10MG TAB    ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92031808,AMOX TR-K CLV 500-125MG TAB   ,86424088320,250,              ,      ,             ,       ,6/1/2017,19.75
D,IU,AVON,92031815,AMOX TR-K CLV 875-125MG TAB   ,86424088320,250,              ,      ,             ,       ,6/1/2017,27.05
D,IU,AVON,92032567,ASCOMP W/CODEINE CAPSULE      ,86424088320,250,              ,      ,             ,       ,6/1/2017,6.75
D,IU,AVON,92033592,BENICAR 40MG TAB              ,86424088320,250,              ,      ,             ,       ,6/1/2017,26.52
D,IU,AVON,92034154,BUMETANIDE 1MG TAB            ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92034181,BUPROPION HCL 75MG TAB        ,86424088320,250,              ,      ,             ,       ,6/1/2017,3.1
D,IU,AVON,92034244,BUSPIRONE HCL 15MG TAB        ,86424088320,250,              ,      ,             ,       ,6/1/2017,8.85
D,IU,AVON,92036033,CHLORDIAZEPOXIDE 5MG CAP      ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92036147,CHLORPROMAZINE 10MG TAB       ,86424088320,250,              ,      ,             ,       ,6/1/2017,1.05
D,IU,AVON,92036195,CHLORTHALIDONE 25MG TAB       ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92036911,CLIMARA 0.1MG/DAY PATCH       ,86424088320,250,              ,      ,             ,       ,6/1/2017,37.95
D,IU,AVON,92036988,CLOBETASOL 0.05% CREAM        ,86424088320,250,              ,      ,             ,       ,6/1/2017,100.35
D,IU,AVON,92037040,CLONAZEPAM 0.5MG TAB          ,86424088320,250,              ,      ,             ,       ,6/1/2017,3.65
D,IU,AVON,92037235,CLONIDINE HCL 0.2MG TAB       ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92037352,CLOTRIMAZOLE/BETAMETH CREAM   ,86424088320,250,              ,      ,             ,       ,6/1/2017,213.2
D,IU,AVON,92038208,DESOXIMETASONE 0.05PCT GEL    ,86424088320,250,              ,      ,             ,       ,6/1/2017,126.35
D,IU,AVON,92038481,DIAZEPAM 2MG TAB              ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92038837,DICYCLOMINE 10MG CAP          ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92038875,DICYCLOMINE 20MG TAB          ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92039172,DILTIAZEM 30MG TAB            ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92039284,DILTIAZEM HCL 180MG CAP SA    ,86424088320,250,              ,      ,             ,       ,6/1/2017,6.25
D,IU,AVON,92039532,DIPHENHYDRAMINE 50MG/ML VL    ,86424088320,250,              ,      ,             ,       ,6/1/2017,13
D,IU,AVON,92039572,DIPHENOXYLATE/ATROPINE TAB    ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92040010,DOXEPIN 25MG CAP              ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92040048,DOXEPIN 50MG CAP              ,86424088320,250,              ,      ,             ,       ,6/1/2017,10.9
D,IU,AVON,92040264,DOXYCYCLINE 100MG VL          ,86424088320,250,              ,      ,             ,       ,6/1/2017,63.95
D,IU,AVON,92040467,ECONAZOLE NITRATE 1% CREAM    ,86424088320,250,              ,      ,             ,       ,6/1/2017,90.5
D,IU,AVON,92040871,EPIPEN 0.3 MG 2-PAK AUTO-INJEC,86424088320,250,              ,      ,             ,       ,6/1/2017,226.2
D,IU,AVON,92040896,"EPOGEN 20,000U/ML VL          ",86424088320,250,              ,      ,             ,       ,6/1/2017,1155.45
D,IU,AVON,92041518,ETODOLAC 400MG TAB            ,86424088320,250,              ,      ,             ,       ,6/1/2017,6.25
D,IU,AVON,92041569,ETODOLAC 500MG TABLET         ,86424088320,250,              ,      ,             ,       ,6/1/2017,1.7
D,IU,AVON,92042011,FLUOCINONIDE 0.05PCT SOLUTION ,86424088320,250,              ,      ,             ,       ,6/1/2017,117
D,IU,AVON,92042032,FLUOROMETHOLONE 0.1% DROPS    ,86424088320,250,              ,      ,             ,       ,6/1/2017,68.1
D,IU,AVON,92042168,FLUPHENAZINE 5MG TAB          ,86424088320,250,              ,      ,             ,       ,6/1/2017,4.15
D,IU,AVON,92042418,FUROSEMIDE 20MG TAB           ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92042622,GENTAMICIN 3MG/ML EYE DROPS   ,86424088320,250,              ,      ,             ,       ,6/1/2017,41.1
D,IU,AVON,92042731,GLUCAGEN 1MG VL               ,86424088320,250,              ,      ,             ,       ,6/1/2017,321.9
D,IU,AVON,92042827,GLYBURIDE 2.5MG TAB           ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92042968,GOLYTELY SOL                  ,86424088320,250,              ,      ,             ,       ,6/1/2017,80.1
D,IU,AVON,92043331,HALOPERIDOL LAC 5MG/ML VL     ,86424088320,250,              ,      ,             ,       ,6/1/2017,47.85
D,IU,AVON,92043492,HEPARIN IV FLUSH 10U/ML SYRING,86424088320,250,              ,      ,             ,       ,6/1/2017,13
D,IU,AVON,92043680,HYDRALAZINE 20MG/ML VL        ,86424088320,250,              ,      ,             ,       ,6/1/2017,65
D,IU,AVON,92044550,HYDROXYUREA 500MG CAP         ,86424088320,250,              ,      ,             ,       ,6/1/2017,5.7
D,IU,AVON,92044807,HYOSCYAMINE 0.375MG TAB SA    ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92045400,IBUPROFEN 600MG TAB           ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92045623,IMIPRAMINE HCL 10MG TAB       ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92045760,INDAPAMIDE 2.5MG TAB          ,86424088320,250,              ,      ,             ,       ,6/1/2017,3.65
D,IU,AVON,92046422,KETOCONAZOLE 200MG TAB        ,86424088320,250,              ,      ,             ,       ,6/1/2017,13.5
D,IU,AVON,92046811,LEVOBUNOLOL 0.5% EYE DROPS    ,86424088320,250,              ,      ,             ,       ,6/1/2017,71.75
D,IU,AVON,92047009,LIDOCAINE 2% VISCOUS SOL      ,86424088320,250,              ,      ,             ,       ,6/1/2017,11.95
D,IU,AVON,92047046,LIDODERM 5% PATCH             ,86424088320,250,              ,      ,             ,       ,6/1/2017,23.9
D,IU,AVON,92047307,LOPERAMIDE 2MG CAP            ,86424088320,250,              ,      ,             ,       ,6/1/2017,3.1
D,IU,AVON,92047901,MAGNESIUM SULFATE 50% VL      ,86424088320,250,              ,      ,             ,       ,6/1/2017,13
D,IU,AVON,92047909,MAGNESIUM-OXIDE 400MG TAB     ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92048588,METHOTREXATE 2.5MG TAB        ,86424088320,250,              ,      ,             ,       ,6/1/2017,17.15
D,IU,AVON,92048632,METHYLDOPA 250MG TAB          ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92048645,METHYLDOPA 500MG TAB          ,86424088320,250,              ,      ,             ,       ,6/1/2017,3.1
D,IU,AVON,92048722,METHYLPREDNISOLONE 4MG TAB    ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92048859,METOPROLOL 50MG TAB           ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92048992,METRONIDAZOLE 500MG TAB       ,86424088320,250,              ,      ,             ,       ,6/1/2017,5.2
D,IU,AVON,92049123,MICONAZOLE NITRATE 2% CREAM   ,86424088320,250,              ,      ,             ,       ,6/1/2017,31.2
D,IU,AVON,92049327,MINOCYCLINE 50MG CAP          ,86424088320,250,              ,      ,             ,       ,6/1/2017,7.3
D,IU,AVON,92049387,MISOPROSTOL 200MCG TAB        ,86424088320,250,              ,      ,             ,       ,6/1/2017,5.2
D,IU,AVON,92049732,NADOLOL 20MG TAB              ,86424088320,250,              ,      ,             ,       ,6/1/2017,4.15
D,IU,AVON,92049940,NAPROXEN 375MG TAB            ,86424088320,250,              ,      ,             ,       ,6/1/2017,4.7
D,IU,AVON,92050426,NEO/POLYMYXIN/HC EAR SOL      ,86424088320,250,              ,      ,             ,       ,6/1/2017,96.2
D,IU,AVON,92050516,NEUPOGEN 300MCG/ML VL         ,86424088320,250,              ,      ,             ,       ,6/1/2017,897.5
D,IU,AVON,92050658,NIACIN 250MG TABLET SA        ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92050859,NITROFURANTOIN MCR 50MG CAP   ,86424088320,250,              ,      ,             ,       ,6/1/2017,4.7
D,IU,AVON,92050891,NITROGLYCERIN 0.4MG/HR PTCH   ,86424088320,250,              ,      ,             ,       ,6/1/2017,11.95
D,IU,AVON,92050894,NITROGLYCERIN 0.6MG/HR PTCH   ,86424088320,250,              ,      ,             ,       ,6/1/2017,11.95
D,IU,AVON,92051289,NYSTATIN/TRIAMCINOLONE CREAM  ,86424088320,250,              ,      ,             ,       ,6/1/2017,28.6
D,IU,AVON,92051679,OXYTROL 3.9MG/24HR PATCH      ,86424088320,250,              ,      ,             ,       ,6/1/2017,46.3
D,IU,AVON,92052050,PENTASA 250MG CAP SA          ,86424088320,250,              ,      ,             ,       ,6/1/2017,3.1
D,IU,AVON,92052078,PENTOXIFYLLINE 400MG TAB SA   ,86424088320,250,              ,      ,             ,       ,6/1/2017,3.1
D,IU,AVON,92052808,PHOS-NAK PACKET               ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92052809,PHOSPHA 250 NEUTRAL TAB       ,86424088320,250,              ,      ,             ,       ,6/1/2017,0.5
D,IU,AVON,92052848,PILOCARPINE 1% EYE DROPS      ,86424088320,250,              ,      ,             ,       ,6/1/2017,40.05
D,IU,AVON,92052854,PILOCARPINE 2% EYE DROPS      ,86424088320,250,              ,      ,             ,       ,6/1/2017,50.95
D,IU,AVON,92053358,PREDNISOLONE AC 1% EYE DROPS  ,86424088320,250,              ,      ,             ,       ,6/1/2017,54.6
D,IU,AVON,92053957,PROCHLORPERAZINE 5MG TAB      ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92053981,PROCRIT 10000U/ML VL          ,86424088320,250,              ,      ,             ,       ,6/1/2017,635.45
D,IU,AVON,92053986,PROCRIT 2000U/ML VL           ,86424088320,250,              ,      ,             ,       ,6/1/2017,115.45
D,IU,AVON,92053988,PROCRIT 3000U/ML VL           ,86424088320,250,              ,      ,             ,       ,6/1/2017,173.15
D,IU,AVON,92054016,PROCTOZONE-HC 2.5% CRM        ,86424088320,250,              ,      ,             ,       ,6/1/2017,22.9
D,IU,AVON,92054083,PROMETHAZINE 6.25MG/5ML SYRING,86424088320,250,              ,      ,             ,       ,6/1/2017,31.7
D,IU,AVON,92054426,PROPRANOLOL 20MG TAB          ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92055233,RIFAMPIN 300MG CAPSULE        ,86424088320,250,              ,      ,             ,       ,6/1/2017,8.3
D,IU,AVON,92055234,RIFAMPIN 600MG VL             ,86424088320,250,              ,      ,             ,       ,6/1/2017,335.4
D,IU,AVON,92055493,SELENIUM SULF 2.5PCT SHAMPOO  ,86424088320,250,              ,      ,             ,       ,6/1/2017,49.4
D,IU,AVON,92055592,SILVADENE 1PCT CREAM          ,86424088320,250,              ,      ,             ,       ,6/1/2017,22.35
D,IU,AVON,92055868,SODIUM CHLORIDE 0.9PCT VIAL   ,86424088320,250,              ,      ,             ,       ,6/1/2017,13
D,IU,AVON,92056296,SULFASALAZINE 500MG TAB       ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92056628,TEMAZEPAM 15MG CAP            ,86424088320,250,              ,      ,             ,       ,6/1/2017,3.1
D,IU,AVON,92057149,FOLIC ACID 1MG TAB            ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92057167,THIOTHIXENE 5MG CAP           ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92057382,TIMOLOL 0.5% EYE DROPS        ,86424088320,250,              ,      ,             ,       ,6/1/2017,73.3
D,IU,AVON,92057498,TOBRAMYCIN 0.3% EYE DROPS     ,86424088320,250,              ,      ,             ,       ,6/1/2017,65
D,IU,AVON,92058607,VALPROATE SOD 500MG/5ML VL    ,86424088320,250,              ,      ,             ,       ,6/1/2017,53.55
D,IU,AVON,92058849,VERAPAMIL 180MG TAB SA        ,86424088320,250,              ,      ,             ,       ,6/1/2017,5.2
D,IU,AVON,92060017,ZETIA 10MG TAB                ,86424088320,250,              ,      ,             ,       ,6/1/2017,11.45
D,IU,AVON,92060215,ZOVIRAX 5PCT CREAM            ,86424088320,250,              ,      ,             ,       ,6/1/2017,370.75
D,IU,AVON,92060289,COMTAN 200MG TAB              ,86424088320,250,              ,      ,             ,       ,6/1/2017,8.85
D,IU,AVON,92060293,S-2 2.25% SOL                 ,86424088320,250,              ,      ,             ,       ,6/1/2017,81.1
D,IU,AVON,92060328,CATHFLO ACTIVASE 2MG VL       ,86424088320,250,              ,      ,             ,       ,6/1/2017,334.35
D,IU,AVON,92060374,MAPAP 325MG TAB               ,86424088320,250,              ,      ,             ,       ,6/1/2017,0.5
D,IU,AVON,92060384,THERA-PLUS LIQUID             ,86424088320,250,              ,      ,             ,       ,6/1/2017,18.7
D,IU,AVON,92060389,ABILIFY 5MG TAB               ,86424088320,250,              ,      ,             ,       ,6/1/2017,9.35
D,IU,AVON,92060621,CIPRODEX OTIC SUSP            ,86424088320,250,              ,      ,             ,       ,6/1/2017,357.75
D,IU,AVON,92060684,CRESTOR 5MG TAB               ,86424088320,250,              ,      ,             ,       ,6/1/2017,13
D,IU,AVON,92060984,LIDOCAINE-PRILOCAINE CREAM    ,86424088320,250,              ,      ,             ,       ,6/1/2017,40.05
D,IU,AVON,92061636,ABILIFY 15MG TAB              ,86424088320,250,              ,      ,             ,       ,6/1/2017,56.7
D,IU,AVON,92061726,TAB-A-VITE TAB                ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92062618,CUBICIN 500MG VL              ,86424088320,250,              ,      ,             ,       ,6/1/2017,771.15
D,IU,AVON,92063002,MORPHINE SULF 15MG TAB SA     ,86424088320,250,              ,      ,             ,       ,6/1/2017,3.65
D,IU,AVON,92063004,MORPHINE SULF 30MG TAB SA     ,86424088320,250,              ,      ,             ,       ,6/1/2017,7.3
D,IU,AVON,92063235,THERA M PLUS TAB              ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92063303,VALPROIC ACID 250MG/5ML SYRUP ,86424088320,250,              ,      ,             ,       ,6/1/2017,19.75
D,IU,AVON,92063452,FLORASTOR 250MG CAP           ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92063465,GLYBURIDE MICRO 3MG TAB       ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92063534,MUPIROCIN 2% OINT             ,86424088320,250,              ,      ,             ,       ,6/1/2017,184.6
D,IU,AVON,92063665,BENEFIBER POWDER              ,86424088320,250,              ,      ,             ,       ,6/1/2017,55.1
D,IU,AVON,92064332,DOK PLUS TAB                  ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92064486,NAMENDA 5MG TAB               ,86424088320,250,              ,      ,             ,       ,6/1/2017,11.45
D,IU,AVON,92064679,ALLOPURINOL 300MG TAB         ,86424088320,250,              ,      ,             ,       ,6/1/2017,3.1
D,IU,AVON,92065825,MAG-AL PLUS XS SUSP           ,86424088320,250,              ,      ,             ,       ,6/1/2017,11.95
D,IU,AVON,92065879,MYFORTIC 180MG TAB            ,86424088320,250,              ,      ,             ,       ,6/1/2017,11.95
D,IU,AVON,92066080,ZYPREXA 10MG VL               ,86424088320,250,              ,      ,             ,       ,6/1/2017,109.2
D,IU,AVON,92066304,CIPROFLOXACIN 0.3% EYE DROPS  ,86424088320,250,              ,      ,             ,       ,6/1/2017,208.5
D,IU,AVON,92066461,JANTOVEN 1MG TAB              ,86424088320,250,              ,      ,             ,       ,6/1/2017,3.65
D,IU,AVON,92066462,JANTOVEN 2.5MG TAB            ,86424088320,250,              ,      ,             ,       ,6/1/2017,3.65
D,IU,AVON,92066463,JANTOVEN 2MG TAB              ,86424088320,250,              ,      ,             ,       ,6/1/2017,3.65
D,IU,AVON,92066464,JANTOVEN 3MG TAB              ,86424088320,250,              ,      ,             ,       ,6/1/2017,3.65
D,IU,AVON,92066465,JANTOVEN 4MG TAB              ,86424088320,250,              ,      ,             ,       ,6/1/2017,3.65
D,IU,AVON,92066466,JANTOVEN 5MG TAB              ,86424088320,250,              ,      ,             ,       ,6/1/2017,3.65
D,IU,AVON,92066468,JANTOVEN 7.5MG TAB            ,86424088320,250,              ,      ,             ,       ,6/1/2017,5.2
D,IU,AVON,92066476,KETOCONAZOLE 2PCT CREAM       ,86424088320,250,              ,      ,             ,       ,6/1/2017,119.6
D,IU,AVON,92066510,METRONIDAZOLE 0.75% CREAM     ,86424088320,250,              ,      ,             ,       ,6/1/2017,204.35
D,IU,AVON,92066528,NORTRIPTYLINE HCL 10MG CAP    ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92066579,PROTONIX IV 40MG VL           ,86424088320,250,              ,      ,             ,       ,6/1/2017,130
D,IU,AVON,92066616,TORSEMIDE 20MG TAB            ,86424088320,250,              ,      ,             ,       ,6/1/2017,3.65
D,IU,AVON,92066618,TRANSDERM-SCOP 1.5MG/72HR     ,86424088320,250,              ,      ,             ,       ,6/1/2017,29.65
D,IU,AVON,92066693,FLUCONAZOLE 100MG TAB         ,86424088320,250,              ,      ,             ,       ,6/1/2017,42.1
D,IU,AVON,92066721,FLUCONAZOLE-NS 400MG/200ML    ,86424088320,250,              ,      ,             ,       ,6/1/2017,731.1
D,IU,AVON,92066888,CLOTRIMAZOLE 10MG TROCHE      ,86424088320,250,              ,      ,             ,       ,6/1/2017,7.8
D,IU,AVON,92066895,CYMBALTA 20MG CAP             ,86424088320,250,              ,      ,             ,       ,6/1/2017,15.6
D,IU,AVON,92066896,CYMBALTA 30MG CAP             ,86424088320,250,              ,      ,             ,       ,6/1/2017,15.6
D,IU,AVON,92066959,FLUCONAZOLE 150 MG TABLET     ,86424088320,250,              ,      ,             ,       ,6/1/2017,67.1
D,IU,AVON,92067025,CIPROFLOXACIN HCL 250MG TAB   ,86424088320,250,              ,      ,             ,       ,6/1/2017,22.35
D,IU,AVON,92067102,FLUOCINONIDE 0.05PCT CREAM    ,86424088320,250,              ,      ,             ,       ,6/1/2017,102.45
D,IU,AVON,92067160,MESALAMINE 4G/60ML RECTL SUSP ,86424088320,250,              ,      ,             ,       ,6/1/2017,223.62
D,IU,AVON,92067161,METHYLPRED SS 125MG VL        ,86424088320,250,              ,      ,             ,       ,6/1/2017,16.1
D,IU,AVON,92067163,METOPROLOL 25MG TAB           ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92067193,PREDNISONE 20MG TAB           ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92067222,NAFCILLIN 2GM VL              ,86424088320,250,              ,      ,             ,       ,6/1/2017,66.05
D,IU,AVON,92067224,AVODART 0.5MG CAP             ,86424088320,250,              ,      ,             ,       ,6/1/2017,14.55
D,IU,AVON,92067266,HYDROCODONE-APAP 5-325 TAB    ,86424088320,250,              ,      ,             ,       ,6/1/2017,1.05
D,IU,AVON,92067286,MIRTAZAPINE 15MG RPD DISLV TB ,86424088320,250,              ,      ,             ,       ,6/1/2017,8.3
D,IU,AVON,92067295,PREDNISONE 50MG TAB           ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92067319,MYTAB GAS 80MG TAB CHEW       ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92067323,XIFAXAN 200MG TAB             ,86424088320,250,              ,      ,             ,       ,6/1/2017,14.55
D,IU,AVON,92067329,ASACOL 400MG TAB EC           ,86424088320,250,              ,      ,             ,       ,6/1/2017,4.7
D,IU,AVON,92067359,TRICOR 145MG TAB              ,86424088320,250,              ,      ,             ,       ,6/1/2017,13.5
D,IU,AVON,92067360,TRICOR 48MG TAB               ,86424088320,250,              ,      ,             ,       ,6/1/2017,4.15
D,IU,AVON,92067367,ABELCET 5MG/ML VL P-F         ,86424088320,250,              ,      ,             ,       ,6/1/2017,995.3
D,IU,AVON,92067404,ARIXTRA 5 MG SYRINGE          ,86424088320,250,              ,      ,             ,       ,6/1/2017,327.1
D,IU,AVON,92067768,MYAMBUTOL 400MG TAB           ,86424088320,250,              ,      ,             ,       ,6/1/2017,7.8
D,IU,AVON,92067774,NASAL DECONGESTANT SPRAY      ,86424088320,250,              ,      ,             ,       ,6/1/2017,17.15
D,IU,AVON,92067871,SELEGILINE HCL 5MG CAP        ,86424088320,250,              ,      ,             ,       ,6/1/2017,9.9
D,IU,AVON,92067915,TRIAMCINOLONE 0.1% CREAM      ,86424088320,250,              ,      ,             ,       ,6/1/2017,15.6
D,IU,AVON,92068046,BUSPIRONE HCL 5MG TAB         ,86424088320,250,              ,      ,             ,       ,6/1/2017,3.1
D,IU,AVON,92068090,FUROSEMIDE 10MG/ML VL         ,86424088320,250,              ,      ,             ,       ,6/1/2017,13
D,IU,AVON,92068128,METHADONE HCL 10MG TAB        ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92068129,METHADONE HCL 5MG TAB         ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92068132,METOCLOPRAMIDE 10MG TAB       ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92068155,NEPHRO-VITE RX TAB            ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92068208,TIZANIDINE HCL 2MG TAB        ,86424088320,250,              ,      ,             ,       ,6/1/2017,5.2
D,IU,AVON,92068214,VANCOMYCIN 1GM VL             ,86424088320,250,              ,      ,             ,       ,6/1/2017,26
D,IU,AVON,92068299,GUAIFENESIN 100MG/5ML SYRUP   ,86424088320,250,              ,      ,             ,       ,6/1/2017,28.1
D,IU,AVON,92068351,PREDNISONE 10MG TAB           ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92068575,VANCOMYCIN 500MG VL           ,86424088320,250,              ,      ,             ,       ,6/1/2017,17.15
D,IU,AVON,92068662,ATROVENT HFA INHALER          ,86424088320,250,              ,      ,             ,       ,6/1/2017,374.9
D,IU,AVON,92069238,PRIMIDONE 250MG TAB           ,86424088320,250,              ,      ,             ,       ,6/1/2017,4.15
D,IU,AVON,92069513,BETHANECHOL 10MG TAB          ,86424088320,250,              ,      ,             ,       ,6/1/2017,5.7
D,IU,AVON,92069515,BETHANECHOL 25MG TAB          ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92069579,CEFTRIAXONE 1GM VL            ,86424088320,250,              ,      ,             ,       ,6/1/2017,221
D,IU,AVON,92069594,CEFTRIAXONE 2GM VL            ,86424088320,250,              ,      ,             ,       ,6/1/2017,7.9
D,IU,AVON,92070018,LIDOCAINE HCL 2% VL           ,86424088320,250,              ,      ,             ,       ,6/1/2017,1.55
D,IU,AVON,92070050,LORAZEPAM 2MG/ML CARPUJECT    ,86424088320,250,              ,      ,             ,       ,6/1/2017,16.1
D,IU,AVON,92070158,NALOXONE 0.4MG/ML VL          ,86424088320,250,              ,      ,             ,       ,6/1/2017,13
D,IU,AVON,92070308,REVATIO 20MG TAB              ,86424088320,250,              ,      ,             ,       ,6/1/2017,46.3
D,IU,AVON,92070471,LUBRIFRESH PM OINT            ,86424088320,250,              ,      ,             ,       ,6/1/2017,11.95
D,IU,AVON,92070514,ATROPINE 0.1 MG/ML ABBOJECT   ,86424088320,250,              ,      ,             ,       ,6/1/2017,21.85
D,IU,AVON,92070642,DIAZEPAM 5MG/ML SYRINGE       ,86424088320,250,              ,      ,             ,       ,6/1/2017,14.05
D,IU,AVON,92070757,GENTAMICIN 40MG/ML VL         ,86424088320,250,              ,      ,             ,       ,6/1/2017,13
D,IU,AVON,92070852,LIDOCAINE HCL 1% VL           ,86424088320,250,              ,      ,             ,       ,6/1/2017,13
D,IU,AVON,92070878,LYRICA 100MG CAP              ,86424088320,250,              ,      ,             ,       ,6/1/2017,8.3
D,IU,AVON,92070882,LYRICA 25MG CAP               ,86424088320,250,              ,      ,             ,       ,6/1/2017,8.85
D,IU,AVON,92070980,"NYSTATIN 100,000 U/ML SUSP    ",86424088320,250,              ,      ,             ,       ,6/1/2017,73.3
D,IU,AVON,92071373,DIASTAT ACUDIAL 10 MG KIT2PK  ,86424088320,250,              ,      ,             ,       ,6/1/2017,482.5
D,IU,AVON,92071545,LEFLUNOMIDE 10 MG TABLET      ,86424088320,250,              ,      ,             ,       ,6/1/2017,56.15
D,IU,AVON,92071849,VANDAZOLE VAGINAL 0.75PCT GEL ,86424088320,250,              ,      ,             ,       ,6/1/2017,284.95
D,IU,AVON,92071883,FIBER TAB                     ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92072225,GLIMEPIRIDE 1MG TAB           ,86424088320,250,              ,      ,             ,       ,6/1/2017,2.6
D,IU,AVON,92072610,VITAMIN K 10MG/ML AMPULE      ,86424088320,250,              ,      ,             ,       ,6/1/2017,24.45
D,IU,AVON,92072640,STALEVO 50 TABLET             ,86424088320,250,              ,      ,             ,       ,6/1/2017,9.9
D,IU,AVON,92072689,AMPICILLIN 1GM VL             ,86424088320,250,              ,      ,             ,       ,6/1/2017,21.3
D,IU,AVON,92072694,AMPICILLIN-SULBACTAM 3 GM VL  ,86424088320,250,              ,      ,             ,       ,6/1/2017,66.55
D,IU,AVON,92072900,FOSRENOL 1000MG TAB CHEW      ,86424088320,250,              ,      ,             ,       ,6/1/2017,24.45
D,IU,AVON,92073044,MORPHINE SULFATE 20 MG/ML SOLN,86424088320,250,              ,      ,             ,       ,6/1/2017,2.5
D,IU,AVON,92073079,OMEPRAZOLE 20MG CAP DR        ,86424088320,250,              ,      ,             ,       ,6/1/2017,12.5
D,IU,AVON,92073090,PAROXETINE HCL 10MG TAB       ,86424088320,250,              ,      ,             ,       ,6/1/2017,11.45
D,IU,AVON,92073223,ENABLEX 7.5MG TAB             ,86424088320,250,              ,      ,             ,       ,6/1/2017,10.9
D,IU,AVON,92073228,FOLBIC TAB                    ,86424088320,250,              ,      ,             ,       ,6/1/2017,1.55
D,IU,AVON,92073283,CALCIUM CHLORIDE 10% ABBJCT   ,86424088320,250,              ,      ,             ,       ,6/1/2017,13
D,IU,AVON,92073431,EPINEPHRINE 0.1MG/ML ABBJCT   ,86424088320,250,              ,      ,             ,       ,6/1/2017,13
