PROCEDURE,DESCRIPTION,DEPARTMENT,CHG CAT,STD AMOUNT,CPT,HCPC,A
92218959,GLYCOPYR/FORM FUM9MCG-4.8MGINH,37174895320,250,1485.5,,,Y
92218960,MEMANTINE HCL10 MGTAB,37174895320,250,29,,,Y
92218961,MULTIVIT/MINERAL/IRON  TAB,37174895320,250,8,,,Y
92218962,CALCIUM/VIT D 315MG-250IU TAB,37174895320,250,8,,,Y
92218963,TORSEMIDE 10 MG  TAB,37174895320,250,8,,,Y
92218964,PREDNISONE 50 MG TAB,37174895320,250,8,,,Y
92218965,MIRTAZAPINE 45 MG TAB,37174895320,250,10.5,,,Y
92218966,MIRTAZAPINE 45 MG TAB,37174895320,250,10.5,,,Y
92218967,LOSARTAN NA/HYD100MG12.5MGTAB,37174895320,250,23.5,,,Y
92218968,LEVOTHYROXINE SODIUM150MCGTAB,37174895320,250,8,,,Y
92218969,IBANDRONATE SODIUM 150 MG TAB,37174895320,250,513.5,,,Y
92218970,HYDRCOD BIT/ACET7.5MG750MGTAB,37174895320,250,8,,,Y
92218971,FLECAINIDE ACETATE100 MG TAB,37174895320,250,13,,,Y
92218972,FERR FUM/FOLACID/VITB/C CAP,37174895320,250,8,,,Y
92218973,DIPHENHYD HYDCLORIDE 25MG CAP,37174895320,250,8,,,Y
92218974,BUPROPION HYDROCHL 150 MG TAB,37174895320,250,8,,,Y
92218975,BENAZEPRIL HYDCHL 20 MG TAB,37174895320,250,8,,,Y
92218976,BENAZEPRIL HYDCHL 10 MG  TAB,37174895320,250,8,,,Y
92218977,AZITHROMYCIN 250 MG TAB,37174895320,250,29,,,Y
92218978,CL/K/NA 287MG15 MG180MG TAB,37174895320,250,8,,,Y
92218979,PROCAINAMIDE HCL1000MG/10MLSOL,37174895320,250,377.5,,,Y
92218980,TBO-FILGRASTIM300 MCG/0.5MLSOL,37174895320,250,1109.5,,,Y
92218981,SACUBITRIL/VALSART49MG51MGTAB,37174895320,250,32,,,Y
92218982,TOFACITINIB CITRATE 5 MG TAB,37174895320,250,281,,,Y
92218983,CALCITROL 1 MCG/ML SOL,37174895320,250,34.5,,,Y
92218984,CALCITRIOL 1 MCG/ML SOL,37174895320,250,252.5,,,Y
92218985,POTASSIUM CHLOR 40MEQ/30ML SOL,37174895320,250,88.5,,,Y
92218986,ACYCLOVIR SODIUM 500MG/10MLSOL,37174895320,250,59,,,Y
92218987,LEVALBUT HYDROCHL1.25MG/3MLINH,37174895320,250,8,,,Y
92218988,FLUCYTOSINE 500 MG CAP,37174895320,250,587.5,,,Y
92218989,FLUCYTOSINE 250 MG CAP,37174895320,250,303.5,,,Y
92218990,DIPHENHYDRAM HCL12.5MG/5ML SOL,37174895320,250,8,,,Y
92218991,ESLICARBAZEPINE ACET 800MGTAB,37174895320,250,123.5,,,Y
92218992,AMINOCARPROIC ACID 500 MG TAB,37174895320,250,90.5,,,Y
92218993,AMINOCAPROIC ACID 1000 MG TAB,37174895320,250,181,,,Y
92218994,HYDROXYCHLOROQUINE SUL200MGTB,37174895320,250,16,,,Y
92218995,MORPHINE SULFATE 8 MG/ML SOL,37174895320,250,25,,,Y
92218996,ZINC OXIDE 20% OINT,37174895320,250,17.5,,,Y
92218997,PANTOPRAZOLE SODIUM 40 MG TAB,37174895320,250,15,,,Y
92218998,ATROPINE SULFATE 1% SOL,37174895320,250,352.5,,,Y
92218999,MAGNESIUM CHLORIDE 71.5MG TAB,37174895320,250,8,,,Y
92219000,EPINEPHRINE 1MG/ML SOL,37174895320,250,65,,,Y
92219001,SUCRALFATE 1 GM TAB,37174895320,250,8,,,Y
92219002,MORPHINE SULFATE 2 MG/ML SOL,37174895320,250,25,,,Y
92219003,MORPHINE SULFATE 5 MG/ML SOL,37174895320,250,25,,,Y
92219004,METHYLPHENIDATE HCl 5 MG TAB,37174895320,250,8,,,Y
92219005,LIDO HYDRO/EPI 2%-1:200000 SOL,37174895320,258,70,,,Y
92219006,LEVOTHYROXINE SOD  112MCG TAB,37174895320,250,8,,,Y
92219007,HYDROMORPHONE HCL 1MG/ML SOL,37174895320,258,25,,,Y
92219008,DIPHENHYDRAMINEHCL25MG/10MLSOL,37174895320,258,8,,,Y
92219009,AMLODIPINE BESYLATE 2.5 MG TAB,37174895320,250,8,,,Y
92219010,DOXAZOSIN MESYLATE 4 MG TAB,37174895320,250,8,,,Y
92219011,DAPAGLIFLOZIN PROPANEDL5MGTAB,37174895320,250,63.5,,,Y
92219012,HYDROCORT NA SUCCINATE250MGSOL,37174895320,258,101,,,Y
92219013,HYDROCRTNA SUCCINATE1000MG/8ML,37174895320,258,403,,,Y
92219014,HYDROCRT NA SUCCINATE 100MGSOL,37174895320,258,54.5,,,Y
92219015,HYDROCRT NA SUCCINATE 100MGSOL,37174895320,258,54.5,,,Y
92219016,HYDROGEN PEROXIDE 3% SOL,37174895320,250,99,,,Y
92219017,ACETAMIN/COD 300MG30MG/12.5ML,37174895320,250,8,,,Y
92219018,ACETAMIN/COD 120MG-12MG/5ML,37174895320,250,8,,,Y
92219019,BACLOFEN 10 MG  TAB,37174895320,250,8,,,Y
92219020,CLONAZEPAM 0.5 MG TAB,37174895320,250,8,,,Y
92219021,DONEPEZIL 5 MG TAB,37174895320,250,29,,,Y
92219022,ETHINYL ESTRAD/NORGEST  TAB,37174895320,250,277.5,,,Y
92219023,OXYCODONE HCL CR 20 MG TAB,37174895320,250,15.5,,,Y
92219024,OXYCODONE HCL CR 40 MG TAB,37174895320,250,27.5,,,Y
92219025,RISPERIDONE 4 MG TAB,37174895320,250,56,,,Y
92219026,TIZANIDINE HCL 4 MG TAB,37174895320,250,8,,,Y
92219027,VALPROIC ACID  250 MG/5 ML SOL,37174895320,250,8,,,Y
92219028,VANCOMYCIN HCL 250 MG CAP,37174895320,250,211,,,Y
92219029,METHYLPRED NA SUCC 40 MG SOL,37174895320,258,25,,,Y
92219030,METHYLPRED NA SUCC500MG/4MLSOL,37174895320,258,233.5,,,Y
92219031,METHYLPRED NA SUCC 125 MG  SOL,37174895320,258,39.5,,,Y
92219032,OXYCODONE HCL CR 10 MG TAB,37174895320,250,8,,,Y
92219033,HALOPERIDOL LACTATE 5MG/ML SOL,37174895320,258,25,,,Y
92219034,CARIPRAZINE 3 MG CAP,37174895320,250,162.5,,,Y
92219035,NITROGLYCERIN 0.4 MG TAB,37174895320,250,95,,,Y
92219036,ATROPINE SULFATE 1% SOL,37174895320,250,216,,,Y
92219037,HYDROCRT NA SUCCINATE250MG SOL,37174895320,250,101,,,Y
92219038,CARBI/LEVDOPA61.25MG/245MGCAP,37174895320,250,15,,,Y
92219039,CARBI/LEVDOPA36.25MG/145MGCAP,37174895320,250,12,,,Y
92219040,CARBI/LEVDOPA23.75MG/95MG CAP,37174895320,250,12,,,Y
92219041,CARBI/LEVDOPA48.75MG-195MGCAP,37174895320,250,12,,,Y
92219042,ZENPEP218000-40000-136000UCAP,37174895320,250,48,,,Y
92219043,ROFLUMILAST 500 MCG TAB,37174895320,250,47.5,,,Y
92219044,OLANZAPINE 20 MG TAB,37174895320,250,151.5,,,Y
92219045,AA DEX ELEC 4.25%-5% SOL,37174895320,258,167,,,Y
92219046,MULTIVITAMIN AND MINERALS TAB,37174895320,250,8,,,Y
92219047,CAMPH/EUC/MENTH4.2%1.2%2.6%ONT,37174895320,250,15.5,,,Y
92219048,PNEUMOCOCCAL VAC POLYVALNT SOL,37174895320,250,419.5,,,Y
92219049,TESTOSTERONE 25 MG/2.5 GM GEL,37174895320,250,38,,,Y
92219050,SUBVIRION 36 MCG/0.1 ML SOL,37174895320,250,76.5,,,Y
92219051,LIDOCAINE HYDROCHLORIDE2%JELLY,37174895320,250,26.5,,,Y
92219052,MELATONIN 5 MG TAB,37174895320,250,8,,,Y
92219053,LINACLOTIDE 72 MCG CAP,37174895320,250,52.5,,,Y
92219054,CILOSTAZOL 100 MG TAB,37174895320,250,8.5,,,Y
92219055,LAMOTRIGINE ER 25 MG TAB,37174895320,250,24,,,Y
92219056,TRIAZOLAM 0.25 MG TAB,37174895320,250,13.5,,,Y
92219057,LIDOCAINE 4% TOP,37174895320,250,71,,,Y
92219058,THYROID 65 MG TAB,37174895320,250,8,,,Y
92219059,AMINO ACIDS/DEXT 2.75%-5% SOL,37174895320,258,154.5,,,Y
92219060,PNEUMOCOCCAL13-VALENT VACC SOL,37174895320,250,771,,,Y
92219061,TAPENTADOL 50 MG TAB,37174895320,250,23.5,,,Y
92219062,BREXPIPRAZOLE 0.5 MG TAB,37174895320,250,149.5,,,Y
92219063,HYDROCORTISONE 5 MG TAB,37174895320,250,8,,,Y
92219064,OSELTAMIVIR PHOSPHATE 75MGCAP,37174895320,250,57,,,Y
92219065,GUAIFEN/DEXMTHPHN100MG-10MGLIQ,37174895320,250,8,,,Y
92219066,TORSEMIDE 20 MG TAB,37174895320,250,8,,,Y
92219067,SODIUM CHLORIDE NASAL0.65%SOL,37174895320,250,8,,,Y
92219068,MAGNESIUM HYDROX400 MG/5 MLLIQ,37174895320,250,8,,,Y
92219069,HYDROXYZINE HCL 25 MG TAB,37174895320,250,8,,,Y
92219070,EVEROLIMUS 0.5 MG TAB,37174895320,250,73,,,Y
92219071,EVEROLIMUS 0.75 MG TAB,37174895320,250,109.5,,,Y
92219072,RIVAROXABAN 20 MG TAB,37174895320,250,57.5,,,Y
92219073,RIVAROXABAN 15 MG TAB,37174895320,250,57.5,,,Y
92219074,TIOTROPIUM BROMIDE 18 MCG CAP,37174895320,250,70,,,Y
92219075,RISPERIDONE 0.25 MG TAB,37174895320,250,18,,,Y
92219076,RISPERIDONE 1 MG TAB,37174895320,250,21,,,Y
92219077,SIROLIMUS 1 MG TAB,37174895320,250,124.5,,,Y
92219078,DABIGAT ETEXIL MESYL 150MGCAP,37174895320,250,27.5,,,Y
92219079,IBANDRONATE SODIUM 150 MG TAB,37174895320,250,514,,,Y
92219080,GUAIFENESIN 100 MG/5 ML LIQ,37174895320,250,8,,,Y
92219081,FENOFIBRATE 200 MG CAP,37174895320,250,30,,,Y
92219082,CLONAZEPAM 0.125 MG TAB,37174895320,250,8,,,Y
92219083,CLONAZEPAM 2 MG TAB,37174895320,250,8,,,Y
92219084,CLONAZEPAM 1 MG TAB,37174895320,250,8,,,Y
92219085,CLONAZEPAM 0.25 MG TAB,37174895320,250,8,,,Y
92219086,CLONAZEPAM 0.5 MG TAB,37174895320,250,8,,,Y
92219087,BUPRENORPHINE HCL 0.3MG/ML SOL,37174895320,250,54,,,Y
92219088,BUDESONIDE 0.25 MG/2 ML INH,37174895320,250,35,,,Y
92219089,ALENDRONATE SODIUM 70 MG TAB,37174895320,250,213,,,Y
92219090,AMMONIUM LACTATE 12% TOP,37174895320,250,17,,,Y
92219091,ACYCLOVIR 800 MG TAB,37174895320,250,65,,,Y
92219092,ACETAMINOPHEN 325 MG TAB,37174895320,250,8,,,Y
92219093,DIANEAL 2.5% SOL,37174895320,250,288.5,,,Y
92219094,DIANEAL 1.5% SOL,37174895320,250,282,,,Y
92219095,LIDOCAINE HYDROCHLORIDE2%JELLY,37174895320,250,28,,,Y
92219096,PERAMPANEL 2 MG TAB,37174895320,250,61,,,Y
92219097,PERAMPANEL 6 MG TAB,37174895320,250,121,,,Y
92219098,BNZCN/BNZALK/ZNC20-0.02-0.1TOP,37174895320,250,12.5,,,Y
92219099,FLUOROURACIL 2% SOL,37174895320,250,280,,,Y
92219100,BARIUM SULFATE 2% SUSP,37174895320,250,17.5,,,Y
92219101,SEVELAMER CARBONATE 800MG TAB,37174895320,250,36.5,,,Y
92219102,MULTIVITAMIN MIN & IRON LIQ,37174895320,250,33.5,,,Y
92219103,DORZOLAMDE HCL/TIMOLOL2-0.5%OP,37174895320,250,11.5,,,Y
92219104,DESVENLAFAXINE 25 MG TAB,37174895320,250,42.5,,,Y
92219105,AZITHROMYCIN 500 MG TAB,37174895320,250,57.5,,,Y
92219106,LAMOTRIGINE ER 25 MG TAB,37174895320,250,24,,,Y
92219107,MEROPENEM/VARORBACTAM 2GM VIAL,37174895320,250,732.5,,,Y
92219108,CLOZAPINE 200 MG TAB,37174895320,250,23.5,,,Y
92219109,TENOFOVIR ALAFENAMIDE 25MGTAB,37174895320,250,158,,,Y
92219110,FLECAINIDE ACETATE 50 MGTAB,37174895320,250,8,,,Y
92219111,NADOLOL 20 MG TAB,37174895320,250,13.5,,,Y
92219112,LACTOBACILLUS RHAMNOSUS CAP,37174895320,250,8,,,Y
92219113,COLLAGENASE 250 UNITS/GM POW,37174895320,250,2857,,,Y
92219114,MICONAZOLE NITRATE 0.02 SPR,37174895320,250,24,,,Y
92219115,CALCIUM POLYCARBOPHIL500MGTAB,37174895320,250,8,,,Y
92219116,AZITHROMYCIN 250 MG TAB,37174895320,250,29,,,Y
92219117,CLOZAPINE 50 MG TAB,37174895320,250,8,,,Y
    92219118,BUDESONIDE 3 MG CAP,371748953,20        250,69,0.5,,Y
92219119,Bupropion XL 300 MG TAB,3717489532,0        250,10,50,,Y
92219120,CARVEDILOL 6.25 MG TAB,3717489532,0        250,8,0,,Y
92219121,CARVEDILOL 3.125 MG TAB,3717489532,0        250,8,0,,Y
92219122,ACETAMINOPHEN 325 MG TAB,3717489532,0        250,8,0,,Y
92219123,ACETAZOLAMIDE 250 MG TAB,3717489532,0        250,15,50,,Y
92219124,ALENDRONATE SODIUM 70 MG TAB,3717489532,0        250,75,50,,Y
92219125,ALENDRONATE SODIUM 35 MG TAB,3717489532,0        250,77,0,,Y
92219126,ALENDRONATE SODIUM 10 MG TAB,3717489532,0        250,11,0,,Y
92219127,ASPIRIN 81 MG TAB,3717489532,0        250,8,0,,Y
92219128,BACLOFEN 20 MG TAB,3717489532,0        250,8,0,,Y
92219129,BENZOCAINE/MENTH15MG-3.6MGLOZ,3717489532,0        250,8,0,,Y
92219130,BISACODYL 10 MG SUPP,3717489532,0        250,8,0,,Y
92219131,BISACODYL 10 MG SUPP,3717489532,0        250,8,0,,Y
92219132,SERTRALINE HYDROCHLOR 50MGTAB,3717489532,0        250,8,0,,Y
92219133,EZETIMIBE 10 MG TAB,3717489532,0        250,51,0,,Y
92219134,FUROSEMIDE 40 MG/4 ML SOL,3717489532,0        250,44,0,,Y
92219135,GUAIFENESIN ER 600 MG  TAB,3717489532,0        250,8,0,,Y
92219136,IBUPROFEN 200 MG TAB,3717489532,0        250,8,0,,Y
92219137,IBUPROFEN 100 MG/5 ML SOL,3717489532,0        250,8,0,,Y
92219138,MIDODRINE HYROCHLOR 2.5MGTAB,3717489532,0        250,8,0,,Y
92219139,CEPHALEXIN 250 MG CAP,3717489532,0        250,8,0,,Y
92219140,CETIRIZINE HYDROCHLOR  5MGTAB,3717489532,0        250,20,0,,Y
92219141,CETIRIZINE HYDROCHLOR 10MGTAB,3717489532,0        250,20,0,,Y
92219142,CLOMIPHENE CITRATE 50 MG TAB,3717489532,0        250,25,50,,Y
92219143,DESMOPRESSIN ACETATE 0.2MGTAB,3717489532,0        250,28,0,,Y
92219144,DILTIAZEM HCL XL 120 MG CAP,3717489532,0        250,8,0,,Y
92219145,DIPHENHYDRAMINE HCL 25 MG TAB,3717489532,0        250,8,0,,Y
92219146,DOCUSATE/SENNO 50MG-8.6MGTAB,3717489532,0        250,8,0,,Y
92219147,DOXYLAMINE SUCCINATE 25 MGTAB,3717489532,0        250,8,0,,Y
92219148,PHENOBARBITAL 16.2 MG TAB,3717489532,0        250,8,0,,Y
92219149,PHENOBARBITAL 32.4 MG TAB,3717489532,0        250,8,0,,Y
92219150,PHENYLEPHRINE HCL 10 MG TAB,3717489532,0        250,8,0,,Y
92219151,PHENYLEPHRINE HYDROCHL10MGTAB,3717489532,0        250,8,0,,Y
92219152,PRIMIDONE 250 MG TAB,3717489532,0        250,8,0,,Y
92219153,PRIMIDONE 50 MG TAB,3717489532,0        250,8,0,,Y
92219154,MINOXIDIL 10 MG TAB,3717489532,0        250,8,0,,Y
92219155,MINOXIDIL 2.5 MG TAB,3717489532,0        250,8,0,,Y
92219156,MOXIFLOXACIN 400 MG TAB,3717489532,0        250,47,50,,Y
92219157,NALOXONE HYDROCHL 0.4MG/MLSOL,3717489532,0        250,527,0,,Y
92219158,NARATRIPTAN HYDROCHL 2.5MGTAB,3717489532,0        250,92,50,,Y
92219159,NICOTINE 7 MG/24 HR PATCH,3717489532,0        250,8,0,,Y
92219160,NICOTINE 7 MG/24 HR PATCH,3717489532,0        250,9,50,,Y
92219161,OMEPRAZOLE 20 MG TAB,3717489532,0        250,8,0,,Y
92219162,OSELTAMIVIR PHOSPHATE 30MGCAP,3717489532,0        250,62,0,,Y
92219163,SUMATRIPTAN SUCCINATE100MGTAB,3717489532,0        250,93,0,,Y
92219164,SUMATRIPTAN SUCCINATE 25MGTAB,3717489532,0        250,100,0,,Y
92219165,TAMOXIFEN CITRATE 10 MG TAB,3717489532,0        250,9,0,,Y
92219166,TRIMETHOPRIM 100 MG TAB,3717489532,0        250,8,0,,Y
92219167,VANCO/NACL 0.9%1000MG/200MLSO,L   3717489532,0        250,105,50,,Y
92219168,PSEUDOEPHEDRINE HCL 30 MG TAB,3717489532,0        250,8,0,,Y
92219169,RACEPINEPHRINE HCL  2.25% INH,3717489532,0        250,8,0,,Y
92219170,RAMIPRIL 1.25 MG CAP,3717489532,0        250,8,0,,Y
92219171,ROSUVASTATIN CALCIUM 10 MGTAB,3717489532,0        250,38,50,,Y
92219172,ROSUVASTATIN CALCIUM 20 MGTAB,3717489532,0        250,38,50,,Y
92219173,SUMATRIPTAN SUCCINATE 50MGTAB,3717489532,0        250,93,0,,Y
92219174,THEOPHYLLINE 300 MG TAB,3717489532,0        250,8,0,,Y
92219175,THEOPHYLLINE 200 MG TAB,3717489532,0        250,8,0,,Y
92219176,THEOPHYLLINE 100 MG TAB,3717489532,0        250,8,0,,Y
92219177,BROMOCRIPTINE MESYLAT2.5MGTAB,3717489532,0        250,22,0,,Y
92219178,PSEUDOEPHEDRINE HCL 120 MGTAB,3717489532,0        250,8,0,,Y
92219179,EPINEPHRINE 1 MG/MLSOL,3717489532,0        250,531,50,,Y
92219180,PRIMIDONE 250 MG TAB,3717489532,0        250,8,0,,Y
"	   92219181",MORPHINE SULFATE 10MG/5ML SOL,3717489532,0        250,8,0,,Y
92219182,GABAPENTIN 250 MG/5 ML SOL,3717489532,0        250,8,0,,Y
92219183,RISPERIDONE 0.5 MG TAB,3717489532,0        250,17,50,,Y
    92219185,MORPHINE SULFATE 0.5 MG/ML S,OL   371748953,20        250,27,0,,Y
92219186,SODIUM CHLORIDE 1 GM TAB,3717489532,0        250,8,0,,Y
92219187,TIOTROPIUM BROM 2.5MCG/ACT IN,H   3717489532,0        250,1765,50,,Y
92219188,VANCOMYCIN HCL 50 MG/ML SOL,3717489532,0        250,14,50,,Y
92219189,VORAPAXAR 2.08 MG TAB,3717489532,0        250,47,0,,Y
92219190,ZOSTER VACCINE . SOL,3717489532,0        250,990,50,,Y
92219191,CHOLECALCIFEROL 400 UNITS TAB,3717489532,0        250,8,0,,Y
92219192,PANCREAZE 10 CAP,3717489532,0        250,13,50,,Y
92219193,PANCREAZE 4 CAP,3717489532,0        250,8,0,,Y
92219194,PANCREAZE 16 CAP,3717489532,0        250,21,50,,Y
92219195,PANCREAZE 20 CAP,3717489532,0        250,26,50,,Y
92219196,CALAMINE 8%-8% SOL,3717489532,0        250,15,0,,Y
92219197,"COLESTIPOL HCL,MICRO 1 GM TAB",3717489532,0        250,8,0,,Y
92219198,PRAMIPEXOLE DIHYDRCH 0.5MGTAB,3717489532,0        250,8,0,,Y
92219199,NAFCILLIN SODIUM 2GM/100 MLSO,L   3717489532,0        250,96,0,,Y
92219200,NAFCILLIN SODIUM 1 GM/50 MLSO,L   3717489532,0        250,67,0,,Y
92219201,RIMABOTULINUMB 5000UNITS/MLSO,L   3717489532,0        250,5159,50,,Y
"	   92219202",LEVETIRACETAM 100 MG/MLSOL,3717489532,0        250,34,50,,Y
92219203,ROTIGOTINE 1 MG/24 HRPatch,3717489532,0        250,95,50,,Y
92219204,VARICELLA VIRUS VACC1350PFUSO,L   3717489532,0        250,538,50,,Y
92219206,OSELTAMIVIR PHOSPH 75 MG CAP,3717489532,0        250,67,50,,Y
92219210,RISEDRONATE SODIUM 150MG TAB,3717489532,0        250,1178,50,,Y
92219214,TELMISARTAN 80 MG TAB,3717489532,0        250,29,50,,Y
92219215,TELMISARTAN 40 MG TAB,3717489532,0        250,29,50,,Y
92219216,"CYCLOSPORINE, MOD 100 MG CAP",3717489532,0        250,31,0,,Y
92219218,ALENDRONATE SODIUM 70 MG TAB,3717489532,0        250,142,0,,Y
92219220,CALCIUM POLYCARBOPHIL625MGTAB,3717489532,0        250,8,0,,Y
92219221,FERROUS SULFATE325 MGTAB,3717489532,0        250,8,0,,Y
92219222,TOLTERODINE TARTRATE 4 MG CAP,3717489532,0        250,54,50,,Y
92219223,TOLTERODINE TARTRATE 2 MG CAP,3717489532,0        250,54,50,,Y
92219224,RIVASTIGMINE 4.6MG/24HR Patch,3717489532,0        250,62,50,,Y
92219225,SACUBTRL/VALSRTN97MG-103MGTAB,3717489532,0        250,34,50,,Y
92219226,OMEGA3/DHA/EPA/DPA/FISHOILCAP,3717489532,0        250,8,0,,Y
92219227,HYDROCORTISONE/PRAMOX1%-1%CRM,3717489532,0        250,538,50,,Y
92219229,LETERMOVIR 20 MG/ML SOL,3717489532,0        250,1199,0,,Y
92219230,MENINGOCOCCAL B175MCG/0.5MLSU,S   3717489532,0        250,732,50,,Y
92219231,PRAZOSIN HYDROCHLORIDE 1 MG C,A   3717489532,0        250,8,0,,Y
92219233,LETERMOVIR 20 MG/ML SOL,3717489532,0        250,1199,0,,Y
92219234,CONJUGATED ESTRGN0.625MG/GMCR,M   3717489532,0        250,1579,50,,Y
92219235,RISEDRONATE SODIUM 150 MG TAB,3717489532,0        250,1178,50,,Y
92219236,NARATRIPTAN HYDROCHL 2.5MGTAB,3717489532,0        250,251,0,,Y
92219237,DROXIDOPA 100MG CAP,3717489532,0        250,116,50,,Y
92219238,BENZO/BENZETHON CHL20%0.2%SPR,3717489532,0        250,21,50,,Y
33100123,CATH ANGIOPLASTY 24G 3/4IN,3717489533,1        270,47,0,,Y
33100150,CATH ADP DRAINAGE 24-507,3717489533,1        270,16,0,,Y
33100250,SPLINT ELBOW THERAPLUS,3717489533,1        270,345,0,,Y
33100297,KNEE SEPARATOR,3717489533,1        270,69,0,,Y
33100325,NEEDLE SPINAL DISP  20,3717489533,1        270,8,0,,Y
33100326,NEEDLE SPINAL DISP  22,3717489533,1        270,8,0,,Y
33100334,CATH COUDE 30CC,3717489533,1        270,29,0,,Y
33100386,SOLN NACL .9% 500ML IRRIG.,3717489533,1        258,10,0,,Y
33100487,SUT SILK 0 LABYRINTH A186H,3717489533,1        272,8,0,,Y
33100642,SUTURE 2-0,3717489533,1        270,8,0,,Y
33100644,SUTURE 3-0,3717489533,1        270,26,0,,Y
33100653,INTRODUCER PERCUTANEOUS TRACH,3717489533,1        270,89,0,,Y
33100731,SUT VICRYL 2-0 CT-2,3717489533,1        272,8,0,,Y
33100742,TRAY TRACHEOTOMY,3717489533,1        270,1303,0,,Y
33100745,AFO,3717489533,1        274,132,0,,Y
33100765,BOOT 3D ROM SH WALKER MD,3717489533,1        270,186,0,,Y
33100767,BOOT 3D ROM SH WALKER LG,3717489533,1        270,407,0,,Y
33100817,"POUCID UROSTOMY 1-3/4""",3717489533,1        270,8,0,,Y
33100819,TUBE JEJUNAL,3717489533,1        270,242,0,,Y
33100821,AIRWAY NASOPHARYNGEAL,3717489533,1        272,8,0,,Y
33100861,LEG LIFTER,3717489533,1        270,29,0,,Y
33100862,SLING HEMI,3717489533,1        270,150,0,,Y
33100872,GAUZE XEROFORM CURAD 4X4,3717489533,1        270,8,0,,Y
33100873,GAUZE XEROFORM CURAD 2X2,37174895331,270,8,,,Y
33100874,GAUZE XEROFORM CURAD 1X8,37174895331,270,8,,,Y
33100875,GAUZE XEROFORM CURAD 5X9,37174895331,270,8,,,Y
33100881,DRSG ALGINATE 4/4 COMFEEL SEAS,37174895331,270,8,,,Y
33100886,SUTURE 3-0 MONOCRYL UNDYE 27IN,37174895331,270,17,,,Y
33100888,DRSG MEPILEX HEEL 5X8,37174895331,272,23,,,Y
33100889,TUBE FEED JEJUN 9FR&DECOM 16FR,37174895331,270,242,,,Y
33100890,ORTHOSIS ELBOW COMFY ADULT SML,37174895331,270,424,,,Y
33100898,POUCH DRAIN CTF W/FILT 3X2.5IN,37174895331,270,8,,,Y
33100899,CERVICAL COLLAR REPL PAD,37174895331,270,123,,,Y
33100903,COLLAR CERVICAL TOT ADULT,37174895331,270,132,,,Y
33100913,LIFTER LEG RIGID 41IN,37174895331,270,8,,,Y
33100917,NEEDLE HUBER W/Y-INJ 20GX1IN,37174895331,270,26,,,Y
33100937,KIT CATH DIALYSIS/APHER 13.5FR,37174895331,270,1416,,,Y
33100941,CUTTER LINEAR VASCULAR 55MM,37174895331,270,320,,,Y
33100943,CAT FOLEY 2WAY 10FR-3CC SILIC,37174895331,270,10,,,Y
33100946,SPLINT HAND DYNAPRO FLEX LEFT,37174895331,270,261,,,Y
33100948,SPLINT HAND DYNAPRO FLEX RIGHT,37174895331,270,261,,,Y
33100949,BOOT CONTRACTURE 8-9IN LGTH,37174895331,270,257,,,Y
33100951,NEEDLE HUBER W/Y-INJ 19GX.75IN,37174895331,270,26,,,Y
33100954,POUCH DRNBLE 2PC W/FILT 2.25IN,37174895331,270,8,,,Y
33100956,DRSNG ULCER PLUS ST1.5X2.5 STD,37174895331,270,8,,,Y
33100960,DRSNG TRANSPARENT THUMB 4X4.75,37174895331,270,8,,,Y
33100963,DEVICE URIN MALE W/MASTI&CATHG,37174895331,270,81,,,Y
33100965,SUTURE VICRYL UND BRD3-0 54IN,37174895331,270,8,,,Y
33100966,SUTUR PDS II SH-1 MONO3-0 27IN,37174895331,270,10,,,Y
33100967,BARRIER SKIN LK CTF FLAT2.25IN,37174895331,270,8,,,Y
33100968,POUCH DRNBL W/FILTER 2.25IN,37174895331,270,8,,,Y
33100969,COLLAR CERVIC ADJ WIR FRAM SML,37174895331,270,217,,,Y
33100970,REPLACMNT F/CERVIC COLLAR SML,37174895331,270,69,,,Y
33100972,SUPPORT BACK M-SPINE LSO LARGE,37174895331,270,1010,,,Y
33100973,AIRWAY BERMAN GREEN 80MM SIZ 3,37174895331,270,8,,,Y
33100975,AIRWAY BERMAN YELLO 90MM SIZ 4,37174895331,270,8,,,Y
33100985,BOOT WAFFLE FOOT TAN MEDIUM,37174895331,270,120,,,Y
33100988,SPLINT FINGER PLASTAL A-2 58MM,37174895331,270,8,,,Y
33101006,DRSNG TEGADERM IV 3.5X4.5 STD,37174895331,270,8,,,Y
33101008,DRSNG TEGADERM IV 2.75X3.25STD,37174895331,270,8,,,Y
33101009,DRSNG TEGADERM 3.5X4.5 STD,37174895331,270,8,,,Y
33101014,KIT CVC TRIPLE-LUMEN+ 7FRX16CM,37174895331,270,203,,,Y
33101016,POUCH SENSUR MIO 1-PIECE DRNBL,37174895331,270,8,,,Y
33101017,POUCH SENSUR CLK 2-PIECE DRNBL,37174895331,270,8,,,Y
33101021,BELT BRAVA 43.33IN,37174895331,270,8,,,Y
33101039,ANKLE FOOT ORTHOSIS,37174895331,270,90,,,Y
33101053,BIPAP HEADSTRAP MED,37174895331,270,12,,,Y
33101083,CATH INTROCAN SAFETY FEP 18G,37174895331,270,8,,,Y
33101084,SYS COMP ROSIDAL SHORT STRETCH,37174895331,270,194,,,Y
33101087,LIFT HEEL D CAMBION .125IN SML,37174895331,270,15,,,Y
33101089,LIFT HEEL D CAMBION .125IN LG,37174895331,270,19,,,Y
