Service Area|Px Code|Generic Name|CPT(R)/HCPCS Code|NDC|Unit Price|Override Bill Code|Override Price
WS SERVICE AREA|25010066|nystatin 100,000 unit/g Topical Powder||00000005026|193.35||
WS SERVICE AREA|25010066|ursodiol 60 mg/mL oral suspension||00000005036|103.91||
WS SERVICE AREA|25010066|spironolactone 5 mg/mL oral suspension||00000005037|9.15||
WS SERVICE AREA|25010066|amiodarone 200 mg/5 mL oral suspension||00000005039|311.73||
WS SERVICE AREA|25010066|baby bertram's butt cream||00000005041|36.96||
WS SERVICE AREA|25010066|calcium gluconate paste||00000005047|21.26||
WS SERVICE AREA|25010066|PTU retention enema||00000005090|98.84||
WS SERVICE AREA|25010066|calcium gluconate gel||00000005046|109.75||
WS SERVICE AREA|25010066|rifAMPin 10 mg/mL oral solution||00000005045|63.36||
WS SERVICE AREA|25010066|captopril 0.03 mg/mL oral solution||00000005050|61.95||
WS SERVICE AREA|25010066|captopril 1 mg/mL oral solution||00000005028|59.84||
WS SERVICE AREA|25010066|ceFAZolin 50 mg/mL (5%) ophthalmic solution||00000005051|139.04||
WS SERVICE AREA|25010066|cloNIDine 5 mcg/mL oral solution||00000005030|15.91||
WS SERVICE AREA|25010066|glycerol 25%||00000005063|15.84||
WS SERVICE AREA|25010066|hyziny cream with lidocaine||00000005065|267.52||
WS SERVICE AREA|25010066|hydrocortisone 2 mg/mL oral suspension||00000005064|52.80||
WS SERVICE AREA|25010066|hyziny cream||00000005066|228.73||
WS SERVICE AREA|25010066|kayexalate 1 gram||00000005068|7.10||
WS SERVICE AREA|25010066|kayexalate 3 gram||00000005069|47.52||
WS SERVICE AREA|25010066|labetalol 10 mg/mL suspension||00000005071|52.66||
WS SERVICE AREA|25010066|lactulose with 0.9% sodium chloride enema||00000005072|168.96||
WS SERVICE AREA|25010066|lactulose with sterile water enema||00000005073|154.88||
WS SERVICE AREA|25010066|sotalol HCL 5 mg/mL oral suspension||00000005092|105.60||
WS SERVICE AREA|25010066|levothyroxine 25 mcg/mL syrup||00000005076|42.24||
WS SERVICE AREA|25010066|spironolactone 1 mg/mL pediatric oral solution||00000005093|9.68||
WS SERVICE AREA|25010066|metroNIDAZOLE 50 mg/mL oral suspension||00000005078|48.15||
WS SERVICE AREA|25010066|phenylephrine 0.125% nasal drops||00000005081|28.05||
WS SERVICE AREA|25010066|propranolol 1 mg/mL oral suspension||00000005089|84.48||
WS SERVICE AREA|25010066|vancomycin 500 mg/100 mL in 0.9% sodium chloride enema||00000005098|9.50||
WS SERVICE AREA|25010066|vancomycin 50 mg/mL oral solution||00000005099|4.52||
WS SERVICE AREA|25010066|NIFEdipine 4 mg/mL Oral Suspension||00000005427|7.74||
WS SERVICE AREA|25010066|glycerin (adult) rectal suppository||00132007912|4.00||
WS SERVICE AREA|25010066|glycerin (adult) rectal suppository||00713010106|4.29||
WS SERVICE AREA|25010066|phenol (bulk) 89 % liquid||51552011803|509.70||
WS SERVICE AREA|25010066|fentaNYL 12 mcg/hr transdermal patch||00378911916|142.93||
WS SERVICE AREA|25010066|fentaNYL 12 mcg/hr transdermal patch||00781724055|142.93||
WS SERVICE AREA|25010066|levOCARNitine (with sugar) 100 mg/mL oral solution||64980050312|331.16||
WS SERVICE AREA|25010066|levOCARNitine (with sugar) 100 mg/mL oral solution||50383017104|325.64||
WS SERVICE AREA|25010066|lactoperoxidase-glucose oxidase-potass thiocyan mucosal gel||48582051201|33.12||
WS SERVICE AREA|25010066|sildenafil (antihypertensive) 20 mg tablet||00069419068|367.47||
WS SERVICE AREA|25010066|sildenafil (antihypertensive) 20 mg tablet||60505340409|142.40||
WS SERVICE AREA|25010066|sildenafil (antihypertensive) 20 mg tablet||68084062221|142.40||
WS SERVICE AREA|25010066|metroNIDAZOLE 1 % topical gel||00299382060|2,650.14||
WS SERVICE AREA|25010066|metroNIDAZOLE 1 % topical gel||00781708035|1,951.91||
WS SERVICE AREA|25010066|metroNIDAZOLE 1 % topical gel||51672529503|1,951.91||
WS SERVICE AREA|25010066|methadone 40 mg soluble tablet||49999084130|8.60||
WS SERVICE AREA|25010066|methadone 40 mg soluble tablet||00406054034|4.25||
WS SERVICE AREA|25010066|pregabalin 25 mg capsule||00071101268|217.65||
WS SERVICE AREA|25010066|pregabalin 50 mg capsule||00071101368|108.82||
WS SERVICE AREA|25010066|pregabalin 75 mg capsule||00071101468|72.55||
WS SERVICE AREA|25010066|pregabalin 100 mg capsule||00071101541|59.85||
WS SERVICE AREA|25010066|pregabalin 200 mg capsule||00071101768|27.21||
WS SERVICE AREA|25010066|amitriptyline 10 mg tablet||16714044601|4.25||
WS SERVICE AREA|25010066|amitriptyline 10 mg tablet||51079013101|4.25||
WS SERVICE AREA|25010066|lopinavir-ritonavir 200 mg-50 mg tablet||00074679922|60.09||
WS SERVICE AREA|25010066|amitriptyline 25 mg tablet||00904020161|4.25||
WS SERVICE AREA|25010066|amitriptyline 25 mg tablet||51079010701|4.25||
WS SERVICE AREA|25010066|lanthanum 750 mg chewable tablet||54092025315|84.53||
WS SERVICE AREA|25010066|lanthanum 750 mg chewable tablet||66993042353|91.19||
WS SERVICE AREA|25010066|digoxin 50 mcg/mL oral solution||00054005746|1,182.72||
WS SERVICE AREA|25010066|amitriptyline 50 mg tablet||16714044801|4.25||
WS SERVICE AREA|25010066|amitriptyline 50 mg tablet||51079013301|4.25||
WS SERVICE AREA|25010066|levothyroxine 25 mcg tablet||51079044401|4.25||
WS SERVICE AREA|25010066|levothyroxine 25 mcg tablet||00781518092|4.25||
WS SERVICE AREA|25010066|levothyroxine 50 mcg tablet||51079044001|4.25||
WS SERVICE AREA|25010066|levothyroxine 50 mcg tablet||00781518192|4.25||
WS SERVICE AREA|25010066|levothyroxine 50 mcg tablet||00527134201|4.25||
WS SERVICE AREA|25010066|levothyroxine 50 mcg tablet||00527134210|4.25||
WS SERVICE AREA|25010066|levothyroxine 75 mcg tablet||51079044101|4.25||
WS SERVICE AREA|25010066|levothyroxine 75 mcg tablet||00074518211|4.25||
WS SERVICE AREA|25010066|levothyroxine 100 mcg tablet||51079044201|4.25||
WS SERVICE AREA|25010066|levothyroxine 100 mcg tablet||00527134501|4.25||
WS SERVICE AREA|25010066|levothyroxine 100 mcg tablet||00074662411|4.25||
WS SERVICE AREA|25010066|levothyroxine 125 mcg tablet||51079044301|4.25||
WS SERVICE AREA|25010066|levothyroxine 125 mcg tablet||00074706811|4.25||
WS SERVICE AREA|25010066|levothyroxine 150 mcg tablet||51079044501|4.25||
WS SERVICE AREA|25010066|levothyroxine 150 mcg tablet||00074706911|4.25||
WS SERVICE AREA|25010066|levothyroxine 200 mcg tablet||00074714890|4.25||
WS SERVICE AREA|25010066|levothyroxine 200 mcg tablet||00074714811|4.26||
WS SERVICE AREA|25010066|amoxicillin 250 mg capsule||00781202001|4.25||
WS SERVICE AREA|25010066|liothyronine 25 mcg tablet||60793011601|4.25||
WS SERVICE AREA|25010066|liothyronine 25 mcg tablet||00574022201|4.25||
WS SERVICE AREA|25010066|amoxicillin 500 mg capsule||00781261301|4.25||
WS SERVICE AREA|25010066|amoxicillin 500 mg capsule||00093310905|4.25||
WS SERVICE AREA|25010066|lisinopril 20 mg tablet||63739035010|4.25||
WS SERVICE AREA|25010066|lisinopril 20 mg tablet||06808419811|4.25||
WS SERVICE AREA|25010066|lithium carbonate 300 mg tablet||00054852825|4.25||
WS SERVICE AREA|25010066|lithium citrate 8 mEq/5 mL oral solution||00054352763|1,267.20||
WS SERVICE AREA|25010066|amoxicillin 250 mg/5 mL oral suspension||00781604146|42.94||
WS SERVICE AREA|25010066|loperamide 2 mg capsule||51079069001|4.81||
WS SERVICE AREA|25010066|loperamide 1 mg/5 mL oral liquid||50383061804|30.50||
WS SERVICE AREA|25010066|LORazepam 0.5 mg tablet||68084041211|4.25||
WS SERVICE AREA|25010066|LORazepam 1 mg tablet||51079038620|4.25||
WS SERVICE AREA|25010066|magnesium citrate oral solution||00869068638|16.67||
WS SERVICE AREA|25010066|magnesium citrate oral solution||49348050449|10.42||
WS SERVICE AREA|25010066|magnesium citrate oral solution||10939010433|10.42||
WS SERVICE AREA|25010066|medroxyPROGESTERone 10 mg tablet||59762374202|4.25||
WS SERVICE AREA|25010066|medroxyPROGESTERone 2.5 mg tablet||00009006404|17.64||
WS SERVICE AREA|25010066|medroxyPROGESTERone 2.5 mg tablet||00555087202|4.25||
WS SERVICE AREA|25010066|megestrol 40 mg tablet||63739016510|4.25||
WS SERVICE AREA|25010066|megestrol 40 mg tablet||00904357161|4.25||
WS SERVICE AREA|25010066|methadone 5 mg/5 mL oral solution||00000005295|4.25||
WS SERVICE AREA|25010066|methadone 5 mg/5 mL oral solution||00054355563|281.60||
WS SERVICE AREA|25010066|methadone 10 mg tablet||00406577162|4.25||
WS SERVICE AREA|25010066|methadone 10 mg tablet||00406577123|4.25||
WS SERVICE AREA|25010066|methadone 5 mg tablet||00406575562|4.25||
WS SERVICE AREA|25010066|methazolAMIDE 50 mg tablet||48102010101|26.97||
WS SERVICE AREA|25010066|methazolAMIDE 50 mg tablet||00781107101|26.97||
WS SERVICE AREA|25010066|methocarbamol 500 mg tablet||63739016610|4.25||
WS SERVICE AREA|25010066|methocarbamol 500 mg tablet||70010075405|4.25||
WS SERVICE AREA|25010066|methocarbamol 750 mg tablet||00143129205|4.25||
WS SERVICE AREA|25010066|methocarbamol 750 mg tablet||31722053401|4.25||
WS SERVICE AREA|25010066|methocarbamol 750 mg tablet||76385012401|4.25||
WS SERVICE AREA|25010066|methocarbamol 750 mg tablet||70010077005|4.25||
WS SERVICE AREA|25010066|methyldopa 250 mg tablet||51079020001|4.25||
WS SERVICE AREA|25010066|methyldopa 500 mg tablet||51079020101|4.25||
WS SERVICE AREA|25010066|methylphenidate 5 mg tablet||00406114201|5.15||
WS SERVICE AREA|25010066|methylphenidate 5 mg tablet||57664022888|4.25||
WS SERVICE AREA|25010066|metoclopramide 10 mg tablet||68084000911|4.25||
WS SERVICE AREA|25010066|metoclopramide 10 mg tablet||51079088820|4.25||
WS SERVICE AREA|25010066|metoclopramide 10 mg tablet||63739029310|4.25||
WS SERVICE AREA|25010066|metoclopramide 5 mg tablet||63739048110|4.25||
WS SERVICE AREA|25010066|metoprolol tartrate 100 mg tablet||51079080201|4.25||
WS SERVICE AREA|25010066|metoprolol tartrate 50 mg tablet||51079080101|4.25||
WS SERVICE AREA|25010066|metroNIDAZOLE 250 mg tablet||51079021620|4.25||
WS SERVICE AREA|25010066|metroNIDAZOLE 250 mg tablet||50111033302|4.25||
WS SERVICE AREA|25010066|miconazole nitrate 2 % topical cream||00472073514|13.94||
WS SERVICE AREA|25010066|mineral oil oral||54162019016|4.25||
WS SERVICE AREA|25010066|minocycline 100 mg capsule||65862021150|11.96||
WS SERVICE AREA|25010066|minocycline 100 mg capsule||00591569550|11.96||
WS SERVICE AREA|25010066|minocycline 50 mg capsule||00591569401|11.96||
WS SERVICE AREA|25010066|minoxidil 10 mg tablet||68084020511|4.25||
WS SERVICE AREA|25010066|minoxidil 2.5 mg tablet||68084020401|11.93||
WS SERVICE AREA|25010066|minoxidil 2.5 mg tablet||68084020411|11.93||
WS SERVICE AREA|25010066|minoxidil 2.5 mg tablet||00591564201|4.25||
WS SERVICE AREA|25010066|minoxidil 2.5 mg tablet||49884025601|5.51||
WS SERVICE AREA|25010066|morphine 10 mg/5 mL oral solution||00054023755|5.95||
WS SERVICE AREA|25010066|morphine 10 mg/5 mL oral solution||00054023763|299.20||
WS SERVICE AREA|25010066|morphine 10 mg/5 mL oral solution||68094000162|11.48||
WS SERVICE AREA|25010066|morphine 10 mg/5 mL oral solution||00000005400|4.25||
WS SERVICE AREA|25010066|morphine 15 mg immediate release tablet||00054023524|6.40||
WS SERVICE AREA|25010066|nadolol 20 mg tablet||00781118101|24.14||
WS SERVICE AREA|25010066|nadolol 20 mg tablet||51079081201|43.58||
WS SERVICE AREA|25010066|nadolol 40 mg tablet||51079081301|25.44||
WS SERVICE AREA|25010066|naproxen 375 mg tablet||50268059511|4.63||
WS SERVICE AREA|25010066|neomycin 500 mg tablet||50383056510|4.80||
WS SERVICE AREA|25010066|niacin ER 250 mg capsule,extended release||00904062960|4.00||
WS SERVICE AREA|25010066|niacin ER 500 mg capsule,extended release||00904063160|4.00||
WS SERVICE AREA|25010066|niacin 500 mg tablet||00904227260|4.00||
WS SERVICE AREA|25010066|NIFEdipine 10 mg capsule||00228249710|7.52||
WS SERVICE AREA|25010066|NIFEdipine 10 mg capsule||69315021101|7.52||
WS SERVICE AREA|25010066|nitroglycerin 0.4 mg sublingual tablet||00071041813|8.77||
WS SERVICE AREA|25010066|nitroglycerin 2 % transdermal ointment||00281032608|9.70||
WS SERVICE AREA|25010066|nortriptyline 10 mg capsule||68084003111|4.25||
WS SERVICE AREA|25010066|nortriptyline 25 mg capsule||68084003211|4.25||
WS SERVICE AREA|25010066|nortriptyline 25 mg capsule||51079080420|4.25||
WS SERVICE AREA|25010066|nystatin 100,000 unit/gram topical cream||51672128901|123.55||
WS SERVICE AREA|25010066|nystatin 100,000 unit/gram topical cream||51672128902|185.43||
WS SERVICE AREA|25010066|nystatin 100,000 unit/gram topical ointment||00472016615|123.24||
WS SERVICE AREA|25010066|nystatin 100,000 unit/mL oral suspension||00603148158|8.62||
WS SERVICE AREA|25010066|nystatin 100,000 unit/mL oral suspension||66689003701|7.04||
WS SERVICE AREA|25010066|nystatin 100,000 unit/mL oral suspension||66689003750|10.84||
WS SERVICE AREA|25010066|nystatin 100,000 unit/mL oral suspension||50383058716|8.62||
WS SERVICE AREA|25010066|nystatin 100,000 unit/mL oral suspension||00000005564|8.62||
WS SERVICE AREA|25010066|nystatin 100,000 unit/mL oral suspension||00000005572|8.62||
WS SERVICE AREA|25010066|nystatin 100,000 unit/mL oral suspension||60432053716|8.62||
WS SERVICE AREA|25010066|nystatin 500,000 unit tablet||53489040001|9.24||
WS SERVICE AREA|25010066|nystatin 500,000 unit tablet||00093098301|10.00||
WS SERVICE AREA|25010066|nystatin-triamcinolone 100,000 unit/g-0.1 % topical cream||00168008115|788.09||
WS SERVICE AREA|25010066|nystatin-triamcinolone 100,000 unit/g-0.1 % topical cream||51672126301|788.09||
WS SERVICE AREA|25010066|nystatin-triamcinolone 100,000 unit/gram-0.1 % topical ointment||51672127201|788.09||
WS SERVICE AREA|25010066|oxybutynin chloride 5 mg tablet||68084040011|4.25||
WS SERVICE AREA|25010066|oxybutynin chloride 5 mg tablet||00603497521|4.25||
WS SERVICE AREA|25010066|oxyCODONE-acetaminophen 5 mg-325 mg tablet||00406051262|9.64||
WS SERVICE AREA|25010066|oxyCODONE-acetaminophen 5 mg-325 mg tablet||68084035511|9.75||
WS SERVICE AREA|25010066|oxymetazoline 0.05 % nasal spray||00904571130|5.12||
WS SERVICE AREA|25010066|oxymetazoline 0.05 % nasal spray||10939041433|4.00||
WS SERVICE AREA|25010066|penicillin V potassium 250 mg/5 mL oral solution||00093412774|104.19||
WS SERVICE AREA|25010066|penicillin V potassium 250 mg tablet||00781120501|4.84||
WS SERVICE AREA|25010066|penicillin V potassium 500 mg tablet||00781165501|4.25||
WS SERVICE AREA|25010066|perphenazine 2 mg tablet||00781104613|13.83||
WS SERVICE AREA|25010066|perphenazine 4 mg tablet||00781104713|9.46||
WS SERVICE AREA|25010066|phenazopyridine 100 mg tablet||68084029211|8.80||
WS SERVICE AREA|25010066|phenazopyridine 100 mg tablet||51293061101|19.01||
WS SERVICE AREA|25010066|phenazopyridine 100 mg tablet||42192080101|19.01||
WS SERVICE AREA|25010066|phenazopyridine 200 mg tablet||68084029311|8.45||
WS SERVICE AREA|25010066|phenazopyridine 200 mg tablet||42192080201|14.08||
WS SERVICE AREA|25010066|PHENobarbital 20 mg/5 mL (4 mg/mL) oral elixir||00000005239|4.58||
WS SERVICE AREA|25010066|PHENobarbital 16.2 mg tablet||63739020010|4.25||
WS SERVICE AREA|25010066|PHENobarbital 16.2 mg tablet||00603516521|4.25||
WS SERVICE AREA|25010066|PHENobarbital 32.4 mg tablet||63739020110|4.25||
WS SERVICE AREA|25010066|PHENobarbital 64.8 mg tablet||00603516721|4.25||
WS SERVICE AREA|25010066|PHENobarbital 97.2 mg tablet||00603516821|4.25||
WS SERVICE AREA|25010066|phenobarb-hyoscy-atropine-scop 16.2 mg-0.1037 mg-0.0194 mg/5 mL elixir||66213042316|63.29||
WS SERVICE AREA|25010066|phenobarb-hyoscy-atropine-scop 16.2 mg-0.1037 mg-0.0194 mg/5 mL elixir||00000005240|25.73||
WS SERVICE AREA|25010066|phenobarb-hyoscy-atropine-scop 16.2 mg-0.1037 mg-0.0194 mg/5 mL elixir||66213042204|63.29||
WS SERVICE AREA|25010066|phenylephrine 0.25 % nasal spray||00024134803|24.67||
WS SERVICE AREA|25010066|phenylephrine 0.5 % nasal spray||00024135301|35.72||
WS SERVICE AREA|25010066|phenylephrine 1 % nasal drops||24385039010|19.80||
WS SERVICE AREA|25010066|phenytoin 125 mg/5 mL oral suspension||00000005185|30.41||
WS SERVICE AREA|25010066|phenytoin 125 mg/5 mL oral suspension||60432013108|240.26||
WS SERVICE AREA|25010066|phenytoin sodium extended 100 mg capsule||62756040201|4.25||
WS SERVICE AREA|25010066|phenytoin sodium extended 100 mg capsule||68084037611|4.25||
WS SERVICE AREA|25010066|phenytoin sodium extended 100 mg capsule||50268066015|4.25||
WS SERVICE AREA|25010066|phenytoin sodium extended 100 mg capsule||51079090501|4.25||
WS SERVICE AREA|25010066|pindolol 5 mg tablet||00378005201|9.29||
WS SERVICE AREA|25010066|pindolol 5 mg tablet||57664065588|6.20||
WS SERVICE AREA|25010066|potassium chloride 20 mEq oral packet||00245003589|47.80||
WS SERVICE AREA|25010066|potassium chloride 20 mEq oral packet||76439034310|42.55||
WS SERVICE AREA|25010066|potassium chloride 20 mEq oral packet||69543037901|71.83||
WS SERVICE AREA|25010066|potassium chloride ER 10 mEq tablet,extended release||00245004189|4.58||
WS SERVICE AREA|25010066|potassium chloride ER 10 mEq tablet,extended release||00378456105|4.25||
WS SERVICE AREA|25010066|potassium chloride ER 10 mEq tablet,extended release||00574027505|4.25||
WS SERVICE AREA|25010066|potassium iodide 1 gram/mL oral solution||00245000331|4.25||
WS SERVICE AREA|25010066|prazosin 1 mg capsule||51079063001|12.76||
WS SERVICE AREA|25010066|prazosin 5 mg capsule||51079063201|6.07||
WS SERVICE AREA|25010066|predniSONE 1 mg tablet||00054873925|4.89||
WS SERVICE AREA|25010066|predniSONE 20 mg tablet||00591544301|4.25||
WS SERVICE AREA|25010066|predniSONE 20 mg tablet||00143973801|4.25||
WS SERVICE AREA|25010066|predniSONE 5 mg tablet||63739051810|4.25||
WS SERVICE AREA|25010066|predniSONE 5 mg tablet||00054872425|4.25||
WS SERVICE AREA|25010066|primaquine 26.3 mg tablet||00024159601|11.86||
WS SERVICE AREA|25010066|primidone 250 mg tablet||00603537221|4.25||
WS SERVICE AREA|25010066|primidone 250 mg tablet||68084020311|4.25||
WS SERVICE AREA|25010066|probenecid 500 mg tablet||00378015601|8.07||
WS SERVICE AREA|25010066|prochlorperazine maleate 10 mg tablet||51079054201|4.25||
WS SERVICE AREA|25010066|promethazine 6.25 mg/5 mL syrup||60432060805|4.25||
WS SERVICE AREA|25010066|promethazine 6.25 mg/5 mL syrup|Q0169|60432060804|51.50||
WS SERVICE AREA|25010066|promethazine 12.5 mg tablet||68382004001|4.25||
WS SERVICE AREA|25010066|promethazine 12.5 mg tablet|Q0169|68084015401|4.25||
WS SERVICE AREA|25010066|promethazine 25 mg tablet||68084015511|4.25||
WS SERVICE AREA|25010066|promethazine 25 mg tablet||00904584061|4.25||
WS SERVICE AREA|25010066|promethazine 50 mg rectal suppository||00713013212|62.95||
WS SERVICE AREA|25010066|ascorbic acid (vitamin C) 250 mg tablet||87701040738|4.00||
WS SERVICE AREA|25010066|ascorbic acid (vitamin C) 250 mg tablet||00904052260|4.00||
WS SERVICE AREA|25010066|ascorbic acid (vitamin C) 500 mg tablet||00904052360|4.00||
WS SERVICE AREA|25010066|ascorbic acid (vitamin C) 500 mg tablet||00904052361|4.00||
WS SERVICE AREA|25010066|ascorbic acid (vitamin C) 500 mg tablet||00904052372|4.00||
WS SERVICE AREA|25010066|propantheline 15 mg tablet||00054472125|10.56||
WS SERVICE AREA|25010066|propranolol 20 mg/5 mL (4 mg/mL) oral solution||00054372763|464.64||
WS SERVICE AREA|25010066|propranolol 10 mg tablet||23155011001|4.25||
WS SERVICE AREA|25010066|propranolol 10 mg tablet||00904041161|4.25||
WS SERVICE AREA|25010066|propranolol 20 mg tablet||23155011101|4.25||
WS SERVICE AREA|25010066|propranolol 40 mg tablet||00603548421|4.25||
WS SERVICE AREA|25010066|propranolol 40 mg tablet||51079027901|4.25||
WS SERVICE AREA|25010066|propylthiouracil 50 mg tablet||67253065110|6.34||
WS SERVICE AREA|25010066|pseudoephedrine 30 mg tablet||00904633860|4.00||
WS SERVICE AREA|25010066|pseudoephedrine 30 mg tablet||00904505359|4.00||
WS SERVICE AREA|25010066|pseudoephedrine 60 mg tablet||00904512559|4.00||
WS SERVICE AREA|25010066|pyrazinamide 500 mg tablet||61748001211|45.72||
WS SERVICE AREA|25010066|pyridoxine (vitamin B6) 100 mg tablet||00904051860|4.25||
WS SERVICE AREA|25010066|pyridoxine (vitamin B6) 50 mg tablet||79854020030|4.25||
WS SERVICE AREA|25010066|pyridoxine (vitamin B6) 50 mg tablet||00904052060|4.25||
WS SERVICE AREA|25010066|quiNIDine sulfate 200 mg tablet||00185434601|4.25||
WS SERVICE AREA|25010066|quiNIDine sulfate 200 mg tablet||00591543801|4.25||
WS SERVICE AREA|25010066|aspirin 81 mg chewable tablet||63739043401|0.55||
WS SERVICE AREA|25010066|raNITIdine 15 mg/mL syrup||00121472710|38.06||
WS SERVICE AREA|25010066|aspirin 325 mg tablet||00904200940|0.55||
WS SERVICE AREA|25010066|aspirin 325 mg tablet||00904200960|0.55||
WS SERVICE AREA|25010066|aspirin 325 mg tablet||00536105301|0.55||
WS SERVICE AREA|25010066|aspirin 325 mg tablet||66553000101|0.55||
WS SERVICE AREA|25010066|aspirin 325 mg tablet,delayed release||00904201380|0.14||
WS SERVICE AREA|25010066|aspirin 81 mg tablet,delayed release||49348098053|0.55||
WS SERVICE AREA|25010066|aspirin 81 mg tablet,delayed release||63739052210|0.55||
WS SERVICE AREA|25010066|aspirin 300 mg rectal suppository||00574703412|4.00||
WS SERVICE AREA|25010066|aspirin 600 mg rectal suppository||00574703612|4.00||
WS SERVICE AREA|25010066|potassium, sodium phosphates 280 mg-160 mg-250 mg oral powder packet||60258000601|4.25||
WS SERVICE AREA|25010066|ARIPiprazole 2 mg tablet||59148000613|209.31||
WS SERVICE AREA|25010066|QUEtiapine 50 mg tablet||68084053111|21.83||
WS SERVICE AREA|25010066|QUEtiapine 50 mg tablet||00904663961|4.25||
WS SERVICE AREA|25010066|QUEtiapine 400 mg tablet||68084053511|33.14||
WS SERVICE AREA|25010066|capsaicin 0.1 % topical cream||41167075142|61.34||
WS SERVICE AREA|25010066|capsaicin 0.1 % topical cream||61787044302|140.66||
WS SERVICE AREA|25010066|ranolazine ER 500 mg tablet,extended release,12 hr||61958100301|41.87||
WS SERVICE AREA|25010066|lubiprostone 24 mcg capsule||64764024060|14.51||
WS SERVICE AREA|25010066|Saccharomyces boulardii 250 mg oral powder packet||66825004720|8.10||
WS SERVICE AREA|25010066|fluticasone 50 mcg/actuation nasal spray,suspension||60505084703|592.76||
WS SERVICE AREA|25010066|fluticasone 50 mcg/actuation nasal spray,suspension||53100020010|83.36||
WS SERVICE AREA|25010066|fluticasone 50 mcg/actuation nasal spray,suspension||00135057602|83.36||
WS SERVICE AREA|25010066|fluticasone 50 mcg/actuation nasal spray,suspension||49348018243|4.25||
WS SERVICE AREA|25010066|insulin lispro protamine-lispro 100 unit/mL (75-25) subcutaneous susp||00002751101|15.75||
WS SERVICE AREA|25010066|selenium 50 mcg tablet||00904316260|4.25||
WS SERVICE AREA|25010066|atenolol 100 mg tablet||51079068501|4.25||
WS SERVICE AREA|25010066|atenolol 25 mg tablet||51079075901|4.25||
WS SERVICE AREA|25010066|atenolol 25 mg tablet||51079075920|4.25||
WS SERVICE AREA|25010066|atenolol 50 mg tablet||62584046711|4.25||
WS SERVICE AREA|25010066|simethicone 125 mg chewable tablet||00536453408|4.00||
WS SERVICE AREA|25010066|simethicone 125 mg chewable tablet||00603021120|4.00||
WS SERVICE AREA|25010066|simethicone 125 mg chewable tablet||00043011748|4.00||
WS SERVICE AREA|25010066|simethicone 80 mg chewable tablet||63739022510|4.00||
WS SERVICE AREA|25010066|simethicone 40 mg/0.6 mL oral drops,suspension||00904589430|10.23||
WS SERVICE AREA|25010066|simple syrup||00395266116|114.89||
WS SERVICE AREA|25010066|sodium bicarbonate 650 mg tablet||66553000801|4.00||
WS SERVICE AREA|25010066|sodium bicarbonate 650 mg tablet||00536454410|4.00||
WS SERVICE AREA|25010066|sodium chloride 1 gram tablet||00223176001|4.25||
WS SERVICE AREA|25010066|sodium chloride 1 gram tablet||00223176002|4.25||
WS SERVICE AREA|25010066|sodium polystyrene sulfonate oral powder||11534016615|755.36||
WS SERVICE AREA|25010066|sodium polystyrene sulfonate oral powder||10135014614|55.97||
WS SERVICE AREA|25010066|sorbitol 70 % solution||46287050030|15.84||
WS SERVICE AREA|25010066|spironolactone 25 mg tablet||68084020611|4.25||
WS SERVICE AREA|25010066|spironolactone 25 mg tablet||00378214601|4.25||
WS SERVICE AREA|25010066|spironolactone 25 mg tablet||59746021601|4.25||
WS SERVICE AREA|25010066|spironolactone 25 mg tablet||53489014301|4.25||
WS SERVICE AREA|25010066|spironolactone 25 mg tablet||53489014310|4.25||
WS SERVICE AREA|25010066|sulfADIAZINE 500 mg tablet||00185075701|32.33||
WS SERVICE AREA|25010066|sulfamethoxazole 800 mg-trimethoprim 160 mg tablet||68084023011|4.25||
WS SERVICE AREA|25010066|sulfamethoxazole 400 mg-trimethoprim 80 mg tablet||00603578021|4.68||
WS SERVICE AREA|25010066|sulfamethoxazole 400 mg-trimethoprim 80 mg tablet||65862041901|4.68||
WS SERVICE AREA|25010066|sulfaSALAzine 500 mg tablet||50268073011|4.25||
WS SERVICE AREA|25010066|sulfaSALAzine 500 mg tablet||59762500001|4.25||
WS SERVICE AREA|25010066|sulfaSALAzine 500 mg tablet,delayed release||59762010401|4.25||
WS SERVICE AREA|25010066|loratadine 5 mg/5 mL oral solution||54838055840|4.00||
WS SERVICE AREA|25010066|loratadine 5 mg/5 mL oral solution||00000005153|4.00||
WS SERVICE AREA|25010066|rasagiline 1 mg tablet||68546022956|83.93||
WS SERVICE AREA|25010066|cholecalciferol (vitamin D3) 1,000 unit tablet||00904582460|4.00||
WS SERVICE AREA|25010066|cholecalciferol (vitamin D3) 1,000 unit tablet||00904582461|4.00||
WS SERVICE AREA|25010066|cholecalciferol (vitamin D3) 1,000 unit tablet||79854005024|4.00||
WS SERVICE AREA|25010066|glycerin (child) rectal suppository||00132008112|4.00||
WS SERVICE AREA|25010066|glycerin (child) rectal suppository||00713010209|4.15||
WS SERVICE AREA|25010066|tamoxifen 10 mg tablet||63739026910|16.67||
WS SERVICE AREA|25010066|posaconazole 200 mg/5 mL (40 mg/mL) oral suspension||00085132801|459.71||
WS SERVICE AREA|25010066|brompheniramine-phenylephrine-DM 1 mg-2.5 mg-5 mg/5 mL oral solution||00904578220|29.91||
WS SERVICE AREA|25010066|temazepam 15 mg capsule||63739023110|6.10||
WS SERVICE AREA|25010066|temazepam 30 mg capsule||51079041901|5.86||
WS SERVICE AREA|25010066|sitaGLIPtin 25 mg tablet||00006022131|100.81||
