The information provided below is a comprehensive list of charges for each inpatient and outpatient service or item provided by Northside, also known as a chargemaster. 
It is not a helpful tool for patients seeking to comparison shop between hospitals or to estimate what health care services are going to cost them out of their own pocket. 
Northside reserves the right to change, delete, or otherwise modify its standard charges without any prior notice. 
For more information about the cost of your care, please contact one of Northside’s Financial Counselors at (404) 851-8694 or you may email to request a price estimate 
at Price.Estimate@Northside.com.



Northside Hospital System		
		
Charge Code	Charge Description	Charge
6750785	GOLD PROBE	"$1,428"
6430080	GRAD COMP (SLEEVE) RTW 20-30	$177
6431016	GRAD COMP (SLEEVE) RTW 30-40	$177
6430249	GRAD COMP KNEE 18-20 RTW PAIR	$65
6431537	GRAD COMP KNEE 18-30 LVL II	$335
6430250	GRAD COMP KNEE 20-30 RTW PAIR	$117
6431546	GRAD COMP KNEE 30-40 LVL II	$335
6431547	GRAD COMP KNEE 30-40 LVL III	$565
6430260	GRAD COMP KNEE 30-40 RTW PAIR	$148
6431555	GRAD COMP KNEE 40-50 LVL II	$335
6430081	GRAD COMP SCK/SLV RTW 20-30	$177
6430200	GRAD COMP THIGH 20-30 RTW PAIR	$154
6431574	GRAD COMP THIGH 30-40 LVL III	$565
6430210	GRAD COMP THIGH 30-40 RTW PAIR	$195
6431583	GRAD COMP THIGH 40-50 LVL III	$565
6430101	GRAD COMPR (SLV) RTW 20-30	$177
6430102	GRAD COMPR (SLV) RTW 30-40	$177
6431700	GRAD COMPRES GLOVE HEAVY LVL III	$565
6431691	GRAD COMPRES GLOVE MED LVL III	$565
6431681	GRAD COMPRES SLEEVE HEAVY LVL II	$335
6430103	GRAD COMPRESSION GAUNTLET RTW	$89
6430104	GRAD COMPRESSION GLOVE RTW	$250
6430120	GRADIENT COMP WAIST 20-30 RTW	$177
6430130	GRADIENT COMP WAIST 30-40 RTW	$230
6430041	GRADIENT COMPRESSION GLOVE RTW	$250
6751481	GRAFT STENT AAA LVL I	"$15,621"
7027078	GRAM STAIN ONLY	$149
6751968	GRANULES BURST 10CC	"$9,637"
7020220	GRANULOCYTES	"$3,204"
6759316	GRASPER SUTURE	"$1,134"
6752966	GRICE NEEDLE	$210
7054450	GROUP III SPECIAL STAIN SENDOUT	$310
7501195	GROUP PSYCHOTHERAPY 1.5HR	$291
7501197	GROUP PSYCHOTHERAPY 3 HR	$583
7501189	GROUP PSYHOTHERAPY .5 HR	$97
7501193	GROUP PSYHOTHERAPY 1HR	$195
7021352	GTT 1ST 3 SPECIMEN	$246
7257777	GUIDANCE FOR RADIAJ TX DLVR	"$3,827"
6750632	GUIDE WIRE ACCESS KIT	$300
6750648	GUIDEWIRE LEVEL I	$296
6750649	GUIDEWIRE LEVEL II	$667
6751894	GUIDEWIRE LEVEL III	"$1,175"
6751895	GUIDEWIRE LEVEL IV	"$1,994"
6753031	GYRUS ELECTRODE SUPRA SPATULA	"$1,500"
7021927	H PYLORI IGG AB	$186
7027126	H PYLORI TISSUE SCREEN	$165
6750830	HABERMAN FEEDER.	$65
6753041	HALL DISP. SAW BLADES	$185
7022818	HAPTOGLOBIN	$422
6753043	HARMONIC BLADE	"$1,064"
6759981	HARMONIC SHEAR	"$2,429"
6500070	HARMONY BREAST PUMP	$46
4059476	HBA1/HBA2 GENE	$669
7028188	HCG QUALITATIVE	$307
7028189	HCG QUANTITATIVE	$362
7025129	HCG TUMOR MARKER	$362
8610932	HCG URINE QUALITATIVE	$236
8610932	HCG URINE QUALITATIVE	$238
8610932	HCG URINE QUALITATIVE	$243
7255055	HDR AFTLOAD INC DOSIMTRY >12 CHN	"$7,602"
7255053	HDR AFTLOAD INC DOSIMTRY 1 CHNL	"$6,661"
7255054	HDR AFTLOAD INC DOSIMTRY 2-12 CHN	"$7,320"
7865060	HEAD GEAR	$96
7865014	HEATED CPAP TUBING	$116
7865020	HEATED HUMIDIFIER CHAMBER	$83
7865018	HEATED HUMIDIFIER PURCHASE	$647
7860018	HEATED HUMIDIFIER RENTAL	$108
7860014	HEATED HUMIDIFIER REPLACEMENT	$647
6754757	HELICAL BLADE	"$2,819"
7028030	HELICOBACTER PYLORI AG STOOL	$186
7361399	HELI-OX PER CANNISTER.	$755
7022720	HEMATOCRIT ONLY	$57
7380101	HEMODIALYSIS	"$2,702"
7361400	HEMOGLOBIN	$51
7025345	HEMOGLOBIN ELECTROPHORESIS	$130
7022724	HEMOGLOBIN ONLY	$53
6751292	HEMOSTASIS DEVICE FEMORAL	$80
6751104	HEMOSTAT ABSORBABLE SURGICIL	$90
6750414	HEMOSTATIC SEALANT ARISTA AH	$776
6750504	HEMOSTATIC SEALANT GEL FLOSEAL	"$5,703"
7025778	HEP B DNA QUANT PCR	"$1,098"
6962109	HEP C RNA PCR QUANT	"$1,098"
7022987	HEPARIN NEUTRALIZATION	$266
7029519	HEPATIC FUNCTION PANEL	$339
7025625	HEPATITIS A AB IGM	$312
7021051	HEPATITIS A AB TOTAL	$142
7025621	HEPATITIS B CORE ANTIBODY TOTAL	$221
7026315	HEPATITIS B CORE IGM	$314
7025346	HEPATITIS B E AB	$226
7025623	HEPATITIS B E AG	$221
7026219	HEPATITIS B SURF AB QUAL	$221
7025347	HEPATITIS B SURF AG	$264
7026496	HEPATITIS C ANTIBODY	$374
7021879	HEPATITIS C GENOTYPE	$784
7025348	HEPATITIS PROFILE ABC	$711
10722997	HEPATOLITE DISOFENIN UP TO 15 MCI	$624
10726101	HEPATOTOMY ABS DRAIN 1-2 STAGES	"$4,200"
7021048	HERPES SIMPLEX 1 IGG	$196
7021047	HERPES SIMPLEX 1 IGM	$196
7021050	HERPES SIMPLEX 2 IGG	$196
7021049	HERPES SIMPLEX 2 IGM	$196
6753048	HEWSON SUTURE RETREIVER	$144
6753406	HF RESECTION ELECT 24FR LONG LOOP	"$1,658"
7025608	HHV-6 QPCR	$544
7026391	HHV-7	"$1,118"
6753049	HIP IMPLANT LVL I	"$19,970"
6753050	HIP IMPLANT LVL II	"$30,388"
7133972	HIS BUNDLE ABLATION	"$15,697"
7054001	HISTOCHEM STAINING MUSCLE	$213
7027151	HISTOPLASMA AG	$435
7020303	HISTOPLASMA ANTIBODY	$170
7022038	HIT ANTIBODY	$443
7026084	HIV 1 AB EVAL	$253
6962108	HIV 1 RNA PCR QUANT	$594
7026335	HIV 2 AB EVAL	$384
7026334	HIV AG/AB COMBO ASSAY	$291
7021574	HIV PHENOTYPE ADD'L 1-5 DRUGS	$314
7021834	HIV-1 OTHER REGION	$977
7026034	HIV-1 REV TRANS & PROTEASE REGION	"$1,441"
6750136	HI-VAC TUBING	$42
7025352	HLA B27	$628
7022079	HLA CLASS I HIGH DEFIN QUAL	$729
7021778	HLA CLASS II HIGH DEFIN QUAL	$867
7022065	HLA TYPING I & II HIGH RES	"$2,096"
7021888	HLA TYPING I & II LOW RES	"$1,289"
7022072	HLA TYPING II HIGH RES 1 LOCUS	$988
6753060	HOLMIUM LASER FIBER	"$1,358"
7121150	HOLTER MONITORING UP TO 48HRS	$337
7451018	HOME SLEEP TEST/TYPE III PORTABLE	$697
7023583	HOMOCYSTEINE	$290
7027267	HOMOGENIZATION TISSUE FOR CULTURE	$59
6751458	HORIZON CLIP LARGE	$40
6751456	HORIZON CLIP MED	$25
6751457	HORIZON CLIP MED-LARGE	$30
6751455	HORIZON CLIP SMALL	$20
7341716	HOT/COLD PACK ONE OR MORE AREA OT	$142
7372716	HOT/COLD PACK ONE OR MORE AREA PT	$142
7026023	HSV ANTIBODY SCREEN IGM	$127
7021925	"HSV PCR QUAL, AMPLIFIED PROBE"	$165
7022144	HSV PCR QUANTIFICATION	$421
7026447	HTLV I ANTIBODIES	$148
7025343	HUMAN GROWTH HORMONE LEVEL	$373
6781141	HYDRATION IV EA ADTL HR/SEQ	$205
6781140	HYDRATION IV INITIAL 31-60 MIN	$566
6750076	HYDROTOME	"$2,368"
10727015	HYSTEROSONOGRAM	$557
10725242	I&D ABSC THIGH/KNEE	"$3,768"
10725550	I&D ABSCESS SUBFACIAL	"$6,837"
10725549	I&D DEEP ABSC NECK/THORAX	"$6,552"
10722987	I-123 CAP PER 100 UCI DX USE	$232
10720198	I-125 SOD IOTHAL UP TO 10 UCI	"$1,699"
10722972	I-131 CAP PER MCI DX IMAGING	$40
10722973	I-131 CAP PER MCI TRT USE	$40
10722980	I-131 MIBG IOBENGUANE PER 0.5 MCI	$679
10720194	I-131 SOD IOD DX PER UCI	$164
10720193	I-131 SOLUTION TX PER MCI	$39
7130214	ICD INSERT/REPLACE DUAL W/LEAD	"$55,993"
7130213	ICD INSERT/REPLACE SGL W/LEAD	"$55,993"
7008668	ICD INTERR EVAL	$278
7130260	ICD LEAD/DUAL COIL	"$39,600"
7008674	ICD PERI-PROCEDURE EVAL	$142
7008665	ICD PROG EVAL DUAL LEAD	$278
7008666	ICD PROG EVAL MULTI LEAD	$278
7008664	ICD PROG EVAL SINGLE LEAD	$278
7008679	ICM/LOOP INTERR REMOTE 30 DAYS	$278
7021004	IEP/IGA	$175
7021006	IEP/IGG	$175
7021005	IEP/IGM	$175
7023117	IGA	$175
7026227	IGE	$182
7026199	IGF 1 (SOMATOMEDIN)	$221
7023120	IGG	$175
7026042	IGG CSF	$175
7023039	IGG SUBCLASS 1	$180
7023040	IGG SUBCLASS 2	$180
7023041	IGG SUBCLASS 3	$180
7021295	IGG SUBCLASS 4	$180
7023122	IGM	$175
6757572	ILIAC CREST	"$3,542"
6781162	IM OR SQ INJECTION	$205
7251037	IMMOBILIZER BALLOON PROSTATE	$465
6757361	"IMMOBILIZER KNEE UNIV 20"""	$198
7054211	IMMUNO 1ST AB PER SPECIMEN	$491
7054212	IMMUNO EA ADDL AB PER SPECIMEN	$491
7054214	IMMUNO REF LAB 1ST AB PER SPEC	$491
7054215	IMMUNO REF LAB EA ADD AB PER SPEC	$491
7022200	IMMUNOASSAY NON-INFECTIOUS AB/AG	$158
7021762	IMMUNOASSAY PNEUMO AB EACH	$63
7022070	IMMUNOASSAY QNT NOS NONAB	$277
7021902	"IMMUNOASSAY TUMOR/OTHER AG, QUANT"	$133
3655313	IMMUNODIFFUSION	$401
7021406	IMMUNOFIXATION SERUM	$318
7021281	IMMUNOFIXATION URINE	$318
7022199	IMMUNOFLUOR EA AB ADD SINGLE	$524
7022138	"IMMUNOFLUOR EA AB, DIRECT METHOD"	$748
7052141	"IMMUNOFLUOR PR SP, EA ADD SGL AB"	$524
7131605	IMPLANT CARDIAC EVENT RECORDER	"$8,573"
7258757	"IMRT, COMPLEX"	"$4,231"
7258756	"IMRT, SIMPLE"	"$4,231"
10722974	IN 111-DTPA PER 0.5 MCI	"$5,604"
7020805	INCUBATION TECHNIQUE	$271
10720294	IND III SATUMOMAB DX UP TO 6 MG	"$11,891"
7022430	INDIRECT ANTIBODY SCREEN	$169
10722981	INDIUM III CAPRO/PENDETIDE PER DS	"$5,978"
10720255	INDIUM III WBC DX PER DOSE	"$10,251"
7503037	INDIVIDUAL PSYCHOTHERAPY >52 0MIN	$512
7503035	INDIVIDUAL PSYCHOTHERAPY 16-37MIN	$171
7503036	INDIVIDUAL PSYCHOTHERAPY 38-52MIN	$291
7022822	INFECTIOUS MONO TEST	$186
7021908	INFLUENZA A & B RTPCR	$548
7025125	INHIBIN A	$126
7025126	INHIBIN B	$277
10727023	INJ ARTHROGRAM ANKLE	$995
10727027	INJ ARTHROGRAM ELBOW	$995
10727030	INJ ARTHROGRAM HIP	$995
10727033	INJ ARTHROGRAM KNEE	$949
10727035	INJ ARTHROGRAM SHOULDER	$995
10727037	INJ ARTHROGRAM TMJ	$995
10727038	INJ ARTHROGRAM WRIST	"$1,093"
10720327	INJ ARTHROGRAPHY SACROILIAC	"$4,001"
10721135	INJ CON EVAL EXIST TUBE	$529
10721139	INJ CONTRAST ABS CYST	$476
10724903	INJ LUM EPI OR SUBD W/IMG	"$2,351"
10727712	INJ PERC TREAT EXTREM PSEUDO	$918
10725084	INJ SGL TENDON ORIG/INSERTN	$737
10727057	INJ SI THERAP W/W/O ARTHRO	"$1,874"
10725298	INJ SI THERAP W/W/O ARTHRO BI	"$2,273"
10727734	INJ W/FLUOR EVAL CV DEVICE	$729
10727394	INJECT CHOLANGIOGRAM EXISIT ACS	"$3,880"
10727370	INJECT CHOLANGIOGRAM NEW ACS	"$7,777"
10727012	INJECT SINUS TRACT FOR X-RAY	$727
10727045	INJECT VENOGRAM EXTREMITY	"$1,171"
10727058	INJECTION BLOOD PATCH	"$1,613"
10724012	INJECTION FOR BREAST X-RAY	"$1,199"
6522149	INJECTION SQ OR IM	$205
6753076	INNERDYNE STEP TROCAR	$401
10729211	INS DEV CENT VEN W/PORT >5 YRS	"$8,591"
10729201	INS NON-TUN CENTRAL CATH >5 YRS	"$4,214"
10729202	INS PICC W/O PORT/PUMP >5 YRS	"$4,060"
10729206	INS PICC W/PORT/PUMP >5 YRS	"$4,060"
10729210	INS TUN CENT CATH W/O PRT >5 YRS	"$5,171"
7251497	INS UTERINE TNDM/ VAGINAL OVOID	"$2,961"
10720179	INSERT CATH PLEURA W/ IMAGE	"$4,297"
10721129	INSERT DUOD/J TUBE	"$2,794"
10720102	INSERT GASTROSTOMY TUBE	"$2,587"
10729120	INSERT HEPATIC SHUNT/TIPS	"$5,118"
10721145	INSERT INTRAPERI CATH W/PORT	"$11,020"
7130235	INSERT NEW PM W/DUAL LEAD	"$23,056"
7130603	INSERT NEW PM W/DUAL LEAD (KX)	"$23,056"
7136511	INSERT OF CARDIAC LV LEAD-W/NEW	"$18,754"
10720329	INSERT TEMP BLADDER CATH	$461
10721144	INSERT TUNN INTRAPERI CATH	"$7,162"
10727714	INSERT TUNNELED PLEURAL CATH	"$9,455"
6781700	INSERTION FOLEY/STRAIGHT CATH	$208
7130289	INSERTION TEMP PACEMAKER ELECT.	"$17,626"
7251498	INSERTION VAGINAL CYLINDER	"$1,415"
7025357	INSULIN(INSULIN) ASSAY	$423
7251501	INTENSITY MODULATED TREATMENT PLA	"$10,178"
6751059	INTERCEED	$769
6781627	INTERMEDIATE PROCEDURE	$973
6702050	INTERNAL FETAL MONITORING	$516
7054478	INTERPACE PATHFINDER TG	"$10,475"
7133971	INTRACARDIAC EP 3-D MAPPING	"$9,143"
6750863	INTRAOSSEOUS NDL/ILIAC ASPIRATN	$561
6751062	INTRAUTERINE PRESSURE CATH	$432
7113238	INTRAVASC DOPP/COLOR INITIAL IFR	"$4,594"
7025657	INTRINSIC FACTOR AB	$476
10727841	INTRO CATH AORTA	"$2,175"
10728408	INTRO CATH AORTA TRANSLUMBAR	"$3,151"
10725791	INTRO CATH DIA CIR DX ANG FLU	"$2,327"
10725793	INTRO CATH DIA CIR W/TCAT STEN	"$33,164"
10725792	INTRO CATH DIA CIR W/TRLUM BAL	"$16,409"
10728488	INTRO CATH VENA CAVA SUP/INFERIOR	"$2,170"
10727843	INTRO NEEDLE/CATH ARTERY EXTREM	"$2,668"
10727845	INTRO OF FALLOPIAN TUBE CATH	"$4,410"
6758862	INTRO/SHEATH NO-GUIDE LVL I	$393
6758864	INTRO/SHEATH NO-GUIDE LVL II	$702
6758865	INTRO/SHEATH NO-GUIDE LVL III	"$1,019"
6758819	INTRO/SHEATH NO-GUIDE LVL IV	"$1,684"
6750439	INTRO/SHTH GUIDE EP FIXED LVL I	$931
6753270	INTRO/SHTH GUIDE EP STEER LVL I	$308
6753273	INTRO/SHTH GUIDE EP STEER LVL VI	"$5,612"
6751419	INTRO/SHTH GUIDE FIX PEEL LVL I	$220
10728411	INTRODUCE NEEDLE/INTRACATH VEIN	$266
6750538	INTRODUCER INTRASITE	$403
10723712	INTRODUCER OSTEO ONE-STEP	"$2,567"
6753088	INTRODUCR/SHEATH NO-GUIDE LVL I	$393
7258900	INTRST RADELMT COMPLX>10 SCS	"$10,500"
7361252	INTUBATION	$942
10720097	IOFLUPANE I-123 TO 5MCI DOSE	"$6,876"
7361034	IONIZED CALCIUM	$146
6992717	IONTOPHORESIS PER 15 MIN PT	$218
7363051	IPPB TX	$523
7029457	IRON BINDING	$180
7029456	IRON LEVEL	$180
7054445	ISH MORPHO AUTO MULTI STAIN	"$1,096"
7021831	ISH MORPHO MANUAL 1ST STAIN	"$1,055"
7021857	ISH MORPHO MANUAL ADDL STAIN	"$1,055"
7054447	ISH MORPHO MANUAL MULTI STAIN	"$1,096"
7021858	ISH MORPHO MANUAL MULTISTAIN	"$1,096"
7054560	ISH PER SPEC 1ST SGL STAIN	$202
7054561	ISH PER SPEC ADDL SGL STAIN	$202
6628218	ISOCOOL BIPOLAR TIP	"$1,346"
6826403	ISOLATION/ICU REC INITAL 15M	$435
6826402	ISOLATION/ICU REC TIME EA ADD 15M	$259
6024002	IV HYDRATION INITIAL 31-60 MIN	$566
7951141	"IV HYDRATION,EA ADDTL HR"	$218
7951140	"IV HYDRATION,INITIAL, 31-60 MIN"	$566
6781147	IV PUSH SEQUENTIAL NEW DRUG	$401
6781163	IV PUSH SEQUENTIAL SAME DRUG	$401
7951147	"IV PUSH, EA ADTL NEW DRUG"	$401
7951163	"IV PUSH, EA ADTL SAME DRUG"	$401
7254008	"IV PUSH, SINGLE OR INITIAL"	$425
6024006	IV THER ADTL NEW SEQUENT 1ST HR	$218
7951145	IV THER/PROPH CONCURRENT	$218
7951143	IV THER/PROPH EA ADDTL HR	$218
7951142	"IV THER/PROPH INITIAL, UP TO 1 HR"	$566
6755409	IVC FILTER	"$11,208"
10720894	IVUS NONCORONARY 1ST VES	"$5,551"
10720895	IVUS NONCORONARY ADDL VES	"$4,921"
6751132	JACKSON PRATT DRAIN	$100
6750885	JACKSON PRATT RESERVOIR	$123
7026030	JC VIRUS QUANT BY PCR	"$1,728"
10727048	J-TUBE	$397
7021967	KAPPA LIGHT CHAINS	$357
6753116	KELMAN TIP	$313
6753117	KENNEDY SINUS STENT	$91
7028608	KETONE SERUM QUAL	$130
7054421	KIDNEY BX IMMUNOFLUORESCENT	"$1,310"
7054422	KIDNEY BX LIGHT MICROSCOPIC	"$1,122"
7054423	KIDNEY BX SPECIAL STAIN GRP II	$312
10725554	KIDNEY CRYO ABLATION	"$14,469"
10725555	KIDNEY CRYO ABLATION BI	"$21,706"
10725546	KIDNEY RF ABLATION	"$14,469"
10728533	KIDNEY RF ABLATION BI	"$21,706"
7025413	KIDNEY STONE ANALYSIS	$342
6755748	KIT CHEST TUBE INSERTION	$365
6750792	KIT HEMORRHOID BANDING	$278
6750793	KIT J-TUBE	$744
7369400	KIT MINIBAL CATHETER	$265
6750953	KIT MUCOSECTOMY	"$2,065"
6753129	KIT NERVE MONITOR ET TUBE/PROBE	$900
6750794	KIT PEG PULL	$406
6751309	KIT PEG PUSH	$764
6751380	KIT PHOTOPHERESIS	"$6,084"
6750673	KIT RADIAL SHEATH	$317
6756020	KIT RADIOFREQUENCY	"$3,491"
6750795	KIT VARICEAL BANDING	"$1,336"
7022889	KLEIHAUER-BETKE STAIN	$437
6753133	KNEE IMPLANT LVL I	"$18,118"
6753134	KNEE IMPLANT LVL II	"$29,231"
6753141	KNEE THERAPY WRAP HOT/COLD	$106
6756136	KNIFE CRESCENT ANGLED	$106
6753142	KNIFE OPHT MINI CRESCENT ANG BEV	$28
6753409	K-WIRE	$51
6751180	KYPHOPAK	"$21,193"
10725505	KYPHOPLASTY LUMBAR	"$15,804"
10725504	KYPHOPLASTY THORACIC	"$15,804"
10725506	KYPHOPLSTY ADD THOR/LUMB	"$10,843"
6751179	KYPHX IMPLANTABLES/CEMENT	"$1,008"
6700900	L&D OR 1ST 15 MIN	"$1,661"
6700901	L&D OR ADDL 15 MIN	"$1,181"
6703024	L/D VAGINAL DELIVERY	"$3,431"
7025139	LAB SPECIMEN PROCESS & HANDLING	$97
6703012	LABOR ROOM < 2 HOURS	$626
6703018	LABOR ROOM >11 UP TO 16 HRS	"$2,283"
6703020	LABOR ROOM >16 UP TO 21 HRS	"$2,955"
6703022	LABOR ROOM >21 UP TO 24 HRS	"$3,344"
6703016	LABOR ROOM >6 UP TO 11 HRS	"$1,628"
6703014	LABOR ROOM 2 HRS UP TO 6 HRS	"$1,151"
6501520	LAC CONSULT BRIEF F/U IP	$141
6501420	LAC CONSULT BRIEF INITIAL IP	$141
6501250	LAC CONSULT BRIEF OP	$141
6501523	LAC CONSULT EXTENDED F/U IP	$330
6501423	LAC CONSULT EXTENDED INITIAL IP	$330
6501253	LAC CONSULT EXTENDED OP	$330
6501521	LAC CONSULT INTERMED F/U IP	$235
6501421	LAC CONSULT INTERMED INITIAL IP	$235
6501251	LAC CONSULT INTERMED OP	$235
7028190	LACTATE (LABORATORY)	$307
6781008	LACTATE I-STAT	$300
7361033	LACTATE WHOLE BLOOD	$300
7021968	LAMBDA LIGHT CHAINS	$357
7025866	LAMOTRIGINE(LAMICTAL) LEVEL	$288
6993604	LARYNGEAL FUNCTION STUDY SP	$515
7256071	LARYNGOSCOPY FLEX FIBEROPTIC	$614
6993603	LARYNGOSCOPY W/STROBOSCOPY SP	"$1,314"
6704000	LD RECOVERY 1ST 15 MIN	$389
6704010	LD RECOVERY EA ADD 15 MIN	$323
7028362	LDH BODY FLUID NOT CSF	$129
7025360	LDH ISOENZYMES	$291
7028192	LDH SERUM	$129
7029449	LDL CHOLESTEROL MEASURED	$143
7025362	LEAD BLOOD	$291
6750697	LEAD DELIVERY SYSTEM	"$5,612"
6756102	LEAD INTRODUCER KIT	"$1,801"
7130265	"LEAD, CARDIOVERT-DEFIB, SINGLE CO"	"$39,600"
7130267	"LEAD, PCMKR, OTHER THAN VDD SINGL"	"$6,510"
7026675	LEGIONELLA AB SCREEN	$603
7027244	LEGIONELLA AG URINE	$230
7027612	LEGIONELLA BY PCR	$548
6754989	LENS IOL POSTERIOR	$473
6757781	LEVEEN INFLATOR/DISP PRESSURE	$421
6162007	LEVEL 2 PATIENT	$212
6162011	LEVEL 3 PATIENT	$212
6783111	LEVEL I VISIT	$370
6783076	LEVEL II VISIT	$790
6783077	LEVEL III VISIT	"$1,200"
6783078	LEVEL IV VISIT	"$1,870"
6783079	LEVEL V VISIT	"$2,790"
7025142	LEVETRIACETAM(KEPPRA) LEVEL	$288
6753157	LIGASURE COAGLUATOR	"$2,644"
6522043	LIMITED OB U/S ONE OR MORE	$867
7028695	LIPASE	$221
7029520	LIPID PANEL	$253
7025364	LITHIUM CITRATE(LITHIUM) LEVEL	$221
7021451	LIVER/KIDNEY MICROSOMAL AB	$108
7008676	LOOP RECORDER INTERR EVAL	$135
6753163	"LOOP, TUR"	$331
10727006	LOOPOGRAM	$991
6751301	LSO BRACE RIGID SHELL/PANEL	"$3,234"
6022202	LUMBAR PUNCTURE	"$1,257"
10727028	LUMBAR PUNCTURE DIAGNOSTIC	"$1,257"
10727029	LUMBAR PUNCTURE THERAPEUTIC	"$1,221"
7025366	LUTEINIZING HORMONE	$401
6753553	LV CORONARY VEIN LEAD	"$13,201"
7026781	LYME CSF/SYNOVIAL FLUID BY PCR	"$1,048"
7026914	LYME DISEASE AB SCREEN CSF	$443
7027001	LYME DISEASE PCR BLOOD	$392
7021678	LYME DISEASE W BLOT EACH	$67
7026619	LYME IGG AND IGM SEROLOGY	$443
7340211	LYMPHEDEMA EVALUATION OT HIGH	$507
7340209	LYMPHEDEMA EVALUATION OT LOW	$463
7340210	LYMPHEDEMA EVALUATION OT MOD	$485
7560213	LYMPHEDEMA EVALUATION PT LOW	$463
7560214	LYMPHEDEMA EVALUATION PT MOD	$485
7340212	LYMPHEDEMA OT RE EVALUATION	$386
6951175	LYMPHOCYTE TYPING CD16/56NK CELLS	$204
6951174	LYMPHOCYTE TYPING CD19(B CELLS)	$204
6951172	LYMPHOCYTE TYPING CD3(T CELLS)	$204
6951173	LYMPHOCYTE TYPING(CD4/CD8/RATIO)	$417
6587011	LYRICA/NEURONTIN LEVEL	$40
7028657	"MAGNESIUM, SERUM"	$150
7026701	MALARIA BY RAPID PCR	$395
7023255	MALARIA EIA.	$59
6753166	MALYUGIN RING	$529
10724215	MAMMO LOC 1ST LESION	$957
10724217	MAMMO LOC ADD LESION	$575
7372719	MANUAL/MOBILIZE/MLD PER 15 MIN PT	$248
7341718	MANUAL/MOBILZE/MLD PER 15 MIN OT	$248
7341722	MASSAGE PER 15 MIN	$159
7271722	MASSAGE PER 15 MIN OT	$159
7272722	MASSAGE PER 15 MIN PT	$159
6432007	MASTECTOMY BRA DELUXE	$112
10724374	MASTOTOMY EXPL/DRAIN ABSCESS DEEP	"$4,139"
6753171	MATRISTEM SURGCL PR SQ CM LVL III	$102
7361403	MDI TX	$523
10729199	MECH REM PERICATH OB MATER VA	"$5,961"
6750167	MEPILEX AG 4X4	$38
6757823	MEPILEX BORDER 3 X 3	$8
6751212	MEPILEX BORDER AG POST OP 4 X 12	$125
6751582	MEPILEX BORDER AG POST OP 7.5X7.5	$22
6751879	MEPILEX BORDER HEEL	$32
6751160	MEPILEX BORDER SACRUM	$44
6751921	MEPITEL 2X3	$42
6751920	MEPITEL 4X8	$65
7025204	MERCURY BLOOD	$515
6753179	MESH LEVEL 1	$492
6753183	MESH LEVEL 2	$896
6753184	MESH LEVEL 3	"$1,500"
6753185	MESH LEVEL 4	"$3,249"
7026040	"METANEPHRINE, BLOOD"	$431
7025371	METANEPHRINES URINE 24HR	$221
10722982	METASTRON PER MCI	"$7,012"
7361402	METHEMOGLOBIN	$84
7025374	METHOTREXATE LEVEL	$288
7026019	METHYLMALONIC ACID SERUM	$218
7027277	MIC SUSCEPTIBILITY	$209
7026717	MICROALBUMIN URINE RANDOM	$515
6751838	MICROCATHETER STEERABLE	"$7,938"
7054449	"MICRODISECTION, MANUAL"	$644
6750028	MICROINTRODUCER FOR PICC	$190
7054454	MICROSATELLITE INSTABILITY ANALY	$802
6753195	MICROVASIVE GEMINI BASKET	"$1,013"
6753197	MICROVASIVE UROMAX URETERAL KIT	"$1,597"
6522613	MIDDLE CEREBRAL ARTERY	$719
6781626	MINOR PROCEDURE	$585
10722991	MIRALUMA PER STUDY DOSE	$846
6753198	MIX KIT II	$362
7257906	MLC DEVICE(S) FOR IMRT PER PLAN	"$3,834"
7052031	MLH1 PROMOTER METHYLATION	"$1,454"
8550203	MNT INITIAL ASSESS EACH 15MIN	$83
6582100	MOD SED 5YR OR >1ST 15 MIN SAM MD	$732
7131844	MOD SED 5YR OR>1ST 15 MIN SAME MD	$728
7030258	MOD SED ENDO SERVICE >5YRS	$728
7022057	MOLECULAR PATH ATG16L1	$247
7022086	MOLECULAR PATH ECM1	$247
7022087	MOLECULAR PATH NKX2-3	$247
7054433	MOLECULAR PATH PROCEDURE LEVEL 5	"$1,995"
7022074	MOLECULAR PATH PROCEDURE LVL 4	"$1,809"
7022075	MOLECULAR PATH PROCEDURE LVL 5	"$1,995"
7022090	MOLECULAR PATH STAT3	$247
6755726	MORGAN LENS	$110
7054414	MORPH DNA AUTO PER SPEC	$529
7054417	MORPH ERA AUTO PER SPEC	$529
7054326	MORPH HER-2 NEU AUTO PER SPEC	$529
7054424	MORPH PRA AUTO PER SPEC	$529
7054553	MORPH TUMOR MANUAL PER SPEC	$176
10725276	MR ABDOMEN W/CONTRAST	"$5,106"
10726001	MR ABDOMEN W/O CONTRAST	"$4,506"
10725277	MR ABDOMEN WO/W CONTRAST	"$5,540"
10726493	MR ANGIO ABDOMEN W/CONTRAST	"$5,461"
10726039	MR ANGIO ABDOMEN W/O CONTRAST	"$4,820"
10726492	MR ANGIO ABDOMEN W/O/W CONTRAST	"$5,926"
10726499	MR ANGIO CHEST W/CONTRAST	"$5,461"
10726034	MR ANGIO CHEST W/O CONTRAST	"$4,820"
10726498	MR ANGIO CHEST W/O/W CONTRAST	"$5,926"
10726099	MR ANGIO HEAD W/CONTRAST	"$5,461"
10726068	MR ANGIO HEAD W/O CONTRAST	"$3,109"
