Category,MSDRG,MSDRG Description,Average Case
Oncology,809,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,"$28,322.74 "
Oncology,810,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,"$11,604.10 "
Oncology,811,RED BLOOD CELL DISORDERS W MCC,"$15,429.63 "
Oncology,812,RED BLOOD CELL DISORDERS W/O MCC,"$9,702.44 "
Oncology,813,COAGULATION DISORDERS,"$32,603.87 "
Oncology,814,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC,"$10,456.28 "
Oncology,815,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,"$14,885.05 "
Oncology,816,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC,"$5,082.78 "
Oncology,820,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,"$91,130.47 "
Oncology,821,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,"$43,161.82 "
Oncology,822,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC, 
Oncology,823,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W MCC,"$112,932.94 "
Oncology,824,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W CC,"$41,449.36 "
Oncology,825,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,"$12,396.65 "
Oncology,826,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC, 
Oncology,827,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC, 
Oncology,828,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC, 
Oncology,829,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OTHER  PROCEDURE W CC/MCC,"$26,582.95 "
Oncology,830,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OTHER  PROCEDURE W/O CC/MCC, 
Oncology,834,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,"$29,112.74 "
Oncology,835,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,"$14,675.03 "
Oncology,836,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC, 
Oncology,837,CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC, 
Oncology,838,CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,"$1,680.00 "
Oncology,839,CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC, 
Oncology,840,LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,"$59,401.29 "
Oncology,841,LYMPHOMA & NON-ACUTE LEUKEMIA W CC,"$20,078.10 "
Oncology,842,LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,"$14,688.63 "
Oncology,843,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,"$33,932.74 "
Oncology,844,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,"$43,343.80 "
Oncology,845,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC, 
Oncology,846,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,"$53,490.43 "
Oncology,847,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,"$12,318.89 "
Oncology,848,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC, 
Oncology,849,RADIOTHERAPY, 
Surgical,853,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,"$69,266.46 "
Surgical,854,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,"$30,300.19 "
Surgical,856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,"$18,816.13 "
Surgical,857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,"$19,897.40 "
Surgical,858,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC, 
Medical,862,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,"$24,297.61 "
Medical,863,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,"$11,108.23 "
Medical,864,FEVER,"$10,393.81 "
Medical,865,VIRAL ILLNESS W MCC,"$35,692.17 "
Medical,866,VIRAL ILLNESS W/O MCC,"$13,045.97 "
Medical,867,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC,"$25,398.75 "
Medical,868,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC,"$21,433.10 "
Medical,869,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W/O CC/MCC, 
Medical,870,SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,"$100,928.74 "
Medical,871,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,"$28,952.27 "
Medical,872,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,"$15,251.74 "
Surgical,876,O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS, 
BEHAVIORAL HEALTH,880,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,"$9,776.08 "
BEHAVIORAL HEALTH,881,DEPRESSIVE NEUROSES,"$5,540.91 "
BEHAVIORAL HEALTH,882,NEUROSES EXCEPT DEPRESSIVE,"$6,535.70 "
BEHAVIORAL HEALTH,883,DISORDERS OF PERSONALITY & IMPULSE CONTROL,"$6,724.86 "
BEHAVIORAL HEALTH,884,ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,"$15,644.70 "
BEHAVIORAL HEALTH,885,PSYCHOSES,"$11,414.84 "
BEHAVIORAL HEALTH,886,BEHAVIORAL & DEVELOPMENTAL DISORDERS,"$11,059.54 "
BEHAVIORAL HEALTH,887,OTHER MENTAL DISORDER DIAGNOSES, 
BEHAVIORAL HEALTH,894,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA","$4,870.90 "
BEHAVIORAL HEALTH,896,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,"$24,327.40 "
BEHAVIORAL HEALTH,897,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,"$5,919.38 "
Surgical,901,WOUND DEBRIDEMENTS FOR INJURIES W MCC, 
Surgical,902,WOUND DEBRIDEMENTS FOR INJURIES W CC,"$22,115.40 "
Surgical,903,WOUND DEBRIDEMENTS FOR INJURIES W/O CC/MCC, 
Surgical,904,SKIN GRAFTS FOR INJURIES W CC/MCC, 
Surgical,905,SKIN GRAFTS FOR INJURIES W/O CC/MCC, 
Orthopedics,906,HAND PROCEDURES FOR INJURIES, 
Surgical,907,OTHER O.R. PROCEDURES FOR INJURIES W MCC,"$59,044.24 "
Surgical,908,OTHER O.R. PROCEDURES FOR INJURIES W CC,"$25,974.74 "
Surgical,909,OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC,"$15,026.24 "
Medical,913,TRAUMATIC INJURY W MCC, 
Medical,914,TRAUMATIC INJURY W/O MCC,"$10,318.55 "
Medical,915,ALLERGIC REACTIONS W MCC,"$8,154.82 "
Medical,916,ALLERGIC REACTIONS W/O MCC,"$5,432.25 "
Medical,917,POISONING & TOXIC EFFECTS OF DRUGS W MCC,"$19,605.43 "
Medical,918,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,"$9,428.09 "
Medical,919,COMPLICATIONS OF TREATMENT W MCC,"$23,985.69 "
Medical,920,COMPLICATIONS OF TREATMENT W CC,"$16,757.28 "
Medical,921,COMPLICATIONS OF TREATMENT W/O CC/MCC,"$6,068.43 "
Medical,922,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W MCC","$33,005.88 "
Medical,923,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O MCC","$11,407.49 "
Burn,928,FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC/MCC, 
Burn,934,FULL THICKNESS BURN W/O SKIN GRFT OR INHAL INJ,"$25,852.36 "
Burn,935,NON-EXTENSIVE BURNS,"$18,280.94 "
Surgical,939,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W MCC, 
Surgical,940,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC,"$33,855.75 "
Surgical,941,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC,"$8,387.23 "
Medical,947,SIGNS & SYMPTOMS W MCC,"$26,188.41 "
Medical,948,SIGNS & SYMPTOMS W/O MCC,"$8,731.52 "
Medical,949,AFTERCARE W CC/MCC, 
Medical,950,AFTERCARE W/O CC/MCC,"$3,466.95 "
Medical,951,OTHER FACTORS INFLUENCING HEALTH STATUS,"$4,329.37 "
Neurosciences,955,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA, 
Orthopedics,956,"LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA","$58,799.58 "
Surgical,957,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC, 
Surgical,958,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC, 
Surgical,959,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC, 
Medical,963,OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC, 
Medical,964,OTHER MULTIPLE SIGNIFICANT TRAUMA W CC,"$17,224.21 "
Medical,965,OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,"$12,684.35 "
Surgical,969,HIV W EXTENSIVE O.R. PROCEDURE W MCC, 
Medical,974,HIV W MAJOR RELATED CONDITION W MCC,"$86,766.80 "
Medical,975,HIV W MAJOR RELATED CONDITION W CC,"$12,502.47 "
Medical,977,HIV W OR W/O OTHER RELATED CONDITION, 
Surgical,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,"$69,779.52 "
Surgical,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,"$49,300.95 "
Surgical,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,"$17,087.38 "
Surgical,985,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC, 
Surgical,987,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,"$50,202.87 "
Surgical,988,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,"$26,133.40 "
Surgical,989,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,"$10,281.89 "
Other,999,UNGROUPABLE, 
Surgical,11,"RACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC", 
Surgical,12,"RACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC", 
Neurosciences,41,ERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM, 
Oncology,54,ERVOUS SYSTEM NEOPLASMS W MCC, 
Oncology,55,ERVOUS SYSTEM NEOPLASMS W/O MCC, 
Neurosciences,56,EGENERATIVE NERVOUS SYSTEM DISORDERS W MCC, 
Neurosciences,57,EGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC, 
Neurosciences,60,ULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC, 
Neurosciences,64,NTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC, 
Neurosciences,65,NTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS, 
Neurosciences,66,NTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC, 
Neurosciences,69,RANSIENT ISCHEMIA W/O THROMBOLYTIC, 
Neurosciences,70,ONSPECIFIC CEREBROVASCULAR DISORDERS W MCC, 
Neurosciences,71,ONSPECIFIC CEREBROVASCULAR DISORDERS W CC, 
Neurosciences,72,ONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC, 
Neurosciences,73,RANIAL & PERIPHERAL NERVE DISORDERS W MCC, 
Neurosciences,74,RANIAL & PERIPHERAL NERVE DISORDERS W/O MCC, 
Neurosciences,76,IRAL MENINGITIS W/O CC/MCC, 
Neurosciences,78,YPERTENSIVE ENCEPHALOPATHY W CC, 
Neurosciences,83,"RAUMATIC STUPOR & COMA, COMA >1 HR W CC", 
Neurosciences,84,"RAUMATIC STUPOR & COMA, COMA >1 HR W/O CC/MCC", 
Neurosciences,87,"RAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC", 
Neurosciences,89,ONCUSSION W CC, 
Neurosciences,90,ONCUSSION W/O CC/MCC, 
Neurosciences,91,THER DISORDERS OF NERVOUS SYSTEM W MCC, 
Neurosciences,92,THER DISORDERS OF NERVOUS SYSTEM W CC, 
Neurosciences,93,THER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC, 
Neurosciences,94,ACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W MCC, 
Neurosciences,95,ACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC, 
Neurosciences,97,ON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC, 
Neurosciences,98,ON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC, 
Neurosciences,99,ON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W/O CC/MCC, 
Cardiovascular Services,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,"$104,967.13 "
Cardiovascular Services,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,"$98,564.02 "
Cardiovascular Services,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,"$51,198.79 "
Cardiovascular Services,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,"$57,591.02 "
Cardiovascular Services,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC,"$42,683.69 "
Cardiovascular Services,273,PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC, 
Cardiovascular Services,274,PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC, 
Oncology,16,AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC, 
