SERVICE CATEGORY,DESCRIPTION,CHARGE,DOSE,STATE OF OHIO REQUIREMENT
Pharmaceuticals,CRRT BK 0/3.5 5000 ML SOLUTION ,$146.75 ,5000 mL,
Pharmaceuticals,CUPRIC CHLORIDE 0.4 MG/ML INTRAVENOUS SOLUTION ,$122.45 ,10 mL,
Pharmaceuticals,"CYANOCOBALAMIN (VIT B-12) 1,000 MCG TABLET ",$0.10 ,1 each,
Pharmaceuticals,"CYANOCOBALAMIN (VIT B-12) 1,000 MCG/ML INJECTION SOLUTION ",$51.39 ,1 mL,
Pharmaceuticals,CYANOCOBALAMIN (VIT B-12) 100 MCG TABLET ,$0.12 ,1 each,
Pharmaceuticals,CYANOCOBALAMIN (VIT B-12) 250 MCG TABLET ,$0.12 ,1 each,
Pharmaceuticals,CYANOCOBALAMIN (VIT B-12) 500 MCG TABLET ,$0.09 ,1 each,
Pharmaceuticals,CYCLOBENZAPRINE 10 MG TABLET ,$4.80 ,1 each,
Pharmaceuticals,CYCLOBENZAPRINE 5 MG TABLET ,$5.28 ,1 each,
Pharmaceuticals,CYCLOPENTOLATE 0.5 % EYE DROPS ,$312.15 ,15 mL,
Pharmaceuticals,CYCLOPENTOLATE 1 % EYE DROPS ,$45.92 ,2 mL,
Pharmaceuticals,CYCLOPENTOLATE 2 % EYE DROPS ,$145.60 ,15 mL,
Pharmaceuticals,CYCLOPENTOLATE 2 % EYE DROPS ,"$1,676.70 ",2 mL,
Pharmaceuticals,CYCLOPENTOLATE-PHENYLEPHRINE 0.2 %-1 % EYE DROPS ,"$1,340.90 ",2 mL,
Pharmaceuticals,CYCLOPHOSPHAMIDE 1 GRAM INTRAVENOUS SOLUTION ,"$1,489.75 ",1 each,
Pharmaceuticals,CYCLOPHOSPHAMIDE 25 MG ORAL SOLID  ,$27.15 ,1 each,
Pharmaceuticals,CYCLOPHOSPHAMIDE 50 MG ORAL SOLID  ,$45.95 ,1 each,
Pharmaceuticals,CYCLOPHOSPHAMIDE 500 MG INTRAVENOUS SOLUTION ,$785.95 ,1 each,
Pharmaceuticals,CYCLOSERINE 250 MG CAPSULE ,$186.50 ,1 each,
Pharmaceuticals,CYCLOSPORINE 100 MG CAPSULE ,$46.90 ,1 each,
Pharmaceuticals,CYCLOSPORINE 100 MG/ML ORAL SOLUTION ,"$2,748.70 ",50 mL,
Pharmaceuticals,CYCLOSPORINE 25 MG CAPSULE ,$15.20 ,1 each,
Pharmaceuticals,CYCLOSPORINE 250 MG/5 ML INTRAVENOUS SOLUTION ,$171.15 ,5 mL,
Pharmaceuticals,CYCLOSPORINE MODIFIED 100 MG CAPSULE ,$29.30 ,1 each,
Pharmaceuticals,CYCLOSPORINE MODIFIED 100 MG/ML ORAL SOLUTION ,"$1,348.40 ",50 mL,
Pharmaceuticals,CYCLOSPORINE MODIFIED 25 MG CAPSULE ,$10.80 ,1 each,
Pharmaceuticals,CYPROHEPTADINE 2 MG/5 ML SYRUP ,$163.55 ,473 mL,
Pharmaceuticals,CYPROHEPTADINE 4 MG TABLET ,$6.22 ,1 each,
Pharmaceuticals,CYTARABINE (PF) 100 MG SOLUTION FOR INJECTION ,$96.50 ,1 each,
Pharmaceuticals,CYTARABINE (PF) 100 MG/5 ML (20 MG/ML) INJECTION SOLUTION ,$100.85 ,5 mL,
Pharmaceuticals,CYTARABINE (PF) 2 GRAM/20 ML (100 MG/ML) INJECTION SOLUTION ,$147.83 ,20 mL,
Pharmaceuticals,CYTARABINE LIPOSOME (PF) 50 MG/5 ML (10 MG/ML) INTRATHECAL SUSPENSION ,"$11,939.90 ",5 mL,
Pharmaceuticals,CYTOMEGALOVIRUS IMMUNE GLOBULIN 50 MG/ML INTRAVENOUS SOLUTION ,"$4,322.45 ",50 mL,
Pharmaceuticals,DABIGATRAN ETEXILATE 150 MG CAPSULE ,$22.70 ,1 each,
Pharmaceuticals,DABIGATRAN ETEXILATE 75 MG CAPSULE ,$22.70 ,1 each,
Pharmaceuticals,DACARBAZINE 200 MG INTRAVENOUS SOLUTION ,$147.25 ,1 each,
Pharmaceuticals,DACTINOMYCIN 0.5 MG INTRAVENOUS SOLUTION ,"$6,855.85 ",1 each,
Pharmaceuticals,DANAZOL 200 MG CAPSULE ,$16.45 ,1 each,
Pharmaceuticals,DANAZOL 50 MG CAPSULE ,$11.03 ,1 each,
Pharmaceuticals,DANTROLENE 100 MG CAPSULE ,$8.35 ,1 each,
Pharmaceuticals,DANTROLENE 20 MG INTRAVENOUS SOLUTION ,$336.60 ,1 each,
Pharmaceuticals,DANTROLENE 25 MG CAPSULE ,$7.77 ,1 each,
Pharmaceuticals,DANTROLENE 250 MG INTRAVENOUS SUSPENSION ,"$8,784.40 ",1 each,
Pharmaceuticals,DAPAGLIFLOZIN 5 MG TABLET ,$49.75 ,1 each,
Pharmaceuticals,DAPSONE 100 MG TABLET ,$11.28 ,1 each,
Pharmaceuticals,DAPSONE 25 MG TABLET ,$10.05 ,1 each,
Pharmaceuticals,DAPTOMYCIN 500 MG INTRAVENOUS SOLUTION ,"$1,162.56 ",1 each,
Pharmaceuticals,DARATUMUMAB 20 MG/ML INTRAVENOUS SOLUTION ,"$2,116.05 ",5 mL,
Pharmaceuticals,DARATUMUMAB 20 MG/ML INTRAVENOUS SOLUTION ,"$8,217.90 ",20 mL,
Pharmaceuticals,DARBEPOETIN ALFA 200 MCG/0.4 ML IN POLYSORBATE INJECTION SYRINGE ,"$7,199.95 ",0.4 mL,
Pharmaceuticals,DARBEPOETIN ALFA 500 MCG/ML IN POLYSORBATE INJECTION SYRINGE ,"$17,950.55 ",1 mL,
Pharmaceuticals,DARBEPOETIN ALFA 60 MCG/0.3 ML IN POLYSORBATE INJECTION SYRINGE ,"$2,183.05 ",0.3 mL,
Pharmaceuticals,DARUNAVIR ETHANOLATE 600 MG TABLET ,$83.80 ,1 each,
Pharmaceuticals,DARUNAVIR ETHANOLATE 800 MG TABLET ,$162.95 ,1 each,
Pharmaceuticals,DASATINIB 100 MG TABLET ,"$1,297.85 ",1 each,
Pharmaceuticals,DAUNORUBICIN 5 MG/ML INTRAVENOUS SOLUTION ,$463.75 ,4 mL,
Pharmaceuticals,DECITABINE 50 MG INTRAVENOUS SOLUTION ,"$1,966.55 ",1 each,
Pharmaceuticals,DEFERASIROX 250 MG DISPERSIBLE TABLET ,$239.60 ,1 each,
Pharmaceuticals,DEFEROXAMINE 500 MG SOLUTION FOR INJECTION ,$76.05 ,1 each,
Pharmaceuticals,DEGARELIX 120 MG SUBCUTANEOUS SOLUTION ,"$3,137.60 ",1 each,
Pharmaceuticals,DEGARELIX 80 MG SUBCUTANEOUS SOLUTION ,"$2,040.50 ",1 each,
Pharmaceuticals,DEMECLOCYCLINE 150 MG TABLET ,$15.00 ,1 each,
Pharmaceuticals,DENOSUMAB 120 MG/1.7 ML (70 MG/ML) SUBCUTANEOUS SOLUTION ,"$10,726.10 ",1.7 mL,
Pharmaceuticals,DENOSUMAB 60 MG/ML SUBCUTANEOUS SYRINGE ,"$5,740.95 ",1 mL,
Pharmaceuticals,DESFLURANE 100 % INHALATION LIQUID ,$626.05 ,240 mL,
Pharmaceuticals,DESMOPRESSIN 0.1 MG TABLET ,$12.20 ,1 each,
Pharmaceuticals,DESMOPRESSIN 0.2 MG TABLET ,$10.15 ,1 each,
Pharmaceuticals,DESMOPRESSIN 10 MCG/SPRAY (0.1 ML) NASAL SPRAY ,$763.30 ,5 mL,
Pharmaceuticals,DESMOPRESSIN 10 MCG/SPRAY (0.1 ML) NASAL SPRAY (NON-REFRIGERATED) ,$596.55 ,5 mL,
Pharmaceuticals,DESMOPRESSIN 4 MCG/ML INJECTION SOLUTION ,$299.63 ,1 mL,
Pharmaceuticals,DESMOPRESSIN 4 MCG/ML INJECTION SOLUTION ,"$1,208.58 ",10 mL,
Pharmaceuticals,DESONIDE 0.05 % TOPICAL CREAM ,$126.65 ,15 g,
Pharmaceuticals,DESONIDE 0.05 % TOPICAL OINTMENT ,$143.80 ,15 g,
Pharmaceuticals,DEXAMETHASONE 0.1 % EYE DROPS ,$203.65 ,5 mL,
Pharmaceuticals,DEXAMETHASONE 0.5 MG TABLET ,$4.98 ,1 each,
Pharmaceuticals,DEXAMETHASONE 0.5 MG/5 ML ORAL SOLUTION ,$69.40 ,500 mL,
Pharmaceuticals,DEXAMETHASONE 1 MG/ML DROPS (CONCENTRATE) ,$96.00 ,30 mL,
Pharmaceuticals,DEXAMETHASONE 10 MG/ML INJ (ORAL USE) ,$41.05 ,1 mL,
Pharmaceuticals,DEXAMETHASONE 10 MG/ML INJ SOLN  ,$39.13 ,1 mL,
Pharmaceuticals,DEXAMETHASONE 10 MG/ML INJECTION SOLUTION ,$37.20 ,1 mL,
Pharmaceuticals,DEXAMETHASONE 10 MG/ML INJECTION SOLUTION ,$41.23 ,10 mL,
Pharmaceuticals,DEXAMETHASONE 2 MG TABLET ,$6.18 ,1 each,
Pharmaceuticals,DEXAMETHASONE 20 MG/50 ML IN 0.9 % SOD. CHLORIDE INTRAVENOUS PIGGYBACK ,$99.20 , 50 mL ,
Pharmaceuticals,DEXAMETHASONE 4 MG TABLET ,$7.15 ,1 each,
Pharmaceuticals,DEXAMETHASONE 4 MG/ML INJ (ORAL USE) ,$35.85 ,1 mL,
Pharmaceuticals,DEXAMETHASONE 4 MG/ML INJECTION SOLUTION ,$35.78 ,1 mL,
Pharmaceuticals,DEXAMETHASONE 4 MG/ML INJECTION SOLUTION ,$36.55 ,5 mL,
Pharmaceuticals,DEXAMETHASONE 4 MG/ML INJECTION SOLUTION ,$70.90 ,30 mL,
Pharmaceuticals,DEXAMETHASONE SODIUM PHOSPHATE (PF) 10 MG/ML INJECTION SOLUTION ,$41.05 ,1 mL,
Pharmaceuticals,DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION ,$97.79 ,2 mL,
Pharmaceuticals,DEXMEDETOMIDINE 200 MCG/50 ML (4 MCG/ML) IN 0.9 % SODIUM CHLORIDE IV ,$235.15 ,50 mL,
Pharmaceuticals,DEXMEDETOMIDINE 400 MCG/100 ML (4 MCG/ML) IN 0.9 % SODIUM CHLORIDE IV ,$362.15 ,100 mL,
Pharmaceuticals,DEXRAZOXANE HCL 500 MG INTRAVENOUS SOLUTION ,"$2,178.28 ",1 each,
Pharmaceuticals,"DEXTROAMPHETAMINE ER 10 MG CAPSULE,EXTENDED RELEASE ",$17.45 ,1 each,
Pharmaceuticals,"DEXTROAMPHETAMINE ER 5 MG CAPSULE,EXTENDED RELEASE ",$16.20 ,1 each,
Pharmaceuticals,DEXTROAMPHETAMINE-AMPHETAMINE 20 MG TABLET ,$10.27 ,1 each,
Pharmaceuticals,DEXTROAMPHETAMINE-AMPHETAMINE 5 MG TABLET ,$10.58 ,1 each,
Pharmaceuticals,DEXTROMETHORPHAN 20 MG-QUINIDINE 10 MG CAPSULE ,$59.60 ,1 each,
Pharmaceuticals,DEXTROMETHORPHAN-GUAIFENESIN 10 MG-100 MG/5 ML SYRUP ,$1.08 ,10 mL,
Pharmaceuticals,DEXTROMETHORPHAN-GUAIFENESIN 10 MG-100 MG/5 ML SYRUP ,$1.45 ,5 mL,
Pharmaceuticals,DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION ,$67.15 ,250 mL,
Pharmaceuticals,DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION ,$67.15 ,500 mL,
Pharmaceuticals,DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION ,$71.35 ,1000 mL,
Pharmaceuticals,DEXTROSE 20 % IN WATER (D20W) INTRAVENOUS SOLUTION ,$81.80 ,500 mL,
Pharmaceuticals,DEXTROSE 40 % ORAL GEL ,$20.73 ,38 g,
Pharmaceuticals,DEXTROSE 5 % AND 0.2 % SODIUM CHLORIDE INTRAVENOUS SOLUTION ,$67.15 ,1000 mL,
Pharmaceuticals,DEXTROSE 5 % AND 0.45 % SODIUM CHLORIDE INTRAVENOUS SOLUTION ,$67.15 ,1000 mL,
Pharmaceuticals,DEXTROSE 5 % AND 0.9 % SODIUM CHLORIDE INTRAVENOUS SOLUTION ,$67.15 ,1000 mL,
Pharmaceuticals,DEXTROSE 5 % AND LACTATED RINGERS INTRAVENOUS SOLUTION ,$67.15 ,1000 mL,
Pharmaceuticals,DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS PIGGYBACK ,$66.95 ,100 mL,
Pharmaceuticals,DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS PIGGYBACK ,$70.30 ,50 mL,
Pharmaceuticals,DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION ,$64.98 ,50 mL,
Pharmaceuticals,DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION ,$65.08 ,100 mL,
Pharmaceuticals,DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION ,$67.15 ,1000 mL,
Pharmaceuticals,DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION ,$67.15 ,500 mL,
Pharmaceuticals,DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION ,$72.13 ,250 mL,
Pharmaceuticals,DEXTROSE 50 % IN WATER (D50W) INTRAVENOUS SOLUTION ,$69.05 ,50 mL,
Pharmaceuticals,DEXTROSE 50 % IN WATER (D50W) INTRAVENOUS SYRINGE ,$73.23 ,50 mL,
Pharmaceuticals,DEXTROSE 70 % IN WATER (D70W) INTRAVENOUS SOLUTION ,$117.45 ,2000 mL,
Pharmaceuticals,DIATRIZOATE MEGLUMINE 18 % URETHRAL SOLUTION,$54.85 ,300 ml,
Pharmaceuticals,DIAZEPAM 10 MG TABLET ,$8.50 ,1 each,
Pharmaceuticals,DIAZEPAM 12.5 MG-15 MG-17.5 MG-20 MG RECTAL KIT ,"$1,122.10 ",1 each,
Pharmaceuticals,DIAZEPAM 2 MG TABLET ,$8.40 ,1 each,
Pharmaceuticals,DIAZEPAM 5 MG TABLET ,$8.47 ,1 each,
Pharmaceuticals,"DIAZEPAM 5 MG/5 ML (1 MG/ML, 5 ML) ORAL SOLUTION ",$21.55 ,5 mL,
Pharmaceuticals,DIAZEPAM 5 MG/ML INJECTION SYRINGE ,$152.60 ,2 mL,
Pharmaceuticals,DIAZEPAM 5 MG/ML ORAL CONCENTRATE ,$128.00 ,30 mL,
Pharmaceuticals,DICLOFENAC 1 % TOPICAL GEL ,$214.75 ,100 g,
Pharmaceuticals,DICLOFENAC EPOLAMINE 1.3 % TRANSDERMAL 12 HOUR PATCH ,$41.60 ,1 each,
Pharmaceuticals,"DICLOFENAC SODIUM 75 MG TABLET,DELAYED RELEASE ",$5.70 ,1 each,
Pharmaceuticals,DICLOXACILLIN 250 MG CAPSULE ,$5.68 ,1 each,
Pharmaceuticals,DICYCLOMINE 10 MG CAPSULE ,$5.65 ,1 each,
Pharmaceuticals,DICYCLOMINE 10 MG CAPSULE ,$118.30 ,1 capsule,
Pharmaceuticals,DICYCLOMINE 10 MG/5 ML ORAL SOLUTION ,$434.75 ,473 mL,
Pharmaceuticals,DICYCLOMINE 10 MG/ML INTRAMUSCULAR SOLUTION ,$343.05 ,2 mL,
Pharmaceuticals,DICYCLOMINE 20 MG TABLET ,$5.95 ,1 each,
Pharmaceuticals,"DIDANOSINE 125 MG CAPSULE,DELAYED RELEASE ",$6.30 ,1 each,
Pharmaceuticals,"DIDANOSINE 200 MG CAPSULE,DELAYED RELEASE ",$5.85 ,1 each,
Pharmaceuticals,"DIDANOSINE 400 MG CAPSULE,DELAYED RELEASE ",$47.70 ,1 each,
Pharmaceuticals,DIGOXIN 0.25 MG/5 ML (5 ML) ORAL SOLUTION ,$20.75 ,5 mL,
Pharmaceuticals,DIGOXIN 125 MCG TABLET ,$6.95 ,1 each,
Pharmaceuticals,DIGOXIN 250 MCG TABLET ,$6.77 ,1 each,
Pharmaceuticals,DIGOXIN 250 MCG/ML INJECTION SOLUTION ,$48.85 ,2 mL,
Pharmaceuticals,DIGOXIN 50 MCG/ML ORAL SOLUTION  ,$8.15 ,2.5 mL,
Pharmaceuticals,DIGOXIN 50 MCG/ML ORAL SOLUTION  ,$17.82 ,5 mL,
Pharmaceuticals,DIGOXIN 50 MCG/ML ORAL SOLUTION  ,$372.55 ,60 mL,
Pharmaceuticals,DIGOXIN IMMUNE FAB 40 MG INTRAVENOUS SOLUTION ,"$17,583.00 ",1 each,
Pharmaceuticals,DIHYDROERGOTAMINE 1 MG/ML INJECTION SOLUTION ,$407.60 ,1 mL,
Pharmaceuticals,DILTIAZEM 2% CREAM ,$45.80 ,15 g,
Pharmaceuticals,DILTIAZEM 30 MG TABLET ,$4.98 ,1 each,
Pharmaceuticals,DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION ,$41.57 ,5 mL,
Pharmaceuticals,DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION ,$45.07 ,10 mL,
Pharmaceuticals,DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION ,$58.00 ,25 mL,
Pharmaceuticals,DILTIAZEM 60 MG TABLET ,$5.21 ,1 each,
Pharmaceuticals,DILTIAZEM 90 MG TABLET ,$5.55 ,1 each,
Pharmaceuticals,"DILTIAZEM CD 120 MG CAPSULE,EXTENDED RELEASE 24 HR ",$5.25 ,1 each,
Pharmaceuticals,"DILTIAZEM CD 180 MG CAPSULE,EXTENDED RELEASE 24 HR ",$5.40 ,1 each,
Pharmaceuticals,"DILTIAZEM CD 240 MG CAPSULE,EXTENDED RELEASE 24 HR ",$5.65 ,1 each,
Pharmaceuticals,"DILTIAZEM CD 300 MG CAPSULE,EXTENDED RELEASE 24 HR ",$8.13 ,1 each,
Pharmaceuticals,DILTIAZEM HCL 125 MG/125 ML (1 MG/ML) IN 0.9 % SODIUM CHLORIDE IV ,$142.95 ,125 mL,
Pharmaceuticals,DILUENT FOR EPOPROSTENOL (GLYCINE) INTRAVENOUS SOLUTION ,$74.75 ,50 mL,
Pharmaceuticals,DINOPROSTONE 20 MG VAGINAL SUPPOSITORY ,"$6,601.15 ",1 each,
Pharmaceuticals,"DINOPROSTONE ER 10 MG VAGINAL INSERT,CONTROLLED RELEASE ",$896.80 ,1 each,
Pharmaceuticals,DIPHENHYDRAMINE 12.5 MG/5 ML ORAL LIQUID ,$0.05 ,5 mL,
Pharmaceuticals,DIPHENHYDRAMINE 12.5 MG/5 ML ORAL LIQUID ,$2.05 ,120 mL,
Pharmaceuticals,DIPHENHYDRAMINE 12.5 MG/5 ML ORAL LIQUID ,$2.40 ,473 mL,
Pharmaceuticals,DIPHENHYDRAMINE 12.5 MG/5 ML ORAL LIQUID ,$2.43 ,480 mL,
Pharmaceuticals,DIPHENHYDRAMINE 25 MG CAPSULE ,$0.05 ,1 each,
Pharmaceuticals,DIPHENHYDRAMINE 25 MG ORAL SOLID  ,$0.05 ,1 each,
Pharmaceuticals,DIPHENHYDRAMINE 25 MG TABLET ,$0.05 ,1 each,
Pharmaceuticals,DIPHENHYDRAMINE 50 MG/ML INJECTION SOLUTION ,$39.23 ,1 mL,
Pharmaceuticals,DIPHENHYDRAMINE 50 MG/ML INJECTION SYRINGE ,$38.45 ,1 mL,
Pharmaceuticals,DIPHENHYDRAMINE-ZINC ACETATE 2 %-0.1 % TOPICAL CREAM ,$1.55 ,28 g,
Pharmaceuticals,DIPHENOXYLATE-ATROPINE 2.5 MG-0.025 MG TABLET ,$10.15 ,1 each,
Pharmaceuticals,DIPHENOXYLATE-ATROPINE 2.5 MG-0.025 MG/5 ML ORAL LIQUID ,$12.00 ,5 mL,
Pharmaceuticals,DIPHENOXYLATE-ATROPINE 2.5 MG-0.025 MG/5 ML ORAL LIQUID ,$246.55 ,60 mL,
Pharmaceuticals,"DIPHTH,PERTUS(ACEL)TETANUS(PF)2LF-(2.5-5-3-5MCG)-5 LF/0.5 ML IM SUSP ",$196.45 ,0.5 mL,
Pharmaceuticals,DIPYRIDAMOLE 25 MG TABLET ,$5.22 ,1 each,
Pharmaceuticals,DIPYRIDAMOLE 5 MG/ML INTRAVENOUS SOLUTION ,$127.50 ,10 mL,
Pharmaceuticals,DIPYRIDAMOLE 50 MG TABLET ,$5.00 ,1 each,
Pharmaceuticals,DIPYRIDAMOLE 75 MG TABLET ,$5.58 ,1 each,
Pharmaceuticals,DISOPYRAMIDE PHOSPHATE 100 MG CAPSULE ,$7.88 ,1 each,
Pharmaceuticals,DISOPYRAMIDE PHOSPHATE 150 MG CAPSULE ,$11.40 ,1 each,
Pharmaceuticals,"DISOPYRAMIDE PHOSPHATE ER 100 MG CAPSULE,EXTENDED RELEASE ",$16.65 ,1 each,
Pharmaceuticals,"DIVALPROEX 125 MG CAPSULE,DELAYED RELEASE SPRINKLE ",$6.75 ,1 each,
Pharmaceuticals,"DIVALPROEX 125 MG TABLET,DELAYED RELEASE ",$5.95 ,1 each,
Pharmaceuticals,"DIVALPROEX 250 MG TABLET,DELAYED RELEASE ",$5.00 ,1 each,
Pharmaceuticals,"DIVALPROEX 500 MG TABLET,DELAYED RELEASE ",$5.26 ,1 each,
Pharmaceuticals,"DIVALPROEX ER 250 MG TABLET,EXTENDED RELEASE 24 HR ",$7.73 ,1 each,
Pharmaceuticals,"DIVALPROEX ER 500 MG TABLET,EXTENDED RELEASE 24 HR ",$9.60 ,1 each,
Pharmaceuticals,DOBUTAMINE 200 MG IN SODIUM CHLORIDE 0.9% 100 ML (CMP PMX) ,$75.55 ,100 mL,
Pharmaceuticals,DOBUTAMINE 250 MG/20 ML (12.5 MG/ML) INTRAVENOUS SOLUTION ,$56.45 ,20 mL,
Pharmaceuticals,"DOBUTAMINE 500 MG/250 ML (2,000 MCG/ML) IN 5 % DEXTROSE IV ",$102.75 ,250 mL,
Pharmaceuticals,"DOBUTAMINE 500 MG/250 ML (2,000 MCG/ML) IN D5W (STRESS LAB) ",$102.75 ,250 mL,
Pharmaceuticals,DOCETAXEL 20 MG/2 ML (10 MG/ML) INTRAVENOUS SOLUTION ,$277.95 ,2 mL,
Pharmaceuticals,DOCETAXEL 20 MG/ML (1 ML) INTRAVENOUS SOLUTION ,$442.23 ,1 mL,
Pharmaceuticals,DOCETAXEL 80 MG/4 ML (20 MG/ML) INTRAVENOUS SOLUTION ,"$1,446.95 ",4 mL,
Pharmaceuticals,DOCETAXEL 80 MG/8 ML (10 MG/ML) INTRAVENOUS SOLUTION ,$857.55 ,8 mL,
Pharmaceuticals,DOCOSANOL 10 % TOPICAL CREAM ,$14.80 ,2 g,
Pharmaceuticals,DOCUSATE SODIUM 100 MG CAPSULE ,$0.08 ,1 each,
Pharmaceuticals,DOCUSATE SODIUM 50 MG CAPSULE ,$0.25 ,1 each,
Pharmaceuticals,DOCUSATE SODIUM 50 MG/5 ML ORAL LIQUID ,$6.15 ,10 mL,
Pharmaceuticals,DOCUSATE SODIUM 50 MG/5 ML ORAL LIQUID ,$16.50 ,473 mL,
Pharmaceuticals,DOFETILIDE 125 MCG CAPSULE ,$26.83 ,1 each,
Pharmaceuticals,DOFETILIDE 250 MCG CAPSULE ,$20.00 ,1 each,
Pharmaceuticals,DOFETILIDE 500 MCG CAPSULE ,$31.85 ,1 each,
Pharmaceuticals,DOLASETRON 100 MG TABLET ,$289.95 ,1 each,
Pharmaceuticals,DOLASETRON 100 MG/5 ML INTRAVENOUS SOLUTION ,$314.10 ,5 mL,
Pharmaceuticals,DOLASETRON 12.5 MG/0.625 ML INTRAVENOUS SOLUTION ,$145.55 ,0.625 mL,
Pharmaceuticals,DOLUTEGRAVIR 50 MG TABLET ,$170.65 ,1 each,
Pharmaceuticals,DONEPEZIL 10 MG TABLET ,$4.89 ,1 each,
Pharmaceuticals,DONEPEZIL 23 MG TABLET ,$9.28 ,1 each,
Pharmaceuticals,DONEPEZIL 5 MG TABLET ,$4.85 ,1 each,
Pharmaceuticals,DOPAMINE 200 MG/5 ML (40 MG/ML) INTRAVENOUS SOLUTION ,$45.10 ,5 mL,
Pharmaceuticals,DOPAMINE 400 MG/10 ML (40 MG/ML) INTRAVENOUS SOLUTION ,$41.55 ,10 mL,
Pharmaceuticals,"DOPAMINE 400 MG/250 ML (1,600 MCG/ML) IN 5 % DEXTROSE INTRAVENOUS SOLN ",$92.83 ,250 mL,
Pharmaceuticals,DORNASE ALFA 1 MG/ML SOLUTION FOR INHALATION ,$349.90 ,2.5 mL,
Pharmaceuticals,DORZOLAMIDE 2 % EYE DROPS ,$158.37 ,10 mL,
Pharmaceuticals,DORZOLAMIDE 22.3 MG-TIMOLOL 6.8 MG/ML EYE DROPS ,$69.65 ,10 mL,
Pharmaceuticals,DOXAZOSIN 1 MG TABLET ,$13.95 ,1 each,
Pharmaceuticals,DOXAZOSIN 2 MG TABLET ,$11.65 ,1 each,
Pharmaceuticals,DOXAZOSIN 4 MG TABLET ,$9.96 ,1 each,
Pharmaceuticals,DOXEPIN 10 MG CAPSULE ,$6.05 ,1 each,
Pharmaceuticals,DOXEPIN 10 MG/ML ORAL CONCENTRATE ,$23.50 ,118 mL,
Pharmaceuticals,DOXEPIN 25 MG CAPSULE ,$6.50 ,1 each,
Pharmaceuticals,DOXEPIN 50 MG CAPSULE ,$7.20 ,1 each,
Pharmaceuticals,DOXORUBICIN 10 MG/5 ML INTRAVENOUS SOLUTION ,$108.45 ,5 mL,
Pharmaceuticals,DOXORUBICIN 50 MG INTRAVENOUS SOLUTION ,"$1,136.70 ", 1 each ,
Pharmaceuticals,DOXORUBICIN 50 MG/25 ML INTRAVENOUS SOLUTION ,$142.95 ,25 mL,
Pharmaceuticals,DOXORUBICIN INJECTION (BEAD IMPREGNATION) ,$84.55 ,1 each,
Pharmaceuticals,"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION ","$3,967.20 ",10 mL,
Pharmaceuticals,"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION ","$9,795.10 ",25 mL,
Pharmaceuticals,DOXYCYCLINE HYCLATE 100 MG INTRAVENOUS POWDER FOR SOLUTION ,$122.15 ,1 each,
Pharmaceuticals,DOXYCYCLINE HYCLATE 100 MG ORAL SOLID  ,$9.85 ,1 each,
Pharmaceuticals,DOXYCYCLINE HYCLATE 100 MG TABLET ,$9.85 ,1 each,
Pharmaceuticals,DOXYCYCLINE HYCLATE 50 MG CAPSULE ,$7.32 ,1 each,
Pharmaceuticals,DOXYCYCLINE LYMPHOCELE INJECTON 1000 MG/50 ML SYRINGE ,$39.65 ,1 each,
Pharmaceuticals,DOXYCYCLINE MONOHYDRATE 100 MG CAPSULE ,$7.35 ,1 each,
Pharmaceuticals,DOXYCYCLINE MONOHYDRATE 25 MG/5 ML ORAL SUSPENSION ,$106.17 ,60 mL,
Pharmaceuticals,DOXYCYCLINE MONOHYDRATE 50 MG TABLET ,$6.98 ,1 each,
Pharmaceuticals,DOXYLAMINE SUCCINATE 25 MG TABLET ,$0.05 ,1 each,
Pharmaceuticals,DRONABINOL 2.5 MG CAPSULE ,$23.50 ,1 each,
Pharmaceuticals,DRONEDARONE 400 MG TABLET ,$35.60 ,1 each,
Pharmaceuticals,DROPERIDOL 2.5 MG/ML INJECTION SOLUTION ,$45.95 ,2 mL,
Pharmaceuticals,DROXIDOPA 100 MG CAPSULE ,$72.85 ,1 each,
Pharmaceuticals,"DULOXETINE 20 MG CAPSULE,DELAYED RELEASE ",$7.17 ,1 each,
Pharmaceuticals,"DULOXETINE 30 MG CAPSULE,DELAYED RELEASE ",$7.23 ,1 each,
Pharmaceuticals,"DULOXETINE 60 MG CAPSULE,DELAYED RELEASE ",$6.60 ,1 each,
Pharmaceuticals,DURVALUMAB 50 MG/ML INTRAVENOUS SOLUTION ,"$14,134.70 ", 10 mL ,
