SERVICE CATEGORY,DESCRIPTION,CHARGE,DOSE,STATE OF OHIO REQUIREMENT
Pharmaceuticals,Fluticasone 44mCg per PUFF 44MCG/ACTUATION INHALER ,$10.45,1 EA,
Pharmaceuticals,Fluticasone Nasal Spray 50 MCG/ SPRAY NASAL SPRAY,$335.92,16 GM,
Pharmaceuticals,Fluticasone-Salemeterol PER PUFF 115-21,$18.00,,
Pharmaceuticals,Fluticasone-Salmeterol - FULL INHALER ONLY 230-21 MCG/ACTUATION INHALER ,"$1,504.56",12 GM,
Pharmaceuticals,Fluticasone-Salmeterol- FULL INHALER ONLY 115-21 MCG/ACTUATION INHALER ,"$1,143.98",12 GM,
Pharmaceuticals,Fluticasone-Salmeterol- FULL INHALER ONLY 45-21 MCG/ACTUATION INHALER ,$920.71,12 GM,
Pharmaceuticals,Fluticasone-Salmeterol PER PUFF 115-21 MCG/ACTUATION INHALER ,$18.26,1 EA,
Pharmaceuticals,Fluticasone-Salmeterol PER PUFF 230-21 MCG/ACTUATION INHALER ,$24.03,1 EA,
Pharmaceuticals,Fluticasone-Salmeterol PER PUFF 45-21 MCG/ACTUATION INHALER ,$14.66,1 EA,
Pharmaceuticals,Fluticasone-Salmeterol PER PUFF 45-21MCG,$14.00,,
Pharmaceuticals,FLUTICASONE-VILANTEROL 200-25 MCG INHALER ,$29.00,1 EA,
Pharmaceuticals,FluvoxaMINE 50 MG TABLET,$14.03,1 EA,
Pharmaceuticals,Folic Acid 1 MG TABLET,$2.85,1 EA,
Pharmaceuticals,Folic Acid Vial 50MG/10ML SOLUTION,$213.31,10 ML,
Pharmaceuticals,Folic Acid -Vit B6-Vit B12 2.2-25-1 MG TABLET,$12.16,1 EA,
Pharmaceuticals,Folic Acid -Vit B6-Vit B12 2.5-25-2 MG TABLET,$7.20,1 EA,
Pharmaceuticals,Fomepizole Vial 1.5GM/1.5ML SOLUTION,"$2,740.65",1.5 ML,
Pharmaceuticals,Fondaparinux SYR 2.5MG/0.5ML SYRINGE,$215.32,0.5 ML,
Pharmaceuticals,Fondaparinux SYR 7.5MG/0.6ML SYRINGE,$475.86,0.6 ML,
Pharmaceuticals,FORMOTEROL FUMARATE 20 MCG/2 ML NEBULIZER,"$1,411.34",2 ML,
Pharmaceuticals,Formoterol Fumerate INH Cap 12 MCG INHALATION,$26.48,1 EA,
Pharmaceuticals,Fosaprepitant Vial 150 MG IV,$971.78,1 EA,
Pharmaceuticals,Fosfomycin Tromethamine 3 GRAM PACKET,$375.32,1 EA,
Pharmaceuticals,Fosinopril 10 MG TABLET,$19.45,1 EA,
Pharmaceuticals,FOSphenytoin Vial 100MG PE/2ML SOLUTION,$156.81,2 ML,
Pharmaceuticals,FOSphenytoin Vial 500MG PE/10ML SOLUTION,$361.84,10 ML,
Pharmaceuticals,Fulvestrant 250MG/5ML SYRINGE,"$2,773.90",5 ML,
Pharmaceuticals,FUROsemide 20 MG TABLET,$2.50,1 EA,
Pharmaceuticals,FUROsemide 40 MG TABLET,$2.50,1 EA,
Pharmaceuticals,FUROsemide ORAL Soln 10MG/ML SOLUTION,$46.87,60 ML,
Pharmaceuticals,FUROsemide Syringe 10 MG/ML SYRINGE,$91.62,10 ML,
Pharmaceuticals,FUROsemide Vial 100MG/10ML SOLUTION,$35.54,10 ML,
Pharmaceuticals,FUROsemide Vial 20MG/2ML SOLUTION,$26.92,2 ML,
Pharmaceuticals,FUROsemide Vial 40MG/4ML SOLUTION,$18.91,4 ML,
Pharmaceuticals,Gabapentin 100 MG CAPSULE,$4.35,1 EA,
Pharmaceuticals,Gabapentin 300 MG CAPSULE,$7.92,1 EA,
Pharmaceuticals,Gabapentin 400 MG CAPSULE,$9.30,1 EA,
Pharmaceuticals,Gabapentin Oral Soln 1500MG/30ML SOLUTION,"$1,259.76",470 ML,
Pharmaceuticals,Galantamine 16 MG CAPSULE,$28.32,1 EA,
Pharmaceuticals,Galantamine 8 MG TABLET,$23.01,1 EA,
Pharmaceuticals,GANcyclovir Sod  500 MG IV,$353.66,1 EA,
Pharmaceuticals,GASTROGRAFIN 120 ML,$117.00,,
Pharmaceuticals,GELATIN ABSORBABLE SIZE 50  TOPICAL,$131.75,1 EA,
Pharmaceuticals,GemCITAbine Vial (R) 1000MG/26.32ML IV,$509.04,26.32 ML,
Pharmaceuticals,GemCITAbine Vial (R) 200 MG/5.26ML IV,$189.12,5.26 ML,
Pharmaceuticals,GemCITAbine Vial 1000MG/26.32ML SOLUTION,$211.03,26.32 ML,
Pharmaceuticals,GemCITAbine Vial 200MG/5.26ML SOLUTION,$50.00,5.26 ML,
Pharmaceuticals,Gemfibrozil 600 MG TABLET,$13.31,1 EA,
Pharmaceuticals,Gent Violet-Brlnt Grn-Pro Swab 1 SWAB TOPICAL,$32.49,1 EA,
Pharmaceuticals,Gentamicin Cream 0.1% CREAM,$194.56,15 GM,
Pharmaceuticals,Gentamicin in NACL (ISO-OSM) 80 MG/50 ML IV,$22.84,50 ML,
Pharmaceuticals,Gentamicin MDV 800MG/20ML SOLUTION,$110.32,20 ML,
Pharmaceuticals,Gentamicin Oint 0.1% OINTMENT,$194.56,15 GM,
Pharmaceuticals,Gentamicin Ophth Oint 0.3% OINTMENT,$139.63,3.5 GM,
Pharmaceuticals,Gentamicin Ophth Soln 0.3% DROP,$87.08,5 ML,
Pharmaceuticals,Gentamicin PEDIATRIC  vial 20MG/2ML SOLUTION,$25.78,2 ML,
Pharmaceuticals,Gentamicin vial 80MG/2ML SOLUTION,$10.00,2 ML,
Pharmaceuticals,Gentian Violet Topical  1% SOLUTION,$38.01,59 ML,
Pharmaceuticals,GI COCKTAIL 45 ML SUSPENSION,$11.50,45 ML,
Pharmaceuticals,Glatiramer Syr 20 MG INJECT,"$20,659.06",1 ML,
Pharmaceuticals,Glimepiride 1 MG TABLET,$5.79,1 EA,
Pharmaceuticals,Glimepiride 2 MG TABLET,$4.97,1 EA,
Pharmaceuticals,Glimepiride 4 MG TABLET,$7.07,1 EA,
Pharmaceuticals,GlipiZIDE 5 MG TABLET,$2.95,1 EA,
Pharmaceuticals,GlipiZIDE XL 2.5 MG TABLET,$6.84,1 EA,
Pharmaceuticals,GlipiZIDE XL 5 MG TABLET,$5.67,1 EA,
Pharmaceuticals,Glucagon KIT 1 MG KIT,$589.03,1 EA,
Pharmaceuticals,Glucagon Vial 1 MG IV,$623.94,1 EA,
Pharmaceuticals,GlyBURIDE 5 MG TABLET,$4.14,1 EA,
Pharmaceuticals,GlyBURIDE Micro 3 MG TABLET,$5.54,1 EA,
Pharmaceuticals,Glycerin (Topical)  99.5% SOLUTION,$105.92,473 ML,
Pharmaceuticals,Glycerin Supp (Adult)  SUPPOSITORY,$6.14,1 EA,
Pharmaceuticals,Glycerin Supp (PEDS)  SUPPOSITORY,$0.13,1 EA,
Pharmaceuticals,Glycopyrrolate 1 MG TABLET,$47.60,1 EA,
Pharmaceuticals,Glycopyrrolate 2 MG TABLET,$12.65,1 EA,
Pharmaceuticals,Glycopyrrolate Vial 0.2MG/ML SOLUTION,$43.26,1 ML,
Pharmaceuticals,Glycopyrrolate Vial 0.4MG/2ML SOLUTION,$76.27,2 ML,
Pharmaceuticals,GNP ALERT AID CAFFEINE 200 MG TABLET,$3.15,1 EA,
Pharmaceuticals,Goserelin Implant 3.6 MG IMPLANT,"$1,756.92",1 EA,
Pharmaceuticals,GuaiFENesin ER 600 MG TABLET,$5.76,1 EA,
Pharmaceuticals,GuaiFENesin UD Soln 100MG/5ML LIQUID,$4.72,5 ML,
Pharmaceuticals,GuaiFENesin-Codeine UD Syp 10-100 MG/5 ML LIQUID,$5.12,5 ML,
Pharmaceuticals,Guanfacine  1 MG TABLET,$6.86,1 EA,
Pharmaceuticals,Haloperidol 0.5 MG TABLET,$2.73,1 EA,
Pharmaceuticals,Haloperidol 1 MG TABLET,$3.87,1 EA,
Pharmaceuticals,Haloperidol 2 MG TABLET,$5.31,1 EA,
Pharmaceuticals,Haloperidol 5 MG TABLET,$6.11,1 EA,
Pharmaceuticals,Haloperidol DECANOATE- MONTHLY INJ 50 MG/ML SOLUTION,$122.42,1 ML,
Pharmaceuticals,Haloperidol LACTATE (Haldol) vial 5 MG/ML SOLUTION,$10.00,1 ML,
Pharmaceuticals,HALOPERIDOL LACTATE ORAL CONC 2 MG/ML CONCENTRATED,$65.38,120 ML,
Pharmaceuticals,Heparin CATH LAB 10000UNIT/10ML SOLUTION,$44.91,10 ML,
Pharmaceuticals,"Heparin Vial  **PEDIATRIC** 5,000 UNIT/ML SOLUTION",$10.00,1 ML,
Pharmaceuticals,Heparin Vial 10000UNIT/ML SOLUTION,$43.26,1 ML,
Pharmaceuticals,Heparin Vial 1000UNIT/ML SOLUTION,$25.29,1 ML,
Pharmaceuticals,Heparin Vial 5000UNIT/ML SOLUTION,$10.00,1 ML,
Pharmaceuticals,"Heparin-D5W Premix 25,000UNIT/250ML IV",$78.70,250 ML,
Pharmaceuticals,Heparin-NS Premix (Cathlab) 2000UNIT/1000ML IV,$35.64,1000 ML,
Pharmaceuticals,Hepatitis A Virus Vaccine (PF) ADULT 50 UNIT/ML SUSPENSION,$317.88,1 ML,
Pharmaceuticals,Hepatitis A Virus Vaccine (PF) PED  25 UNIT/0.5 ML SYRINGE,$147.91,0.5 ML,
Pharmaceuticals,Hepatitis B Immune Globulin Vial 1560UNIT/5ML SOLUTION,"$1,946.74",5 ML,
Pharmaceuticals,Hepatitis B Immune Globulin Vial 220 UNIT/ML SOLUTION,"$2,323.88",5 ML,
Pharmaceuticals,Hepatitis B Vaccine ADULT 20MCG/ML SYRINGE,$267.13,1 ML,
Pharmaceuticals,HEPATITIS B VIRUS VACC.REC(PF) 20 MCG/ML SUSPENSION,$267.13,1 ML,
Pharmaceuticals,Hep-Lock Flush Syringe 100UNIT/ML SYRINGE,$10.00,5 ML,
Pharmaceuticals,hetaSTARCH 6% in NS 500ml Premix 6 %  30 GRAM SOLUTION,$103.11,500 ML,
Pharmaceuticals,"HYALURONATE SOD, CROSS-LINKED 30 MG/3 ML SYRINGE","$2,415.16",1 EA,
Pharmaceuticals,"HYALURONIDASE, HUMAN RECOMB. 150 UNIT/ML SOLUTION",$263.82,1 ML,
Pharmaceuticals,HydrALAZINE 10 MG TABLET,$2.50,1 EA,
Pharmaceuticals,HydrALAZINE 25 MG TABLET,$2.50,1 EA,
Pharmaceuticals,HydrALAZINE Vial 20MG/ML SOLUTION,$65.38,1 ML,
Pharmaceuticals,HYDROCHLOROTHIAZIDE 12.5 MG CAPSULE,$3.34,1 EA,
Pharmaceuticals,Hydrochlorothiazide 25 MG TABLET,$2.50,1 EA,
Pharmaceuticals,HYDROcodone-APAP 5-325 MG TABLET,$6.26,1 EA,
Pharmaceuticals,HYDROcodone-APAP 7.5/325 Soln 7.5-325 MG/15 ML SOLUTION,$26.49,15 ML,
Pharmaceuticals,HYDROcodone-APAP 7.5/500 Soln 7.5-500 MG/15 ML SOLUTION,$229.47,473 ML,
Pharmaceuticals,HYDROcodone-Homatropine Soln 5-1.5 MG/5 ML SYRUP,$344.51,473 ML,
Pharmaceuticals,hydroCORTisone 10 MG TABLET,$4.51,1 EA,
Pharmaceuticals,hydroCORTisone 20 MG TABLET,$6.20,1 EA,
Pharmaceuticals,hydroCORTisone 5 MG TABLET,$5.98,1 EA,
Pharmaceuticals,hydroCORTisone Acetate Rectal Foam 10% FOAM,"$1,156.37",15 GM,
Pharmaceuticals,hydroCORTisone Butyrate Oint 0.1% OINTMENT,$235.45,15 GM,
Pharmaceuticals,hydroCORTisone Cream 2.5% CREAM,$49.03,1 EA,
Pharmaceuticals,hydroCORTisone Enema  100 MG/60 ML ENEMA,$57.43,60 ML,
Pharmaceuticals,hydroCORTisone Lotion 1% LOTION,$31.57,114 GM,
Pharmaceuticals,hydroCORTisone Oint 1% OINTMENT,$33.32,28.4 GM,
Pharmaceuticals,hydroCORTisone Powder (BULK)  POWDER,$97.07,1 GM,
Pharmaceuticals,hydroCORTisone Rectal Cream 2.5% CREAM,$344.08,28.35 GM,
Pharmaceuticals,hydroCORTisone Sod Succ Inj 100 MG IV,$10.00,2 ML,
Pharmaceuticals,hydroCORTisone Sod Succ Inj 500 MG IV,$257.12,4 ML,
Pharmaceuticals,hydroCORTisone Supp 25 MG SUPPOSITORY,$65.49,1 EA,
Pharmaceuticals,hydroCORTisone Valerate Cream 0.2% CREAM,$352.79,15 GM,
Pharmaceuticals,hydroCORTisone/Aloe Cream 1% CREAM,$28.33,28.4 GM,
Pharmaceuticals,Hydrogen Peroxide  SOLUTION,$3.38,473 ML,
Pharmaceuticals,Hydrogen Peroxide 3% Soln 3% SOLUTION,$2.52,237 ML,
Pharmaceuticals,HYDROmorphone  PF 2MG/ 1 ML SYRINGE,$17.93,1 ML,
Pharmaceuticals,HYDROmorphone (DILAUDID)  PF 1MG/ 1 ML SYRINGE,$16.73,1 ML,
Pharmaceuticals,HYDROMORPHONE (PF) 10 MG/ML SOLUTION,$438.80,50 ML,
Pharmaceuticals,HYDROMORPHONE (PF) 2 MG/ML SOLUTION,$15.00,1 ML,
Pharmaceuticals,HYDROmorphone (PF) AMP (SURG) 1 MG/ML SOLUTION,$15.00,1 ML,
Pharmaceuticals,HYDROmorphone 2 MG TABLET,$12.22,1 EA,
Pharmaceuticals,HYDROmorphone LIQ 1 MG/ML LIQUID,$686.51,473 ML,
Pharmaceuticals,HYDROmorphone PCA 15 MG/30 ML PCAS,$23.65,30 ML,
Pharmaceuticals,HYDROmorphone PF 0.5 MG/0.5 ML SYRINGE,$17.66,0.5 ML,
Pharmaceuticals,Hydroxocobalamin Kit 5 GRAM IV,"$1,987.59",200 ML,
Pharmaceuticals,Hydroxychloroquine 200 MG TABLET,$22.28,1 EA,
Pharmaceuticals,Hydroxyurea 500 MG CAPSULE,$7.34,1 EA,
Pharmaceuticals,HydrOXYzine HCl 10 MG TABLET,$4.91,1 EA,
Pharmaceuticals,HydrOXYzine HCl 25 MG TABLET,$3.11,1 EA,
Pharmaceuticals,HydrOXYzine HCl Syp 60MG/30ML SYRUP,$15.28,30 ML,
Pharmaceuticals,HydrOXYzine HCl Vial 50MG/ML SOLUTION,$105.20,1 ML,
Pharmaceuticals,HYDROXYZINE PAMOATE 25 MG CAPSULE,$16.07,1 EA,
Pharmaceuticals,HYDROXYZINE PAMOATE 50 MG CAPSULE,$19.60,1 EA,
Pharmaceuticals,HYLAN G-F 20 48 MG/6 ML SYRINGE,"$3,728.88",6 ML,
Pharmaceuticals,HYOSCYAMINE SULFATE  0.125 MG SUBLINGUAL,$6.69,1 EA,
Pharmaceuticals,Ibandronate 3MG/3ML SYRINGE,$726.00,3 ML,
Pharmaceuticals,Ibuprofen 200 MG TABLET,$2.50,1 EA,
Pharmaceuticals,Ibuprofen 400 MG TABLET,$2.50,1 EA,
Pharmaceuticals,Ibuprofen 600 MG TABLET,$2.50,1 EA,
Pharmaceuticals,Ibuprofen 800 MG TABLET,$2.50,1 EA,
Pharmaceuticals,Ibuprofen Chewable 100 MG CHEW,$2.50,1 EA,
Pharmaceuticals,Ibuprofen Lysine (PF) NEONATAL 20 MG/2 ML SOLUTION,"$1,950.91",2 ML,
Pharmaceuticals,Ibuprofen Oral Susp 100MG/5ML SUSPENSION,$7.13,5 ML,
Pharmaceuticals,Ibutilide Fumarate 0.1 MG/ML SOLUTION,"$1,313.38",10 ML,
Pharmaceuticals,idarubicin  1 MG/ML SOLUTION,$389.35,5 ML,
Pharmaceuticals,Idarucizumab 2.5GRAM SOLUTION,"$5,082.00",2 EA,
Pharmaceuticals,IFOSfamide  1 GRAM/20 ML SOLUTION,$274.22,20 ML,
Pharmaceuticals,Imatinib 100 MG TABLET,$774.98,1 EA,
Pharmaceuticals,Imipramine HCl 25 MG TABLET,$6.87,1 EA,
Pharmaceuticals,Imipramine HCl 50 MG TABLET,$7.01,1 EA,
Pharmaceuticals,IMMUN GLOBULIN SOLN (GAMMAGARD) 10GM 10GM/100ML SOLUTION,"$3,869.29",100 ML,
Pharmaceuticals,IMMUN GLOBULIN SOLN (GAMMAGARD) 20 GM 20 GM/200ML SOLUTION,"$7,738.63",200 ML,
Pharmaceuticals,IMMUN GLOBULIN SOLN (GAMMAGARD) 5GM 5GM/50ML SOLUTION,"$1,896.75",50 ML,
Pharmaceuticals,IMMUN GLOBULIN SOLN (GAMUNEX C) 10 GM/100 ML SOLUTION,"$3,183.51",100 ML,
Pharmaceuticals,IMMUN GLOBULIN SOLN (GAMUNEX C) 5 GM/50 ML SOLUTION,"$1,591.73",50 ML,
Pharmaceuticals,IMMUN GLOBULIN SOLN (GAMUNEX-C) 20 GM/200 ML SOLUTION,"$6,367.02",200 ML,
Pharmaceuticals,IMMUN GLOBULIN SOLN (OCTAGAM) 10GM/100ML SOLUTION,"$4,140.23",100 ML,
Pharmaceuticals,IMMUN GLOBULIN SOLN (OCTAGAM) 20GM/200ML SOLUTION,"$8,280.47",200 ML,
Pharmaceuticals,IMMUN GLOBULIN SOLN (OCTAGAM) 5GM/50ML SOLUTION,"$2,070.12",50 ML,
Pharmaceuticals,IMMUN GLOBULIN SOLN (PRIVIGEN) 10GM 10GM/100ML SOLUTION,"$3,949.44",100 ML,
Pharmaceuticals,IMMUN GLOBULIN SOLN (PRIVIGEN) 20GM 20GM/200ML SOLUTION,"$7,898.88",200 ML,
Pharmaceuticals,IMMUN GLOBULIN SOLN (PRIVIGEN) 5GM 5GM/50ML SOLUTION,"$1,974.72",50 ML,
Pharmaceuticals,Indapamide 2.5 MG TABLET,$8.91,1 EA,
Pharmaceuticals,Indigo Carmine 40MG/5ML SOLUTION,$49.29,5 ML,
Pharmaceuticals,Indocyanine Green Inj 25 MG IV,"$1,538.97",1 EA,
Pharmaceuticals,Indomethacin  50 MG SUPPOSITORY,$309.06,1 EA,
Pharmaceuticals,Indomethacin 25 MG CAPSULE,$3.16,1 EA,
Pharmaceuticals,Indomethacin Sodium  1 MG IV,"$1,536.05",1 ML,
Pharmaceuticals,inFLIXimab Vial 100 MG IV,"$3,391.34",1 EA,
Pharmaceuticals,INJ-KINEVAC 5 MLG VIAL-RADIOLO,$235.00,,
Pharmaceuticals,Insulin Aspart 70/30 Vial 100 UNIT/ML SOLUTION,$871.54,10 ML,
Pharmaceuticals,Insulin GLARgine Vial 100 UNIT/ML SOLUTION,$782.75,10 ML,
Pharmaceuticals,INSULIN GLARGINE(TOUJEO) 300 UNIT/ML INJECT,$10.00,1.5 ML,
Pharmaceuticals,Insulin Glulisine Vial 100 UNIT/ML SOLUTION,$783.81,10 ML,
Pharmaceuticals,Insulin Lispro 3 ml vial 100 UNIT/ML SOLUTION,$389.63,3 ML,
Pharmaceuticals,Insulin Lispro Protam-Lispro Vial 100 UNIT/ML SUSPENSION,$826.77,10 ML,
Pharmaceuticals,Insulin Lispro Vial 100 UNIT/ML SOLUTION,$797.73,10 ML,
Pharmaceuticals,Insulin NPH Human Recomb 100 UNIT/ML SUSPENSION,$540.67,10 ML,
Pharmaceuticals,Insulin NPH Vial 1000UNIT/10ML SUSPENSION,$500.68,10 ML,
Pharmaceuticals,Insulin NPH vial 300UNIT/3ML SUSPENSION,$210.91,3 ML,
Pharmaceuticals,Insulin NPH-Reg 70/30 Vial 100 UNIT/ML SUSPENSION,$210.91,3 ML,
Pharmaceuticals,Insulin NPH-Reg 70/30 Vial 100UNIT/ML SUSPENSION,$500.68,10 ML,
Pharmaceuticals,Insulin REGULAR Vial 100 UNIT/ML SOLUTION,$540.67,10 ML,
Pharmaceuticals,Insulin REGULAR Vial 300UNIT/3ML SOLUTION,$210.91,3 ML,
Pharmaceuticals,Interferon alpha-2B Inj 50 MILLION UNIT IV,"$2,703.75",1 ML,
Pharmaceuticals,Iodine Strong Soln 5% SOLUTION,$118.20,14 ML,
Pharmaceuticals,IODINE-POTASSIUM IODIDE 5-10 % SOLUTION,$310.51,8 ML,
Pharmaceuticals,Iodine-Sodium Iodide Mild  2% TOPICAL,$17.71,30 ML,
Pharmaceuticals,IPILIMUMAB 200 MG/40 ML SOLUTION,"$83,329.80",40 ML,
Pharmaceuticals,IPILIMUMAB 50 MG/10 ML SOLUTION,"$20,832.47",10 ML,
Pharmaceuticals,Ipratropium- Albuterol  3 ML NEBULIZER,$12.59,3 ML,
Pharmaceuticals,Ipratropium HFA per PUFF 17MCG/ACTUATION INHALER ,$9.83,1 EA,
Pharmaceuticals,Ipratropium Inhaler 200 PUFFS INHALER ,"$1,043.55",200 EA,
Pharmaceuticals,Ipratropium Nasal Spray 0.06% SPRAY,$377.10,15 ML,
Pharmaceuticals,Ipratropium Neb 0.02% SOLUTION,$7.59,2.5 ML,
Pharmaceuticals,IPRATROPIUM-ALBUTEROL 20-100 MCG/ACTUATION MIST,"$1,081.76",4 GM,
Pharmaceuticals,Ipratropium-Albuterol Inhaler 120 PUFFS AERO,$628.16,120 EA,
Pharmaceuticals,IRBESARTAN 150 MG TABLET,$37.06,1 EA,
Pharmaceuticals,IRBESARTAN 300 MG TABLET,$44.56,1 EA,
Pharmaceuticals,IRBESARTAN 75 MG TABLET,$15.90,1 EA,
Pharmaceuticals,IRINOTECAN LIPOSOMAL 43MG/10ML INJECT,"$5,172.02",10 ML,
Pharmaceuticals,IRINOtecan Vial 100MG/5ML SOLUTION,$307.32,5 ML,
Pharmaceuticals,IRINOtecan Vial 40MG/2ML SOLUTION,$118.20,2 ML,
Pharmaceuticals,Iron DEXTRAN 100 MG/2 ML SOLUTION,$125.37,2 ML,
Pharmaceuticals,Iron Polysaccharide-B12-FA Forte 150-25-1 MG-MCG-MG CAPSULE,$2.50,1 EA,
Pharmaceuticals,Iron SUCROSE 100MG/5ML SOLUTION,$236.40,5 ML,
Pharmaceuticals,IRON SUCROSE 200MG/10ML SOLUTION,$363.60,10 ML,
Pharmaceuticals,Isoflurane  99.9% LIQUID,$85.13,100 ML,
Pharmaceuticals,Isopropyl Alcohol  70% SOLUTION,$115.17,1 EA,
Pharmaceuticals,Isopropyl Alcohol  SOLUTION,$28.43,480 ML,
Pharmaceuticals,Isoproterenol HCL 0.2 MG/ML SOLUTION,"$5,198.47",5 ML,
Pharmaceuticals,Isosorbide DInitrate 10 MG TABLET,$6.23,1 EA,
Pharmaceuticals,Isosorbide DInitrate 20 MG TABLET,$7.76,1 EA,
Pharmaceuticals,Isosorbide MONOnitrate 20 MG TABLET,$3.25,1 EA,
Pharmaceuticals,Isosorbide MONOnitrate 30 MG TABLET,$9.45,1 EA,
Pharmaceuticals,Isosorbide MONOnitrate 60 MG TABLET,$11.47,1 EA,
Pharmaceuticals,Isosulfan Blue  1% SOLUTION,"$2,568.37",5 ML,
Pharmaceuticals,ISOVUE 300 MG/ML,$12.00,,
Pharmaceuticals,ISOVUE 370 MG/ML,$12.00,,
Pharmaceuticals,Itraconazole 100 MG CAPSULE,$21.80,1 EA,
Pharmaceuticals,IV SOL-0.9 NACL IRRG 3000ML,$33.00,,
Pharmaceuticals,Ivermectin 3 MG TABLET,$28.75,1 EA,
Pharmaceuticals,KCL 20mEq in D5W/0.45% NaCl 20 MEQ/L IV,$31.26,1000 ML,
Pharmaceuticals,KCL 20mEq in NS 1000mL 20 MEQ/L IV,$45.54,1000 ML,
Pharmaceuticals,KCL 40 mEq in D5W/0.45% NaCl 40 MEQ/L IV,$45.67,1000 ML,
Pharmaceuticals,KCL 40mEq in NS 1000mL 40 MEQ/L IV,$51.39,1000 ML,
Pharmaceuticals,KENALOG (MEDICATION),$12.00,,
Pharmaceuticals,KETAMINE 100 MG/ML SOLUTION,$53.84,5 ML,
Pharmaceuticals,KETAMINE syringe 50 MG/5 ML SYRINGE,$20.17,5 ML,
Pharmaceuticals,Ketamine Vial (Anesthesia only) 50 MG/ML SOLUTION,$37.08,10 ML,
Pharmaceuticals,Ketoconazole 200 MG TABLET,$20.65,1 EA,
Pharmaceuticals,Ketoconazole Cream 2% CREAM,$397.93,15 GM,
Pharmaceuticals,Ketoconazole Shampoo 2% SHAMPOO,$109.34,120 ML,
Pharmaceuticals,Ketorolac  Vial 60MG/2ML SOLUTION,$10.00,2 ML,
Pharmaceuticals,Ketorolac (TORADOL) Vial 30MG/ML SOLUTION,$30.90,1 ML,
Pharmaceuticals,Ketorolac 10 MG TABLET,$13.02,1 EA,
Pharmaceuticals,Ketorolac Ophth 3ML 0.5% DROP,$192.00,3 ML,
Pharmaceuticals,Ketorolac Ophth 5ML 0.5% DROP,$761.74,5 ML,
Pharmaceuticals,Ketorolac Vial 15MG/ML SOLUTION,$10.00,1 ML,
Pharmaceuticals,Labetalol 200 MG TABLET,$4.62,1 EA,
Pharmaceuticals,Labetalol CPJ 20MG/4ML SYRINGE,$41.77,4 ML,
Pharmaceuticals,Labetalol MDV 100MG/20ML SOLUTION,$22.18,20 ML,
Pharmaceuticals,Lacosamide  200 MG/20 ML SOLUTION,$334.19,20 ML,
Pharmaceuticals,Lacosamide 50 MG TABLET,$51.61,1 EA,
Pharmaceuticals,LACTATED RINGERS INJECT,$23.00,,
Pharmaceuticals,Lactated Ringers Viaflex 1000 ML IV,$27.30,1000 ML,
Pharmaceuticals,Lactated Ringers Viaflex 500 ML IV,$25.83,500 ML,
Pharmaceuticals,Lactobacillus Acidophilus Tablet 1 BILLION-250 CELL-MG TABLET,$2.75,1 EA,
Pharmaceuticals,Lactulose UD Soln 20GRAM/30ML SOLUTION,$7.48,30 ML,
Pharmaceuticals,LAMIVUDINE 150 MG TABLET,$42.06,1 EA,
Pharmaceuticals,Lamivudine-Zidovudine 150-300 MG TABLET,$81.85,1 EA,
Pharmaceuticals,LamoTRIgine 100 MG TABLET,$2.50,1 EA,
Pharmaceuticals,LamoTRIgine 150 MG TABLET,$84.57,1 EA,
Pharmaceuticals,LamoTRIgine 25 MG TABLET,$2.50,1 EA,
Pharmaceuticals,Lansoprazole 15 MG CAPSULE,$30.93,1 EA,
Pharmaceuticals,Lansoprazole 30 MG CAPSULE,$75.38,1 EA,
Pharmaceuticals,Latanoprost Ophth Soln 0.005% DROP,$374.30,2.5 ML,
Pharmaceuticals,Leflunomide 20 MG TABLET,$74.48,1 EA,
Pharmaceuticals,Letrozole 2.5 MG TABLET,$50.00,1 EA,
Pharmaceuticals,LEUCOVORIN CALCIUM 200 MG IV,$99.56,1 EA,
Pharmaceuticals,Leucovorin Calcium 25 MG TABLET,$108.96,1 EA,
Pharmaceuticals,Leucovorin Calcium 5 MG TABLET,$17.71,1 EA,
Pharmaceuticals,LEUCOVORIN CALCIUM 50 MG IV,$54.48,10 EA,
Pharmaceuticals,Leucovorin Calcium Vial 100 MG IV,$108.96,1 EA,
Pharmaceuticals,Leucovorin Calcium Vial 350 MG IV,$103.24,1 EA,
Pharmaceuticals,Leuprolide Depot 3 Month Kit 11.25 MG INJECT,"$10,667.55",1 EA,
Pharmaceuticals,Leuprolide Depot 3 Month Kit 22.5 MG INJECT,"$12,711.92",1 EA,
Pharmaceuticals,Leuprolide Depot 4 Month Kit 30 MG INJECT,"$16,949.24",1 EA,
Pharmaceuticals,Leuprolide Depot 6 Month Kit 45 MG INJECT,"$25,424.23",1 EA,
Pharmaceuticals,Leuprolide Depot Syr 3.75 MG INJECT,"$3,555.80",1 EA,
Pharmaceuticals,Leuprolide Depot Syr 7.5 MG INJECT,"$4,237.32",1 EA,
Pharmaceuticals,Levalbuterol  0.63 MG/3 ML NEBULIZER,$34.51,3 ML,
Pharmaceuticals,Levalbuterol  1.25 MG/3 ML NEBULIZER,$34.51,3 ML,
Pharmaceuticals,Levalbuterol HFA PUFFS INHALER ,$3.22,1 EA,
Pharmaceuticals,Levalbuterol UD (Conc) 1.25 MG/0.5 ML NEBULIZER,$43.98,0.5 ML,
Pharmaceuticals,LevETIRAcetam 500 MG TABLET,$5.66,1 EA,
