OHIOHEALTH SHELBY HOSPITAL CHARGE LIST,,,,
SERVICE CATEGORY,DESCRIPTION,CHARGE,DOSE,STATE OF OHIO REQUIREMENT
Supply,FILTER OXYGEN 029-029-000 (PERFUSION),$24.00,,
Supply,FILTER PRE BUFFALO BES-2000 300176,$28.00,,
Supply,Filter Vena Cava Celect IVC Jugular G48372,"$3,600.00",,
Supply,FILTER VENA CAVA CELECT JUGULAR G52909,"$3,300.00",,
Supply,FILTER VENA CAVA FEMORAL CRUX 7024,"$2,700.00",,
Supply,FILTER VENA CAVA JUGULAR CRUX 7025,"$2,700.00",,
Supply,FILTER VENA CAVA NITINOL W/ 9FR ANGEL CATH TRIPLE LUMEN AC3930A,"$6,750.00",,
Supply,FILTER VENA CAVA OPTION ELITE 352506070E,"$2,700.00",,
Supply,"Filter, Posidyne ELD96NT",$15.00,,
Supply,FILTERWIRE EZ EMBOLIC PROTECTION SYSTEM,"$3,525.00",,
Supply,Filterwire EZ Embolic Protection System 2.25 X 3.25MM H749390713000,"$3,525.00",,
Supply,FINGER ORTHOSIS W/JOINT - CUSTOM DYNAMIC,$321.00,,
Supply,FINGER ORTHOSIS W/O JOINT - PREFABRICATED,$50.00,,
Supply,FINGER ORTHOSIS W/O JOINTS - CUSTOM STATIC,$310.00,,
Supply,FINGER ORTHOSIS WITH NON-TORSION SPRING/JOINT - PREFABRICATED,$96.00,,
Supply,Fistula Fast Pack K05T-02240,$150.00,,
Supply,FIX DEVICE SPEED SCREW 5.5MM OM-6500,"$1,133.00",,
Supply,FIXATION DEVICE LIGMENT #7 PE 904756,$945.00,,
Supply,"FIXATION GUIDE PIN  CUTTING 0.125""X3"" 2490-95-000",$543.00,,
Supply,FIXATION SYSTEM SORBAFIX  0113082,"$1,188.00",,
Supply,FIXATION SYSTEM SORBAFIX 15 0113115,"$1,470.00",,
Supply,FIXATION SYSTEM SORBAFIX 30 0113116,"$1,905.00",,
Supply,FLEX-CUFF RETEN TIP W/SILICONE 9012-01,$39.00,,
Supply,FLEXIGRAFT PATELLA LIGAMENT FPL10,"$9,522.00",,
Supply,FLOSEAL HEMO MATRIX NDL FREE 5ML 1503350,$407.00,,
Supply,FLOSWITCH HP,$13.00,,
Supply,FOLEY ANCHOR LF FCSB200,$8.00,,
Supply,FOOT ORTHOTICS - PLASTAZOTE OR EQUAL,$258.00,,
Supply,"FOOT ORTHOTICS-REMOVABLE,FORMED TO FOOT",$122.00,,
Supply,"FOOT ORTHOTICS-REMOVABLE,LONGITUDINAL ARCH SUPPORT",$279.00,,
Supply,"FOOT ORTHOTICS-REMOVABLE,LONGITUDINAL METATARSAL SUPPORT",$317.00,,
Supply,"FOOT ORTHOTICS-UCB TYPE, BERKELEY SHELL",$503.00,,
Supply,FOOT WEDGE,$36.00,,
Supply,"FORCEP ALLIGATOR 3.5"" SINGLE STERILE 66590",$44.00,,
Supply,"FORCEP ALLIGATOR 5.5"" SINGLE STERILE 66735",$43.00,,
Supply,FORCEP BIOPSY OVAL CUP PEDIA 100512,$89.00,,
Supply,FORCEP BIOPSY PIRANHA 505-160,$972.00,,
Supply,FORCEP BIPOLAR GRASP 2.4MMX40CM DISP 28164FGV/2,$907.00,,
Supply,FORCEP BX BACKLOAD 2.4FR G48295,$691.00,,
Supply,"FORCEP DISPOSABLE TIPS BIPOLAR 8.5"" 1MM 8135100S","$1,071.00",,
Supply,"FORCEP DISPOSABLE TIPS BIPOLAR 8.5"" 2MM 8135200S","$1,071.00",,
Supply,FORCEP GRASP TRICEP 3FX90CM 370-122,$536.00,,
Supply,FORCEP HOT RADIAL JAW  DISP 1503-20,$305.00,,
Supply,"FORCEP KELLY 8"" STR SINGLE STERILE 67660",$20.00,,
Supply,FORCEP RADIAL JAW 4 PULMONARY M00515181,$263.00,,
Supply,"FORCEP SPONGE 9.5"" SINGLE STERILE 66360",$23.00,,
Supply,FORCEPS 1MM 20CM STD BIPOLAR NONSTICK SPETZLER-MALIS DISP 6760-200-010,"$1,038.00",,
Supply,FORCEPS 2.4MM X 160CM BIOPSY SERRATED/SPIKED DISP 40/BX G56130,$21.00,,
Supply,FORCEPS 2.4MM X 230CM BIOPSY SERRATED/SPIKED DISP 40/BX G56133,$21.00,,
Supply,FORCEPS 2.4MMX160CM BIOPSY LG G56073,$28.00,,
Supply,FORCEPS 2.4MMX230CM BIOPSY HOT G56135,$49.00,,
Supply,FORCEPS 2.4MMX230CM BIOPSY LG G56076,$28.00,,
Supply,FORCEPS 2.4MMX230CM BIOPSY STND G56132,$21.00,,
Supply,FORCEPS 5.5FR 50CM BIOPSY STD DISP 504302,$432.00,,
Supply,FORCEPS 7FR 50CM BIOPSY 504302L,$432.00,,
Supply,FORCEPS CADIERE 470049(REPOS.INST.X10),"$6,300.00",,
Supply,Forceps Colon Disp W/Needle M00513332,$105.00,,
Supply,Forceps Gastro Disp W/Needle M00513312,$207.00,,
Supply,FORCEPS SERRATED LG SPIKED CAPTURA G53641,$28.00,,
Supply,"Forceps, Cold Disp Gastro 1597-20",$63.00,,
Supply,FRACTURE KIT ADDITIONAL 10/2 KPE1002,"$8,565.00",,
Supply,FRACTURE KIT ADDITIONAL 15/2 KPE1004,"$6,367.00",,
Supply,FUNNEL TAPERED FISTULA ISOLATOR EFFLUENT CONTROL 00860013000325.S,$240.00,,
Supply,FUSEFORCE IMPLANT KIT 10X10MM FFS-1010,"$2,691.00",,
Supply,FUSION INSTRUMENT TRACKER 9733533,$401.00,,
Supply,FUSION PATIENT TRACKER 9733534,$510.00,,
Supply,GAMMA 3 LONG NAIL KIT 3225-0340S,"$6,032.00",,
Supply,GAS HELIUM COMPRESSED,$127.00,,
Supply,GASTRIC LAVAGE GI BLEED 18FR,$151.00,,
Supply,Gastric Lavage GI Bleed 24fr BM1524,$232.00,,
Supply,GASTRIC LAVAGE SYS 28FR,$227.00,,
Supply,GASTRO BUTTON 24FR 2.4CM,$786.00,,
Supply,GD WR CONFIANZA 300CM 14943-01,$360.00,,
Supply,GDC COIL 10 SOFT 3X4 2DSR .015,"$2,808.00",,
Supply,GDC COIL 10 SOFT 3X6 .015,"$1,366.00",,
Supply,GDC COIL 10 SOFT 3X8 2DSR .015,"$2,808.00",,
Supply,GDC COIL 10 SOFT 4X6 2DSR .015,"$2,808.00",,
Supply,GDC COIL 10 SOFT 4X8 2DSR .015,"$2,808.00",,
Supply,GDC COIL 10 SOFT 5X10 2DSR.015,"$2,808.00",,
Supply,GDC COIL 10 SOFT 5X8 2DSR .015,"$2,808.00",,
Supply,GDC COIL 10 SOFT 6X8 2DSR 344608-SR4,"$2,808.00",,
Supply,GDC COIL 10 SOFT 7X15 2DSR.015,"$2,808.00",,
Supply,GDC COIL 10360 SOFT 02X4 347204SRO,"$5,643.00",,
Supply,GDC COIL 10360 SOFT 03X6 347306SRO,"$5,643.00",,
Supply,GDC COIL 10360 SOFT 04X8 347408SRO,"$5,643.00",,
Supply,GDC COIL 10360 SOFT 05X9 347509SRO,"$5,643.00",,
Supply,GDC COIL 10360 SOFT 06X11 347611SRO,"$5,643.00",,
Supply,GDC COIL 10360 SOFT 07X15 347715SRO,"$5,643.00",,
Supply,GDC COIL 10360 SOFT 08X20 347820SRO,"$5,643.00",,
Supply,GDC COIL 10360 SOFT 09X20 347920SRO,"$5,643.00",,
Supply,GDC COIL 10360 SOFT 10X20 3471020SRO,"$5,643.00",,
Supply,GDC COIL 10360 STD 03X8 346308SRO,"$5,360.00",,
Supply,GDC COIL 10360 STD 04X7 346407SRO,"$5,360.00",,
Supply,GDC COIL 10360 STD 05X15 346515SRO,"$5,360.00",,
Supply,GDC COIL 10360 STD 05X9 346509SRO,"$5,360.00",,
Supply,GDC COIL 10360 STD 06X11 346611SRO,"$5,360.00",,
Supply,GDC COIL 10360 STD 06X15 346615SRO,"$5,360.00",,
Supply,GDC COIL 10360 STD 07X15 346715SRO,"$5,360.00",,
Supply,GDC COIL 10360 STD 07X20 346720SRO,"$5,360.00",,
Supply,GDC COIL 10360 STD 08X15 346815SRO,"$5,360.00",,
Supply,GDC COIL 10360 STD 09X20 346920SRO,"$5,360.00",,
Supply,GDC COIL 10360 STD 09X30 346930SRO,"$5,360.00",,
Supply,GDC COIL 10360 STD 10X30 3461030SRO,"$5,360.00",,
Supply,GDC COIL 2MMX2CM 10 ULTRASOFT,"$4,226.00",,
Supply,GDC COIL 2MMX3CM 10 ULTRASOFT,"$4,226.00",,
Supply,GDC COIL 2MMX4CM 10 ULTRASOFT,"$4,226.00",,
Supply,GDC COIL 2MMX6CM 10 ULTRASOFT,"$4,226.00",,
Supply,GDC COIL 3MMX4CM 10 ULTRASOFT,"$4,226.00",,
Supply,GDC COIL 3MMX6CM 10 ULTRASOFT,"$4,226.00",,
Supply,GDC COIL 4MMX4CM 10 ULTRASOFT,"$4,226.00",,
Supply,GDC COIL 4MMX6CM 10 ULTRASOFT,"$4,226.00",,
Supply,Gelport System C8XX2,"$1,575.00",,
Supply,Generator  Neurostimulator Non-rechargeable Vagus Nerve Stimulation Demipulse 103,"$65,316.00",,
Supply,Generator EON Pulse Rechargeable 3716,"$40,500.00",,
Supply,GENERATOR IPG PROCLAIM ELITE 5 3660,"$52,020.00",,
Supply,GENERATOR IPG PROCLAIM ELITE 7 3662,"$52,545.00",,
Supply,GENERATOR IPG W/ PATIENT PROGRAMMER PRODIGY MRI 3772 CONTRLSYS,"$56,997.00",,
Supply,GENERATOR ITRELL 3 PULSE,"$20,700.00",,
Supply,GENERATOR NEUROSTIMULATOR 37702,"$33,000.00",,
Supply,GENERATOR NEUROSTIMULATOR 37713,"$41,250.00",,
Supply,GENERATOR NEUROSTIMULATOR MRI NON-RECHARGEABLE 97702,"$36,000.00",,
Supply,GENERATOR NEUROSTIMULATOR NON-RECHARGEABLE ASPIRE HC 105,"$71,541.00",,
Supply,Generator Neurostimulator Non-Rechargeable Vagus Nerve Stimulation 102R,"$57,162.00",,
Supply,GENERATOR NEUROSTIMULATOR PROTEGE IDG 16 CHANNEL 3789,"$39,975.00",,
Supply,Generator Neurostimulator Rechargeable IPG 3788,"$30,600.00",,
Supply,GENERATOR NEUROSTIMULATOR RESTORE,"$43,500.00",,
Supply,GENERATOR NEUROSTIMULATOR RESTORE RECHARGEABLE 97712,"$39,000.00",,
Supply,Generator Non-Rechargeable 3688,"$30,737.00",,
Supply,Generator Pulse 3609 (neurostimulator non-rechargeable),"$35,177.00",,
Supply,Generator Pulse SC-1110,"$43,635.00",,
Supply,Generator Restore 37711AA,"$37,500.00",,
Supply,GENERATOR VNS THERAPY SINGLE PIN ASPIRESR MODEL 106,"$80,034.00",,
Supply,GLIDE SHEATH 6F EXCHANGE SHORT BF6M10MA,$127.00,,
Supply,GLIDECATH 100CM ANGLE CG508,$152.00,,
Supply,GLIDECATH 4FR 65CM C2 CG409,$152.00,,
Supply,GLIDECATH 65CM ANGLE CG507,$152.00,,
Supply,GLIDESHEATH SLENDER SS 6FR 10CM 21G RM*RS6F10PA,$159.00,,
Supply,GLIDEWIRE ADVANTAGE .014X300CM GA1430,$900.00,,
Supply,GLIDEWIRE ADVANTAGE 260CM GA3502,$510.00,,
Supply,GLIDEWIRE ANGLED .035 260CM,$133.00,,
Supply,GLIDEWIRE ANGLED .038 150CM,$87.00,,
Supply,GLIDEWIRE SHAPABLE .035 150CM,$96.00,,
Supply,GLIDEWIRE SHAPABLE .038 150CM,$96.00,,
Supply,GLIDEWIRE STIFF .035,$135.00,,
Supply,GLIDEWIRE STIFF .035 260CM,$150.00,,
Supply,GLIDEWIRE STIFF .038 150CM,$135.00,,
Supply,GLIDEWIRE STIFF STRAIGHT .035 630-109,$165.00,,
Supply,GLIDEWIRE STRAIGHT .035 150CM UWS1035,$171.00,,
Supply,GLOVE RADIATION PROGUARD 8.5 RR285,$108.00,,
Supply,GLOVE RADIATION RESISTANT  8.0,$116.00,,
Supply,GLOVE RADIATION RESISTANT 7.5,$116.00,,
Supply,Glove Radiation Resistant XL 95.398,$114.00,,
Supply,GOUGE 8MM 423876,"$1,227.00",,
Supply,GOWN ADULT W/DUAL HOSE PORT STD BAIR PAWS 81002,$32.00,,
Supply,GPS Dual Spray Applicator Tip,$108.00,,
Supply,GPS III Biologics Spray ApplicatorvKit,$114.00,,
Supply,Gps lll Platelet Separation System-Single Kit w/30ml Acda,"$1,200.00",,
Supply,Graft  Bone BA 2X2.5CC 2102-2102,"$3,087.00",,
Supply,GRAFT 1.2CC BONE SUBSTITUTE BA2X VITOSS      2102-2101,"$1,802.00",,
Supply,GRAFT 1.2CC BONE SUBSTITUTE FOAM PACK BBTRAUMA VITOSS 2102-2201,"$2,176.00",,
Supply,GRAFT 10 ML BONE SUBSTITUTE DEMINERALIZED CORT FIBERS 109760,"$2,700.00",,
Supply,GRAFT 10CC BONE SUBSTITUTE FOAM PACK BBTRAUMA VITOSS 2102-2210,"$13,061.00",,
Supply,GRAFT 14 X 7MM X 50CM HEMAGARD KNITTED BIFURCATED HGK1407,"$1,411.00",,
Supply,Graft 15x10mm Amniotic Membrane AG-1510,"$1,485.00",,
Supply,GRAFT 16 X 8MM X 50CM HEMAGARD KNITTED BIFURCATED HGK1608,"$1,411.00",,
Supply,GRAFT 18 X 9MM X 50CM HEMAGARD KNITTED BIFURCATED HGK1809,"$1,411.00",,
Supply,GRAFT 2 X 2CM AMNIOTIC MEMBRANE HUMAN TISSUE ALLOWRAP DS      3102-2002,"$3,635.00",,
Supply,GRAFT 2 X 4CM AMNIOTIC MEMBRANE HUMAN TISSUE ALLOWRAP DS      3102-2004,"$6,359.00",,
Supply,GRAFT 2.5 X 2.5CM OTOLOGIC REPAIR PORCINE BIODESIGN G44451,$690.00,,
Supply,GRAFT 2.5CC BONE SUBSTITUTE FOAM PACK BBTRAUMA VITOSS 2102-2202,"$3,733.00",,
Supply,GRAFT 20 X 10MM X 5CM HEMAGARD KNITTED BIFURCATED HGK2010,"$1,411.00",,
Supply,GRAFT 22 X 11MM X 50CM HEMAGARD KNITTED BIFURCATED HGK2211,"$1,411.00",,
Supply,GRAFT 4 X 4CM AMNIOTIC MEMBRANE HUMAN TISSUE ALLOWRAP DS      3102-2006,"$10,903.00",,
Supply,GRAFT 4 X 8CM AMNIOTIC MEMBRANE HUMAN TISSUE ALLOWRAP DS      3102-2008,"$14,536.00",,
Supply,GRAFT 5CC BONE SUBSTITUTE FOAM PACK BBTRAUMA VITOSS 2102-2205,"$6,998.00",,
Supply,GRAFT 5ML BONE SUBSTITUTE DEMINERALIZED CORT FIBERS 109765,"$1,500.00",,
Supply,GRAFT 8 X 75MM CAROTID HEMAGUARD HGKTP08/75CPUT,$246.00,,
Supply,GRAFT 8MM 1 X 20CM DBM GRAFTON MATRIX 2/BX T42280,"$4,500.00",,
Supply,GRAFT AAA ENDOPROSTHESIS  35X14.5MMX16CM RLT351416,"$32,292.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 23MMX12MMX14CM RMT261214,"$31,503.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 23MMX14.5MMX12CM RMT231412,"$31,503.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 23MMX14.5MMX16CM RMT231416,"$31,503.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 23MMX14.5MMX18CM RMT231418,"$31,503.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 23MMX14CM PXC231400,"$13,044.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 23MMX3.3CM PLA230300,"$9,165.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 23X14.5X18 PXT231418,"$27,975.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 26MMX12MMX16CM RMT261216,"$31,503.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 26MMX12MMX18CM RMT261218,"$31,503.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 26X14.5MMX14CM RMT261414,"$31,503.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 26X14.5MMX16CM RMT261416,"$31,503.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 26X14.5MMX18CM RMT261418,"$31,503.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 28.5MMX3.3CM PLA280300,"$9,165.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 28.5X14.5MMX14CM RMT281414,"$31,503.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 28.5X14.5X12 RMT281412,"$31,503.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 3.2MMX4.5CM PLA320400,"$9,165.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 31MMX14.5MMX17CM RMT311417,"$31,503.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 31X12.5MMX15CM RLT311415,"$32,292.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 31X14.5MMX13CM RLT311413,"$32,292.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 31X14.5MMX17CM RLT311417,"$32,292.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 35X14.5MMX14CM RLT351414,"$32,292.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 35X14.5MMX18CM RLT351418,"$32,292.00",,
Supply,GRAFT AAA ENDOPROSTHESIS 36MMX4.5CM PLA360400,"$9,165.00",,
Supply,GRAFT AAA ENDOPROSTHESIS EX 23X12MMX18CM RMT231218,"$31,503.00",,
Supply,GRAFT AAA ILIAC LEG 24X82MM TFFB-24-82-ZT G48407,"$26,919.00",,
Supply,GRAFT AAA ILIAC LEG 28X82MM TFFB-28-82-ZT G48417,"$26,919.00",,
Supply,GRAFT AAA ILIAC LEG 32X82MM TFFB-32-82-ZT G48427,"$26,919.00",,
Supply,GRAFT AAA ILIAC LEG 36X95MM TFB-36-95-ZT G48432,"$26,919.00",,
Supply,GRAFT AAA ILIAC LEG TFLE-12-107-ZT G48452,"$9,534.00",,
Supply,Graft AAA ILIAC Leg TFLE-16-56-ZT,"$9,534.00",,
Supply,Graft AAA ILIAC Leg TFLE-18-73-ZT,"$9,534.00",,
Supply,GRAFT AAA ILIAC LEG TFLE-24-56-ZT G48477,"$9,534.00",,
Supply,GRAFT AAA ILIAC LEG TFLE-24-73-ZT G48478,"$9,534.00",,
Supply,Graft AAA Iliac Leg Zenith Tfle-1288 G12448,"$8,988.00",,
Supply,GRAFT AAA LILAC LEG TFLE-12-90-ZT,"$9,534.00",,
Supply,GRAFT AAA LILAC LEG TFLE-14-73ZT,"$9,534.00",,
Supply,GRAFT AAA MAIN BODY TFLE-12-73-ZT G48450,"$9,534.00",,
Supply,GRAFT AAA ZENITH BIFURCATED  26X111MM TFFB-26-111-ZT G48414,"$26,919.00",,
Supply,GRAFT ACHILLES TENDON VARIOUS SZ FATB,"$4,017.00",,
Supply,GRAFT ALLOMAX 13CMX15CM 1180090,"$15,540.00",,
Supply,GRAFT ALLOMAX IMPLANT 5X10CM 1180040,"$3,870.00",,
Supply,GRAFT ALLOMAX IMPLANT 5X8CM 1180020,"$2,997.00",,
Supply,GRAFT ALLOMAX IMPLANT 6X16CM 1180616,"$7,680.00",,
Supply,GRAFT ALLOMAX SURGICAL 10X15CM 1180080,"$11,955.00",,
Supply,GRAFT ALLOMAX SURGICAL 16X20cm 1181620 (processed human dermal collagen),"$25,275.00",,
Supply,GRAFT ALLOMAX SURGICAL 7X10CM 1180060,"$5,580.00",,
Supply,GRAFT AMNIOTIC 4.0X3.0CM NX-10-4030,"$6,480.00",,
Supply,GRAFT AMNIOTIC 6.0X3.0CM NX-10-6030,"$7,680.00",,
Supply,GRAFT AORTIC VALV WOV HEM 23MM,"$12,600.00",,
Supply,GRAFT AORTIC VALV WOV HEM 25MM,"$12,600.00",,
Supply,GRAFT AORTIC VALV WOV HEM 27MM,"$12,600.00",,
Supply,GRAFT AORTIC VALV WOV HEM 29MM,"$12,600.00",,
Supply,GRAFT AORTIC VALV WOV HEM 31MM,"$12,600.00",,
Supply,GRAFT BIFURCATED 14-7X50 IGK1407,"$1,470.00",,
Supply,Graft Bifurcated 18-9X80 Igk1809,"$1,470.00",,
Supply,GRAFT BIFURCATED 24X12X50 HGK2412,"$1,585.00",,
Supply,GRAFT BODY ZENITH 22X39MM 18FR ESBE-24-39-ZT G55205,"$6,183.00",,
Supply,GRAFT BODY ZENITH 36X12X82MM ESC-36-12-82-ZT G55194,"$7,278.00",,
Supply,GRAFT BODY ZENITH 36X50MM 20FR ESBE-36-50-ZT G55210,"$6,183.00",,
Supply,Graft Bone Cerv 6MM Vg2Par06,"$3,526.00",,
Supply,Graft Bone Cerv 7MM Vg2Par07,"$3,526.00",,
Supply,GRAFT BONE CERVICAL 8MM,"$3,526.00",,
Supply,Graft Bone Chips 15cc 400145,"$1,125.00",,
Supply,GRAFT BONE DOWEL 5MMX9.5MM 100511,"$4,973.00",,
Supply,GRAFT BONE FEM HEAD FRESH FROZ - LIFENET,"$3,473.00",,
Supply,Graft Bone Formagraft 5CC 5010205,"$1,908.00",,
Supply,Graft Bone Formagraft XL Block Lg 5010125,"$4,284.00",,
Supply,Graft Bone Formagraft XL Block Sm 5010085,"$3,963.00",,
Supply,Graft Bone Infuse Kit Med 7510400,"$15,435.00",,
Supply,Graft Bone Infuse Kit Sm 7510200,"$11,085.00",,
Supply,graft bone infuse kit x-sm 7510100,"$5,550.00",,
Supply,Graft Bone Infuse LG Kit II 7510800,"$17,205.00",,
Supply,GRAFT BONE INFUSE XXSM 7510050,"$2,775.00",,
Supply,Graft Bone Osteocel Plus 10cc 5013010,"$10,824.00",,
Supply,Graft Bone Osteocel Plus 1CC 5013001,"$1,416.00",,
Supply,Graft Bone Osteocel Plus 5CC 5013005,"$7,042.00",,
Supply,GRAFT BONE PUTTY OSTEO 10CC 309100,"$2,400.00",,
Supply,GRAFT BONE PUTTY OSTEO DBM 5.0CC 309050,"$1,500.00",,
Supply,GRAFT BONE PUTTY SRS 10CC SRS-010-FSP,"$9,444.00",,
Supply,GRAFT BONE STEM CELL 10ML 4101-10,"$17,055.00",,
Supply,GRAFT BONE STRUCTURE CP 5CC 717805,"$3,900.00",,
Supply,GRAFT BONE WEDGE ALLOPURE BIOCORTICAL 22X20X10MM 8666-1000,"$5,025.00",,
Supply,GRAFT CHONDROFIX 11MM 5604-20-11,"$10,725.00",,
Supply,GRAFT CHONDROFIX 15MM 5604-20-15,"$11,874.00",,
Supply,GRAFT CHONDROFIX 7MM 5604-20-07,"$8,388.00",,
Supply,GRAFT CHONDROFIX 9MM 5604-20-09,"$10,920.00",,
Supply,Graft Collamend 2.4X4.7 1175612,"$3,645.00",,
Supply,Graft Collamend 8.0X10.0 1175105,"$11,946.00",,
Supply,Graft Contra Ext PXC 141400,"$13,044.00",,
Supply,Graft Debakey Woven Fabric 007955,$267.00,,
Supply,GRAFT DISTAL 20FR 12X28X91MM G32554 ZFEN-D-12-28-91-C,"$11,124.00",,
Supply,GRAFT DISTAL FLOW 80MM DFM8006SC,"$6,930.00",,
Supply,Graft Dualmesh Biomaterial 1DLMC200,"$2,397.00",,
Supply,GRAFT ENDOPROS 23MMX12MMX18CM RLT231218,"$32,292.00",,
Supply,GRAFT ENDOPROS 26MMX14.5MMX12CM RLT261412,"$32,292.00",,
Supply,GRAFT ENDOPROS 26X14.5MMX12CM RLT281412,"$32,292.00",,
Supply,GRAFT ENDOPROS 26X14.5MMX14CM RLT261414,"$32,292.00",,
Supply,GRAFT ENDOPROS 26X14.5MMX18CM RLT261418,"$32,292.00",,
Supply,GRAFT ENDOPROS 28.5X14.5MMX18CM RLT2814181,"$31,503.00",,
Supply,GRAFT ENDOPROS TAG 34MMX20CM TGU343420,"$47,655.00",,
Supply,GRAFT ENDOPROS TAG 37MMX20CM TGU373720,"$47,655.00",,
Supply,GRAFT ENDOPROSTHESIS EXCLUDER 28.5MMX14.5MMX16CM RMT281416,"$31,503.00",,
Supply,GRAFT ENDOPROSTHESIS EXCLUDER 28.5MMX14.5MMX18CM RMT281418,"$31,503.00",,
Supply,GRAFT ENDOPROSTHESIS EXCLUDER 31MMX14.5MMMX13MM RMT311413,"$31,503.00",,
Supply,GRAFT ENDOPROSTHESIS EXCLUDER 31MMX14.5MMMX15MM RMT311415,"$31,503.00",,
Supply,GRAFT ENDOVASCULAR 30X96MM 20FR G48423,"$26,919.00",,
Supply,Graft Endovascular Zenith Iliac Plug G43054,"$5,658.00",,
Supply,GRAFT ENODPROS EXC 20MMX09.5CM PXC201000,"$13,044.00",,
Supply,Graft Fascia Lata 8X20CM,"$3,797.00",,
Supply,Graft Femoral Shaft 10.0CM 450430,"$4,500.00",,
Supply,GRAFT FEMORAL SHAFT 210MM FBFS,"$2,797.00",,
Supply,GRAFT FIBULA 10CM FFIBIO FRESH FROZEN,"$1,936.00",,
Supply,GRAFT FIBULAR SEGMENT 100MM FIB FREEZE DRIED,"$1,844.00",,
Supply,GRAFT FILTER 352.229S,$706.00,,
Supply,GRAFT GORE BIFURCATED 16-8X50 IGK1608,"$1,470.00",,
Supply,GRAFT GORETEX 06MMX040CM STRCH,"$2,286.00",,
Supply,GRAFT GORETEX 06MMX080CM,"$4,122.00",,
Supply,GRAFT GORETEX 07MMX010CM STRCH,$516.00,,
Supply,GRAFT GORETEX 08MMX040CM,"$2,286.00",,
Supply,GRAFT GORETEX 08MMX080CM,"$4,122.00",,
Supply,GRAFT GORETEX 08MMX100CM,"$4,809.00",,
Supply,GRAFT GORETEX 10MMX040CM,"$1,719.00",,
Supply,GRAFT GORETEX 12X06X040MM STR,"$2,514.00",,
Supply,GRAFT GORETEX 14X07X040CM SBT1401,"$2,514.00",,
Supply,GRAFT GORETEX 16X08X40MM STRCH,"$2,514.00",,
Supply,GRAFT GORETEX 18X9X40MM STRCH SBT1801,"$2,514.00",,
Supply,GRAFT GORETEX 20X10X040MM SBT2001,"$2,514.00",,
Supply,GRAFT GORETEX 22X11X040MM STR,"$2,517.00",,
Supply,GRAFT GORETEX 24X12X040MM STR,"$2,532.00",,
Supply,GRAFT GORETEX 4-7MMX45CM STRCH,"$1,731.00",,
Supply,GRAFT GORETEX AXILLOBIF SAX01,"$6,249.00",,
Supply,GRAFT GORETEX PATCH ACUSEAL ICVX003,$627.00,,
Supply,GRAFT GRACILIS TENDON FGRACILIS,"$3,308.00",,
Supply,GRAFT HEMASHIELD MICRO 12X07MM,"$2,320.00",,
Supply,Graft Hemashield Platinum 128mm 75428P,"$1,852.00",,
Supply,GRAFT HEMASHIELD WOVEN PLAT 26MM 175426P,"$1,905.00",,
Supply,GRAFT HEMASHIELD WOVEN PLAT 30MM 175430P,"$1,852.00",,
Supply,Graft Iliac AAA TFLE.10.88,"$8,928.00",,
Supply,Graft Iliac AAA TFLE.22.71,"$8,928.00",,
Supply,Graft Iliac Ext PXL 161407,"$9,165.00",,
Supply,GRAFT ILIAC LEG AAA 13X107MM ZSLE-13-107-ZT G55234,"$9,819.00",,
Supply,GRAFT ILIAC LEG AAA 13X122MM ZSLE-13-122-ZT G55235,"$9,819.00",,
Supply,GRAFT ILIAC LEG AAA 16X74MM ZSLE-16-74-ZT G55238,"$9,819.00",,
Supply,GRAFT ILIAC LEG AAA 20X74MM ZSLE-20-74-ZT G55242,"$9,819.00",,
Supply,GRAFT ILIAC LEG AAA 24X74MM ZSLE-24-74-ZT G55246,"$9,819.00",,
Supply,GRAFT ILIAC PLUG 16X30MM ZIP-16-30-ZT G18506,"$6,003.00",,
Supply,GRAFT ILIAC PLUG 24X30MM ZIP-24-30-ZT G18508,"$6,003.00",,
Supply,Graft Leg AAA Iliac TFLE-22-88 G12470,"$8,343.00",,
Supply,GRAFT LEG ILIAC 13X90MM 16FR G55247,"$9,819.00",,
Supply,GRAFT LEG ILIAC AAA 16X90MM G55239,"$9,819.00",,
