Facility,Description,Unit Price
Cooper University Hospital,CATH URO-MAX BALLOON 15FRX4CM ," $1,490.00 "
Cooper University Hospital,CATH VANSCHIE 1 5FRX65 , $129.36 
Cooper University Hospital,CATH VANSCHIE 2 5FRX65 , $129.36 
Cooper University Hospital,CATH VANSCHIE 3 5X65 , $129.36 
Cooper University Hospital,CATH VANSCHIE 4 5FRX65 , $129.36 
Cooper University Hospital,CATH VANSCHIE 5 5FRX65 , $129.36 
Cooper University Hospital,CATH VERSAFLEX Z ZNIS+8R DISP PH/IMPEDANCE, $485.10 
Cooper University Hospital,CATH VTK 6FR X .035 X 125CM , $294.53 
Cooper University Hospital,CATH X-FORCE ," $1,097.71 "
Cooper University Hospital,CATH XPEEDIOR THROMBCTMY SET ULTRA," $2,079.00 "
Cooper University Hospital,CATHETER 10-50MMX65CM BLN STNT GRAFT [Q50-65P]," $2,240.70 "
Cooper University Hospital,CATHETER 18MMX4CMX9FR BLN DIL Z-MED II," $3,460.56 "
Cooper University Hospital,CATHETER 2.6FRX.018X150CM CXI SUPPORT STR, $608.69 
Cooper University Hospital,CATHETER 40 PTA 7MMX4CMX75CM BALLOON DIALATION CONQUEST, $924.00 
Cooper University Hospital,CATHETER 5.4FX136CM 5MAX ACE REFERFUSION," $11,411.40 "
Cooper University Hospital,CATHETER 5F 120 BER NEURON SLCT, $577.50 
Cooper University Hospital,CATHETER 5F 120 H1 NEURON SLCT , $577.50 
Cooper University Hospital,CATHETER 5F 130 SIM NEURON SLCT, $577.50 
Cooper University Hospital,CATHETER 5F X 115CM US DIST GD DSC," $4,689.30 "
Cooper University Hospital,CATHETER 5MAX 115CM DIST DLV ," $7,715.40 "
Cooper University Hospital,CATHETER 5MAX 125CM DIST DLV ," $7,715.40 "
Cooper University Hospital,CATHETER 60 RFA FOCAL BARRX ," $6,574.26 "
Cooper University Hospital,CATHETER 6F 070 105/8 MP NEURON DLV," $3,164.70 "
Cooper University Hospital,CATHETER 6F 070 105/8 STR NEURON DLV," $3,164.70 "
Cooper University Hospital,CATHETER 6F 070 95/6 MP NEURON DLV," $3,164.70 "
Cooper University Hospital,CATHETER 6F 070 95/6 STR NEURON DLV," $3,164.70 "
Cooper University Hospital,CATHETER 6F 105/6 MP NEURON DLV," $3,164.70 "
Cooper University Hospital,CATHETER 6F 105/6 STR NEURON DLV," $3,164.70 "
Cooper University Hospital,CATHETER 6F 125 BER NEURON SLCT, $577.50 
Cooper University Hospital,CATHETER 6FR 115 STR DIST GD DSC," $4,273.50 "
Cooper University Hospital,CATHETER 7.5FR 40CC FBROP SNS+ W/ 2 STLK DEV," $4,829.98 "
Cooper University Hospital,CATHETER 8FR 50CC FBROP SNS+ W/ 2 STLK DEV," $4,829.98 "
Cooper University Hospital,CATHETER 90 RFA FOCAL BARRX ," $6,574.26 "
Cooper University Hospital,CATHETER AREIS BLN DIL  [KG1640]," $2,541.00 "
Cooper University Hospital,CATHETER ARWY AERIS 10X30MM , $508.20 
Cooper University Hospital,CATHETER ARWY AERIS 12X30MM , $508.20 
Cooper University Hospital,CATHETER ARWY AERIS 12X40MM , $508.20 
Cooper University Hospital,CATHETER ARWY AERIS 14X40MM , $508.20 
Cooper University Hospital,CATHETER ARWY AERIS 18X40MM ," $2,541.00 "
Cooper University Hospital,CATHETER ARWY AERIS 5X30MM , $508.20 
Cooper University Hospital,CATHETER ARWY AERIS 7X30MM , $508.20 
Cooper University Hospital,CATHETER ARWY AERIS 8X30MM , $508.20 
Cooper University Hospital,CATHETER ARWY AERIS 9X30MM , $508.20 
Cooper University Hospital,CATHETER AVALON ELT BI-CAVAL DUAL LUMEN," $10,857.00 "
Cooper University Hospital,CATHETER BALLOON 32MM CODA LP  [CODA-2-9.0-35-120-32]," $1,986.60 "
Cooper University Hospital,CATHETER BILIARY 5F , $277.20 
Cooper University Hospital,CATHETER BILIARY RSLV DRN 12FR , $346.50 
Cooper University Hospital,CATHETER BILIARY RSLV DRN 14FR , $346.50 
Cooper University Hospital,CATHETER BLN .035 8X80MMX80CM EVERCROSS, $518.92 
Cooper University Hospital,CATHETER BLN DIL 8FR .035IN 18 ATM LG DIA," $1,293.60 "
Cooper University Hospital,CATHETER BLNDIL .035IN 18 ATM 5FR 3MM 135CM 2CM PTA OTW GW, $688.38 
Cooper University Hospital,CATHETER BLNDIL 10GA 10MM IVAS ," $3,846.15 "
Cooper University Hospital,CATHETER BLNDIL 5FRX10MM 110CM OPTA PRO, $531.30 
Cooper University Hospital,CATHETER BLNOCC 7FR 34FR 65CM LTX OCLR, $787.02 
Cooper University Hospital,CATHETER BRAIDED 4F 150 CM BERENSTEIN, $415.80 
Cooper University Hospital,CATHETER CURVED AMPLATZ APEX , $293.37 
Cooper University Hospital,CATHETER CV 5FR 135CM 2 LUM GW RED P PICC SOLO NTNL, $480.48 
Cooper University Hospital,CATHETER CXI SUPPORT , $608.69 
Cooper University Hospital,CATHETER DRN 10.2FR 25CM MCLC 6 SDPRT MC LC LCK LOOP RADPQ, $292.91 
Cooper University Hospital,CATHETER DRN 10FR 30CM A ANCH LCK MLCT DRMTR OPN PRCFLX STRL, $250.08 
Cooper University Hospital,CATHETER DRN 12FR 25CM MCLC 6 SDPRT MC LC LCK LOOP RADPQ BND, $292.91 
Cooper University Hospital,CATHETER DRN 14FR 25CM MCLC 6 SDPRT MCLC LCK LOOP M-PURP, $292.91 
Cooper University Hospital,CATHETER DRN 8.5FRX.038INX25CM ULTHNE MP, $292.91 
Cooper University Hospital,CATHETER DRN 8FR 30CM A ANCH LCK MLCT PRCFLX STRL LF, $250.08 
Cooper University Hospital,CATHETER ECHELON 10 MIC ," $3,349.50 "
Cooper University Hospital,CATHETER ENDO .035IN 6FR 200CM BIL PANC ERCP DOME TIP STRL, $341.88 
Cooper University Hospital,CATHETER GD .035IN 4FR 150CM SUPP ANG TIP LOPRO RADPQ BRAID, $608.69 
Cooper University Hospital,CATHETER GD 16MM 5MM RLV SPN MXL SINUS BLN SINUPLSTY SYS," $7,738.50 "
Cooper University Hospital,CATHETER GD 5F MPC 90CM ENVOY ," $2,066.66 "
Cooper University Hospital,CATHETER GD 6F DA MPC 105CM ENVOY," $3,170.89 "
Cooper University Hospital,CATHETER GD 6F DA MPC 95CM ENVOY," $3,170.89 "
Cooper University Hospital,CATHETER GD 6F DA MPD 95CM ENVOY," $3,170.89 "
Cooper University Hospital,CATHETER GD 6F DA XB MPD 95CM ENVOY," $3,170.89 "
Cooper University Hospital,CATHETER GD 6F MPC 90CM ENVOY ," $1,959.25 "
Cooper University Hospital,CATHETER GD 6F STR 100CM ENVOY ," $1,959.25 "
Cooper University Hospital,CATHETER GD SUPP CXI , $608.69 
Cooper University Hospital,CATHETER LEFT NECK SWAN , $897.80 
Cooper University Hospital,CATHETER LT HRT VENT , $193.12 
Cooper University Hospital,CATHETER MARATHON 165 AVM MIC (NO STYLET)," $3,367.98 "
Cooper University Hospital,CATHETER MARKSMAN 135CM ," $4,984.98 "
Cooper University Hospital,CATHETER MARKSMAN 150CM ," $4,984.98 "
Cooper University Hospital,CATHETER MICRO 170CM STR PROWLER14," $3,714.85 "
Cooper University Hospital,CATHETER PTA DILATION , $651.42 
Cooper University Hospital,CATHETER RELIEVA VORTEX 2 SINUS IRRIGATION, $716.10 
Cooper University Hospital,CATHETER SKATER DRN 16FR 25CM ALL PURPOSE, $323.40 
Cooper University Hospital,CATHETER SOLEX 7 ," $4,196.25 "
Cooper University Hospital,CATHETER SPYSCOPE DS ACC/DLV ," $11,319.00 "
Cooper University Hospital,CATHETER SZ 20 CM 5FRX100CM ANGIO DX PIG SEGMENT ACCU-VU, $508.20 
Cooper University Hospital,CATHETER TORCON NB ADV  [HNB5.0-35-65-P-NS-VANSCHIE4-01], $508.20 
Cooper University Hospital,CATHETER ULTRA LONG RFA FOCAL BARRX," $8,334.48 "
Cooper University Hospital,CATHETER URETER TPR 5.8FR 24FR 75CM 4CM KNK RST SHFT RADPQ," $1,260.11 "
Cooper University Hospital,CATHETER VIEW PERIPH 3.2X2.0 ," $3,927.00 "
Cooper University Hospital,CATHETER VIEW PERIPH 3.8X2.5 ," $3,927.00 "
Cooper University Hospital,CATHETER XTD DIST LGTH MIC ULTRAFLOW," $2,661.12 "
Cooper University Hospital,CAUTERY ACU DISPO FT2 , $600.37 
Cooper University Hospital,CELLULOSE OXD 4X2IN ABS HMSTC SNW SRGCL FBRC LF NS, $458.40 
Cooper University Hospital,CELLULOSE OXD 4X4IN ABS HMSTC SNW SRGCL, $573.02 
Cooper University Hospital,CHARGER PROGRAMMER/CHARGER ," $10,031.18 "
Cooper University Hospital,CHISEL BLADE SIZE 10X40 S ," $1,288.98 "
Cooper University Hospital,CHISEL BLADE SIZE 10X60 S ," $1,288.98 "
Cooper University Hospital,CHISEL BLADE SIZE 12X40 S ," $1,288.98 "
Cooper University Hospital,CHISEL BLADE SIZE 8X38 C ," $1,566.18 "
Cooper University Hospital,CHOLANGIOGRAM LAP KIT ARROW  [CS-01701], $445.37 
Cooper University Hospital,CIRCUIT ANGIOVAC W/ BUBBLE TRP F/ EXTRACORPOREAL BYPS," $6,930.00 "
Cooper University Hospital,CLAMP ADJ MNDB XTRNFX  [03.305.006]," $1,907.55 "
Cooper University Hospital,CLAMP ADJ MNDB XTRNFX  [03.305.006]," $2,187.80 "
Cooper University Hospital,CLAMP ISOLATOR LEFT CXL ABLATION," $13,167.00 "
Cooper University Hospital,CLIP ACRA 1 CARTRIDGE/15  [500-112], $101.64 
Cooper University Hospital,CLIP ANEURYSM MINI 3.9MM PHYNOX [FE714K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM MINI 3MM FE680K PHYNOX [FE680K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM MINI 3MM FE700K PHYNOX [FE700K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM MINI 4 X 7MM PHYNOX [FE727K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM MINI 4.7MM PERM PHYNOX [FE694K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM MINI 4.7MM PHYNOX [FE712K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM MINI 4.7MM TEMP PHYNOX [FE693K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM MINI 4MM FE711K PHYNOX [FE711K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM MINI 4MM FE713K PHYNOX [FE713K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM MINI 5.2MM PHYNOX [FE726K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM MINI 5MM FE690K PHYNOX [FE690K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM MINI 5MM FE691K PHYNOX [FE691K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM MINI 5MM FE710K PHYNOX [FE710K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM MINI 5MM FE725K PHYNOX TEMP [FE725K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM MINI 6.5MM PHYNOX [FE723K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM MINI 6.6MM PHYNOX [FE722K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM MINI 7 X 4.5MM PHYNOX [FE820K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM MINI 7 X 4.6MM PHYNOX STRAIGHT [FE721K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM MINI 7 X 5.7MM PHYNOX [FE728K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM STD 7 X 6.2MM PHYNOX [FE740K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM STD 7 X 7.2MM PHYNOX [FE830K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM YASARGIL 10.6MM PHYNOX [FE623K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM YASARGIL 5.4MM PHYNOX [FE744K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM YASARGIL 6.5MM PHYNOX [FE742K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM YASARGIL 6.6MM PHYNOX [FE754K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM YASARGIL 6.7MM PHYNOX [FE755K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM YASARGIL 7.3MM PHYNOX [FE603K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM YASARGIL 8.3MM PHYNOX [FE752K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM YASARGIL 8.4MM PHYNOX [FE753K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM YASARGIL 8.6MM PHYNOX [FE747K]," $1,652.34 "
Cooper University Hospital,CLIP ANEURYSM YASARGIL 9.2MM PHYNOX [FE613K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM STD YASARGIL 10.2MM PHYNOX [FE762K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM STD YASARGIL 10.3MM PHYNOX [FE784K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM STD YASARGIL 11.1MM PHYNOX [FE761K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM STD YASARGIL 11.3MM PHYNOX [FE833K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM STD YASARGIL 11MM PHYNOX [FE760K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM STD YASARGIL 12MM PHYNOX [FE759K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM STD YASARGIL 13.7MM PHYNOX [FE782K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM STD YASARGIL 13.8MM PHYNOX [FE783K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM STD YASARGIL 15.3MM PHYNOX [FE786K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM STD YASARGIL 17.5MM PHYNOX [FE793K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM STD YASARGIL 18.7MM PHYNOX [FE792K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM STD YASARGIL 25MM PHYNOX [FE840K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM STD YASARGIL 6.7MM PHYNOX [FE850K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM STD YASARGIL 7.4MM PHYNOX PERM [FE823K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM STD YASARGIL 8.4MM PHYNOX TEMP [FE824K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM STD YASARGIL 9.3MM PHYNOX [FE832K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM YASARGIL 7 X 5.7MM PHYNOX [FE746K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM YASARGIL 7 X 7.9MM PHYNOX [FE748K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM YASARGIL 8 X 6.5MM PHYNOX STANDARD [FE764K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM YASARGIL 9 X 5.6MM PHYNOX STANDARD [FE851K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM YASARGIL 9 X 6.5MM PHYNOX STANDARD [FE810K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM YASARGIL 9 X 8.7MM PHYNOX [FE758K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM YSRGL 10 X 5.6MM PHYNOX STANDARD [FE822K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM YSRGL 15 MM FE780K PHYNOX STD PERM [FE780K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM YSRGL 15 MM FE781K PHYNOX STD TEMP [FE781K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM YSRGL 20 X 11.4MM PHYNOX STD TEMP [FE791K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM YSRGL 20 X 13MM PHYNOX STD PERM [FE798K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM YSRGL 9 MM FE750K PHYNOX STD PERM [FE750K]," $1,652.34 "
Cooper University Hospital,CLIP ANRSM YSRGL 9 MM FE751K PHYNOX STD TEMP [FE751K]," $1,652.34 "
Cooper University Hospital,CLIP ENDO II MD/LG 10MM PSTL GRP, $393.95 
Cooper University Hospital,CLIP ENDO LG 10MM PSTL GRP , $409.10 
Cooper University Hospital,CLIP ENDOCLIP III 5MM , $322.80 
Cooper University Hospital,CLIP FCP STR SCLP ADLT/PED DISP, $344.28 
Cooper University Hospital,CLIP ILIZAROV HALF PIN ORG  [71070291], $263.80 
Cooper University Hospital,CLIP SURG CLOSED TUBE GAMMA3  [1320-0125S], $592.84 
Cooper University Hospital,CLIP SURG PREM III M-11.75IN TI, $232.48 
Cooper University Hospital,CLIP SURG PREM III M-9.75IN TI , $228.14 
Cooper University Hospital,CLIP SURG PREM III M-9.75IN TI , $232.48 
Cooper University Hospital,CLIP SURG PREM III S-9.0IN TI , $231.42 
Cooper University Hospital,CLIP SURG PREM L-13.0IN TI , $235.07 
Cooper University Hospital,COIL EMBL PROWLER 150CM STR TIP SELECT LPES MC," $4,542.62 "
Cooper University Hospital,COIL EMBL PROWLER 45 DEG TIP SELECT LPES," $4,634.78 "
Cooper University Hospital,COIL EMBL PROWLER 90 DEG TIP SELECT LPES," $4,634.78 "
Cooper University Hospital,COIL EMBL PROWLER14 MC 150 CM STR DUAL MARKER," $3,714.85 "
Cooper University Hospital,COIL EMBOLIZATION ," $1,155.00 "
Cooper University Hospital,COLLAR ASPEN ADULT EXTRA TALL , $103.67 
Cooper University Hospital,COLLAR ASPEN ADULT REG , $103.67 
Cooper University Hospital,COLLAR ASPEN ADULT SHORT , $103.67 
Cooper University Hospital,COLLAR ASPEN ADULT TALL , $103.67 
Cooper University Hospital,COLLAR ASPEN CHILD REG , $103.67 
Cooper University Hospital,COLLAR ASPEN INFANT SHORT 3/4 W/PAD, $103.67 
Cooper University Hospital,CONTROL ACCU-CHEK COMFOR CURVE (PK/6), $24.95 
Cooper University Hospital,CONTROLLER MEDTRONIC ," $4,134.90 "
Cooper University Hospital,CONTROLLER PRODIGY ," $7,507.50 "
Cooper University Hospital,COSEAL 4ML  [934071]," $2,858.07 "
Cooper University Hospital,COSEAL 8ML  [934072]," $4,424.02 "
Cooper University Hospital,COVER K-WIRE WHT .045 STRL , $6.79 
Cooper University Hospital,COVER SCR CNCL F/ VISTAFIX VX1300, $854.70 
Cooper University Hospital,CRYONEEDLE ICESPHERE 17 GAUGE ," $5,197.50 "
Cooper University Hospital,CUFF TIP MANUAL INFLATE 13FR DEFLECTING THORACOTOMY," $1,755.60 "
Cooper University Hospital,CUP SPECTRON 28MMOD 20 DEGREE  [71352855]," $4,078.31 "
Cooper University Hospital,DRAIN ABRAMSON 3 LMN 3/8 IN , $103.63 
Cooper University Hospital,DRAIN ABRAMSON 3 LMN SUMP 5/8 , $103.63 
Cooper University Hospital,DRAIN BLAKE FULL FLUTED 7FR , $51.00 
Cooper University Hospital,DRAIN BLAKE ROUND FLUTED 10FR , $58.63 
Cooper University Hospital,DRAIN BLAKE ROUND FLUTED 15FR , $75.91 
Cooper University Hospital,DRAIN CARDIOTHORACIC 19FR RND , $112.73 
Cooper University Hospital,DRAIN CHEST ADULT , $197.00 
Cooper University Hospital,DRAIN CHEST PEDIATRIC , $197.23 
Cooper University Hospital,DRAIN CHEST STD ATS CHMBR READY THOR BLD RCVR, $211.37 
Cooper University Hospital,DRAIN HEMOVAC LRG1/4 , $32.11 
Cooper University Hospital,DRAIN HEMOVAC LRG1/4 , $32.16 
Cooper University Hospital,DRAIN HEMOVAC MED 1/8 400 CC, $32.11 
Cooper University Hospital,DRAIN JACKSON PRATT  10 MM , $18.94 
Cooper University Hospital,DRAIN JACKSON PRATT  7 MM , $20.14 
Cooper University Hospital,DRAIN JACKSON PRATT 10 MM FLAT , $18.94 
Cooper University Hospital,DRAIN JACKSON PRATT 7FR ROUND , $17.28 
Cooper University Hospital,DRAIN JACKSON PRATT SUCTION , $25.69 
Cooper University Hospital,DRAIN PNEUMOSTAT CHST , $148.07 
Cooper University Hospital,DRAIN RND CHNL 10FR W/ TROC 1/8IN FULL FLUTED, $60.34 
Cooper University Hospital,DREAMWIRE ST 450 STD .035 STRAIGHT, $680.34 
Cooper University Hospital,DREAMWIRE STSS 450 STIFF .035 STRAIGHT, $680.34 
Cooper University Hospital,DRESSING ALLEVYN TRACH , $10.16 
Cooper University Hospital,DRESSING MATRISTEM WOUND MATRI , $284.13 
Cooper University Hospital,DRESSING MED VERAFLO VAC FOM , $531.30 
Cooper University Hospital,DRESSING OASIS WOUND 7 X 10CM , $978.98 
Cooper University Hospital,DRESSING OPN ABTHERA FOM ABD ," $2,102.10 "
Cooper University Hospital,DRESSING SINU-FOAM STAMMBERGR NSL RAPID RHINO, $360.36 
Cooper University Hospital,DRSG BANDAGE TRAUMA MRDH ," $4,564.56 "
Cooper University Hospital,DRSG QUIKCLOT 12X12 IN W/XRAY TRAUMAPAD, $354.45 
Cooper University Hospital,DRSG QUIKCLOT 12X12 IN W/XRAY TRAUMAPAD, $354.49 
Cooper University Hospital,DRSG VAC SLVR LG GRANUFOAM , $329.45 
Cooper University Hospital,DRSG VAC SLVR MED GRANUFOAM , $275.68 
Cooper University Hospital,ELEVATOR PROST 90D BLD 180MM , $979.07 
Cooper University Hospital,ELEVATOR SEPTAL PENNINGTON 8.5 ," $1,986.60 "
Cooper University Hospital,ENDOBUTTON CL PAC LF ," $1,306.91 "
Cooper University Hospital,ENHANCER RESQPOD CIRCULATORY , $426.89 
Cooper University Hospital,FABRIC WOVEN CARDIAC/GORE  [1705015006]," $2,804.34 "
Cooper University Hospital,FEMOSTOP HD MULTIPLES OF 10 , $369.60 
Cooper University Hospital,FIBER 1000 MICRO LASER SINGLE USE," $3,437.42 "
Cooper University Hospital,FIBER 10547-120 GAUGE 45DEG IRIDEX [10875]," $1,455.30 "
Cooper University Hospital,FIBER 6X18MM XPRESS LOPROFILE PATH ASSIST LIGHT," $6,791.40 "
Cooper University Hospital,FIBER ACCUSTAT 125 UM ," $3,049.20 "
Cooper University Hospital,FIBER FLEXIVA 200 TRACTIP LSR ," $2,282.14 "
Cooper University Hospital,FIBER HOLMIUM 200 , $729.96 
Cooper University Hospital,FIBER HOLMIUM 200 SCOPE SAFE  [10811], $693.00 
Cooper University Hospital,FIBER HOLMIUM 270 MICRON ," $1,977.04 "
Cooper University Hospital,FIBER HOLMIUM 365 MICRON  [10494], $729.96 
Cooper University Hospital,FIBER HOLMIUM 400 MICRONS ," $1,654.42 "
Cooper University Hospital,FIBER KTP AURA 125UM ACCUSTAT ," $3,672.90 "
Cooper University Hospital,FIBER KTP/YAG .6MM LP RDC BF ," $2,411.64 "
Cooper University Hospital,FIBER LASER LUMENIS 365 MICRON ," $1,085.70 "
Cooper University Hospital,FIBER LSR ACCUTRAC 200UM HO SMA 905 CONN STRN RLF FLXB LF," $2,282.14 "
Cooper University Hospital,FIBER MOXY GREEN LIGHT ," $4,851.00 "
Cooper University Hospital,FIBER OMNIGUIDE BP-LE ," $5,082.00 "
Cooper University Hospital,FIBERLASE CO2 FIBER ," $5,082.00 "
Cooper University Hospital,FILIFORM WOVEN 18/45.7CM/3FR STRAIGHT TIP, $184.94 
Cooper University Hospital,FLEXFLOW VENOUS CANNULA 23F , $623.70 
Cooper University Hospital,FRAME 3.0MM XTRNL FXTR AXSOS TARGETING STS," $2,293.32 "
Cooper University Hospital,GARMENT DVT INT FOOT LG STRL GEN2, $249.48 
Cooper University Hospital,GENERATOR XTRN PLS 2 PORT HEADER [3032]," $2,541.00 "
Cooper University Hospital,GENERATOR XTRNL CPLNG CPC ," $9,240.00 "
Cooper University Hospital,GENERATOR XTRNL FIELD PLS ELECTROMAGNETIC," $11,088.00 "
Cooper University Hospital,GLIDE CATH ANGLED 5FR 100CM , $234.00 
Cooper University Hospital,GLIDECATH ANGLED 4 X 65CM , $234.00 
Cooper University Hospital,GLIDECATH ANGLED 4 X 65CM , $237.47 
Cooper University Hospital,GLIDEWIRE .018 X 150 CM ANGLED , $257.33 
Cooper University Hospital,GLIDEWIRE .018 X 180 GOLD ANGLED, $577.50 
Cooper University Hospital,GLIDEWIRE .035 180 STRAIGHT , $190.11 
Cooper University Hospital,GLIDEWIRE .035 180CM ANGLED , $190.11 
Cooper University Hospital,GLIDEWIRE 0.35 260CM REG ANG 3CM, $497.57 
Cooper University Hospital,GLIDEWIRE 0.35 260CM REG STR 3CM, $497.57 
Cooper University Hospital,GLIDEWIRE 260 STRT 3CM , $212.52 
Cooper University Hospital,GLIDEWIRE 70 .018X180CM GOLD ANGLED, $577.50 
Cooper University Hospital,GLIDEWIRE 90/60 .018X180X25 DOUBLE ANGLE, $859.32 
Cooper University Hospital,GLIDEWIRE ADVANTAGE ," $1,062.60 "
Cooper University Hospital,GLIDEWIRE ANGLED .018 X 180 , $257.33 
Cooper University Hospital,GLIDEWIRE ANGLED .018X260 CM , $355.74 
Cooper University Hospital,GLIDEWIRE ANGLED .035 X 260 , $212.52 
Cooper University Hospital,GLIDEWIRE ANGLED 180CM , $168.45 
Cooper University Hospital,GLIDEWIRE GT .018X180X25 90 ANGLE, $859.32 
Cooper University Hospital,GLIDEWIRE GT STR SHP , $859.32 
Cooper University Hospital,GLIDEWIRE RADIOFOCUS URO WRE ANG, $328.02 
Cooper University Hospital,GLIDEWIRE STERRABLE .035X260CM CTIP, $311.62 
Cooper University Hospital,GLIDEWIRE STRAIGHT .018X180CM , $257.33 
Cooper University Hospital,GLIDEWIRE STRAIGHT .018X260 CM , $355.74 
Cooper University Hospital,GRAFT AAA 22X70X16X30 SYS BIFUR AFX ENDO [BA22-70/116-30]," $52,182.90 "
Cooper University Hospital,GRAFT AUTO OATS 10MM  [AR-1981-10S]," $2,402.40 "
Cooper University Hospital,GRAFT AUTO OATS 4MM  [AR-1981-04S]," $2,402.40 "
Cooper University Hospital,GRAFT AUTO OATS 6MM  [AR-1981-06S]," $2,402.40 "
Cooper University Hospital,GRAFT AUTO OATS 8MM  [AR-1981-08S]," $2,402.40 "
Cooper University Hospital,GRAFT BALLOON CATHETER  [Q50-100P]," $2,240.70 "
Cooper University Hospital,GRAFT TOOL SMOOTHER 7.9MM CRUCIAL [CLSMO], $753.06 
Cooper University Hospital,GRAFT TOOL SMOOTHER 9.5MM CRUCIAL [CLXSMO], $729.96 
Cooper University Hospital,GUDE ANCHOR HELI-FX ENDO  [HG-16-62-28]," $8,135.82 "
Cooper University Hospital,GUIDE 2.4MM UNV DRL F/ HND MOD SYS," $2,019.77 "
Cooper University Hospital,GUIDE BLUEPRINT RVRS GLND , $0.05 
Cooper University Hospital,GUIDE DJD II HUMERAL ," $1,625.59 "
Cooper University Hospital,GUIDE DRILL RECON PLATE ," $1,750.24 "
Cooper University Hospital,GUIDE DRILL RETRO ASSEMBLY , $669.90 
Cooper University Hospital,GUIDE DRL 2.0X30MM NS SNGL HND AO CNCT SPDGD W/ DPTH GA, $698.54 
Cooper University Hospital,GUIDE DRL 2.0X70MM NS SNGL HND AO CNCT SPDGD W/ DPTH GA, $698.54 
Cooper University Hospital,GUIDE DRL 2.4/1.8MM F/ DIST RDS PLT," $1,510.97 "
Cooper University Hospital,GUIDE DRL 2.6X30MM NS SNGL HND AO CNCT SPDGD W/ DPTH GA, $698.54 
Cooper University Hospital,GUIDE DRL 2.6X70MM NS SNGL HND AO CNCT SPDGD W/ DPTH GA, $698.54 
Cooper University Hospital,GUIDE DRL 2.7MM UNV ," $2,066.02 "
Cooper University Hospital,GUIDE DRL 2.7X30MM NS SNGL HND AO CNCT SPDGD W/ DPTH GA, $698.54 
Cooper University Hospital,GUIDE DRL 2.8MM THRD F/ 3.5MM LCKNG SCR, $539.66 
